DATOS HORARIOS 2022_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
ABRIL,1,0,0.022,0.002,NA,NA,59,46,21.391867,0.447,259.350083,22.050183,621.213333
ABRIL,1,1,0.03,0.002,NA,NA,77,64,20.841767,NA,218.237787,21.819567,621.138667
ABRIL,1,2,0.012,0.005,NA,NA,102,92,19.793367,NA,126.68175,24.595517,621.1105
ABRIL,1,3,0.017,0.007,NA,NA,89,92,18.62085,NA,143.659933,27.701333,620.974667
ABRIL,1,4,0.007,0.007,NA,NA,79,67,17.366667,NA,169.799065,31.415217,621.040667
ABRIL,1,5,0.006,0.006,NA,NA,88,80,16.401733,NA,194.5024,33.066767,621.241167
ABRIL,1,6,0.007,0.005,NA,NA,91,78,15.736633,NA,206.479865,34.292133,621.579167
ABRIL,1,7,0.005,0.006,NA,NA,93,92,15.235267,0.447075,185.72072,36.023167,621.996
ABRIL,1,8,0.013,0.007,NA,NA,104,93,16.36825,0.57388,103.335067,37.91385,622.3415
ABRIL,1,9,0.021,0.024,NA,NA,82,73,18.721717,0.85332,111.682583,36.13455,622.9475
ABRIL,1,10,0.05,0.026,NA,NA,63,56,21.65415,0.744448,154.443833,30.826983,623.371333
ABRIL,1,11,0.059,0.005,NA,NA,62,53,23.922417,0.942717,240.35315,22.725433,623.232833
ABRIL,1,12,0.074,0.003,NA,NA,73,48,26.05915,1.078245,225.5301,17.6085,622.915667
ABRIL,1,13,0.065,0.002,NA,NA,44,46,27.733733,2.549403,243.673,10.603668,622.343667
ABRIL,1,14,0.053,0.001,NA,NA,20,30,29.2245,3.367016,254.593793,4.513736,621.682931
ABRIL,1,15,0.067,NA,NA,NA,21,NA,30.4024,4.191837,259.045833,5.335697,621.248333
ABRIL,1,16,0.071,0.001,NA,0.009,26,22,31.172833,3.974782,255.826,2.920007,620.683667
ABRIL,1,17,0.071,0.001,NA,0.012,34,20,31.67265,3.582628,261.198167,2.83296,620.371
ABRIL,1,18,0.062,0.001,NA,0.013,32,17,31.4658,4.100755,249.482167,3.845235,620.419
ABRIL,1,19,0.044,0.001,NA,0.021,36,18,29.954667,3.0065,256.035667,6.993603,620.915333
ABRIL,1,20,0.029,0.001,NA,0.027,48,13,27.2851,2.353588,243.091833,12.495683,621.585
ABRIL,1,21,0.026,0.001,NA,0.029,49,17,25.380533,1.378123,222.497,15.383133,622.372
ABRIL,1,22,0.035,0.001,NA,0.016,46,22,23.9867,2.271305,229.9445,18.35595,622.896833
ABRIL,1,23,0.029,0.002,NA,0.015,32,28,22.536733,0.5421,264.820333,21.39085,623.436667
ABRIL,2,0,0.025,0.001,NA,0.018,34,15,21.09275,0.448482,216.001183,25.681567,623.7195
ABRIL,2,1,0.015,0.001,NA,0.025,45,24,20.3728,0.447,182.85085,27.603733,623.688833
ABRIL,2,2,0.019,0.002,NA,0.024,49,25,19.329667,0.454927,222.483722,28.865667,623.468333
ABRIL,2,3,0.018,0.002,NA,0.024,46,23,18.820133,0.487958,212.059167,30.011283,623.434833
