DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2020,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario,O3 Promedio de 8 hrs. ,SO2 promedio de 24 hrs.,CO Promedio de 8 hrs.,PM10 Promedio ponderado  de 12 hrs.,PM2.5 Promedio ponderado  de 12 hrs.,NO2 Horario
JUN,2,3,20.07,33.05,29.92,0.96,16.14,14,4.95
JUN,2,4,27.32,30.60,29.56,0.97,13.78,13,NA
JUN,2,5,29.01,29.60,29.27,0.96,11.34,11,NA
JUN,2,6,28.72,28.62,29.25,0.96,10.25,9,NA
JUN,2,7,29.70,27.64,29.30,1.00,8.49,6,2.45
JUN,2,8,28.50,26.70,29.42,1.03,10.61,6,2.12
JUN,2,9,35.76,27.42,29.95,1.01,9.89,6,NA
JUN,2,10,36.70,29.47,29.91,0.86,12.57,11,NA
JUN,2,11,41.13,32.10,30.14,0.71,18.02,21,2.81
JUN,2,12,47.65,34.65,30.02,0.73,19.34,25,4.50
JUN,2,13,61.48,38.70,30.30,0.78,19.33,20,6.15
JUN,2,14,66.74,43.46,30.58,0.83,25.33,20,7.81
JUN,2,15,62.58,47.57,30.21,0.80,21.17,23,3.13
JUN,2,16,51.43,50.43,30.13,0.80,21.93,19,6.55
JUN,2,17,50.28,52.25,30.14,0.79,18.99,15,5.74
JUN,2,18,48.45,53.72,29.30,0.83,22.44,13,4.97
JUN,2,19,47.60,54.53,29.23,0.83,54.51,11,1.27
JUN,2,20,41.14,53.71,29.21,0.80,38.46,10,1.90
JUN,2,21,41.46,51.21,29.18,0.75,29.58,13,1.27
JUN,2,22,31.22,46.77,32.00,0.85,30.11,12,3.71
JUN,2,23,34.78,43.29,32.11,0.84,27.84,15,NA
JUN,3,0,35.01,41.24,32.14,0.81,22.30,16,NA
JUN,3,1,31.10,38.85,28.05,0.81,18.89,14,NA
JUN,3,2,24.97,35.91,25.27,0.83,16.56,13,4.40
JUN,3,3,20.92,32.58,25.21,0.92,16.18,13,4.25
JUN,3,4,17.38,29.61,28.09,1.16,12.44,11,6.21
JUN,3,5,20.18,26.95,33.01,1.23,11.33,11,2.32
JUN,3,6,17.32,25.21,33.19,1.09,10.04,14,4.25
JUN,3,7,12.09,22.37,33.21,1.11,11.48,11,8.52
JUN,3,8,18.94,20.36,33.12,1.14,9.88,11,4.78
JUN,3,9,22.46,19.28,32.62,1.16,11.38,12,3.20
JUN,3,10,26.88,19.52,32.60,1.13,14.20,44,2.84
JUN,3,11,31.23,20.81,32.89,1.08,16.63,35,1.39
JUN,3,12,35.26,23.05,32.80,0.87,13.48,23,NA
JUN,3,13,38.87,25.38,32.50,0.84,12.28,16,2.63
JUN,3,14,50.80,29.57,31.75,0.84,12.40,13,NA
JUN,3,15,50.96,34.43,31.63,0.82,9.44,18,NA
JUN,3,16,49.66,38.27,31.70,0.80,13.36,15,NA
JUN,3,17,50.01,41.71,31.76,0.77,13.17,14,NA
JUN,3,18,49.30,44.51,31.67,0.77,16.84,12,NA
JUN,3,19,49.43,46.79,31.68,0.73,20.88,11,NA
JUN,3,20,45.91,48.12,31.66,0.69,21.76,10,NA
JUN,3,21,41.39,48.43,31.64,0.64,19.43,8,NA
JUN,3,22,28.66,45.66,29.15,0.69,18.41,8,4.05
JUN,3,23,22.55,42.11,31.54,0.69,20.72,9,3.69
JUN,4,0,17.03,38.03,34.40,0.76,20.66,12,5.54
JUN,4,1,12.35,33.33,37.81,0.79,24.55,11,7.87
JUN,4,2,14.39,28.96,42.33,0.80,22.28,11,7.07
JUN,4,3,13.70,24.50,40.81,0.89,17.50,11,5.89
JUN,4,4,17.92,21.00,38.92,0.90,14.43,10,1.95
JUN,4,5,21.56,18.52,34.00,0.90,12.00,9,NA
JUN,4,6,19.81,17.42,33.83,0.85,9.73,7,NA
JUN,4,7,16.48,16.66,33.73,0.85,10.40,5,3.72
JUN,4,8,19.80,17.00,34.12,0.80,6.56,6,1.18
JUN,4,9,22.86,18.32,34.50,0.77,9.21,7,1.38
