DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2020,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario,O3 Promedio de 8 hrs. ,SO2 promedio de 24 hrs.,CO Promedio de 8 hrs.,PM10 Promedio ponderado  de 12 hrs.,PM2.5 Promedio ponderado  de 12 hrs.,NO2 Horario
MAY,7,17,69.18,60.199408,24.70785,0.656244,24.0831,18.9142,6.69
MAY,7,18,55.26,62.383765,24.718991,0.676067,29.1323,18.7316,11.88
MAY,7,19,56.46,64.160969,24.749369,0.695964,29.8243,17.6672,9.65
MAY,7,20,60.93,65.172583,24.799674,0.698549,30.6353,22.0404,5.24
MAY,7,21,60.47,65.075237,24.80747,0.67246,25.166,21.7083,6.81
MAY,7,22,50.19,62.891408,24.822677,0.682544,20.3123,21.7763,9.68
MAY,7,23,39.97,58.925302,24.842998,0.677985,22.331,20.0575,11.51
MAY,8,0,42.62,54.385704,23.802632,0.651648,22.0591,19.6964,7.85
MAY,8,1,45.61,51.439796,21.508571,0.639162,17.7175,18.228,5.48
MAY,8,2,39.67,49.490888,20.231563,0.615797,21.2428,18.8366,5.08
MAY,8,3,38.75,47.277271,16.35685,0.599813,20.7167,20.0253,5.4
MAY,8,4,33.43,43.839633,12.088951,0.596969,20.1537,15.7856,6.62
MAY,8,5,16.4,38.331588,11.128751,0.590848,19.5642,19.3844,12.61
MAY,8,6,15.28,33.967345,10.874442,0.596096,25.7873,23.1973,16.23
MAY,8,7,7.24,29.876743,10.693355,0.611023,27.557,23.0603,18.38
MAY,8,8,16.21,26.575397,9.355841,0.672263,24.3605,23.7689,22.13
MAY,8,9,19.61,23.324805,8.766807,0.742009,26.2669,19.83,23.27
MAY,8,10,33,22.491743,6.484962,0.796085,27.0298,21.7367,15.49
MAY,8,11,39.17,22.543213,5.318089,0.837564,21.6981,20.6935,13.32
MAY,8,12,44.61,23.939982,4.25181,0.879134,21.1683,18.4288,13.37
MAY,8,13,42.79,27.238826,3.477735,0.927121,21.9658,24.8751,16
MAY,8,14,60.39,32.877635,3.123829,0.956422,22.2193,26.6337,11.26
MAY,8,15,70.78,40.820056,2.546408,0.964136,24.8467,26.9096,9.24
MAY,8,16,81.28,48.953612,1.956545,0.91436,22.3476,24.8497,3.53
MAY,8,17,55.76,53.47338,1.892673,0.85659,26.1947,24.8503,4.69
MAY,8,18,60.91,56.961838,1.865938,0.810326,18.6238,19.2407,4.51
MAY,8,19,53.46,58.748842,2.070345,0.799059,16.1075,17.8293,9.34
MAY,8,20,47.87,59.156819,2.067747,0.773345,18.5067,14.0131,9.38
MAY,8,21,42.35,59.101494,2.035165,0.735364,19.579,11.9555,7.17
MAY,8,22,34.56,55.8726,2.010342,0.711747,14.6188,10.5032,12.99
MAY,8,23,30.63,50.853823,1.978967,0.689826,16.7322,13.1357,12.58
MAY,9,0,21.1,43.331305,1.955111,0.695365,17.1578,11.1244,14.34
MAY,9,1,27.57,39.807304,1.936012,0.690219,11.0795,16.1327,9.14
MAY,9,2,24.31,35.232631,1.915773,0.687694,10.9229,16.7715,10.8
MAY,9,3,26.44,31.854835,1.886901,0.663184,31.0672,15.7822,8.47
MAY,9,4,30.86,29.728273,1.869267,0.65112,25.546,16.1983,4.53
MAY,9,5,28.43,27.988615,1.85064,0.644378,15.9801,12.6758,3.54
MAY,9,6,21.31,26.332725,1.827998,0.634898,14.9389,11.5029,6.51
MAY,9,7,14.21,24.280209,1.84702,0.662711,12.8658,10.8062,14.97
MAY,9,8,12.72,23.232519,1.868708,0.686457,15.4755,10.3256,15
MAY,9,9,23.33,22.702864,1.906696,0.719881,20.7173,12.8642,11.25
MAY,9,10,34.52,23.979056,2.424549,0.771196,20.2514,13.1119,8.69
MAY,9,11,49.58,26.871075,2.737061,0.792643,19.1242,16.7333,8.24
MAY,9,12,63.77,30.985087,3.1068,0.83626,20.5232,13.0231,9.73
MAY,9,13,78.13,37.196894,3.560209,0.877643,24.8192,22.0907,8.63
MAY,9,14,77.73,44.24961,3.7822,0.895716,22.6277,22.4352,8.05
MAY,9,15,78.3,52.260814,3.851715,0.869686,16.3884,18.6955,4.48
MAY,9,16,78.6,60.496523,3.852382,0.843633,16.6645,19.002,5.85
MAY,9,17,81.18,67.726679,3.866333,0.811913,15.4907,17.5645,3.99
MAY,9,18,73.28,72.571692,3.871452,0.756221,13.5916,15.8974,4.01
MAY,9,19,58.07,73.633419,3.640681,0.753071,15.1291,14.3196,11.48
MAY,9,20,46.79,71.511181,3.605123,0.748621,19.4554,14.8241,16.31
MAY,9,21,53.93,68.485756,3.602561,0.72491,30.0062,14.7333,8.72
MAY,9,22,46.83,64.62285,4.773001,0.719336,30.1496,18.4557,7.63
MAY,9,23,34.55,59.153502,6.784098,0.764701,30.6305,23.3736,5.87
MAY,10,0,26.35,52.622061,9.485377,0.744118,35.0177,22.2035,9.12
MAY,10,1,28.2,45.999619,14.219621,0.84895,39.531,34.2888,5.28
MAY,10,2,36.16,41.359367,20.240979,0.895665,26.2367,24.267,2.94
MAY,10,3,27.07,37.483875,26.021328,1.065359,20.6799,18.5541,3.8
MAY,10,4,39.38,36.557236,26.703988,1.040038,14.6404,15.0803,NA
MAY,10,5,33.93,34.057479,27.663841,1.098856,11.7377,12.6147,2.53
MAY,10,6,41.14,33.346506,27.891494,1.075799,9.2357,11.6541,NA
MAY,10,7,33.13,33.169475,29.272062,1.04258,7.202,10.0877,3.74
MAY,10,8,21.65,32.581679,34.167414,1.091421,14.4957,15.7248,7.42
MAY,10,9,32.73,33.149071,37.505938,0.990919,15.57,17.8434,2.98
MAY,10,10,39.01,33.505694,37.643969,0.955948,13.897,18.2412,3.09
MAY,10,11,48.22,36.149602,37.526854,0.78135,13.5749,15.257,3.9
MAY,10,12,53.86,37.960127,38.110389,0.841625,15.9292,14.0898,12
MAY,10,13,63.27,41.628071,38.361861,0.816208,20.9841,19.8423,5.17
MAY,10,14,66.81,44.836671,38.734968,0.876422,22.0049,17.9246,8.76
MAY,10,15,63.09,48.581315,38.750041,0.859245,18.0067,20.1136,NA
MAY,10,16,64.33,53.915806,38.755679,0.816526,15.9184,15.5628,NA
MAY,10,17,69.16,58.468844,38.750409,0.799881,14.0025,12.8944,1.31
MAY,10,18,67.05,61.973686,38.769391,0.785087,16.2015,12.135,2.89
MAY,10,19,NA,63.939029,38.843803,0.765307,18.6679,12.1359,2.01
MAY,10,20,49.85,63.366157,40.14819,0.756517,24.2942,NA,2.54
MAY,10,21,45.35,60.80631,42.144351,0.769985,25.7253,NA,2.49
MAY,10,22,40.99,57.117222,41.764273,0.806543,21.4906,11.6296,3.15
MAY,10,23,36.49,53.31676,47.428131,0.813329,19.5724,10.2714,4.22
MAY,11,0,39.13,49.717386,54.010802,0.826179,19.8355,10.4458,2.91
MAY,11,1,35.52,44.911248,51.286231,1.041984,15.6836,10.6933,5.04
MAY,11,2,42.03,41.336643,45.883488,1.09191,12.3068,9.4787,NA
MAY,11,3,40.95,41.288138,40.939443,1.225636,10.0372,8.0897,NA
MAY,11,4,37.46,39.738608,47.833072,1.168362,9.6639,7.5994,3.1
MAY,11,5,34.41,38.371446,61.90812,1.141276,13.2076,8.8399,3.89
MAY,11,6,32.97,37.368883,65.516207,1.183979,11.0814,11.4378,5.13
MAY,11,7,33.29,36.969438,67.129208,1.228675,9.9146,12.3475,6.45
MAY,11,8,25.79,35.30196,63.279161,1.226808,15.59,15.9944,7.49
MAY,11,9,35.13,35.254223,61.090396,1.019296,19.169,16.4989,3.01
MAY,11,10,37.49,34.687069,61.447927,0.979625,20.6966,19.7204,2.92
MAY,11,11,46.44,35.373354,61.651396,0.853953,20.1057,18.8106,3.55
MAY,11,12,55.52,37.631371,60.913184,0.856766,22.2168,19.8302,5.68
MAY,11,13,67.74,41.796642,60.386435,0.828882,24.0841,19.1115,4.06
MAY,11,14,72.1,46.687652,59.881567,0.702768,25.2245,20.4518,5.54
MAY,11,15,68.48,51.086417,59.832719,0.66049,24.2182,20.4513,6.17
MAY,11,16,70.81,56.713363,59.815395,0.660715,28.7043,20.9526,5.23
MAY,11,17,68.83,60.925823,59.828457,0.674266,27.4117,20.3803,8.19
MAY,11,18,65.81,64.46551,59.815123,0.684823,34.7729,22.6622,7.29
MAY,11,19,56.88,65.770575,59.744428,0.709039,31.1237,20.2133,12.21
MAY,11,20,57.36,65.99995,58.430515,0.719784,30.1264,20.5898,9.51
MAY,11,21,52.04,64.038342,58.217581,0.716499,27.6354,22.0058,7.06
MAY,11,22,42.64,60.356285,62.770628,0.718747,35.0517,22.0874,7.39
MAY,11,23,32.99,55.920035,59.245494,0.698243,42.8022,25.0069,9.53
MAY,12,0,26.02,50.32211,54.374651,0.681831,54.4499,41.1301,9.59
MAY,12,1,24.66,44.800042,53.845642,0.659371,49.6976,49.3639,7.01
MAY,12,2,22.12,39.338523,55.14638,0.635327,44.5105,39.05,7.86
MAY,12,3,27.48,35.663175,54.524597,0.599984,33.6801,33.3312,2.72
MAY,12,4,21.48,31.178077,47.05198,0.571569,26.0063,22.4403,4.64
MAY,12,5,19.62,27.125296,32.070742,0.563907,26.1971,19.209,6.48
MAY,12,6,17.33,23.961527,28.258042,0.563717,25.5278,21.2022,10.73
MAY,12,7,7,20.712545,25.24752,0.616888,33.9644,20.6843,20.38
MAY,12,8,9.86,18.691533,24.187572,0.676352,40.8419,26.876,19.19
MAY,12,9,22.28,18.393879,23.000322,0.7097,35.6722,26.0048,10.14
MAY,12,10,35.17,20.025269,22.335979,0.734552,31.38,20.0088,6.6
MAY,12,11,44.89,22.201894,22.288157,0.752479,25.3776,19.6461,5.42
MAY,12,12,54.9,26.380277,22.427462,0.763797,24.4607,18.6262,3.84
MAY,12,13,51.16,30.322729,22.602266,0.77709,23.9285,17.5613,7.05
MAY,12,14,51.68,34.617004,22.868639,0.780289,24.8384,20.0317,6.02
MAY,12,15,58.84,41.096792,23.182553,0.744475,25.4736,23.9289,4.77
MAY,12,16,62.6,47.689898,23.510106,0.697639,26.0942,21.8653,4.23
MAY,12,17,64.29,52.941852,23.840364,0.675167,22.7034,20.1858,4.5
MAY,12,18,62.96,56.415854,24.203712,0.670979,25.7248,20.0697,6.85
MAY,12,19,61.61,58.505562,24.550887,0.665459,25.7207,20.1973,6.1
MAY,12,20,46.63,57.471954,24.900707,0.676987,87.4579,19.9076,14.29
MAY,12,21,21.52,53.76631,23.518342,0.732566,63.7453,19.5119,29.42
MAY,12,22,28.61,50.882581,18.557635,0.747027,70.1184,34.2529,15.69
MAY,12,23,33.29,47.689144,14.775435,0.746608,67.4665,42.3677,6.84
MAY,13,0,31.34,43.781758,10.729565,0.749582,59.6475,39.4061,6.72
MAY,13,1,29.29,39.406783,9.618177,0.756614,57.2556,37.7053,6.54
MAY,13,2,18.58,33.859704,8.062021,0.749498,49.1736,39.9489,13.3
MAY,13,3,14.54,27.97664,8.215761,0.75117,46.2846,36.789,18.84
MAY,13,4,11.46,23.57981,8.511268,0.747448,45.6817,32.9968,25.46
MAY,13,5,13.39,22.563451,8.88671,0.693781,47.5095,35.8641,22.1
MAY,13,6,16.49,21.047569,9.234127,0.693321,44.6962,33.9321,18.98
MAY,13,7,4.84,17.491432,9.587801,0.738975,47.2339,30.8547,27.16
MAY,13,8,12.3,15.111522,9.952517,0.799978,47.5041,33.1603,22.73
MAY,13,9,27.78,14.922203,10.310906,0.821935,41.7539,33.3391,12.46
MAY,13,10,36.18,17.121511,10.328222,0.845836,39.6545,29.0227,11.87
MAY,13,11,52.78,21.900651,10.35751,0.86155,38.7817,28.9235,8.92
MAY,13,12,68.32,29.008618,10.381127,0.866295,37.4807,27.9686,5.95
MAY,13,13,72.97,36.457238,10.404519,0.868779,37.7939,29.0434,5.35
MAY,13,14,67.24,42.801951,10.422427,0.858687,38.4268,29.9226,5.89
MAY,13,15,75.36,51.616363,10.439327,0.807836,35.9441,30.1303,2.68
MAY,13,16,70.83,58.932294,10.452473,0.751358,34.6786,29.504,5.51
MAY,13,17,68.71,64.048827,10.465076,0.731338,35.7667,27.249,7.38
MAY,13,18,72.91,68.63999,10.455992,0.713775,34.8086,27.928,5.29
MAY,13,19,67.93,70.533698,10.472267,0.723581,39.9693,25.4695,12.48
MAY,13,20,60.13,69.510027,10.499567,0.744101,52.2047,28.9421,13.41
MAY,13,21,39.59,65.336394,10.467386,0.749162,56.6911,37.348,11.24
MAY,13,22,36.38,61.478536,10.433859,0.743097,54.9127,36.7011,6.37
MAY,13,23,31.38,55.981683,10.418471,0.750181,46.2472,33.1639,5.98
MAY,14,0,24.87,50.237083,10.418969,0.754574,49.8634,35.3232,8.13
MAY,14,1,17.01,43.774677,10.42362,0.752226,45.1224,34.6077,15.33
MAY,14,2,19.5,37.098221,10.43161,0.753184,46.003,32.2621,20.61
MAY,14,3,21.87,31.341598,10.452183,0.731532,45.6043,33.2433,15.98
MAY,14,4,22.29,26.610831,10.418083,0.704031,44.2611,33.2386,16.13
MAY,14,5,23.37,24.584511,10.350149,0.695509,42.9082,33.978,14.54
MAY,14,6,15.63,21.99025,10.363278,0.71706,46.1047,34.0985,22.88
MAY,14,7,11.19,19.465882,10.379391,0.778462,51.3618,35.68,25.98
MAY,14,8,10.39,17.655783,10.382729,0.848411,57.0661,37.0014,25.8
MAY,14,9,24.43,18.582971,10.403105,0.90711,57.1575,37.6515,22.51
MAY,14,10,43.77,21.61711,10.404724,0.915837,52.2718,37.035,13.78
MAY,14,11,59.45,26.314668,10.391794,0.919538,45.0726,35.2226,8.16
MAY,14,12,66.69,31.864639,10.377368,0.923381,45.0531,34.4539,5.9
MAY,14,13,54.42,35.745814,10.354136,0.928092,42.1148,34.6556,7.34
MAY,14,14,63.41,41.719114,10.334071,0.901876,37.4947,34.5359,5
MAY,14,15,65.94,48.563324,10.324009,0.837816,33.1416,32.2059,5.47
MAY,14,16,69.87,55.998446,10.315386,0.755264,28.0008,22.9097,6.41
MAY,14,17,67.94,61.436931,10.302777,0.690389,27.8587,21.471,4.48
MAY,14,18,62.83,63.819704,10.297718,0.678341,28.3267,20.4487,7.9
MAY,14,19,58.68,63.723008,10.28294,0.67971,27.9425,17.6232,8.88
MAY,14,20,47.96,61.382346,10.251656,0.675312,30.0319,15.7902,12.13
MAY,14,21,30.83,58.433173,10.234094,0.694243,32.6007,15.7579,21.83
