DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2020,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario,O3 Promedio de 8 hrs. ,SO2 promedio de 24 hrs.,CO Promedio de 8 hrs.,PM10 Promedio ponderado  de 12 hrs.,PM2.5 Promedio ponderado  de 12 hrs.,NO2 Horario
ABRIL,1,0,26.3803,44.675081,13.017253,0.618811,73.7235,34.7312,NA
ABRIL,1,1,19.545383,39.48956,15.644839,0.678947,66.844,31.4719,NA
ABRIL,1,2,23.4026,34.806144,20.342992,0.743546,53.7072,31.7303,NA
ABRIL,1,3,19.042124,29.899034,22.739961,0.908645,47.3894,32.1469,NA
ABRIL,1,4,22.308783,25.310984,24.887479,1.051236,42.6802,33.5225,NA
ABRIL,1,5,24.919733,22.77573,27.345497,1.162272,38.8236,33.4904,NA
ABRIL,1,6,20.600817,21.982807,28.581526,1.066026,38.861,32.7482,NA
ABRIL,1,7,20.5067,22.088305,31.419669,1.06225,39.8669,32.1774,NA
ABRIL,1,8,15.658133,20.748034,32.172959,0.996151,42.655,38.1422,NA
ABRIL,1,9,15.287498,20.215799,33.270459,0.935893,44.5216,38.6176,NA
ABRIL,1,10,25.706983,20.503846,34.081208,0.8661,48.5705,41.6818,NA
ABRIL,1,11,38.673967,22.957827,34.306661,0.699285,48.9233,39.4212,NA
ABRIL,1,12,52.45495,26.726098,34.4406,0.560605,49.0785,37.2507,NA
ABRIL,1,13,57.215483,30.763066,34.503132,0.464131,46.4269,32.4282,NA
ABRIL,1,14,55.355767,35.107435,34.114758,0.479343,42.1209,28.0982,NA
ABRIL,1,15,61.11475,40.183441,33.730682,0.493695,40.5683,24.6649,NA
ABRIL,1,16,62.521583,46.041373,33.597641,0.496221,38.8285,24.0186,NA
ABRIL,1,17,64.547333,52.198852,33.505247,0.490049,38.2331,23.7648,NA
ABRIL,1,18,60.827633,56.588933,33.363324,0.499527,41.7217,23.1585,NA
ABRIL,1,19,54.522517,58.570002,33.303861,0.514556,41.4399,20.9368,NA
ABRIL,1,20,47.75395,57.982377,33.241399,0.528487,49.3323,20.3336,NA
ABRIL,1,21,46.672033,56.664446,33.199152,0.522616,47.9493,21.5705,NA
ABRIL,1,22,36.260017,54.277477,32.232502,0.529377,45.309,18.9593,NA
ABRIL,1,23,31.636967,50.592754,30.712424,0.538312,43.7419,18.2334,NA
ABRIL,2,0,35.286967,47.188427,26.69354,0.542306,39.764,22.3171,NA
ABRIL,2,1,34.73595,43.462004,24.060401,0.542109,34.2131,21.9666,NA
ABRIL,2,2,29.326817,39.524402,19.662128,0.528536,33.5547,20.451,NA
ABRIL,2,3,27.397667,36.133796,17.345661,0.496776,33.4902,18.9177,NA
ABRIL,2,4,27.58145,33.612234,15.220629,0.466273,28.2359,21.328,NA
ABRIL,2,5,24.48995,30.839473,12.764955,0.453203,27.2892,20.7531,NA
ABRIL,2,6,22.560983,29.127094,11.51678,0.428495,26.6758,20.1708,NA
ABRIL,2,7,14.728192,27.013497,8.604727,0.420095,28.3552,18.4785,NA
ABRIL,2,8,12.042815,24.107978,7.769678,0.437371,33.4252,18.5496,NA
ABRIL,2,9,29.506517,23.454299,6.639866,0.44801,32.7392,20.0754,NA
ABRIL,2,10,35.50955,24.227141,5.827083,0.464152,35.0409,21.3023,NA
ABRIL,2,11,46.69135,26.638851,5.598157,0.477576,34.6481,18.5717,NA
ABRIL,2,12,52.54645,29.759476,5.468317,0.489024,34.1536,18.9826,NA
ABRIL,2,13,55.369767,33.619453,5.380676,0.500924,33.4545,20.6463,4.562643
ABRIL,2,14,57.320567,37.964401,5.3339,0.521273,35.0956,20.1008,6.951108
ABRIL,2,15,61.113933,43.762619,5.304469,0.515531,38.6543,23.3149,5.204034
ABRIL,2,16,58.881117,49.617406,5.285913,0.494927,36.4431,21.6017,5.605828
ABRIL,2,17,62.125217,53.694744,5.274731,0.484588,34.6824,22.1177,4.920941
ABRIL,2,18,61.890433,56.992354,5.135452,0.475965,36.8564,22.4195,7.626445
ABRIL,2,19,56.543033,58.223815,4.906674,0.49169,37.4726,23.3563,10.27782
ABRIL,2,20,35.118883,56.045369,4.868477,0.559683,40.1672,20.6501,24.656983
ABRIL,2,21,32.084833,53.134752,4.921146,0.600395,53.25,21.6536,18.442915
ABRIL,2,22,36.088233,50.48071,4.957072,0.603827,55.4725,22.8225,8.80558
ABRIL,2,23,35.524167,47.28199,4.991244,0.611976,51.221,21.7815,5.42084
ABRIL,3,0,31.757,43.891475,5.026707,0.612611,47.5263,21.6452,4.803767
