DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2020,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
DIC,1,0,0.0308,0.0385,0.0076,1.358,23,5,0.0088
DIC,1,1,0.0328,0.0347,0.0076,1.323,23,4,0.0071
DIC,1,2,0.0301,0.0328,0.0076,1.308,16,3,0.0086
DIC,1,3,0.0301,0.0319,0.0075,1.300,13,2,0.0084
DIC,1,4,0.0319,0.0316,0.0072,1.293,13,3,0.0069
DIC,1,5,0.0318,0.0314,0.0069,1.286,11,3,0.0061
DIC,1,6,0.0292,0.0309,0.0065,1.286,13,3,0.0072
DIC,1,7,0.0260,0.0303,0.0062,1.292,13,3,0.0093
DIC,1,8,0.0244,0.0295,0.0059,1.303,16,2,0.0104
DIC,1,9,0.0238,0.0284,0.0058,1.321,16,3,0.0113
DIC,1,10,0.0270,0.0280,0.0059,1.336,20,8,0.0104
DIC,1,11,0.0307,0.0281,0.0059,1.356,27,11,0.0128
DIC,1,12,0.0411,0.0293,0.0060,1.395,36,13,0.0170
DIC,1,13,0.0516,0.0317,0.0058,1.431,45,20,0.0152
DIC,1,14,0.0546,0.0349,0.0058,1.474,47,19,0.0145
DIC,1,15,0.0535,0.0383,0.0057,1.510,62,25,0.0138
DIC,1,16,0.0531,0.0419,0.0057,1.534,68,27,0.0117
DIC,1,17,0.0428,0.0443,0.0057,1.549,61,23,0.0112
DIC,1,18,0.0350,0.0453,0.0057,1.577,57,18,0.0144
DIC,1,19,0.0279,0.0449,0.0056,1.618,52,13,0.0171
DIC,1,20,0.0239,0.0428,0.0057,1.637,49,13,0.0178
DIC,1,21,0.0299,0.0401,0.0056,1.646,44,16,0.0141
DIC,1,22,0.0251,0.0364,0.0053,1.644,40,17,0.0134
DIC,1,23,0.0263,0.0330,0.0052,1.635,38,17,0.0127
DIC,2,0,0.0311,0.0303,0.0047,1.621,35,17,0.0109
DIC,2,1,0.0330,0.0290,0.0045,1.602,28,17,0.0092
DIC,2,2,0.0338,0.0289,0.0042,1.570,26,13,0.0078
DIC,2,3,0.0289,0.0290,0.0040,1.527,27,12,0.0098
DIC,2,4,0.0252,0.0291,0.0039,1.481,27,13,0.0117
DIC,2,5,0.0160,0.0274,0.0038,1.449,27,15,0.0181
DIC,2,6,0.0100,0.0255,0.0039,1.440,29,17,0.0245
DIC,2,7,0.0092,0.0234,0.0039,1.505,41,21,0.0263
DIC,2,8,0.0108,0.0209,0.0039,1.638,51,23,0.0260
DIC,2,9,0.0127,0.0183,0.0040,1.723,55,26,0.0262
DIC,2,10,0.0269,0.0175,0.0040,1.753,53,31,0.0176
DIC,2,11,0.0369,0.0185,0.0038,1.778,45,30,0.0187
DIC,2,12,0.0434,0.0207,0.0036,1.803,41,30,0.0127
DIC,2,13,0.0566,0.0258,0.0035,1.817,33,19,0.0106
DIC,2,14,0.0600,0.0321,0.0035,1.819,30,17,0.0112
DIC,2,15,0.0522,0.0374,0.0035,1.757,26,18,0.0130
DIC,2,16,0.0542,0.0429,0.0035,1.637,28,13,0.0124
DIC,2,17,0.0558,0.0482,0.0035,1.576,31,12,0.0132
DIC,2,18,0.0463,0.0507,0.0035,1.581,34,17,0.0186
DIC,2,19,0.0273,0.0495,0.0035,1.607,41,17,0.0258
DIC,2,20,0.0146,0.0459,0.0035,1.694,53,14,0.0336
DIC,2,21,0.0129,0.0404,0.0035,1.776,63,20,0.0252
DIC,2,22,0.0073,0.0338,0.0036,1.843,64,26,0.0288
DIC,2,23,0.0100,0.0286,0.0036,1.910,66,31,0.0267
DIC,3,0,0.0079,0.0228,0.0037,1.957,61,29,0.0256
DIC,3,1,0.0090,0.0169,0.0037,1.957,57,26,0.0224
DIC,3,2,0.0087,0.0122,0.0038,1.932,46,21,0.0208
DIC,3,3,0.0077,0.0098,0.0039,1.891,39,18,0.0216
DIC,3,4,0.0072,0.0088,0.0039,1.795,36,14,0.0217
DIC,3,5,0.0081,0.0082,0.0040,1.717,36,15,0.0221
DIC,3,6,0.0089,0.0084,0.0040,1.656,39,19,0.0205
DIC,3,7,0.0104,0.0085,0.0042,1.629,54,23,0.0204
DIC,3,8,0.0091,0.0086,0.0044,1.662,60,25,0.0202
DIC,3,9,0.0122,0.0090,0.0046,1.740,57,25,0.0277
DIC,3,10,0.0344,0.0122,0.0067,1.763,58,28,0.0198
DIC,3,11,0.0359,0.0158,0.0077,1.773,61,34,0.0193
DIC,3,12,0.0404,0.0199,0.0079,1.779,53,32,0.0149
DIC,3,13,NA,0.0216,0.0080,1.785,43,32,0.0110
DIC,3,14,0.0404,0.0261,0.0080,1.806,36,NA,0.0126
DIC,3,15,0.0364,0.0298,0.0080,1.793,37,NA,0.0112
DIC,3,16,0.0400,0.0342,0.0080,1.740,40,19,0.0116
DIC,3,17,0.0378,0.0379,0.0080,1.681,51,19,0.0119
DIC,3,18,0.0280,0.0370,0.0080,1.708,44,16,0.0154
DIC,3,19,0.0187,0.0345,0.0080,1.755,41,13,0.0172
DIC,3,20,0.0193,0.0315,0.0080,1.793,41,11,0.0159
DIC,3,21,0.0218,0.0303,0.0080,1.806,37,11,0.0128
DIC,3,22,0.0182,0.0275,0.0080,1.799,31,11,0.0154
DIC,3,23,0.0097,0.0242,0.0080,1.808,32,11,0.0204
DIC,4,0,0.0086,0.0203,0.0079,1.836,34,13,0.0212
DIC,4,1,0.0070,0.0164,0.0079,1.844,39,15,0.0214
DIC,4,2,0.0075,0.0138,0.0079,1.813,37,17,0.0210
DIC,4,3,0.0094,0.0127,0.0081,1.782,43,17,0.0208
DIC,4,4,0.0073,0.0112,0.0081,1.740,42,23,0.0181
DIC,4,5,0.0082,0.0095,0.0081,1.711,36,18,0.0180
DIC,4,6,0.0084,0.0083,0.0084,1.684,33,17,0.0192
DIC,4,7,0.0085,0.0081,0.0084,1.654,41,19,0.0188
DIC,4,8,0.0081,0.0081,0.0084,1.657,42,19,0.0207
DIC,4,9,0.0089,0.0083,0.0083,1.693,50,21,0.0217
DIC,4,10,0.0149,0.0092,0.0072,1.706,53,26,0.0188
