DATOS MÓVILES 2020_CRUZ ROJA,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,NO2,MO3,MSO2,MCO,MPM10,MPM2.5
ENE,18,13,9.17,37.78,14.44,1.63,33.71,17.71
ENE,18,14,11.05,41.69,14.85,1.65,33.86,17.70
ENE,18,15,11.63,47.31,15.36,1.66,34.22,17.43
ENE,18,16,11.38,50.79,15.90,1.63,34.65,17.52
ENE,18,17,10.44,54.29,16.54,1.60,34.80,17.43
ENE,18,18,11.41,57.32,17.26,1.56,34.84,17.66
ENE,18,19,11.50,59.41,18.06,1.56,34.63,17.58
ENE,18,20,9.00,60.09,NA,1.54,33.46,17.28
ENE,18,21,7.29,59.60,NA,1.52,32.04,16.77
ENE,18,22,7.75,57.82,NA,1.70,31.55,16.16
ENE,18,23,7.08,55.40,NA,1.74,31.46,16.37
ENE,19,0,6.33,54.30,NA,1.73,30.78,16.52
ENE,19,1,6.71,52.34,NA,1.81,29.27,16.64
ENE,19,2,5.51,51.37,NA,1.79,28.17,16.10
ENE,19,3,6.83,50.31,NA,1.79,27.37,15.80
ENE,19,4,5.41,49.26,NA,1.77,27.00,15.69
ENE,19,5,4.81,48.63,NA,1.77,26.06,15.35
ENE,19,6,4.76,48.63,NA,1.55,25.27,14.84
ENE,19,7,5.07,48.56,NA,1.48,24.44,14.38
ENE,19,8,8.86,46.89,NA,1.58,23.98,14.15
ENE,19,9,11.16,44.93,NA,1.51,23.23,14.06
ENE,19,10,7.09,43.79,NA,1.56,22.59,13.86
ENE,19,11,6.94,43.85,NA,1.55,21.99,13.74
ENE,19,12,6.31,44.59,NA,1.56,21.38,13.84
ENE,19,13,7.26,45.26,NA,1.57,20.94,13.50
ENE,19,14,6.91,46.22,NA,1.60,20.70,13.45
ENE,19,15,6.68,46.71,NA,1.65,20.14,13.58
ENE,19,16,5.94,48.29,NA,1.58,19.30,13.09
ENE,19,17,6.05,50.24,NA,1.56,18.80,12.66
ENE,19,18,6.77,50.57,NA,1.64,18.17,12.20
ENE,19,19,9.05,49.37,NA,1.65,18.22,12.19
ENE,19,20,8.72,46.46,NA,1.66,18.78,12.42
ENE,19,21,7.77,44.25,NA,1.66,18.13,13.37
ENE,19,22,8.91,41.30,NA,1.70,17.01,13.52
ENE,19,23,9.22,39.09,NA,1.73,16.12,13.50
ENE,20,0,9.78,36.49,NA,1.67,15.84,13.22
ENE,20,1,9.17,34.49,NA,1.68,16.02,12.92
ENE,20,2,6.96,33.00,NA,1.71,15.90,13.28
ENE,20,3,8.10,32.08,NA,2.11,15.95,13.23
ENE,20,4,10.53,32.10,NA,2.13,15.77,13.18
ENE,20,5,9.32,31.22,NA,2.14,15.93,13.07
ENE,20,6,6.15,31.62,NA,2.06,16.03,12.98
ENE,20,7,10.06,31.39,NA,1.99,16.52,12.77
ENE,20,8,9.12,32.12,NA,2.00,15.99,12.51
ENE,20,9,8.79,32.27,NA,2.00,16.16,12.13
ENE,20,10,7.63,32.47,NA,1.93,15.63,11.78
ENE,20,11,7.19,33.47,NA,1.62,15.22,11.66
ENE,20,12,7.04,34.38,NA,1.65,14.66,11.36
ENE,20,13,8.14,35.64,NA,1.63,14.04,10.90
ENE,20,14,6.63,36.86,NA,1.73,13.02,10.41
ENE,20,15,7.12,39.33,NA,1.74,12.51,10.17
ENE,20,16,7.52,41.72,NA,1.75,12.18,10.11
ENE,20,17,8.48,44.11,NA,1.73,12.08,10.55
ENE,20,18,10.98,45.27,36.92,1.63,12.25,10.85
ENE,20,19,12.74,45.24,32.80,1.53,12.10,11.42
ENE,20,20,14.12,44.66,35.19,1.49,11.45,11.52
ENE,20,21,9.66,44.28,46.28,1.49,11.76,10.87
ENE,20,22,10.23,42.81,51.33,1.41,11.75,10.89
ENE,20,23,13.66,39.67,51.68,1.39,11.89,10.68
ENE,21,0,13.36,35.87,53.56,1.37,11.94,10.76
ENE,21,1,15.81,31.47,53.73,1.37,11.88,10.96
ENE,21,2,16.67,28.15,53.56,1.36,12.27,11.01
ENE,21,3,14.47,25.80,53.22,1.34,12.44,11.41
ENE,21,4,12.79,24.35,49.95,1.33,12.91,11.72
ENE,21,5,18.47,21.57,50.69,1.31,13.54,12.15
ENE,21,6,17.11,19.43,52.20,1.30,14.72,12.95
ENE,21,7,15.37,18.51,52.89,1.30,15.20,13.96
ENE,21,8,10.10,18.81,52.69,1.52,15.67,14.97
ENE,21,9,8.52,20.27,54.50,1.58,15.70,15.32
ENE,21,10,7.87,21.81,55.35,1.60,16.19,15.95
ENE,21,11,8.47,22.94,55.55,1.61,16.67,16.29
ENE,21,12,8.54,23.68,55.20,1.63,17.51,16.77
ENE,21,13,8.95,25.92,54.93,1.65,18.45,17.84
ENE,21,14,10.50,28.83,54.93,1.68,19.33,18.79
ENE,21,15,11.89,32.72,56.60,1.71,20.47,19.31
ENE,21,16,11.86,36.16,55.38,1.52,21.41,20.20
ENE,21,17,10.88,39.63,54.42,1.46,22.19,20.64
ENE,21,18,11.97,42.75,53.04,1.48,22.79,20.94
ENE,21,19,27.76,42.51,52.39,1.58,23.64,20.55
ENE,21,20,31.79,41.31,49.73,1.76,24.57,20.61
ENE,21,21,31.55,39.26,40.24,1.97,25.92,21.02
ENE,21,22,30.18,36.39,34.75,2.10,27.86,21.59
ENE,21,23,27.34,32.37,33.60,2.15,30.61,22.77
ENE,22,0,23.74,28.03,31.56,2.17,32.14,23.37
ENE,22,1,23.68,23.25,31.01,2.19,32.64,23.82
ENE,22,2,24.08,18.96,29.43,2.20,33.54,24.29
ENE,22,3,22.31,18.08,27.98,2.13,34.59,24.38
ENE,22,4,19.37,18.63,26.63,1.95,35.44,24.71
ENE,22,5,18.74,19.30,23.87,1.74,35.69,24.57
ENE,22,6,17.89,19.94,20.58,1.61,35.42,24.27
ENE,22,7,16.69,20.34,18.27,1.57,35.50,23.87
ENE,22,8,16.56,20.52,17.61,1.59,36.70,23.64
ENE,22,9,15.95,20.71,14.63,1.62,37.87,24.46
ENE,22,10,15.88,20.71,13.25,1.66,39.04,24.79
ENE,22,11,15.74,21.39,12.16,1.69,39.98,25.73
ENE,22,12,18.17,21.73,11.02,1.74,40.48,25.78
ENE,22,13,16.92,23.18,10.22,1.79,41.16,25.60
ENE,22,14,13.57,26.40,9.84,1.82,41.25,25.67
ENE,22,15,14.41,29.19,9.46,1.84,40.81,25.45
ENE,22,16,12.03,32.25,9.22,1.82,41.02,24.88
ENE,22,17,12.66,34.84,9.36,1.79,41.09,24.98
ENE,22,18,15.03,36.87,9.73,1.76,40.95,24.79
ENE,22,19,20.71,37.18,9.70,1.81,40.39,24.98
ENE,22,20,23.62,36.45,9.64,1.87,40.28,24.89
ENE,22,21,20.32,34.99,9.43,1.92,39.93,24.47
ENE,22,22,17.24,31.58,9.35,1.93,39.10,24.06
ENE,22,23,16.63,29.08,9.30,1.93,37.46,23.31
ENE,23,0,12.62,26.37,9.28,1.90,36.66,23.10
ENE,23,1,13.22,24.16,8.19,1.88,35.87,22.83
ENE,23,2,16.66,21.43,7.55,1.87,35.25,22.34
ENE,23,3,18.34,19.99,7.13,1.79,34.87,22.43
ENE,23,4,18.85,21.88,6.91,1.67,34.56,22.32
ENE,23,5,16.36,28.23,6.47,1.58,34.44,22.47
ENE,23,6,12.37,29.83,6.11,1.52,34.24,22.29
ENE,23,7,17.04,31.65,5.44,1.52,34.05,22.05
ENE,23,8,17.64,34.54,3.97,1.68,33.80,21.97
ENE,23,9,19.11,36.10,2.73,1.80,33.96,21.54
ENE,23,10,18.11,39.14,1.58,1.87,33.53,20.99
ENE,23,11,16.99,41.54,1.28,1.96,33.61,20.28
ENE,23,12,13.82,42.98,1.13,2.00,33.22,20.29
ENE,23,13,12.98,38.52,1.03,2.06,32.52,19.99
ENE,23,14,13.54,38.74,1.01,2.11,31.96,19.42
ENE,23,15,14.11,38.97,1.01,2.11,32.00,19.17
ENE,23,16,19.55,36.22,1.03,2.04,31.93,19.26
ENE,23,17,21.60,34.32,1.01,2.02,31.48,18.59
ENE,23,18,17.68,32.77,0.99,2.00,30.90,18.56
ENE,23,19,19.03,31.85,1.01,1.95,29.84,18.37
ENE,23,20,22.27,28.69,1.06,2.01,28.63,18.19
ENE,23,21,19.72,26.88,1.15,2.02,27.79,17.94
ENE,23,22,22.09,24.60,2.34,2.01,27.63,17.70
ENE,23,23,21.07,21.77,3.54,2.02,27.22,17.33
ENE,24,0,19.24,20.74,3.67,1.96,26.99,17.01
ENE,24,1,19.39,20.00,3.78,1.90,27.50,16.95
ENE,24,2,19.71,18.52,3.84,1.89,27.45,16.76
ENE,24,3,19.14,16.96,3.87,1.86,27.36,16.82
ENE,24,4,17.58,16.24,3.87,1.79,27.02,16.74
ENE,24,5,17.48,15.34,3.95,1.76,26.92,16.61
ENE,24,6,16.99,15.12,4.01,1.76,27.07,16.50
ENE,24,7,14.87,14.90,4.03,1.83,26.92,16.69
ENE,24,8,14.53,14.89,4.02,1.95,27.11,16.35
ENE,24,9,19.35,15.41,4.32,2.05,26.60,15.88
ENE,24,10,14.85,15.98,5.48,2.04,26.38,16.09
ENE,24,11,12.66,17.63,7.35,2.01,26.02,16.40
ENE,24,12,9.86,20.80,8.15,1.99,25.86,16.55
ENE,24,13,10.67,24.39,8.64,1.98,25.26,16.54
ENE,24,14,8.77,28.71,8.35,1.94,25.17,16.44
ENE,24,15,9.23,33.71,8.05,1.82,24.54,16.36
ENE,24,16,11.56,38.83,8.05,1.68,24.07,16.09
ENE,24,17,12.11,43.11,8.04,1.56,23.51,16.09
ENE,24,18,11.25,47.60,8.38,1.53,23.70,15.96
ENE,24,19,19.07,49.06,8.11,1.62,24.33,16.27
ENE,24,20,29.57,46.38,8.12,1.88,25.12,16.37
ENE,24,21,23.25,43.03,8.05,2.04,27.38,17.09
ENE,24,22,17.53,39.08,7.10,2.07,27.41,17.77
ENE,24,23,18.29,34.42,10.46,2.06,28.16,17.85
ENE,25,0,14.77,29.96,14.68,2.03,29.66,19.40
ENE,25,1,12.65,26.05,17.61,2.00,29.86,20.55
ENE,25,2,13.65,21.92,20.71,1.97,30.67,21.44
ENE,25,3,11.13,20.09,22.54,1.85,30.97,22.12
ENE,25,4,10.48,20.71,23.83,1.57,31.17,22.23
ENE,25,5,8.56,21.68,24.54,1.38,31.11,22.52
ENE,25,6,12.35,21.89,25.96,1.33,31.43,22.67
ENE,25,7,15.04,21.63,26.62,1.35,31.92,23.08
ENE,25,8,15.89,20.75,27.08,1.40,31.38,23.41
ENE,25,9,14.92,20.26,27.44,1.46,30.97,23.72
ENE,25,10,12.59,20.55,27.30,1.50,31.04,24.03
ENE,25,11,13.92,21.10,26.06,1.55,31.50,24.02
ENE,25,12,11.65,23.02,25.51,1.59,31.91,24.27
ENE,25,13,11.25,25.32,25.10,1.62,32.08,24.31
ENE,25,14,8.77,29.78,25.04,1.63,32.03,24.09
ENE,25,15,12.30,33.19,25.00,1.65,32.28,24.20
ENE,25,16,15.68,35.64,24.99,1.67,32.65,24.23
ENE,25,17,17.03,37.86,24.99,1.69,33.29,24.35
ENE,25,18,18.79,38.67,23.98,1.74,33.55,24.50
ENE,25,19,19.93,38.16,23.92,1.79,34.04,24.70
ENE,25,20,19.06,35.66,23.86,1.87,34.39,24.85
ENE,25,21,14.56,33.07,23.83,1.91,32.76,24.22
ENE,25,22,15.25,28.52,23.68,1.96,32.71,23.85
ENE,25,23,15.21,25.46,19.41,1.97,32.25,23.77
ENE,26,0,13.53,23.85,15.25,1.94,31.03,22.17
ENE,26,1,15.68,21.49,12.35,1.90,30.33,20.94
ENE,26,2,14.74,19.66,9.29,1.83,29.58,20.63
ENE,26,3,13.80,18.75,7.45,1.75,28.81,19.54
ENE,26,4,14.76,18.32,6.17,1.67,28.42,19.13
ENE,26,5,13.07,17.96,5.42,1.63,28.58,18.75
ENE,26,6,14.17,17.44,4.01,1.58,27.90,18.68
ENE,26,7,13.66,17.66,3.34,1.55,27.46,18.31
ENE,26,8,12.43,17.49,2.86,1.56,27.14,18.00
ENE,26,9,13.20,17.66,2.23,1.56,26.81,17.75
ENE,26,10,17.05,17.98,1.41,1.67,26.40,17.15
ENE,26,11,14.95,18.67,1.03,1.72,25.80,16.84
ENE,26,12,15.31,20.61,1.38,1.73,25.75,16.49
ENE,26,13,12.10,22.33,1.84,1.75,26.07,16.94
ENE,26,14,10.02,26.09,1.95,1.76,26.06,17.05
ENE,26,15,8.96,29.82,1.98,1.75,25.98,17.15
ENE,26,16,9.19,33.11,1.98,1.72,25.27,17.39
ENE,26,17,8.60,37.14,1.98,1.70,24.67,17.05
ENE,26,18,10.75,40.24,1.97,1.59,24.22,16.82
ENE,26,19,12.88,42.28,1.96,1.56,23.44,16.21
ENE,26,20,17.99,42.00,1.95,1.59,22.85,15.96
ENE,26,21,22.62,40.12,1.97,1.69,22.78,16.17
ENE,26,22,16.97,37.39,2.07,1.73,22.77,16.39
ENE,26,23,15.33,33.88,2.09,1.75,22.56,16.43
ENE,27,0,9.63,31.85,2.08,1.73,22.07,16.49
ENE,27,1,9.68,29.13,2.06,1.71,21.99,16.33
ENE,27,2,12.78,26.67,2.07,1.70,21.40,15.74
ENE,27,3,15.27,24.29,2.09,1.67,21.38,15.61
ENE,27,4,14.58,23.77,2.09,1.60,21.43,15.43
ENE,27,5,15.66,23.96,2.09,1.46,21.20,15.26
ENE,27,6,15.22,23.44,2.09,1.42,21.36,15.14
ENE,27,7,16.03,22.72,2.12,1.48,21.38,14.88
ENE,27,8,17.49,21.07,2.18,1.71,22.35,15.03
ENE,27,9,18.70,19.64,2.21,1.85,23.02,15.41
ENE,27,10,17.14,19.11,2.18,1.95,23.61,15.49
ENE,27,11,10.26,19.90,2.09,1.95,23.08,15.41
ENE,27,12,10.32,20.89,1.55,1.97,22.47,14.90
ENE,27,13,9.23,22.80,1.05,1.99,22.02,14.03
ENE,27,14,10.31,25.05,0.95,1.99,22.03,13.91
ENE,27,15,11.37,28.08,0.93,1.92,21.77,13.66
ENE,27,16,10.56,31.95,0.95,1.70,21.89,13.26
ENE,27,17,11.78,35.93,0.97,1.58,22.07,13.36
ENE,27,18,13.66,38.93,1.00,1.51,22.45,13.45
ENE,27,19,19.13,39.81,1.04,1.56,22.59,13.41
ENE,27,20,31.06,37.06,1.06,1.75,24.22,13.28
ENE,27,21,30.55,33.89,1.06,1.92,25.63,13.27
ENE,27,22,19.64,31.79,0.92,1.96,26.81,13.25
ENE,27,23,13.38,29.95,NA,1.96,27.14,13.60
ENE,28,0,18.30,25.73,NA,1.98,27.26,13.59
ENE,28,1,19.32,20.77,NA,2.01,27.59,13.94
ENE,28,2,21.15,16.88,NA,2.00,28.59,13.93
ENE,28,3,19.88,14.30,NA,1.97,29.25,14.13
ENE,28,4,18.62,14.73,NA,1.77,29.76,14.57
ENE,28,5,18.54,15.52,NA,1.62,30.45,14.87
ENE,28,6,18.06,14.80,NA,1.58,31.05,15.25
ENE,28,7,18.09,13.44,NA,1.67,31.83,15.33
ENE,28,8,18.78,13.65,NA,1.93,32.45,15.71
ENE,28,9,23.34,15.55,NA,2.11,34.00,15.99
ENE,28,10,25.00,18.59,NA,2.22,37.05,17.22
ENE,28,11,19.46,20.51,NA,2.25,38.99,18.39
ENE,28,12,11.63,23.91,NA,2.26,39.18,18.83
ENE,28,13,11.88,28.24,NA,2.26,39.21,18.91
ENE,28,14,12.25,33.25,NA,2.25,39.27,18.99
ENE,28,15,10.31,38.91,NA,2.16,39.89,19.21
ENE,28,16,11.70,44.59,NA,1.89,40.21,19.71
ENE,28,17,11.91,48.57,NA,1.68,40.41,19.86
ENE,28,18,14.76,50.25,NA,1.59,40.24,19.59
ENE,28,19,26.74,50.12,NA,1.62,39.83,19.55
ENE,28,20,33.22,46.35,NA,1.82,39.05,19.67
ENE,28,21,33.01,41.28,NA,2.05,39.12,19.83
ENE,28,22,30.35,35.75,NA,2.32,40.14,20.03
ENE,28,23,26.46,32.26,NA,2.47,41.85,19.98
ENE,29,0,24.06,24.81,1.36,2.56,43.22,20.34
ENE,29,1,23.58,21.52,1.35,2.68,44.43,20.52
ENE,29,2,21.91,18.87,1.36,2.75,45.89,21.87
ENE,29,3,20.28,16.85,1.59,2.69,46.29,22.76
ENE,29,4,20.56,19.39,1.67,2.49,46.71,22.91
ENE,29,5,20.24,20.95,3.28,2.26,48.38,23.56
ENE,29,6,17.18,21.81,5.75,1.98,49.26,24.11
ENE,29,7,16.74,21.26,7.01,1.84,49.08,25.14
ENE,29,8,19.11,21.89,8.60,1.79,48.74,24.70
ENE,29,9,16.00,20.61,9.58,1.69,47.14,24.50
ENE,29,10,12.56,21.11,12.54,1.61,44.67,23.54
ENE,29,11,10.60,25.14,14.41,1.59,44.35,23.86
ENE,29,12,10.81,27.75,15.72,1.57,45.05,24.48
ENE,29,13,10.14,31.94,15.89,1.56,45.57,24.87
ENE,29,14,10.92,36.50,15.13,1.57,45.75,25.09
ENE,29,15,10.23,42.24,15.13,1.56,45.48,25.67
ENE,29,16,12.45,48.41,14.44,1.54,45.35,25.58
ENE,29,17,14.87,51.96,13.80,1.54,45.83,25.34
ENE,29,18,13.82,53.03,13.80,1.56,46.62,25.61
ENE,29,19,17.74,50.74,13.22,1.63,47.63,25.66
ENE,29,20,15.52,48.04,13.76,1.67,47.06,25.48
ENE,29,21,13.17,45.21,13.69,1.69,45.22,24.72
ENE,29,22,13.27,42.39,13.63,1.69,42.81,23.84
ENE,29,23,11.57,38.87,13.58,1.69,40.51,23.09
ENE,30,0,10.88,35.74,13.57,1.66,38.88,22.47
ENE,30,1,7.97,34.82,13.54,1.62,37.34,21.68
ENE,30,2,6.84,35.22,13.54,1.57,34.97,20.28
ENE,30,3,6.72,37.76,13.37,1.48,33.44,19.48
ENE,30,4,12.09,38.65,13.33,1.42,32.19,19.01
ENE,30,5,15.68,37.79,11.93,1.38,29.90,18.28
ENE,30,6,17.69,36.71,9.79,1.37,28.12,17.35
ENE,30,7,21.19,35.09,8.69,1.46,28.02,16.24
ENE,30,8,23.15,32.66,7.27,1.65,27.94,16.20
ENE,30,9,22.20,29.72,6.38,1.80,29.58,16.25
ENE,30,10,18.61,26.91,3.81,1.87,30.19,16.07
ENE,30,11,18.42,24.32,2.20,1.96,29.42,14.34
ENE,30,12,13.53,24.66,1.07,2.02,28.99,13.45
ENE,30,13,12.49,26.20,0.95,2.06,29.24,13.08
ENE,30,14,13.10,28.60,0.94,2.09,31.07,12.88
ENE,30,15,12.74,31.02,0.92,2.03,32.90,12.94
ENE,30,16,10.47,33.30,0.91,1.86,36.15,12.93
ENE,30,17,9.41,34.96,0.92,1.76,38.22,12.96
ENE,30,18,11.74,35.01,0.90,1.74,37.65,12.90
ENE,30,19,11.01,35.11,0.92,1.69,36.21,12.83
ENE,30,20,12.46,33.51,0.91,1.68,35.85,12.77
ENE,30,21,10.78,32.21,0.92,1.67,35.60,13.05
ENE,30,22,10.63,30.39,0.94,1.64,35.34,13.23
ENE,30,23,9.45,28.47,0.94,1.61,35.13,13.42
ENE,31,0,9.56,27.11,0.96,1.59,35.11,13.51
ENE,31,1,10.49,25.66,0.96,1.56,34.84,13.71
ENE,31,2,11.99,24.84,0.94,1.53,34.82,13.84
ENE,31,3,14.37,23.02,0.93,1.50,35.28,13.67
ENE,31,4,12.67,21.64,0.92,1.46,35.55,13.68
ENE,31,5,12.37,20.36,0.92,1.43,35.31,13.40
ENE,31,6,14.77,18.44,0.92,1.42,35.68,13.31
ENE,31,7,18.45,15.89,0.91,1.48,35.36,13.34
ENE,31,8,19.76,13.46,0.90,1.61,34.93,13.13
ENE,31,9,17.19,11.87,0.84,1.69,33.62,12.38
ENE,31,10,14.11,11.97,0.79,1.73,32.29,12.49
ENE,31,11,13.10,13.33,0.80,1.78,32.26,12.71
ENE,31,12,10.38,15.77,0.81,1.81,31.98,12.94
ENE,31,13,10.82,18.07,0.80,1.84,35.43,13.18
ENE,31,14,13.08,20.81,0.87,1.90,34.71,14.19
ENE,31,15,11.91,24.63,0.99,1.88,33.74,14.93
ENE,31,16,10.52,28.63,1.12,1.78,30.63,14.91
ENE,31,17,11.64,32.35,1.24,1.72,28.51,14.95
ENE,31,18,12.87,33.92,1.35,1.71,28.44,15.08
ENE,31,19,15.07,34.27,1.47,1.70,28.98,15.27
ENE,31,20,20.18,32.01,1.59,1.76,29.73,15.92
ENE,31,21,22.79,28.70,1.72,1.88,30.63,15.79
ENE,31,22,22.75,25.63,1.85,2.00,31.96,16.15
ENE,31,23,19.86,22.45,1.97,2.03,33.55,17.14
