DATOS MÓVILES 2016_ DIF,,,,,,,
,,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3,MCO
ENE,1,0,NA,64.42956522,29.9426087,NA,NA
ENE,1,1,44.77,74.34608696,29.75434783,NA,NA
ENE,1,2,37.14,95.7,29.26391304,NA,NA
ENE,1,3,28.63,104.5486957,28.59086957,NA,NA
ENE,1,4,17.71,109.6713043,27.82913043,NA,NA
ENE,1,5,19,113.613913,27.01478261,NA,NA
ENE,1,6,19.27,116.466087,26.17217391,NA,NA
ENE,1,7,18.7,119.0282609,25.33434783,1.855714286,0.846285714
ENE,1,8,5.3,119.7947826,24.43652174,1.7475,0.77075
ENE,1,9,1.77,119.1686957,23.59304348,1.69875,0.53075
ENE,1,10,1.62,119.8165217,22.73521739,2.71625,0.40325
ENE,1,11,1.87,122.2213043,21.83956522,4.50125,0.31575
ENE,1,12,4.04,123.373913,20.54826087,6.62625,0.27575
ENE,1,13,4.27,124.2513043,19.08521739,9.6525,0.24575
ENE,1,14,5.85,125.5417391,17.83652174,12.70875,0.22325
ENE,1,15,8.29,126.5495652,16.52869565,15.75375,0.21575
ENE,1,16,6.87,126.6443478,14.27043478,19.31,0.217
ENE,1,17,7.46,126.5813043,11.71391304,22.30375,0.2295
ENE,1,18,10,126.3313043,9.523043478,23.9175,0.2495
ENE,1,19,16.78,126.1852174,9.980869565,23.2375,0.28825
ENE,1,20,13.33,125.51,9.849565217,21.70875,0.3045
ENE,1,21,12.29,124.2621739,8.900869565,19.24125,0.33325
ENE,1,22,9.45,123.4491304,8.948695652,16.56125,0.327
ENE,1,23,10.07,117.4743478,9.830434783,13.68875,0.30825
ENE,2,0,8.45,114.7429167,11.45708333,10.485,0.2845
ENE,2,1,5,103.6395833,11.79,8.0725,0.25825
ENE,2,2,0.67,81.75916667,11.74666667,6.2675,0.22075
ENE,2,3,2.75,72.33833333,12.09458333,5.86125,0.1645
ENE,2,4,0.84,66.78791667,12.38,6.12125,0.12075
ENE,2,5,0.08,62.56458333,12.42583333,6.59875,0.06325
ENE,2,6,0.08,59.44083333,12.46458333,7.76875,0.04075
ENE,2,7,1.89,56.83333333,12.55333333,8.975,0.03825
ENE,2,8,5.33,54.98666667,12.75833333,9.5525,0.07075
ENE,2,9,5.74,53.9825,12.9325,9.96,0.1195
ENE,2,10,2.76,54.005,13.1175,10.75375,0.16825
ENE,2,11,8.15,53.30083333,13.34041667,11.8775,0.22575
ENE,2,12,10.7,54.02041667,13.60791667,13.34375,0.2945
ENE,2,13,6.73,54.23375,13.82041667,16.34375,0.347
ENE,2,14,4.28,53.98333333,13.925,19.46875,0.38825
ENE,2,15,2.8,52.79125,13.505,23.2175,0.39825
ENE,2,16,6.29,51.86041667,13.45083333,27.46875,0.392
ENE,2,17,3.98,51.46166667,13.60166667,31.53,0.36325
ENE,2,18,10.44,50.43375,13.75166667,34.755,0.352
ENE,2,19,28.55,49.7525,12.17375,35.26625,0.3595
ENE,2,20,33.51,50.02958333,11.40166667,34.375,0.387
ENE,2,21,29.61,50.52916667,11.52166667,31.3775,0.417
ENE,2,22,15.85,50.41,10.54125,27.7275,0.422
ENE,2,23,8.94,50.04041667,8.779583333,24.28625,0.43325
ENE,3,0,8.09,49.55916667,6.919166667,20.85625,0.42325
ENE,3,1,3.18,48.77291667,5.9975,18.1075,0.4045
ENE,3,2,6.45,48.20041667,5.83,15.21625,0.382
ENE,3,3,7.79,48.47583333,5.443333333,14.6925,0.3295
ENE,3,4,12.04,48.7175,5.128333333,13.61625,0.25325
ENE,3,5,12.09,49.65541667,5.063333333,12.78625,0.19325
ENE,3,6,10.14,50.65416667,4.995416667,12.14625,0.1645
ENE,3,7,11,51.17041667,4.91625,10.62875,0.15075
ENE,3,8,10.47,51.76458333,4.785416667,9.12125,0.1745
ENE,3,9,8.09,52.45833333,4.650416667,7.40875,0.2145
ENE,3,10,9.03,53.17208333,4.534166667,7.12875,0.2595
ENE,3,11,10.27,52.84291667,4.435,8.45875,0.28075
ENE,3,12,2.08,51.90166667,4.447083333,11.885,0.277
ENE,3,13,2.73,50.63583333,4.507083333,16.7675,0.27075
ENE,3,14,1.27,49.29333333,4.423333333,21.7325,0.25825
ENE,3,15,0.43,48.42916667,4.249583333,26.31,0.2395
ENE,3,16,0.08,47.55375,4.134583333,30.77,0.197
ENE,3,17,0.08,46.31708333,3.96625,33.85,0.15325
ENE,3,18,0.08,45.73708333,3.727916667,35.915,0.092
ENE,3,19,11.19,44.56041667,3.494583333,35.1125,0.092
ENE,3,20,26.03,43.39875,3.242916667,31.36,0.1995
ENE,3,21,23.6,42.97,2.968333333,26.1825,0.297
ENE,3,22,21.97,42.9475,2.944166667,21.34875,0.41575
ENE,3,23,20.36,44.79333333,2.809583333,16.83,0.467
ENE,4,0,5.28,46.21625,2.648333333,13.63125,0.4795
ENE,4,1,2.31,46.15083333,2.538333333,11.42125,0.4845
ENE,4,2,0.08,45.8375,2.378333333,9.4375,0.48825
ENE,4,3,1.12,45.41833333,2.214583333,8.60625,0.45575
ENE,4,4,0.5,45.02666667,2.142916667,9.89125,0.332
ENE,4,5,0.6,43.99958333,2.103333333,11.3925,0.21825
ENE,4,6,0.08,43.03833333,2.104583333,12.37625,0.0945
ENE,4,7,1.56,42.67125,2.061666667,13.4225,0.042
ENE,4,8,6.31,42.1975,1.9875,12.69625,0.05575
ENE,4,9,2.73,42.03291667,1.900416667,12.425,0.082
ENE,4,10,0.98,41.07833333,1.801666667,12.44,0.10575
ENE,4,11,2.13,41.75833333,1.6325,12.945,0.1395
ENE,4,12,3.38,41.94166667,1.32125,13.8725,0.177
ENE,4,13,3.76,42.45833333,1.007083333,15.47,0.207
ENE,4,14,1.42,42.77166667,0.894166667,17.58875,0.2195
ENE,4,15,3.27,43.19833333,0.88,20.0675,0.23075
ENE,4,16,2.83,43.65458333,0.87125,23.5775,0.20075
ENE,4,17,4.29,44.29791667,0.86875,26.1875,0.1795
ENE,4,18,9.95,44.63083333,0.82625,27.695,0.17075
ENE,4,19,31.63,45.28,0.895833333,26.46625,0.2845
ENE,4,20,35.52,48.62375,1.1125,24.08625,0.6795
ENE,4,21,34.11,54.06083333,1.435833333,21.02625,1.207
ENE,4,22,30.79,60.90833333,1.426666667,17.46,1.4645
ENE,4,23,29.12,63.715,1.525416667,13.7625,1.6245
ENE,5,0,26.78,67.03625,1.651666667,9.51125,1.742
ENE,5,1,25.15,71.00416667,1.742916667,5.50625,1.83825
ENE,5,2,24.16,75.49083333,1.815416667,2.15,1.917
ENE,5,3,23.53,79.51,1.879166667,1.39875,1.84575
ENE,5,4,20.92,82.54125,1.919583333,1.2675,1.4495
ENE,5,5,20.01,84.8,1.993333333,1.22875,0.91325
ENE,5,6,18.48,86.58708333,2.06125,1.18,0.672
ENE,5,7,17.46,88.56958333,2.138333333,1.1275,0.56825
ENE,5,8,17.97,91.13125,2.230416667,1.11625,0.5495
ENE,5,9,20.66,94.01541667,2.377916667,1.33125,0.55325
ENE,5,10,19.52,97.7825,2.534166667,2.22125,0.53825
ENE,5,11,20.93,99.68291667,2.679583333,4.33125,0.51825
ENE,5,12,4.66,100.98625,2.706666667,8.1825,0.497
ENE,5,13,0.3,100.4754167,2.70125,12.4425,0.48075
ENE,5,14,0.08,99.72708333,2.68125,17.44,0.457
ENE,5,15,0.6,100.2145833,2.695416667,22.085,0.397
ENE,5,16,3.49,101.6541667,2.687916667,26.91625,0.31075
ENE,5,17,2.4,101.78625,2.685416667,31.4875,0.19825
ENE,5,18,5.05,102.3475,2.68125,35.10125,0.11825
ENE,5,19,13.5,104.8620833,2.641666667,35.84125,0.08075
ENE,5,20,23.44,102.2204167,2.4425,33.14125,0.12325
ENE,5,21,25.42,96.47958333,2.1775,29.47125,0.19575
ENE,5,22,24.71,88.61458333,2.112083333,25.105,0.30325
ENE,5,23,23.86,84.6275,2.00625,20.755,0.37575
ENE,6,0,24.61,80.9075,1.961666667,15.8975,0.4545
ENE,6,1,24.26,78.43541667,1.95125,11.0825,0.52075
ENE,6,2,24.4,76.04666667,1.94125,6.5525,0.5845
ENE,6,3,22.54,73.90333333,1.932916667,3.66375,0.6245
ENE,6,4,20.48,72.865,1.923333333,2.5175,0.6145
ENE,6,5,20.48,72.645,1.894166667,1.9275,0.56825
ENE,6,6,19.26,72.7525,1.86875,1.29625,0.50075
ENE,6,7,18.51,72.37916667,1.846666667,0.99875,0.51075
ENE,6,8,18.79,72.51541667,1.859166667,0.99875,0.6145
ENE,6,9,29.2,74.44958333,1.873333333,0.9975,0.7995
ENE,6,10,32.51,75.68708333,1.84625,2.08875,0.86575
ENE,6,11,7.7,75.23916667,1.73625,5.0125,0.83575
ENE,6,12,2.22,73.37875,1.704583333,8.49375,0.80825
ENE,6,13,1.45,72.87458333,1.697916667,12.03375,0.792
ENE,6,14,0.08,73.45708333,1.707083333,15.72625,0.757
ENE,6,15,0.08,73.45708333,1.7,19.9025,0.677
ENE,6,16,0.08,72.7825,1.697916667,24.20875,0.492
ENE,6,17,0.8,72.76708333,1.707083333,28.655,0.2495
ENE,6,18,2.23,73.25791667,1.706666667,31.2775,0.12075
ENE,6,19,5.64,72.26708333,1.690833333,31.04125,0.10075
ENE,6,20,10.32,71.83083333,1.680416667,29.53,0.10825
ENE,6,21,12.84,70.8375,1.6625,27.44375,0.1345
ENE,6,22,11.78,69.65916667,1.584583333,24.8975,0.167
ENE,6,23,4.54,68.37666667,1.543333333,22.7125,0.17075
ENE,7,0,6.41,66.78375,1.473333333,19.84625,0.17325
ENE,7,1,9.35,64.99166667,1.394583333,16.3525,0.172
ENE,7,2,3.92,63.20791667,1.315416667,14.18125,0.17075
ENE,7,3,3.14,61.45208333,1.2575,13.0925,0.16075
ENE,7,4,2.81,59.58666667,1.209166667,12.79875,0.13325
ENE,7,5,6.56,57.66333333,1.16875,12.44625,0.092
ENE,7,6,7.8,55.93958333,1.125,12.1775,0.0495
ENE,7,7,14.25,55.24875,1.08125,10.5025,0.07325
ENE,7,8,17.19,53.10458333,1.007916667,9.195,0.14325
ENE,7,9,13.83,49.04708333,0.880416667,8.8175,0.1945
ENE,7,10,4.73,44.82375,0.7675,9.0625,0.212
ENE,7,11,1.66,42.85791667,0.73125,10.1025,0.2195
ENE,7,12,1.2,42.45375,0.710416667,11.765,0.23325
ENE,7,13,0.46,43.40708333,0.692083333,14.4,0.24575
ENE,7,14,0.72,44.30625,0.68875,17.8,0.2545
ENE,7,15,0.33,44.61541667,0.68,22.155,0.22325
ENE,7,16,0.12,44.91166667,0.67375,27.2,0.14075
ENE,7,17,1.22,45.21291667,0.664583333,31.8175,0.08325
ENE,7,18,3.54,44.57416667,0.6725,34.52,0.06325
ENE,7,19,24.05,43.49833333,0.694583333,33.37,0.0845
ENE,7,20,32.82,45.13916667,0.765,30.21375,0.1395
ENE,7,21,21.16,47.04041667,0.8175,27.78875,0.197
ENE,7,22,18.06,48.10958333,0.878333333,24.8525,0.22825
ENE,7,23,14.03,48.78458333,0.92125,21.54625,0.24825
ENE,8,0,18.88,49.26625,0.967916667,16.84125,0.28075
ENE,8,1,21.51,50.65666667,1.023333333,11.7425,0.3295
ENE,8,2,21.4,52.3,1.088333333,7.25625,0.37325
ENE,8,3,18.52,53.64791667,1.142916667,5.7875,0.37075
ENE,8,4,18.26,54.6475,1.22875,5.60375,0.33325
ENE,8,5,18.32,55.94666667,1.3025,4.295,0.2995
ENE,8,6,17.38,57.00208333,1.38875,2.95375,0.292
ENE,8,7,19.44,57.53166667,1.494166667,1.61625,0.3795
ENE,8,8,22.98,58.93083333,1.700416667,1.20375,0.69325
ENE,8,9,30.96,62.29208333,1.964166667,1.47875,0.9645
ENE,8,10,14.98,66.72875,2.218333333,4.13375,0.97325
ENE,8,11,13.2,67.10583333,2.32125,7.12,0.98325
ENE,8,12,0.08,68.09041667,2.37375,10.82,0.962
ENE,8,13,0.3,67.87166667,2.443333333,15.33625,0.9295
ENE,8,14,0.08,66.8825,2.63125,20.57375,0.89825
ENE,8,15,0.75,67.54541667,2.9,25.985,0.792
ENE,8,16,0.08,67.39458333,3.222083333,31.60125,0.44575
ENE,8,17,0.08,68.44041667,3.662083333,36.78,0.1245
ENE,8,18,0.82,68.80625,4.049166667,39.2925,0.072
ENE,8,19,8.71,68.25625,4.479583333,39.78,0.03825
ENE,8,20,19.29,66.42666667,4.8775,37.78625,0.0545
ENE,8,21,26.94,64.82291667,5.32875,33.84125,0.132
ENE,8,22,15.51,64.70625,5.749583333,30.25125,0.1595
ENE,8,23,13.67,64.48875,6.19875,26.2375,0.1695
ENE,9,0,14.89,64.46666667,6.642916667,21.42625,0.1795
ENE,9,1,17.07,63.62958333,7.085416667,16.4275,0.19325
