DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2021,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³]
MARZO,3,5,0.0038,0.016,0.0114,0.833,39
MARZO,3,6,0.0055,0.0128,0.0105,0.829,36
MARZO,3,7,0.0037,0.0105,0.0101,0.808,34
MARZO,3,8,0.003,0.0087,0.0097,0.837,59
MARZO,3,9,0.0094,0.0078,0.0088,0.862,64
MARZO,3,10,0.0143,0.0073,0.0084,0.887,54
MARZO,3,11,0.0274,0.0089,0.0082,0.902,53
MARZO,3,12,0.0385,0.0132,0.0081,0.921,60
MARZO,3,13,0.0537,0.0195,0.008,0.923,57
MARZO,3,14,0.0608,0.0264,0.008,0.93,54
MARZO,3,15,0.0675,0.0343,0.008,0.927,54
MARZO,3,16,0.0618,0.0417,0.008,0.897,50
MARZO,3,17,0.0613,0.0482,0.0081,0.872,51
MARZO,3,18,0.0597,0.0538,0.0081,0.853,50
MARZO,3,19,0.053,0.057,0.0082,0.863,53
MARZO,3,20,0.0241,0.0552,0.0082,0.964,73
MARZO,3,21,0.004,0.049,0.0082,1.166,112
MARZO,3,22,0.0045,0.042,0.0083,1.313,131
MARZO,3,23,0.0196,0.036,0.0085,1.357,132
MARZO,4,0,0.017,0.0304,0.0089,1.399,118
MARZO,4,1,0.0101,0.024,0.0095,1.445,104
MARZO,4,2,0.0064,0.0173,0.0102,1.477,102
MARZO,4,3,0.0255,0.0139,0.0104,1.463,86
MARZO,4,4,0.0281,0.0144,0.0102,1.346,63
MARZO,4,5,0.025,0.017,0.0099,1.138,56
MARZO,4,6,0.0255,0.0196,0.0099,0.984,50
MARZO,4,7,0.0219,0.0199,0.0099,0.956,47
MARZO,4,8,0.0094,0.019,0.0098,0.965,55
MARZO,4,9,0.0123,0.0193,0.0098,0.969,70
MARZO,4,10,0.0257,0.0217,0.0097,0.96,70
MARZO,4,11,0.0395,0.0234,0.0097,0.971,65
MARZO,4,12,0.0494,0.0261,0.0096,0.979,61
MARZO,4,13,0.0575,0.0301,0.0095,0.988,60
MARZO,4,14,0.0568,0.034,0.0094,0.989,55
MARZO,4,15,0.059,0.0387,0.0092,0.969,49
MARZO,4,16,0.0626,0.0453,0.0091,0.919,48
MARZO,4,17,0.0617,0.0515,0.0091,0.873,48
MARZO,4,18,0.058,0.0556,0.009,0.849,48
MARZO,4,19,0.0492,0.0568,0.009,0.853,50
MARZO,4,20,0.0286,0.0542,0.0089,0.921,67
MARZO,4,21,0.0274,0.0504,0.0088,0.971,85
MARZO,4,22,0.0381,0.0481,0.0087,0.998,82
