DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2021,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³]
ABRIL,1,0,0.0352,0.0388,0.0108,1.044,69
ABRIL,1,1,0.0355,0.0363,0.0106,1.050,63
ABRIL,1,2,0.0356,0.0360,0.0104,1.047,56
ABRIL,1,3,0.0341,0.0353,0.0102,1.040,51
ABRIL,1,4,0.0316,0.0349,0.0102,1.022,44
ABRIL,1,5,0.0307,0.0345,0.0102,1.007,40
ABRIL,1,6,0.0285,0.0334,0.0102,0.998,35
ABRIL,1,7,0.0245,0.0320,0.0102,1.002,37
ABRIL,1,8,0.0243,0.0306,0.0102,1.010,44
ABRIL,1,9,0.0279,0.0297,0.0102,1.014,57
ABRIL,1,10,0.0308,0.0291,0.0101,1.021,69
ABRIL,1,11,0.0306,0.0286,0.0101,1.030,80
ABRIL,1,12,0.0317,0.0286,0.0100,1.043,94
ABRIL,1,13,0.0337,0.0290,0.0098,1.052,114
ABRIL,1,14,0.0330,0.0296,0.0097,1.060,103
ABRIL,1,15,0.0342,0.0308,0.0095,1.055,100
ABRIL,1,16,0.0319,0.0317,0.0094,1.044,99
ABRIL,1,17,0.0291,0.0319,0.0094,1.039,91
ABRIL,1,18,0.0279,0.0315,0.0091,1.034,76
ABRIL,1,19,0.0271,0.0311,0.0085,1.030,64
ABRIL,1,20,0.0265,0.0304,0.0082,1.029,60
ABRIL,1,21,0.0236,0.0292,0.0081,1.032,58
ABRIL,1,22,0.0230,0.0279,0.0076,1.031,48
ABRIL,1,23,0.0234,0.0266,0.0070,1.027,35
ABRIL,2,0,0.0237,0.0255,0.0070,1.023,27
ABRIL,2,1,0.0236,0.0249,0.0069,1.021,27
ABRIL,2,2,0.0234,0.0243,0.0069,1.016,15
ABRIL,2,3,0.0240,0.0239,0.0068,1.010,13
ABRIL,2,4,0.0244,0.0236,0.0067,1.000,9
ABRIL,2,5,0.0230,0.0236,0.0066,0.989,10
ABRIL,2,6,0.0227,0.0235,0.0064,0.984,9
ABRIL,2,7,0.0209,0.0232,0.0063,0.985,10
ABRIL,2,8,0.0194,0.0227,0.0062,0.991,15
ABRIL,2,9,0.0239,0.0227,0.0061,0.999,15
ABRIL,2,10,0.0272,0.0232,0.0060,1.005,19
ABRIL,2,11,0.0325,0.0243,0.0060,1.017,38
ABRIL,2,12,0.0350,0.0256,0.0059,1.029,49
ABRIL,2,13,0.0367,0.0273,0.0059,1.040,43
ABRIL,2,14,0.0373,0.0291,0.0058,1.051,39
ABRIL,2,15,0.0378,0.0312,0.0058,1.056,35
ABRIL,2,16,0.0370,0.0334,0.0057,1.055,34
ABRIL,2,17,0.0361,0.0350,0.0056,1.051,35
ABRIL,2,18,0.0350,0.0359,0.0056,1.049,42
ABRIL,2,19,0.0320,0.0359,0.0055,1.043,43
ABRIL,2,20,0.0259,0.0347,0.0058,1.047,39
ABRIL,2,21,0.0239,0.0331,0.0061,1.050,41
ABRIL,2,22,0.0264,0.0318,0.0061,1.047,40
ABRIL,2,23,0.0265,0.0303,0.0059,1.044,36
ABRIL,3,0,0.0265,0.0290,0.0057,1.040,28
ABRIL,3,1,0.0261,0.0278,0.0056,1.036,21
ABRIL,3,2,0.0265,0.0267,0.0055,1.030,17
ABRIL,3,3,0.0266,0.0260,0.0054,1.025,14
ABRIL,3,4,0.0274,0.0262,0.0053,1.009,11
ABRIL,3,5,0.0260,0.0265,0.0052,0.993,10
ABRIL,3,6,0.0243,0.0262,0.0052,0.986,10
ABRIL,3,7,0.0201,0.0254,0.0051,0.990,12
ABRIL,3,8,0.0195,0.0246,0.0051,0.999,17
ABRIL,3,9,0.0254,0.0245,0.0051,1.008,17
ABRIL,3,10,0.0270,0.0245,0.0050,1.023,19
ABRIL,3,11,0.0304,0.0250,0.0050,1.040,22
ABRIL,3,12,0.0372,0.0262,0.0050,1.053,26
ABRIL,3,13,0.0432,0.0284,0.0051,1.067,32
ABRIL,3,14,0.0490,0.0315,0.0056,1.078,38
ABRIL,3,15,0.0531,0.0356,0.0062,1.080,41
ABRIL,3,16,0.0483,0.0392,0.0066,1.082,37
ABRIL,3,17,0.0498,0.0422,0.0070,1.083,36
ABRIL,3,18,0.0498,0.0451,0.0072,1.075,37
ABRIL,3,19,0.0467,0.0471,0.0073,1.064,35
ABRIL,3,20,0.0334,0.0466,0.0096,1.069,43
ABRIL,3,21,0.0315,0.0452,0.0095,1.070,48
ABRIL,3,22,0.0311,0.0429,0.0095,1.065,44
ABRIL,3,23,0.0300,0.0401,0.0094,1.060,44
ABRIL,4,0,0.0290,0.0376,0.0094,1.053,43
ABRIL,4,1,0.0278,0.0349,0.0094,1.042,33
ABRIL,4,2,0.0262,0.0320,0.0094,1.037,33
ABRIL,4,3,0.0242,0.0291,0.0094,1.033,20
ABRIL,4,4,0.0232,0.0279,0.0095,1.017,17
ABRIL,4,5,0.0231,0.0268,0.0095,1.005,17
ABRIL,4,6,0.0220,0.0257,0.0096,1.006,16
ABRIL,4,7,0.0190,0.0243,0.0096,1.010,20
ABRIL,4,8,0.0188,0.0230,0.0097,1.019,20
ABRIL,4,9,0.0237,0.0225,0.0098,1.034,25
ABRIL,4,10,0.0272,0.0226,0.0098,1.048,25
ABRIL,4,11,0.0325,0.0237,0.0099,1.056,24
ABRIL,4,12,0.0378,0.0255,0.0099,1.064,29
ABRIL,4,13,0.0434,0.0280,0.0100,1.067,29
ABRIL,4,14,0.0522,0.0318,0.0105,1.064,28
ABRIL,4,15,0.0557,0.0364,0.0105,1.056,29
ABRIL,4,16,0.0548,0.0409,0.0105,1.048,28
ABRIL,4,17,0.0554,0.0449,0.0104,1.032,25
ABRIL,4,18,0.0526,0.0480,0.0103,1.014,24
ABRIL,4,19,0.0439,0.0495,0.0102,1.019,24
ABRIL,4,20,0.0277,0.0482,0.0078,1.048,36
ABRIL,4,21,0.0297,0.0465,0.0076,1.063,43
ABRIL,4,22,0.0272,0.0434,0.0077,1.069,38
ABRIL,4,23,0.0281,0.0399,0.0078,1.072,38
ABRIL,5,0,0.0279,0.0365,0.0079,1.067,37
ABRIL,5,1,0.0288,0.0332,0.0082,1.070,29
ABRIL,5,2,0.0275,0.0301,0.0082,1.074,24
ABRIL,5,3,0.0278,0.0281,0.0083,1.061,22
ABRIL,5,4,0.0267,0.0280,0.0083,1.026,22
ABRIL,5,5,0.0236,0.0272,0.0084,1.012,23
ABRIL,5,6,0.0202,0.0263,0.0084,1.013,28
