DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2021,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³]
AGOSTO,11,19,0.0496,0.0503,0.0030,0.6393,27
AGOSTO,11,20,0.0399,0.0500,0.0031,0.6868,25
AGOSTO,11,21,0.0368,0.0486,0.0032,0.7088,20
AGOSTO,11,22,0.0313,0.0457,0.0031,0.7250,19
AGOSTO,11,23,0.0208,0.0414,0.0030,0.7358,19
AGOSTO,12,0,0.0186,0.0368,0.0030,0.7401,20
AGOSTO,12,1,0.0203,0.0328,0.0030,0.7401,21
AGOSTO,12,2,0.0194,0.0296,0.0030,0.7270,21
AGOSTO,12,3,0.0176,0.0256,0.0030,0.7133,17
AGOSTO,12,4,0.0161,0.0226,0.0030,0.6589,16
AGOSTO,12,5,0.006,0.0188,0.0030,0.6332,16
AGOSTO,12,6,0.0025,0.0152,0.0030,0.6192,17
AGOSTO,12,7,0.0024,0.0129,0.0030,0.6364,23
AGOSTO,12,8,0.0048,0.0111,0.0030,0.6459,24
AGOSTO,12,9,0.016,0.0106,0.0030,0.6579,23
AGOSTO,12,10,0.0305,0.0120,0.0030,0.6692,21
AGOSTO,12,11,0.0385,0.0146,0.0031,0.6774,21
AGOSTO,12,12,0.0518,0.0191,0.0031,0.6861,20
AGOSTO,12,13,0.0618,0.0260,0.0032,0.6918,20
AGOSTO,12,14,0.0652,0.0339,0.0032,0.6921,23
AGOSTO,12,15,0.0746,0.0429,0.0034,0.6721,27
AGOSTO,12,16,0.0748,0.0517,0.0035,0.6685,44
AGOSTO,12,17,0.0604,0.0572,0.0037,0.6904,42
AGOSTO,12,18,0.0542,0.0602,0.0037,0.7045,42
AGOSTO,12,19,0.0452,0.0610,0.0037,0.7316,25
AGOSTO,12,20,0.0384,0.0593,0.0036,0.7680,24
AGOSTO,12,21,0.0378,0.0563,0.0035,0.7835,27
AGOSTO,12,22,0.0514,0.0546,0.0035,0.7912,23
AGOSTO,12,23,0.0419,0.0505,0.0034,0.7939,16
AGOSTO,13,0,0.0349,0.0455,0.0034,0.7971,16
AGOSTO,13,1,0.0308,0.0418,0.0034,0.7837,15
AGOSTO,13,2,0.0233,0.0380,0.0034,0.7839,14
AGOSTO,13,3,0.0271,0.0357,0.0035,0.7577,13
AGOSTO,13,4,0.0314,0.0348,0.0035,0.7185,14
AGOSTO,13,5,0.0344,0.0344,0.0035,0.7021,13
AGOSTO,13,6,0.0251,0.0311,0.0035,0.7095,13
AGOSTO,13,7,0.0131,0.0275,0.0034,0.7306,13
