DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2021,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³]
ENE,10,22,0.0097,0.0249,0.0035,3.768,61
ENE,10,23,0.0006,0.021,0.0033,3.973,72
ENE,11,0,0.001,0.0169,0.0033,4.04,67
ENE,11,1,0.0006,0.0126,0.0033,4.094,59
ENE,11,2,0.0004,0.0084,0.0034,4.124,57
ENE,11,3,0.0011,0.0053,0.0035,4.107,46
ENE,11,4,NA,0.0041,0.0035,4.047,47
ENE,11,5,0.0001,0.0019,0.0035,4.024,45
ENE,11,6,NA,0.0006,0.0035,3.926,45
ENE,11,7,0.0002,0.0006,0.0035,3.756,45
ENE,11,8,0.0003,0.0005,0.0037,3.77,60
ENE,11,9,0.0023,0.0007,0.004,3.752,54
ENE,11,10,0.0077,0.002,0.0048,3.745,59
ENE,11,11,0.0167,0.0046,0.0048,3.744,60
ENE,11,12,0.0245,0.0074,0.0048,3.723,49
ENE,11,13,0.0297,0.0116,0.0048,3.698,35
ENE,11,14,0.0339,0.0144,0.0049,3.682,27
ENE,11,15,0.0378,0.0191,0.0051,3.644,23
ENE,11,16,0.0376,0.0238,0.0053,3.561,24
ENE,11,17,0.0371,0.0281,0.0055,3.527,23
ENE,11,18,0.0316,0.0311,0.0058,3.497,30
ENE,11,19,0.0267,0.0324,0.0058,3.492,41
ENE,11,20,0.0208,0.0319,NA,3.496,48
ENE,11,21,0.0142,0.03,NA,3.536,46
ENE,11,22,0.0127,0.0273,NA,3.572,43
ENE,11,23,0.014,0.0243,NA,3.586,37
ENE,12,0,0.0088,0.0207,NA,3.604,35
ENE,12,1,0.0079,0.0171,NA,3.61,31
ENE,12,2,0.0012,0.0133,NA,3.63,36
ENE,12,3,0.0007,0.01,NA,3.626,34
ENE,12,4,0.0006,0.0075,NA,3.643,36
ENE,12,5,0.0022,0.006,NA,3.656,45
ENE,12,6,0.0021,0.0047,NA,3.659,56
ENE,12,7,0.0043,0.0035,NA,3.7,88
ENE,12,8,0.0081,0.0034,NA,3.742,102
ENE,12,9,0.0006,0.0025,NA,3.81,97
ENE,12,10,0.0023,0.0026,NA,3.836,95
ENE,12,11,0.0113,0.0039,NA,3.871,82
ENE,12,12,0.0199,0.0064,NA,3.87,64
ENE,12,13,0.0264,0.0094,NA,3.831,45
ENE,12,14,0.0337,0.0133,NA,3.812,37
ENE,12,15,0.0355,0.0172,NA,3.763,30
ENE,12,16,0.0366,0.0208,NA,3.712,33
ENE,12,17,0.0326,0.0248,NA,3.655,31
ENE,12,18,0.0273,0.0279,NA,3.628,38
ENE,12,19,0.0161,0.0285,0.0107,3.647,44
ENE,12,20,0.0024,0.0263,0.0104,3.774,59
ENE,12,21,0.0026,0.0234,0.0102,3.897,76
ENE,12,22,0.0051,0.0198,0.01,3.962,77
ENE,12,23,0.0031,0.0157,0.0099,4.052,50
ENE,13,0,0.0034,0.0116,0.0097,4.109,48
ENE,13,1,0.0007,0.0076,0.0095,4.149,44
ENE,13,2,0.0003,0.0042,0.0096,4.173,55
ENE,13,3,0.0004,0.0023,0.0094,4.16,62
ENE,13,4,NA,0.0022,0.0094,4.032,65
ENE,13,5,0.0004,0.0019,0.0092,3.938,56
ENE,13,6,NA,0.0014,0.0091,3.873,52
ENE,13,7,0.0001,0.0009,0.0089,3.817,56
ENE,13,8,0.0002,0.0004,0.0085,3.809,68
ENE,13,9,0.0007,0.0004,0.0083,3.816,86
ENE,13,10,0.0031,0.0008,0.008,3.798,78
ENE,13,11,0.0142,0.0031,0.0073,3.75,56
ENE,13,12,0.0272,0.0066,0.0069,3.732,50
ENE,13,13,0.0327,0.0112,0.007,3.701,46
ENE,13,14,0.0394,0.0147,0.0069,3.691,40
ENE,13,15,0.0424,0.02,0.0067,3.663,35
ENE,13,16,0.0458,0.0257,0.0069,3.628,33
ENE,13,17,0.0413,0.0308,0.0068,3.581,33
ENE,13,18,0.0393,0.0353,0.0068,3.594,34
ENE,13,19,0.0261,0.0368,0.0067,3.645,43
ENE,13,20,0.0155,0.0353,0.0066,3.719,53
ENE,13,21,0.0133,0.0329,0.0064,3.782,56
ENE,13,22,0.0151,0.0299,0.0062,3.826,54
ENE,13,23,0.0108,0.0259,0.0062,3.843,65
ENE,14,0,0.0154,0.0221,0.0061,3.831,56
ENE,14,1,0.0135,0.0186,0.0059,3.821,44
ENE,14,2,0.0137,0.0154,0.0058,3.789,37
ENE,14,3,0.0116,0.0136,0.0056,3.737,32
ENE,14,4,0.0105,0.013,0.0054,3.673,33
ENE,14,5,0.0037,0.0118,0.0054,3.621,36
ENE,14,6,0.0028,0.0103,0.0054,3.589,39
ENE,14,7,0.0007,0.009,0.0053,3.595,40
ENE,14,8,0.0014,0.0072,0.0053,3.645,53
ENE,14,9,0.0013,0.0057,0.0052,3.691,69
ENE,14,10,0.0045,0.0046,0.0051,3.72,72
ENE,14,11,0.0058,0.0038,0.0056,3.768,88
ENE,14,12,0.0181,0.0048,0.0092,3.791,95
ENE,14,13,0.025,0.0075,0.0097,3.831,88
ENE,14,14,0.0285,0.0107,0.01,3.862,71
ENE,14,15,0.0282,0.0141,0.0104,3.885,64
ENE,14,16,0.0308,0.0178,0.0103,3.88,61
ENE,14,17,0.0312,0.0215,0.0104,3.878,61
ENE,14,18,0.0319,0.0249,0.0105,3.884,56
ENE,14,19,0.0184,0.0265,0.0106,3.951,67
ENE,14,20,0.0052,0.0249,0.0108,4.128,98
ENE,14,21,0.0014,0.022,0.011,4.206,143
ENE,14,22,0.0009,0.0185,0.0112,4.284,150
ENE,14,23,0.0003,0.015,0.0112,4.339,140
ENE,15,0,0.0003,0.0112,0.0116,4.417,138
ENE,15,1,0.0008,0.0074,0.0121,4.475,160
ENE,15,2,0.0002,0.0034,0.0123,4.497,147
ENE,15,3,NA,0.0013,0.0125,4.441,109
ENE,15,4,NA,0.0007,0.0126,4.289,89
ENE,15,5,NA,NA,0.0126,4.194,73
ENE,15,6,0.0001,NA,0.0126,4.131,70
ENE,15,7,0.0003,NA,0.0126,4.12,79
ENE,15,8,0.0004,NA,0.0125,4.245,95
ENE,15,9,0.0006,NA,0.0126,4.336,130
ENE,15,10,0.0021,NA,0.0131,4.368,126
ENE,15,11,0.011,0.0024,0.0135,4.359,123
ENE,15,12,0.0289,0.0062,0.01,4.327,106
ENE,15,13,0.0453,0.0111,0.0093,4.301,80
ENE,15,14,0.0528,0.0177,0.0094,4.246,60
ENE,15,15,0.0535,0.0243,0.0093,4.153,48
ENE,15,16,0.0542,0.0311,0.0092,3.912,48
ENE,15,17,0.0555,0.0379,0.0091,3.726,42
ENE,15,18,0.0518,0.0441,0.009,3.671,44
ENE,15,19,0.0186,0.0451,0.0089,3.78,49
ENE,15,20,0.0009,0.0416,0.0088,4.095,78
ENE,15,21,0.003,0.0363,0.0088,4.558,173
ENE,15,22,0.0065,0.0305,0.0089,4.874,204
ENE,15,23,0.0013,0.024,0.0091,5.059,213
ENE,16,0,0.0006,0.0173,0.0091,5.198,197
ENE,16,1,0.003,0.0107,0.0093,5.248,162
ENE,16,2,0.0003,0.0043,0.0095,5.266,141
ENE,16,3,0.0005,0.002,0.0095,5.151,113
ENE,16,4,0.0031,0.0023,0.0098,4.833,89
ENE,16,5,0.0017,0.0021,0.01,4.386,77
ENE,16,6,0.0011,0.0015,0.0099,4.081,62
ENE,16,7,0.0025,0.0016,0.0098,3.909,55
ENE,16,8,0.0006,0.0016,0.0096,3.808,57
ENE,16,9,0.0042,0.0018,0.0095,3.782,72
ENE,16,10,0.0109,0.0031,0.0089,3.771,90
ENE,16,11,0.0245,0.0061,0.0077,3.734,75
ENE,16,12,0.0357,0.0102,0.0076,3.717,60
ENE,16,13,0.0486,0.016,0.0076,3.708,57
ENE,16,14,0.0578,0.0231,0.0071,3.704,56
ENE,16,15,0.0585,0.0301,0.0069,3.702,48
ENE,16,16,0.0576,0.0372,0.0067,3.657,40
ENE,16,17,0.053,0.0433,0.0067,3.644,39
ENE,16,18,0.0408,0.0471,0.0066,3.676,42
ENE,16,19,0.0249,0.0471,0.0065,3.771,47
ENE,16,20,0.0157,0.0446,0.0064,3.875,96
ENE,16,21,0.0159,0.0405,0.0063,3.921,102
ENE,16,22,0.0147,0.0351,0.006,3.977,95
ENE,16,23,0.02,0.0303,0.0056,4.001,76
ENE,17,0,0.0157,0.0251,0.0052,4.031,68
ENE,17,1,0.0153,0.0204,0.0045,4.045,64
ENE,17,2,0.0113,0.0167,0.0041,4.011,53
ENE,17,3,0.0157,0.0155,0.004,3.92,44
ENE,17,4,0.0152,0.0155,0.0036,3.821,36
ENE,17,5,0.0116,0.0149,0.0033,3.779,33
ENE,17,6,0.0112,0.0145,0.0033,3.726,33
ENE,17,7,0.0126,0.0136,0.0034,3.71,33
ENE,17,8,0.0038,0.0121,0.0034,3.802,36
ENE,17,9,0.0074,0.0111,0.0034,3.816,45
ENE,17,10,0.0203,0.0122,0.0033,3.806,42
ENE,17,11,0.0275,0.0137,0.0033,3.815,39
ENE,17,12,0.0313,0.0157,0.0032,3.823,36
ENE,17,13,0.0348,0.0186,0.0032,3.824,31
ENE,17,14,0.0321,0.0212,0.0032,3.83,26
ENE,17,15,0.0347,0.024,0.0032,3.817,22
ENE,17,16,0.0366,0.0281,0.0032,3.705,19
ENE,17,17,0.0383,0.032,0.0033,3.667,19
ENE,17,18,0.038,0.0342,0.0033,3.651,21
ENE,17,19,0.0209,0.0333,0.0034,3.729,39
ENE,17,20,0.006,0.0302,0.0034,4.012,60
ENE,17,21,0.0016,0.026,0.0035,4.304,100
ENE,17,22,0.002,0.0223,0.0037,4.416,105
ENE,17,23,0.0006,0.018,0.0039,4.526,98
ENE,18,0,0.0008,0.0135,0.0042,4.558,95
ENE,18,1,0.0055,0.0094,0.0044,4.563,80
ENE,18,2,0.0107,0.006,0.0049,4.561,70
ENE,18,3,0.0072,0.0043,0.0056,4.478,68
ENE,18,4,0.0051,0.0042,0.0064,4.202,68
ENE,18,5,0.0026,0.0043,0.0073,3.919,70
ENE,18,6,0.0004,0.0041,0.0076,3.806,66
ENE,18,7,0.002,0.0043,0.0077,3.714,57
ENE,18,8,0.0011,0.0043,0.0077,3.711,57
ENE,18,9,0.0059,0.0044,0.0076,3.719,61
ENE,18,10,0.0108,0.0044,0.0076,3.722,71
ENE,18,11,0.0191,0.0059,0.0078,3.711,74
ENE,18,12,0.028,0.0087,0.0082,3.698,69
ENE,18,13,0.0348,0.0128,0.0083,3.678,52
ENE,18,14,0.0376,0.0174,0.0084,3.673,42
ENE,18,15,0.038,0.0219,0.0084,3.655,39
ENE,18,16,0.0413,0.0269,0.0085,3.616,35
ENE,18,17,0.0385,0.031,0.0084,3.602,31
ENE,18,18,0.0378,0.0344,0.0084,3.607,31
ENE,18,19,0.0258,0.0352,0.0084,3.695,34
ENE,18,20,0.0205,0.0343,0.0088,3.735,46
ENE,18,21,0.0256,0.0331,0.009,3.75,52
ENE,18,22,0.0179,0.0307,0.0089,3.781,44
ENE,18,23,0.0076,0.0269,0.0087,3.831,42
ENE,19,0,0.0047,0.0223,0.0084,3.898,38
ENE,19,1,0.0005,0.0176,0.0083,3.932,41
ENE,19,2,0.0005,0.0129,0.0079,3.945,47
ENE,19,3,0.0002,0.0097,0.0073,3.883,51
ENE,19,4,0.0002,0.0072,0.0069,3.85,56
ENE,19,5,NA,0.0045,0.0063,3.847,64
ENE,19,6,NA,0.0023,0.0063,3.812,69
ENE,19,7,NA,NA,0.0068,3.826,70
ENE,19,8,NA,NA,0.007,3.833,89
ENE,19,9,0.0012,NA,0.0072,3.844,110
ENE,19,10,0.0052,NA,0.0073,3.855,102
ENE,19,11,0.0214,NA,0.0079,3.847,84
ENE,19,12,0.0289,NA,0.0081,3.857,65
ENE,19,13,0.0331,NA,0.0082,3.847,52
ENE,19,14,0.0343,0.0207,0.0082,3.837,36
ENE,19,15,0.0351,0.0227,0.0082,3.765,27
ENE,19,16,0.0349,0.0243,0.0083,3.691,24
ENE,19,17,0.0313,0.028,0.0083,3.636,22
ENE,19,18,0.0315,0.0313,0.0083,3.597,22
ENE,19,19,0.0226,0.0315,0.0084,3.662,28
ENE,19,20,0.0051,0.0285,0.0081,3.789,49
ENE,19,21,0.0081,0.0254,0.008,3.85,90
ENE,19,22,0.0287,0.0247,0.0081,3.875,90
ENE,19,23,0.0267,0.0236,0.0082,3.895,68
ENE,20,0,0.02,0.0218,0.0083,3.906,50
ENE,20,1,0.0197,0.0203,0.0082,3.915,41
ENE,20,2,0.0182,0.0186,0.0082,3.921,33
ENE,20,3,0.0175,0.018,0.0081,3.843,29
ENE,20,4,0.0194,0.0198,0.0078,3.694,29
ENE,20,5,0.0256,0.022,0.0074,3.636,32
ENE,20,6,0.0253,0.0216,0.0071,3.62,34
ENE,20,7,0.0238,0.0212,0.0066,3.617,34
ENE,20,8,0.0147,0.0205,0.0063,3.636,38
ENE,20,9,0.015,0.0199,0.0061,3.657,43
ENE,20,10,0.0235,0.0206,0.006,3.661,41
ENE,20,11,0.0277,0.0219,0.0052,3.664,38
ENE,20,12,0.0328,0.0236,0.0046,3.674,39
ENE,20,13,0.0386,0.0252,0.0044,3.685,41
ENE,20,14,0.0437,0.0275,0.0044,3.696,42
ENE,20,15,0.0448,0.0301,0.0044,3.704,40
ENE,20,16,0.0422,0.0335,0.0045,3.69,42
ENE,20,17,0.0404,0.0367,0.0045,3.686,40
ENE,20,18,0.041,0.0389,0.0045,3.693,38
ENE,20,19,0.0299,0.0392,0.0045,3.742,39
ENE,20,20,0.011,0.0365,0.0045,3.856,56
