DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2021,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³]
JUNIO,1,0,0.0380,NA,NA,NA,26
JUNIO,1,1,0.0392,NA,NA,NA,21
JUNIO,1,2,0.0340,NA,NA,NA,27
JUNIO,1,3,0.0325,NA,NA,NA,31
JUNIO,1,4,0.0275,NA,NA,NA,29
JUNIO,1,5,0.0254,0.0328,NA,NA,25
JUNIO,1,6,0.0169,0.0305,NA,NA,24
JUNIO,1,7,0.0056,0.0274,NA,NA,27
JUNIO,1,8,0.0124,0.0242,NA,NA,30
JUNIO,1,9,0.0217,0.0220,NA,NA,32
JUNIO,1,10,0.0322,0.0218,NA,NA,30
JUNIO,1,11,0.0502,0.0240,NA,NA,30
JUNIO,1,12,0.0591,0.0279,NA,NA,35
JUNIO,1,13,0.0634,0.0327,NA,NA,39
JUNIO,1,14,0.0692,0.0392,NA,NA,40
JUNIO,1,15,0.0698,0.0473,NA,NA,34
JUNIO,1,16,0.0656,0.0539,NA,NA,30
JUNIO,1,17,0.0494,0.0574,0.0030,NA,34
JUNIO,1,18,0.0387,0.0582,0.0033,NA,38
JUNIO,1,19,0.0328,0.0560,0.0038,NA,36
JUNIO,1,20,NA,0.0556,0.0040,NA,30
JUNIO,1,21,0.0294,0.0507,0.0041,NA,33
JUNIO,1,22,0.0291,0.0450,0.0042,NA,31
JUNIO,1,23,0.0300,0.0393,0.0043,NA,35
JUNIO,2,0,0.0283,0.0339,0.0042,NA,33
JUNIO,2,1,0.0258,0.0306,0.0042,NA,22
JUNIO,2,2,0.0238,0.0284,0.0042,NA,19
JUNIO,2,3,0.0247,0.0273,0.0043,NA,17
JUNIO,2,4,0.0249,0.0270,0.0044,NA,16
