DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2021,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
DICIEMBRE,1,0,0.0104,0.0214,0.0061,2.5378,118,0.0275
DICIEMBRE,1,1,0.0118,0.0142,0.0067,2.5409,93,0.0214
DICIEMBRE,1,2,0.0049,0.0070,0.0072,2.5206,72,0.0260
DICIEMBRE,1,3,0.0030,0.0058,0.0074,2.3355,60,0.0274
DICIEMBRE,1,4,0.0054,0.0059,0.0076,1.9222,53,0.0259
DICIEMBRE,1,5,0.0064,0.0063,0.0074,1.4933,45,0.0237
DICIEMBRE,1,6,0.0030,0.0062,0.0074,1.1617,41,0.0264
DICIEMBRE,1,7,0.0021,0.0059,0.0074,1.1209,48,0.0262
DICIEMBRE,1,8,0.0030,0.0050,0.0075,1.1194,54,0.0262
DICIEMBRE,1,9,0.0075,0.0044,0.0075,1.1413,56,0.0224
DICIEMBRE,1,10,0.0136,0.0055,0.0078,1.1524,61,0.0206
DICIEMBRE,1,11,0.0297,0.0088,0.0079,1.1455,60,0.0136
DICIEMBRE,1,12,0.0444,0.0137,0.0080,1.1365,50,0.0092
DICIEMBRE,1,13,0.0483,0.0189,0.0080,1.1287,40,0.0055
DICIEMBRE,1,14,0.0465,0.0244,0.0080,1.1137,31,0.0051
DICIEMBRE,1,15,0.0430,0.0295,0.0079,1.0679,26,0.0066
DICIEMBRE,1,16,0.0385,0.0339,0.0079,1.0249,24,0.0090
DICIEMBRE,1,17,0.0363,0.0375,0.0079,1.0065,22,0.0137
DICIEMBRE,1,18,0.0338,0.0401,0.0081,1.0066,30,0.0145
DICIEMBRE,1,19,0.0196,0.0388,0.0083,1.0514,38,0.0219
DICIEMBRE,1,20,0.0141,0.0350,0.0085,1.0892,48,0.0163
DICIEMBRE,1,21,0.0076,0.0299,0.0086,1.1380,60,0.0203
DICIEMBRE,1,22,0.0074,0.0250,0.0086,1.1681,67,0.0175
DICIEMBRE,1,23,0.0131,0.0213,0.0082,1.1855,56,0.0140
DICIEMBRE,2,0,NA,NA,0.0080,1.1842,45,0.0147
DICIEMBRE,2,1,0.0256,NA,0.0077,1.1609,43,0.0132
DICIEMBRE,2,2,0.0080,NA,0.0076,1.1327,36,0.0142
DICIEMBRE,2,3,NA,NA,0.0077,1.0782,32,0.0137
DICIEMBRE,2,4,NA,NA,0.0078,1.0324,27,0.0104
DICIEMBRE,2,5,0.0097,NA,0.0080,0.9788,23,0.0114
DICIEMBRE,2,6,0.0083,NA,0.0080,0.9531,22,0.0140
DICIEMBRE,2,7,0.0071,NA,0.0080,0.9543,25,0.0170
DICIEMBRE,2,8,0.0077,NA,0.0080,0.9833,48,0.0185
DICIEMBRE,2,9,0.0138,NA,0.0080,1.0047,54,0.0147
DICIEMBRE,2,10,0.0235,NA,0.0077,1.0170,48,0.0116
DICIEMBRE,2,11,0.0323,NA,0.0075,1.0147,43,0.0077
DICIEMBRE,2,12,0.0354,0.0172,0.0074,1.0138,39,0.0065
DICIEMBRE,2,13,0.0396,0.0210,0.0073,1.0195,37,0.0070
DICIEMBRE,2,14,0.0446,0.0255,0.0073,1.0190,34,0.0071
DICIEMBRE,2,15,0.0485,0.0307,0.0073,0.9972,31,0.0081
DICIEMBRE,2,16,0.0500,0.0360,0.0072,0.9570,30,0.0066
DICIEMBRE,2,17,0.0437,0.0397,0.0072,0.9412,30,0.0091
DICIEMBRE,2,18,0.0334,0.0409,0.0071,0.9558,36,0.0159
