DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2021,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³]
JULIO,8,3,0.0268,0.0292,0.0008,0.6605,NA
JULIO,8,4,0.0263,0.0288,0.0008,0.6387,10
JULIO,8,5,0.0246,0.0282,0.0008,0.6096,10
JULIO,8,6,0.0228,0.0277,0.0008,0.5855,11
JULIO,8,7,0.0165,0.0257,0.0008,0.5862,12
JULIO,8,8,0.0219,0.0244,0.0008,0.5958,16
JULIO,8,9,0.0193,0.0232,0.0008,0.6090,17
JULIO,8,10,0.0202,0.0223,0.0008,0.6187,18
JULIO,8,11,0.0256,0.0221,0.0008,0.6261,16
JULIO,8,12,0.0336,0.0230,0.0008,0.6322,14
JULIO,8,13,0.0257,0.0232,0.0008,0.6519,11
JULIO,8,14,0.0240,0.0233,0.0008,0.6763,10
JULIO,8,15,0.0281,0.0248,0.0007,0.6945,8
JULIO,8,16,0.0366,0.0266,0.0007,0.7031,12
JULIO,8,17,0.0413,0.0294,0.0008,0.7077,13
JULIO,8,18,0.0408,0.0320,0.0008,0.7110,12
JULIO,8,19,0.0279,0.0323,0.0008,0.7213,11
JULIO,8,20,0.0174,0.0302,0.0008,0.7686,14
JULIO,8,21,0.0225,0.0298,0.0008,0.7747,15
JULIO,8,22,0.0181,0.0291,0.0008,0.7720,16
JULIO,8,23,0.0191,0.0280,0.0008,0.7538,17
JULIO,9,0,0.0043,0.0239,0.0008,0.7430,17
JULIO,9,1,0.0123,0.0203,0.0008,0.7295,15
JULIO,9,2,0.0207,0.0178,0.0008,0.7197,15
JULIO,9,3,0.0164,0.0163,0.0008,0.7081,13
JULIO,9,4,0.0082,0.0152,0.0008,0.6673,15
JULIO,9,5,0.0039,0.0129,0.0008,0.6558,18
JULIO,9,6,0.0016,0.0108,0.0008,0.6552,21
JULIO,9,7,0.0016,0.0086,0.0008,0.6763,27
JULIO,9,8,0.0035,0.0085,0.0008,0.6988,29
JULIO,9,9,0.0099,0.0082,0.0008,0.7142,25
JULIO,9,10,0.0171,0.0078,0.0008,0.7388,23
JULIO,9,11,0.0276,0.0092,0.0008,0.7466,22
JULIO,9,12,0.0337,0.0124,0.0008,0.7426,18
JULIO,9,13,0.0352,0.0163,0.0008,0.7297,12
JULIO,9,14,0.0363,0.0206,0.0008,0.7074,9
JULIO,9,15,0.0403,0.0254,0.0008,0.6741,9
JULIO,9,16,0.0431,0.0304,0.0008,0.6577,10
JULIO,9,17,0.0443,0.0347,0.0009,0.6874,15
JULIO,9,18,0.0198,0.0350,0.0010,0.6795,27
JULIO,9,19,0.0136,0.0333,0.0011,0.6977,19
JULIO,9,20,0.0119,0.0306,0.0011,0.7214,14
JULIO,9,21,0.0118,0.0276,0.0011,0.8184,12
JULIO,9,22,0.0070,0.0240,0.0012,0.8574,13
JULIO,9,23,0.0066,0.0198,0.0012,0.8856,21
JULIO,10,0,0.0060,0.0151,0.0012,0.8839,17
JULIO,10,1,0.0016,0.0098,0.0013,0.8590,16
JULIO,10,2,0.0060,0.0081,0.0013,0.8492,16
JULIO,10,3,0.0089,0.0075,0.0013,0.8254,14
JULIO,10,4,0.0024,0.0063,0.0013,0.8053,12
JULIO,10,5,0.0046,0.0054,0.0014,0.7117,14
JULIO,10,6,0.0023,0.0048,0.0014,0.6816,14
JULIO,10,7,0.0017,0.0042,0.0014,0.6857,14
JULIO,10,8,0.0035,0.0039,0.0014,0.7138,16
JULIO,10,9,0.0085,0.0047,0.0014,0.7169,19
JULIO,10,10,0.0193,0.0064,0.0014,0.7280,20
JULIO,10,11,0.0250,0.0084,0.0015,0.7410,31
JULIO,10,12,0.0363,0.0127,0.0015,0.7445,42
JULIO,10,13,0.0441,0.0176,0.0015,0.7509,50
JULIO,10,14,0.0498,0.0235,0.0016,0.7506,46
JULIO,10,15,0.0548,0.0302,0.0016,0.7278,35
JULIO,10,16,0.0592,0.0371,0.0017,0.6991,26
JULIO,10,17,0.0660,0.0443,0.0017,0.6848,23
JULIO,10,18,0.0498,0.0481,0.0017,0.6880,55
JULIO,10,19,0.0455,0.0507,0.0019,0.7048,50
JULIO,10,20,0.0403,0.0512,0.0023,0.7230,38
JULIO,10,21,0.0393,0.0506,0.0023,0.7470,32
JULIO,10,22,0.0401,0.0494,0.0024,0.7592,28
JULIO,10,23,0.0396,0.0475,0.0024,0.7635,21
JULIO,11,0,0.0376,0.0448,0.0024,0.7600,15
JULIO,11,1,0.0373,0.0412,0.0025,0.7523,11
JULIO,11,2,0.0363,0.0395,0.0025,0.7300,11
JULIO,11,3,0.0374,0.0385,0.0025,0.6962,11
JULIO,11,4,0.0340,0.0377,0.0025,0.6688,9
JULIO,11,5,0.0346,0.0371,0.0026,0.6400,10
JULIO,11,6,0.0313,0.0360,0.0026,0.6275,10
JULIO,11,7,0.0344,0.0353,0.0026,0.6376,7
JULIO,11,8,0.0314,0.0346,0.0026,0.6350,10
JULIO,11,9,0.0361,0.0344,0.0026,0.6385,15
JULIO,11,10,0.0433,0.0353,0.0027,0.6458,14
JULIO,11,11,0.0425,0.0359,0.0027,0.6529,13
JULIO,11,12,0.0455,0.0374,0.0027,0.6586,14
JULIO,11,13,0.0490,0.0392,0.0027,0.6684,14
JULIO,11,14,0.0506,0.0416,0.0027,0.6658,15
JULIO,11,15,0.0520,0.0438,0.0027,0.6567,16
JULIO,11,16,0.0515,0.0478,0.0026,0.6612,16
JULIO,11,17,0.0519,0.0463,0.0026,0.6565,18
JULIO,11,18,0.0411,0.0480,0.0025,0.6864,21
JULIO,11,19,0.0329,0.0468,0.0023,0.7118,26
JULIO,11,20,0.0237,0.0441,0.0019,0.7526,33
JULIO,11,21,0.0097,0.0392,0.0018,0.8356,34
JULIO,11,22,0.0206,0.0354,0.0017,0.8495,29
JULIO,11,23,0.0337,0.0331,0.0017,0.8437,23
JULIO,12,0,0.0394,0.0316,0.0017,0.8370,19
JULIO,12,1,0.0401,0.0301,0.0016,0.8230,33
JULIO,12,2,0.0404,0.0301,0.0016,0.7853,21
JULIO,12,3,0.0376,0.0306,0.0016,0.7473,21
JULIO,12,4,0.0330,0.0318,0.0015,0.6950,NA
JULIO,12,5,0.0326,0.0347,0.0015,0.5962,NA
JULIO,12,6,0.0314,0.0360,0.0015,0.5771,10
JULIO,12,7,0.0275,0.0352,0.0015,0.5768,9
JULIO,12,8,0.0208,0.0329,0.0014,0.6010,10
JULIO,12,9,0.0298,0.0316,0.0014,0.6198,13
JULIO,12,10,0.0349,0.0309,0.0013,0.6277,18
JULIO,12,11,0.0332,0.0304,0.0013,0.6401,26
JULIO,12,12,0.0343,0.0306,0.0013,0.6534,30
JULIO,12,13,0.0455,0.0322,0.0013,0.6629,47
JULIO,12,14,0.0510,0.0346,0.0013,0.6684,61
JULIO,12,15,0.0561,0.0382,0.0013,0.6640,50
JULIO,12,16,0.0524,0.0421,0.0013,0.6469,45
JULIO,12,17,0.0451,0.0440,0.0013,0.6395,37
JULIO,12,18,0.0347,0.0440,0.0013,0.6632,31
JULIO,12,19,0.0323,0.0439,0.0013,0.6786,35
JULIO,12,20,0.0337,0.0438,0.0013,0.6918,36
JULIO,12,21,0.0362,0.0427,0.0013,0.7099,30
JULIO,12,22,0.0325,0.0336,0.0013,0.7315,23
JULIO,12,23,0.0296,0.0404,0.0012,0.7235,21
JULIO,13,0,0.0199,0.0370,0.0012,0.7337,NA
JULIO,13,1,0.0179,0.0296,0.0013,0.7230,25
JULIO,13,2,0.0149,0.0271,0.0013,0.6916,26
JULIO,13,3,0.0109,0.0245,0.0013,0.6655,26
JULIO,13,4,0.0089,0.0214,0.0013,0.6428,28
JULIO,13,5,0.0065,0.0176,0.0014,0.6193,33
JULIO,13,6,0.0035,0.0140,0.0015,0.6037,35
JULIO,13,7,0.0013,0.0105,0.0016,0.6031,35
JULIO,13,8,0.0026,0.0083,0.0016,0.6231,34
JULIO,13,9,0.0078,0.0070,0.0018,0.6479,37
JULIO,13,10,0.0193,0.0076,0.0019,0.6635,37
JULIO,13,11,0.0287,0.0098,0.0019,0.6733,39
JULIO,13,12,0.0319,0.0127,0.0019,0.6823,36
JULIO,13,13,0.0353,0.0163,0.0019,0.6852,33
JULIO,13,14,0.0379,0.0206,0.0020,0.6881,31
JULIO,13,15,0.0369,0.0250,0.0023,0.6887,28
JULIO,13,16,0.0382,0.0295,0.0027,0.7261,25
JULIO,13,17,0.0350,0.0329,0.0031,0.7113,21
JULIO,13,18,0.0319,0.0345,0.0034,0.7218,23
JULIO,13,19,0.0244,0.0339,0.0036,0.7596,25
JULIO,13,20,0.0383,0.0347,0.0038,0.7556,26
JULIO,13,21,0.0373,0.0350,0.0038,0.7549,22
JULIO,13,22,0.0372,0.0349,0.0039,0.7549,18
JULIO,13,23,0.0300,0.0340,0.0039,0.7502,13
JULIO,14,0,0.0269,0.0326,0.0039,0.7001,14
JULIO,14,1,0.0272,0.0317,0.0040,0.6981,13
JULIO,14,2,0.0232,0.0306,0.0041,0.6790,14
JULIO,14,3,0.0247,0.0306,0.0041,0.6332,16
JULIO,14,4,0.0227,0.0286,0.0042,0.6327,19
JULIO,14,5,0.0199,0.0265,0.0042,0.6317,18
JULIO,14,6,0.0127,0.0234,0.0041,0.6413,21
JULIO,14,7,0.0055,0.0203,0.0041,0.6824,26
JULIO,14,8,0.0102,0.0182,0.0041,0.6876,31
JULIO,14,9,0.0156,0.0168,0.0040,0.6923,30
JULIO,14,10,0.0260,0.0171,0.0039,0.6965,25
JULIO,14,11,0.0328,0.0182,0.0039,0.7016,27
JULIO,14,12,0.0383,0.0201,0.0038,0.6983,25
JULIO,14,13,0.0433,0.0230,0.0038,0.7001,24
JULIO,14,14,0.0502,0.0277,0.0038,0.6846,27
JULIO,14,15,0.0540,0.0338,0.0034,0.6347,28
JULIO,14,16,0.0554,0.0394,0.0031,0.6169,21
JULIO,14,17,0.0505,0.0438,0.0027,0.6023,21
JULIO,14,18,0.0474,0.0465,0.0024,0.5971,23
JULIO,14,19,0.0335,0.0466,0.0023,0.6059,38
JULIO,14,20,0.0245,0.0449,0.0024,0.6103,58
JULIO,14,21,0.0211,0.0421,0.0025,0.6138,49
JULIO,14,22,0.0195,0.0382,0.0025,0.6144,38
JULIO,14,23,0.0171,0.0336,0.0025,0.6129,30
JULIO,15,0,0.0148,0.0286,0.0025,0.6120,24
JULIO,15,1,0.0140,0.0240,0.0024,0.6066,24
JULIO,15,2,0.0137,0.0198,0.0024,0.5995,17
JULIO,15,3,0.0170,0.0177,0.0023,0.5784,31
JULIO,15,4,0.0166,0.0167,0.0023,0.5658,20
JULIO,15,5,0.0113,0.0155,0.0024,0.5525,16
JULIO,15,6,0.0090,0.0142,0.0024,0.5532,15
JULIO,15,7,0.0046,0.0126,0.0024,0.5777,22
JULIO,15,8,0.0096,0.0120,0.0024,0.5912,26
JULIO,15,9,0.0191,0.0126,0.0024,0.5986,26
JULIO,15,10,0.0255,0.0141,0.0024,0.6060,20
JULIO,15,11,0.0279,0.0155,0.0024,0.6169,17
JULIO,15,12,0.0304,0.0172,0.0024,0.6289,15
JULIO,15,13,0.0330,0.0199,0.0024,0.6398,16
JULIO,15,14,0.0425,0.0241,0.0025,0.6396,16
JULIO,15,15,0.0425,0.0288,0.0025,0.6261,14
JULIO,15,16,0.0446,0.0332,0.0025,0.6234,15
JULIO,15,17,0.0440,0.0363,0.0026,0.6289,17
JULIO,15,18,0.0372,0.0378,0.0026,0.6442,28
JULIO,15,19,0.0358,0.0388,0.0026,0.6566,24
JULIO,15,20,0.0249,0.0381,0.0024,0.7049,28
JULIO,15,21,0.0212,0.0366,0.0024,0.8797,22
JULIO,15,22,0.0124,0.0328,0.0026,0.8933,18
JULIO,15,23,0.0057,0.0282,0.0028,0.8902,18
JULIO,16,0,0.0051,0.0233,0.0030,0.8866,22
JULIO,16,1,0.0088,0.0189,0.0031,0.8802,18
JULIO,16,2,0.0100,0.0155,0.0031,0.8703,15
JULIO,16,3,0.0088,0.0121,0.0032,0.8578,14
JULIO,16,4,0.0196,0.0115,0.0031,0.8040,13
JULIO,16,5,0.0087,0.0099,0.0031,0.6247,14
JULIO,16,6,0.0068,0.0092,0.0031,0.6179,15
JULIO,16,7,0.0074,0.0094,0.0030,0.6367,16
JULIO,16,8,0.0124,0.0103,0.0030,0.6558,19
JULIO,16,9,0.0188,0.0116,0.0031,0.6732,22
JULIO,16,10,0.0246,0.0134,0.0033,0.6649,21
JULIO,16,11,0.0297,0.0160,0.0033,0.6619,17
JULIO,16,12,0.0331,0.0177,0.0034,0.6623,12
JULIO,16,13,0.0319,0.0206,0.0034,0.6549,16
JULIO,16,14,0.0347,0.0241,0.0034,0.6405,21
JULIO,16,15,0.0390,0.0280,0.0034,0.6126,25
JULIO,16,16,0.0353,0.0309,0.0034,0.5834,27
JULIO,16,17,0.0353,0.0330,0.0033,0.5570,34
JULIO,16,18,0.0328,0.0340,0.0033,0.5524,38
JULIO,16,19,0.0314,0.0342,0.0033,0.5643,39
JULIO,16,20,0.0230,0.0329,0.0032,0.5828,35
JULIO,16,21,0.0243,0.0320,0.0030,0.6061,27
JULIO,16,22,0.0206,0.0302,0.0027,0.6220,24
JULIO,16,23,0.0070,0.0262,0.0029,0.6421,24
JULIO,17,0,0.0137,0.0235,0.0029,0.6572,26
JULIO,17,1,0.0074,0.0200,0.0029,0.6689,25
JULIO,17,2,0.0090,0.0171,0.0029,0.6833,21
JULIO,17,3,0.0047,0.0137,0.0029,0.6805,23
JULIO,17,4,0.0053,0.0115,0.0029,0.6836,28
JULIO,17,5,0.0016,0.0087,0.0029,0.6841,31
JULIO,17,6,0.0012,0.0063,0.0029,0.6936,29
JULIO,17,7,0.0018,0.0056,0.0029,0.7080,31
JULIO,17,8,0.0036,0.0043,0.0030,0.7462,41
JULIO,17,9,0.0147,0.0052,0.0030,0.7718,43
JULIO,17,10,0.0289,0.0077,0.0029,0.7767,35
JULIO,17,11,0.0374,0.0118,0.0029,0.7807,29
JULIO,17,12,0.0417,0.0164,0.0028,0.7699,26
JULIO,17,13,0.0409,0.0213,0.0028,0.7632,26
JULIO,17,14,0.0452,0.0268,0.0028,0.7569,25
JULIO,17,15,0.0461,0.0323,0.0028,0.7419,27
JULIO,17,16,0.0445,0.0374,0.0028,0.7110,27
JULIO,17,17,0.0415,0.0408,0.0028,0.6941,27
JULIO,17,18,0.0383,0.0419,0.0029,0.7016,27
JULIO,17,19,0.0343,0.0416,0.0029,0.7078,29
JULIO,17,20,0.0209,0.0390,0.0029,0.7448,29
JULIO,17,21,0.0171,0.0360,0.0029,0.7759,31
JULIO,17,22,0.0107,0.0317,0.0030,0.8138,33
JULIO,17,23,0.0072,0.0268,0.0028,0.8521,39
JULIO,18,0,0.0071,0.0221,0.0027,0.8552,43
JULIO,18,1,0.0063,0.0177,0.0028,0.8468,38
JULIO,18,2,0.0093,0.0141,0.0028,0.8238,30
JULIO,18,3,0.0092,0.0110,0.0028,0.8042,30
JULIO,18,4,0.0069,0.0092,0.0028,0.7547,29
JULIO,18,5,0.0062,0.0079,0.0028,0.7108,30
JULIO,18,6,0.0043,0.0071,0.0028,0.6668,30
JULIO,18,7,0.0086,0.0072,0.0028,0.6238,34
JULIO,18,8,0.0114,0.0078,0.0027,0.6195,33
JULIO,18,9,0.0177,0.0092,0.0027,0.6214,38
JULIO,18,10,0.0253,0.0112,0.0026,0.6269,37
JULIO,18,11,0.0305,0.0139,0.0026,0.6322,35
JULIO,18,12,0.0373,0.0177,0.0026,0.6399,33
JULIO,18,13,0.0410,0.0220,0.0025,0.6497,29
JULIO,18,14,0.0493,0.0276,0.0025,0.6466,28
JULIO,18,15,0.0508,0.0329,0.0025,0.6383,26
JULIO,18,16,0.0496,0.0377,0.0025,0.6240,24
JULIO,18,17,0.0495,0.0416,0.0025,0.6130,20
JULIO,18,18,0.0435,0.0439,0.0026,0.6125,16
JULIO,18,19,0.0343,0.0444,0.0026,0.6092,18
JULIO,18,20,0.0221,0.0425,0.0028,0.6106,25
JULIO,18,21,0.0199,0.0399,0.0030,0.6100,30
JULIO,18,22,0.0189,0.0361,0.0036,0.6101,32
JULIO,18,23,0.0161,0.0317,0.0038,0.6069,31
JULIO,19,0,0.0205,0.0281,0.0041,0.6058,32
JULIO,19,1,0.0208,0.0245,0.0041,0.6038,30
JULIO,19,2,0.0193,0.0215,0.0041,0.5929,22
JULIO,19,3,0.0214,0.0199,0.0040,0.5825,18
JULIO,19,4,0.0151,0.0190,0.0040,0.5672,17
JULIO,19,5,0.0112,0.0179,0.0040,0.5544,18
