DATOS HORARIOS 2017_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
SEP,1,0,NA,5.45,0.34,18.4,7.31,1.62,72.04,17.81,84.89,625.9,2.55
SEP,1,1,NA,3.31,0.24,14.16,18.23,1.16,58.62,17.16,86.18,625.49,10.52
SEP,1,2,NA,1.94,0.2,13.71,13.65,0.7,97.59,17.2,86.81,625.04,6.62
SEP,1,3,NA,6.68,0.29,18.13,11.6,1.6,120.36,17.44,85.5,624.6,NA
SEP,1,4,NA,4.72,0.21,19.77,18.1,1.41,138.2,17.29,85.97,624.36,13.05
SEP,1,5,NA,4.67,0.27,20.75,29.02,0.97,243.66,17.32,85.7,624.46,18.19
SEP,1,6,NA,3.3,0.55,22.39,28.9,0.96,138.52,17.12,86.65,624.48,15.78
SEP,1,7,NA,4.25,0.85,24.34,36.14,1.29,121.7,17.34,84.22,624.76,18.49
SEP,1,8,NA,6.79,1.05,24.45,39.01,1.01,93.89,17.82,81.9,625.05,15.38
SEP,1,9,NA,4.89,0.71,21.64,35.31,1.12,88.43,19.27,75.11,625.38,7
SEP,1,10,NA,4.07,0.62,17.82,34.89,1.7,63.9,20.82,65.94,625.61,7.56
SEP,1,11,NA,9.56,0.75,21.37,37.39,2.08,97.14,22.09,62.13,625.66,9.42
SEP,1,12,NA,20.76,0.56,21.58,32.57,2.69,80.67,22.94,61.57,625.36,24.44
SEP,1,13,NA,12.04,0.85,20.06,36.85,2.09,71.06,23.73,57.46,624.96,6.64
SEP,1,14,NA,6.31,1.48,19.46,20.15,2.3,62.09,24.67,53.89,624.38,7.35
SEP,1,15,NA,3.87,0.98,18.59,38.31,2.02,68.13,25.45,51.26,623.68,7.24
SEP,1,16,NA,4.51,0.56,15.12,19.55,1.86,63.9,26.3,48.17,623.04,6.04
SEP,1,17,NA,2.73,0.31,15.31,24.08,2.13,69.7,26.4,47.9,622.9,6.3
SEP,1,18,NA,2.35,0.54,19.6,24.43,2.21,342.25,25.65,50.77,623.01,11.71
SEP,1,19,NA,2.06,0.49,20.84,38.72,1.99,103.52,24.45,55.98,623.3,6.76
SEP,1,20,NA,2.07,1.15,27.59,37.96,1.55,300.61,23.38,59.71,623.83,12.42
SEP,1,21,NA,2.02,1,25.95,94.75,1.61,332.43,22.82,61.88,624.41,15.48
SEP,1,22,NA,1.88,0.4,18.3,67.28,2.9,51.08,22.46,63.11,624.89,6.31
SEP,1,23,NA,2.3,0.24,15.57,28.44,2.25,58.66,21.7,65.33,625.24,9.1
SEP,2,0,NA,16.9,0.24,17.36,15.48,1.85,71.16,21.15,68.19,625.44,6.54
SEP,2,1,NA,23.22,0.31,17.35,30.18,2.11,73.29,20.9,68.75,625.3,24.68
SEP,2,2,NA,4.39,0.15,12.68,25.33,1.68,47.44,20.52,68.62,625.16,12.81
SEP,2,3,NA,2.77,0.1,14.74,16.57,1.98,48.72,19.84,69.56,624.87,8.92
SEP,2,4,NA,2.35,0.07,14.61,9.93,1.69,53.64,19.13,71.95,624.73,6.48
SEP,2,5,NA,2.47,0.07,13.39,21.1,1.97,53.4,19.04,71.33,624.8,8.09
SEP,2,6,NA,2.35,0.11,13.3,12.72,1.6,55.77,18.95,71.2,625.09,7.52
SEP,2,7,NA,2.04,0.14,16.65,13.05,1.4,59.63,18.61,72.45,625.11,8.48
SEP,2,8,NA,4.3,0.41,19.35,15.49,1.03,63.59,19.31,69.73,625.34,0.97
SEP,2,9,NA,21.78,1.42,18.69,39.51,2.5,63.03,21.3,63.46,625.65,11.15
SEP,2,10,NA,12.58,0.82,17.27,23.15,4.18,64.63,22.21,57.4,625.99,13.26
SEP,2,11,NA,7.68,0.87,15.63,10.84,4.19,58.07,22.95,55.31,626.06,2.62
SEP,2,12,NA,6.2,0.81,14.8,19.84,4.29,55.2,23.62,52.87,625.87,5.12
SEP,2,13,NA,5.45,0.66,15.19,10.7,4.28,56.26,24.61,48.83,625.47,NA
SEP,2,14,NA,5.44,0.64,14.33,19.41,3.53,56.45,25.14,48.14,624.97,4.06
SEP,2,15,NA,3.07,0.34,14.58,12.48,3.54,59.89,25.65,47.4,624.43,2.1
SEP,2,16,NA,2.4,0.27,14.95,13.08,3.6,63.85,25.95,46.01,623.88,7.09
SEP,2,17,NA,2.12,0.23,14.32,21.21,4.25,66.18,26.02,46.34,623.71,4.03
SEP,2,18,NA,2.2,0.18,13.77,15.8,5,62.92,25.52,48.8,623.76,4.45
SEP,2,19,NA,1.96,0.15,14.13,20.81,4.47,58.23,24.11,53.48,624,8.19
SEP,2,20,NA,2.08,0.18,15.43,10.15,4.15,61.68,22.07,61.54,624.43,NA
SEP,2,21,NA,1.85,0.16,14.8,16.3,4.73,50.36,21.31,62.92,624.76,0.98
SEP,2,22,NA,1.68,0.13,13.8,9.49,4.25,55.89,20.86,63.97,625.22,2.81
SEP,2,23,NA,1.5,0.12,13.54,7.91,3.24,53.93,20.57,64.93,625.76,2.67
SEP,3,0,NA,1.65,0.15,13.01,5.96,2.34,47.74,20.63,64.5,626.12,2.15
SEP,3,1,NA,1.6,0.11,12.09,3.27,1.97,77.14,20.17,66.99,625.95,NA
SEP,3,2,NA,4.73,0.4,17.06,6.22,1.41,140.28,19.9,68.86,625.75,2.98
SEP,3,3,NA,25.94,0.16,18.13,10.07,1.83,98.07,19.21,72.14,625.43,NA
SEP,3,4,NA,15.25,0.18,18,27.5,2.51,101.13,18.91,74.11,625.26,16.26
SEP,3,5,NA,22.75,0.15,15.7,26.5,2.55,83.32,19.04,72.69,625.15,13.32
SEP,3,6,NA,31.7,0.6,15.9,19.19,2.31,73.47,18.65,72.57,625.42,NA
SEP,3,7,NA,30.83,0.63,17.67,11.42,1.76,94.11,18.17,73.47,625.8,9.76
SEP,3,8,NA,17.78,0.44,19.81,20.62,2.18,112.34,18.39,72.94,626.13,11.58
SEP,3,9,NA,24.52,0.58,18.36,33.98,2.05,92.43,19.96,67.42,626.37,8.68
SEP,3,10,NA,7.85,0.48,14.88,28.28,3.81,62.1,21.39,58.88,626.39,3.54
SEP,3,11,NA,10.45,0.31,14.82,6.35,4.73,67.62,22.71,54.33,626.3,0.88
SEP,3,12,NA,16.39,0.34,15.52,8.97,4.74,74.19,23.71,52.88,625.78,2.21
SEP,3,13,NA,19.17,0.27,14.44,11.17,4.86,71.18,24.57,51,625.21,8.87
SEP,3,14,NA,10.88,0.42,13.61,15.43,4.18,60.71,25.06,49.51,624.8,6.81
SEP,3,15,NA,9.83,0.55,13.35,8.58,3.49,60.05,25.52,48.22,624.1,2.56
SEP,3,16,NA,5.33,0.4,12.74,9.31,3.27,56.01,25.89,47.74,623.44,4.35
SEP,3,17,NA,2.99,0.18,12.95,10.7,3.68,58.61,25.85,47.47,622.64,2.19
SEP,3,18,NA,20.08,1.1,14.95,11.17,4.35,63.89,24.65,54.91,623.24,NA
SEP,3,19,NA,8.74,0.82,14.1,11.02,4.42,48.49,24.18,55.78,623.48,NA
SEP,3,20,NA,3.06,0.26,14.31,10.07,4.27,48.35,23.23,58.27,623.95,2.31
SEP,3,21,NA,2.45,0.18,12.69,10.96,4.33,53.71,21.89,63.63,624.46,5.29
SEP,3,22,NA,2.41,0.14,12.86,10.07,4.63,50.71,21.24,64.77,625.04,2.93
SEP,3,23,NA,2.23,0.09,11.9,8.39,4.27,46.17,20.88,65.86,625.27,4.44
SEP,4,0,NA,1.83,0.06,11.95,8.34,2.93,57.91,20.68,66.84,625.4,1.11
SEP,4,1,NA,6.16,0.34,11.41,9.05,2.68,52.14,20.51,67.1,625.21,1.19
