DATOS HORARIOS 2017_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
MAY,8,18,26.26,3.5,1.02,17.62,58.21,2.84,251.01,30.89,21.58,619.43,37.62
MAY,8,19,21.7,3.54,1.1,21.98,66.3,4.51,247.52,30.49,20.79,619.6,34.88
MAY,8,20,18.26,3.48,0.96,19.61,102.96,5.44,241.22,28.58,20.22,620.24,33.19
MAY,8,21,15.9,3.49,0.89,18.1,109.56,4.2,238.77,27,21.56,621.18,23.61
MAY,8,22,14.93,3.64,0.86,17.04,62.67,2.87,221.34,25.86,23.32,621.68,25.03
MAY,8,23,15,3.37,0.77,15.01,71.23,2.65,221.52,24.53,27.11,622.26,22.2
MAY,9,0,16.49,3.49,0.77,13.74,64.83,1.95,218.86,23.33,32.86,622.62,31.82
MAY,9,1,14.67,5.26,0.71,15.32,65.01,1.81,143.3,22.51,34.39,622.55,37.75
MAY,9,2,11.49,39.04,0.77,20.44,111.46,1.52,83.33,22.13,46.39,622.31,46.28
MAY,9,3,7.97,16.96,0.89,22.43,99.27,1.24,291.77,20.97,46.45,622.27,54.25
MAY,9,4,5.22,8.55,0.9,27.64,67.69,0.79,349.92,19.77,49.39,622.04,35.45
MAY,9,5,4.91,6.35,0.81,25.69,49.95,0.64,238.73,19.4,48.38,622.1,31.29
MAY,9,6,6.05,7.11,1.1,27.01,66.39,1.37,171.64,18.85,52.9,622.33,37.85
MAY,9,7,4.27,8.09,1.61,25.3,91.69,0.85,295.57,17.45,51.6,622.9,48.88
MAY,9,8,5.72,12.28,1.81,29.17,132.36,0.83,293.84,19.79,50.48,623.22,43.71
MAY,9,9,9.31,19.5,1.58,36.07,140.93,1.1,177.53,22.47,45.63,623.36,48.7
MAY,9,10,19.31,11.38,1.18,27.39,128.21,1.54,264.74,24.13,37.9,623.46,42.76
MAY,9,11,27.52,10.49,0.94,20.96,78.84,1.77,264.64,25.4,34.4,623.33,35.61
MAY,9,12,26.44,5.01,0.93,18.87,101.33,2.28,256.25,26.96,27.78,622.77,34.84
MAY,9,13,24.35,3.9,0.9,19.38,95.7,2.75,235.97,28.41,21.11,622.18,30.73
MAY,9,14,23.24,3.66,0.9,18.68,56.86,2.78,243.07,29.43,16.49,621.54,13.26
MAY,9,15,23.6,3.46,0.86,17.3,50.74,3.31,255.59,30.67,15.25,622.2,16.7
MAY,9,16,28.55,3.29,0.76,13.18,55.14,2.44,270.32,31.27,15.64,621.59,19.7
MAY,9,17,29.83,3.28,0.72,11.58,42.56,1.91,276.83,31.81,13.84,621.23,18.59
MAY,9,18,25.81,3.53,0.92,18.31,45.21,2.84,259.54,31.64,14.7,621.06,21.89
MAY,9,19,29.35,3.36,0.91,16.08,48.62,1.77,288.84,30.71,15.54,621.34,27.4
MAY,9,20,17.47,3.77,1.4,30.42,51.78,1.99,220.97,30.53,16.33,621.74,24.7
MAY,9,21,15.71,3.71,1.14,24.22,67.39,3.9,221.18,29.37,22.77,622.31,28.9
MAY,9,22,18.31,3.81,0.93,16.59,107.16,4.17,224.5,27.53,32,622.88,40.85
MAY,9,23,19.14,3.78,0.84,15.27,90.24,2.24,210.09,26.27,34.4,623.54,43.09
MAY,10,0,18.45,11.32,0.83,14.43,70.51,2.58,113.75,25.55,37.47,624.25,32.27
MAY,10,1,15.98,38.51,0.72,16,82.22,4.95,78.88,23.88,48.79,624.01,52.02
MAY,10,2,14.97,44.72,0.66,17.57,119.2,3.1,74.64,22.69,50.87,623.76,64.44
MAY,10,3,16.4,62.23,0.7,14.22,57.93,2.78,78.91,22.37,49.47,623.61,34.51
MAY,10,4,14.6,35,0.63,12.95,36.53,1.96,95.05,21.75,50.48,623.32,32.32
MAY,10,5,10.75,12.85,0.71,22.86,43.17,1.41,156.85,20.95,53.02,623.33,31.03
MAY,10,6,8.61,11.17,0.86,27.77,60.97,0.83,87.43,20.32,54.57,623.47,37.3
MAY,10,7,5.71,9.83,1.39,28.73,79.63,1.01,303.9,19.36,56.26,623.86,38.37
MAY,10,8,6.86,9.86,1.29,29.89,121.82,1.34,326.41,20.36,55.54,624.25,36.78
MAY,10,9,8.21,10.67,1.56,31.16,113.4,1.39,252.8,22.49,50.72,624.47,44.98
MAY,10,10,19.99,12.21,1.14,21.04,139.15,1.54,277.57,24.64,43.9,624.45,40.46
MAY,10,11,28.17,8.01,1.03,18.56,79.98,1.84,243.61,26.32,38.14,624.25,38.68
MAY,10,12,28.11,6.8,1.04,18.32,91.94,1.7,214.53,28.31,32.6,623.94,39.69
MAY,10,13,29.96,5.75,0.97,16.1,85.43,1.81,216.08,29.87,28.67,623.4,37.33
MAY,10,14,33.04,4.81,0.9,13.16,68.45,1.89,285.42,31.14,23.87,622.83,26.59
MAY,10,15,33.66,6.26,0.93,14.73,63.37,1.93,231.05,32.28,21.92,622.18,31.05
MAY,10,16,31.93,4.48,0.93,15.56,72.89,1.99,250.48,33.47,18.61,621.37,32.93
MAY,10,17,29.64,3.96,0.94,17.18,65.59,3.09,249.1,32.5,17.97,621.16,34.65
MAY,10,18,21.12,3.53,0.92,17.8,57.78,5.75,232.9,30.2,21.68,621.28,42.09
MAY,10,19,17.99,3.37,0.88,18.07,230.17,3.29,211.55,28.78,25.08,622.15,23.04
MAY,10,20,17.45,3.35,0.9,18.19,68.75,2.15,167.06,27.48,29.74,623.05,25.08
MAY,10,21,16.34,4.15,0.87,17.59,62.32,2.72,114.11,26.45,33.12,623.59,25.53
MAY,10,22,15.26,38.05,0.71,17.12,67.79,3.92,78.44,24.76,42.95,623.93,37
MAY,10,23,13.57,48.29,0.66,17.46,71.75,4.18,82.65,24.52,42.92,624.4,30.24
MAY,11,0,12.98,60.91,0.69,17.55,69.23,3.55,86.55,23.87,44.16,624.64,36.46
MAY,11,1,12.44,56.96,0.67,18.07,63.56,2.2,86.79,23.13,45.12,624.5,43.75
MAY,11,2,12.35,23.62,0.64,13.84,63.95,2.2,107.53,21.69,51.46,624.26,34.12
MAY,11,3,12.36,10.9,0.64,17.55,34.91,1.95,113.04,20.85,54.02,623.74,23.91
MAY,11,4,11.29,10.14,0.63,17.41,37.09,1.7,115.31,20.48,55.11,623.64,17.4
MAY,11,5,9.48,7.54,0.67,21.27,36.45,1.21,261.68,19.68,55.75,623.7,21.47
MAY,11,6,4.89,9.36,0.88,26.58,36.45,1.06,306.59,18.78,58.23,623.97,27.41
MAY,11,7,4.62,8.31,1.44,28.29,63.01,1.12,174.21,18.85,58.15,624.44,31.01
MAY,11,8,7,13.23,1.14,28.9,108.51,1.02,102.52,21.02,54.1,624.65,25.36
MAY,11,9,7.66,13.56,0.99,26.25,105.93,1.74,129.46,22.29,51.52,624.81,28.95
MAY,11,10,16.66,7.88,0.91,20.09,105.85,1.52,142.35,24.73,44.04,624.87,30.57
MAY,11,11,24.26,4.84,0.91,15.73,84.85,1.92,235.1,26.56,38.28,624.68,25.7
MAY,11,12,30.12,4.49,0.99,13.55,63.37,2.49,254.01,28.09,33.85,624.29,49.46
MAY,11,13,29.76,3.64,0.93,14.27,126.59,2.17,246.22,29.77,28.86,623.59,37.59
MAY,11,14,36.1,4.29,1.02,14.54,74.35,2.24,239.52,31.14,25.26,622.82,45.63
MAY,11,15,36.28,3.78,0.92,14.4,98.26,1.92,241.14,32,22.12,622.03,42.04
MAY,11,16,33.95,3.81,0.81,12.88,65.96,1.68,274.12,33.16,19.24,621.34,31.25
MAY,11,17,34.51,4.67,0.82,12.79,58.43,1.68,277.5,33.54,17.3,620.86,37.36
MAY,11,18,31.8,4.88,0.95,17.12,63.16,2.22,248.14,33.5,16.3,620.51,38
MAY,11,19,25.76,4.48,1.1,23.02,68.49,2.76,253.35,32.03,20.58,620.87,43.24
