DATOS HORARIOS 2017_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
ENE,1,0,5.12,10.16,4.05,12.83,183.29,0.45,42.9,15.78,66.61,624.91,104.32
ENE,1,1,5.2,14.41,3.44,12.73,267.65,0.45,356.72,14.81,69.2,624.79,237.62
ENE,1,2,5.13,14.63,3.59,12.85,NA,0.45,130.61,14.77,69.12,624.77,308
ENE,1,3,5.23,12.45,3.85,13.08,NA,0.8,223.18,14.54,70.01,624.47,383.53
ENE,1,4,5.56,9.72,3.18,12.13,368.74,0.63,119.57,12.82,73.77,624.43,191.22
ENE,1,5,5.57,8.96,3.48,12.35,258.25,1,119.78,12.62,73.59,624.56,140.82
ENE,1,6,6.02,8.19,2.57,11.67,187.46,0.79,101.77,12.12,74.85,624.73,106.23
ENE,1,7,6.21,8.19,2.45,11.36,140.65,1.95,110.01,11.79,76.16,624.89,77.07
ENE,1,8,6.7,9.39,2.34,11,112.88,1.72,106.67,11.25,77,625.31,76.52
ENE,1,9,9.2,12.82,2.2,10.53,104.07,1.34,107.6,13.29,70.82,625.95,46.86
ENE,1,10,12.28,12.89,2.08,10.74,84.64,2.29,106.29,15.82,64.91,626.3,49.47
ENE,1,11,13.59,10.18,2.07,12.02,81.06,2.58,121.93,16.99,61.84,626.28,62.34
ENE,1,12,18.33,8.15,1.95,11,98.91,1.57,122.6,18.76,56.91,625.91,47.6
ENE,1,13,20.28,6.89,1.81,9.98,69.53,1.23,232.29,20.45,49.09,625.39,12.09
ENE,1,14,19.96,6.57,1.75,9.76,31.91,1.64,232.21,22.5,39.79,624.54,0.81
ENE,1,15,20.53,6.43,1.78,10.24,26.63,2.05,238.31,23.66,30.78,623.84,1.87
ENE,1,16,19.77,6.15,1.78,10.76,20.99,2.09,230.25,23.8,30.45,623.49,14.02
ENE,1,17,19.9,6.06,1.81,10.76,29.94,1.91,220.1,23.98,30.04,623.42,13
ENE,1,18,16.96,6.29,1.91,11.65,38.84,1.76,178.89,23.6,31.84,623.48,28.24
ENE,1,19,9.84,6.46,2.47,13.74,51.96,1.35,178.23,22.07,36.91,623.67,42.13
ENE,1,20,8.11,6.09,2.56,14.46,112.13,1.64,219.21,20.66,38.12,624.02,40.71
ENE,1,21,10.05,6.05,2.31,13.65,76.02,2.28,222.06,19.52,39.53,624.38,33.94
ENE,1,22,9.27,5.36,2.26,13.24,84.08,1.12,230.08,18.27,42.96,624.73,33.77
ENE,1,23,7.57,5.32,2.23,12.99,67.67,0.75,287.36,17.49,46.16,624.96,30.33
ENE,2,0,5.12,5.61,2.44,12.96,73.48,0.78,36.51,15.77,52.72,625.09,35.25
ENE,2,1,4.95,6.02,2.48,12.56,92.31,0.45,102.71,15.08,55.21,624.83,42.34
ENE,2,2,5.1,6.23,2.47,12.25,99.86,0.45,126.28,14.62,57.11,624.8,37.66
ENE,2,3,5.04,5.7,2.24,11.5,83.65,0.45,265.02,13.37,59.69,624.58,31.95
