DATOS HORARIOS 2017_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
JUN,1,0,17.22,8.44,0.56,8.93,18.56,4.38,61.79,23.06,52.46,623.65,4.7
JUN,1,1,10.51,19.49,0.66,10.12,13.77,4.47,70.68,22.25,55.78,623.65,8.35
JUN,1,2,9.94,23.93,0.71,9.45,18.95,3.82,72.7,21.68,58.04,623.67,12.39
JUN,1,3,13.81,8.31,0.55,8.51,11.64,3.41,49.03,20.8,61.99,623.38,9.77
JUN,1,4,16.94,6.29,0.54,7.75,16.53,2.48,60.59,20.19,64.58,623.41,11.57
JUN,1,5,16.52,5.55,0.54,8.02,10.45,2.04,50.43,19.6,66.13,623.42,4.57
JUN,1,6,14.49,5.53,0.65,9.12,19.63,2.14,61.94,19.3,66.4,623.53,12.87
JUN,1,7,11.37,6.58,0.99,11.39,16.68,2.81,55.97,19.47,65.21,623.76,5.74
JUN,1,8,12.58,5.04,0.76,11.95,26.29,2.56,73.17,20.06,63.77,624.01,5.12
JUN,1,9,14.82,9.21,0.79,11.05,40.04,2.95,72.72,22.1,56.66,624.09,4.07
JUN,1,10,13.43,16.2,0.71,12.47,20.42,3.33,88.98,23.67,51.79,623.94,11.76
JUN,1,11,14.07,20.37,0.68,12.77,28.77,3.19,99.44,25.25,46.37,623.68,16.43
JUN,1,12,15.55,18.46,0.71,14.19,39.85,2.61,118.36,26.91,40.88,623.1,13.79
JUN,1,13,19.58,11.83,0.74,13.39,28.88,2.85,137.3,28.02,36.38,622.37,14.04
JUN,1,14,26,12.96,0.88,14.83,27.24,2.5,193.56,29.42,31.94,621.54,6.01
JUN,1,15,30.6,12.32,0.92,14.88,32.06,2.52,179.71,30.73,27.5,620.71,8.8
JUN,1,16,36.36,5.47,0.84,11.87,32.42,2.53,49.61,32.18,21.54,620.04,9.22
JUN,1,17,37.49,3.62,0.66,7.97,16.93,2.91,64.79,32.1,20.38,619.55,9.5
JUN,1,18,35.33,6.16,0.69,9.04,28.9,3.28,72.55,32.39,19.25,619.27,2.34
JUN,1,19,26.86,28.66,0.71,11.87,26.23,4.3,70.58,30.78,26.66,619.49,15.11
JUN,1,20,16.74,30.1,1.33,13.12,49.57,4.36,67.13,29.36,28.12,620.03,26.16
JUN,1,21,15.34,33.42,1.23,11.99,42.4,5.4,71.11,27.98,34.02,620.72,14.14
JUN,1,22,10.3,37.22,1.71,11.16,39.61,5.25,59.76,26.52,42.74,621.27,12.69
JUN,1,23,14.78,18.54,0.86,8.78,31.05,2.86,323.2,24.98,48.63,622.15,12.25
JUN,2,0,18.46,6.07,0.64,9.08,16.67,2.17,263.56,22.94,54.09,622.67,10.32
JUN,2,1,17.92,7.03,0.62,9.75,19.18,0.96,174.3,22.04,56.71,622.41,13.07
JUN,2,2,14.36,10.56,0.71,9.33,13.89,3.52,54.49,22.75,58.48,622.02,10.9
JUN,2,3,18.58,5.43,0.63,7.43,26.46,3.51,49.05,22.27,60.06,621.89,11.32
JUN,2,4,18.57,4.96,0.6,7.68,9.9,2.43,48.9,21.49,62.85,622.09,NA
JUN,2,5,17.89,4.6,0.58,7.55,10.96,2.25,52.21,20.77,64.98,622.22,NA
JUN,2,6,11.98,8.54,1.03,11.08,13.4,1.61,88.82,20.35,66.32,622.72,NA
JUN,2,7,5.75,30.53,0.85,15.79,26.24,2.51,88.48,20.25,67.67,623.11,NA
JUN,2,8,4.99,31.06,0.96,16.11,52.25,2.89,95.13,21.17,64.65,623.24,27.16
JUN,2,9,5.26,23.15,0.89,16.56,50.61,3.36,103.12,22.61,59.72,623.29,26.93
JUN,2,10,8.56,27.16,0.78,14.57,58.94,3.64,89.58,24.15,53.25,623.04,31.51
JUN,2,11,12.81,19.58,0.76,13.56,52.26,3.25,99.47,25.83,46.41,622.7,15.27
