DATOS HORARIOS 2017_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
MZO,7,18,28.77,4.49,0.52,15.95,39.22,2.39,300.71,28.15,19.97,622.73,21.19
MZO,7,19,22.9,3.55,0.46,16.42,46.63,3.35,41.71,25.94,27.27,623.3,21.64
MZO,7,20,16.4,64.44,0.48,22.07,74.99,4.73,66.01,24.26,32.39,623.77,22.68
MZO,7,21,16.26,22.28,0.6,20.07,70.96,3.15,16.91,23.47,32.65,624.48,28.2
MZO,7,22,17.88,4.97,0.53,18.32,41.78,1.84,58.77,23.34,32.45,625.16,18.54
MZO,7,23,14.1,33.89,0.42,17.64,35.62,3.45,86.26,23.08,35.25,625.63,14.8
MZO,8,0,10.07,85.89,0.36,17.75,47.27,3.72,76.87,22.29,37.13,625.98,22.17
MZO,8,1,9.82,58.55,0.31,20.29,38.44,3.67,83.02,21.63,37.87,626.21,23.71
MZO,8,2,14.43,21.61,0.28,14.47,47.12,2.59,61.13,20.17,44.89,626.22,26.74
MZO,8,3,16.33,8.97,0.26,10.7,27.23,2.78,61.7,18.34,55.65,626.2,17.04
MZO,8,4,15.63,7.21,0.24,10.21,26.8,3.06,45.1,17.45,57.42,626.36,NA
MZO,8,5,16.17,6.42,0.24,10.32,21.3,4.05,49.85,17.24,57.23,626.46,NA
MZO,8,6,17.08,6.63,0.24,10.34,18.06,3.36,51.67,16.73,59.38,626.55,15.67
MZO,8,7,12.95,5.92,0.31,12.49,16.25,2.22,51.38,16.13,61.4,626.75,14.38
MZO,8,8,12.34,6.13,0.42,15.85,26.44,2.69,49.23,16.32,60.15,627.01,10.26
MZO,8,9,9.47,24.59,0.5,18.71,28.91,3.54,73.91,17.69,56.74,627.36,11.74
MZO,8,10,12.38,32.58,0.35,15.38,52.25,4.67,66.83,18.77,54.15,627.74,18
MZO,8,11,14.05,29.11,0.39,15,41.04,5.38,69.41,20.44,49.31,627.57,18.75
MZO,8,12,12.41,25.56,0.38,17.14,51.25,4.26,96.23,22.22,41.84,627.13,27.78
