DATOS HORARIOS 2017_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
AGO,1,0,NA,4.62,0.43,8.33,14.23,5.48,50.08,22.7,41.03,625.03,NA
AGO,1,1,NA,14.08,0.67,7.61,12.26,4.26,51.59,21.58,43.51,624.81,6.05
AGO,1,2,NA,6.98,0.57,8.17,17.73,2.13,287.03,20.61,47.77,624.95,7.44
AGO,1,3,NA,8.09,0.5,7.88,13.79,1.47,81.68,19.94,50.85,624.98,6.68
AGO,1,4,NA,27.52,0.89,11.35,11.81,2.97,53.08,19.31,53.47,624.27,11.58
AGO,1,5,NA,14.87,0.49,10.23,16.03,2.47,58.56,18.32,58.69,624.91,9.84
AGO,1,6,NA,39.92,0.59,14.54,9.91,0.95,113.73,17.07,64.84,625.09,NA
AGO,1,7,NA,22.58,0.87,14.7,48.77,1.37,146.57,16.37,68.1,625.65,24.53
AGO,1,8,NA,16.53,0.91,14.3,77.24,1.76,131.74,17.26,66.15,625.86,14.41
AGO,1,9,NA,26.7,0.98,16.62,91.82,1.82,129.34,19.82,58.91,626.16,31.53
AGO,1,10,NA,42.15,0.81,13.32,91.04,3.98,77.17,22.37,47.19,626.17,25.68
AGO,1,11,NA,30.01,0.65,12.21,39.64,3.31,80.5,23.7,42.08,626.09,16.21
AGO,1,12,NA,25.6,0.64,12.26,31.36,3.25,79.23,25.2,37.87,625.67,16.24
AGO,1,13,NA,20.06,0.62,13.72,26.2,3.85,94.21,26.31,33.11,625.09,10.9
AGO,1,14,NA,16.29,0.64,11.12,26.41,3.55,88.55,27.61,29.27,624.55,13.07
AGO,1,15,NA,15.89,0.91,10.54,25.66,3.17,87.44,28.68,27.15,623.84,5.48
AGO,1,16,NA,14.29,0.65,11.35,31.71,2.81,101.85,29.47,25.63,623.35,8.68
AGO,1,17,NA,18.55,0.8,8.23,28.95,3.07,76.2,29.89,22.95,622.88,7.71
AGO,1,18,NA,5.23,0.65,9.08,21.41,2.56,327.59,30.31,23.94,622.52,7.25
AGO,1,19,NA,4.77,0.66,10.37,19.53,2.12,341.78,30.05,24.91,622.52,8.01
AGO,1,20,NA,4.94,0.64,12.5,23.36,2.68,105.77,27.82,34.38,622.83,13.84
