DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2020,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario,O3 Promedio de 8 hrs. ,SO2 promedio de 24 hrs.,CO Promedio de 8 hrs.,PM10 Promedio ponderado  de 12 hrs.,NO2 Horario
JUN,2,18,42.44,48.40,8.25,3.17,160,NA
JUN,2,19,38.07,48.44,8.33,3.17,157,NA
JUN,2,20,34.06,47.22,8.33,3.19,107,NA
JUN,2,21,34.15,44.88,8.38,3.18,68,NA
JUN,2,22,31.14,41.14,8.40,3.15,50,NA
JUN,2,23,26.92,37.53,8.32,3.11,38,NA
JUN,3,0,27.27,34.85,8.25,3.05,31,NA
JUN,3,1,25.49,32.45,8.22,3.02,21,NA
JUN,3,2,25.05,30.27,8.20,3.01,15,NA
JUN,3,3,21.95,28.26,8.19,2.99,14,NA
JUN,3,4,19.60,26.45,8.17,2.98,11,NA
JUN,3,5,16.25,24.21,7.90,2.97,11,NA
JUN,3,6,14.11,22.08,7.73,2.97,11,NA
JUN,3,7,6.69,19.55,7.61,3.00,17,NA
JUN,3,8,15.16,18.04,7.55,3.01,28,NA
JUN,3,9,21.79,17.58,7.48,3.02,26,NA
JUN,3,10,28.00,17.94,7.42,3.02,22,NA
JUN,3,11,30.61,19.03,7.36,3.02,21,NA
JUN,3,12,31.47,20.51,7.35,3.04,14,NA
JUN,3,13,36.60,23.06,7.46,3.05,16,NA
JUN,3,14,42.15,26.56,8.71,3.20,33,NA
JUN,3,15,43.09,31.11,9.32,3.24,29,NA
JUN,3,16,40.53,34.28,9.61,3.29,24,NA
JUN,3,17,40.57,36.63,10.07,3.29,28,NA
JUN,3,18,41.96,38.37,10.29,3.30,80,NA
JUN,3,19,40.50,39.61,10.49,3.31,81,NA
JUN,3,20,37.28,40.34,11.04,3.30,155,NA
JUN,3,21,32.20,39.78,11.97,3.31,101,NA
JUN,3,22,23.48,37.45,12.10,3.17,61,NA
JUN,3,23,22.73,34.91,12.12,3.11,41,NA
JUN,4,0,17.38,32.01,12.10,3.05,29,NA
JUN,4,1,16.56,29.01,12.09,3.05,24,NA
JUN,4,2,19.86,26.25,12.08,3.04,19,NA
JUN,4,3,15.36,23.11,12.06,3.03,16,NA
JUN,4,4,15.57,20.39,12.04,3.02,13,NA
JUN,4,5,13.24,18.02,12.04,3.01,15,NA
JUN,4,6,12.83,16.69,12.07,3.00,15,NA
JUN,4,7,6.85,14.70,12.06,3.01,19,NA
JUN,4,8,12.74,14.12,12.03,3.01,20,NA
JUN,4,9,20.27,14.59,12.01,3.02,18,NA
JUN,4,10,24.34,15.15,11.99,3.03,19,NA
JUN,4,11,32.43,17.28,11.98,3.03,19,NA
JUN,4,12,40.43,20.39,11.93,3.04,16,NA
JUN,4,13,45.21,24.39,11.67,3.05,33,NA
JUN,4,14,45.26,28.44,10.25,3.06,64,NA
JUN,4,15,44.82,33.19,9.56,3.09,44,NA
JUN,4,16,43.86,37.08,9.56,3.09,33,NA
JUN,4,17,42.73,39.89,9.83,3.12,28,NA
JUN,4,18,41.23,42.00,10.41,3.14,29,NA
JUN,4,19,38.63,42.77,10.73,3.17,34,NA
JUN,4,20,33.65,41.92,10.22,3.18,33,NA
JUN,4,21,27.77,39.75,9.44,3.19,36,NA
JUN,4,22,25.58,37.28,9.27,3.18,33,NA
JUN,4,23,25.69,34.89,9.18,3.14,33,NA
JUN,5,0,22.50,32.22,9.12,3.13,25,NA
JUN,5,1,20.28,29.41,9.10,3.10,17,NA
JUN,5,2,16.32,26.30,9.11,3.08,16,NA
JUN,5,3,17.41,23.65,9.16,3.04,13,NA
JUN,5,4,17.44,21.62,9.17,3.03,11,NA
JUN,5,5,15.58,20.10,9.15,3.02,13,NA
JUN,5,6,16.97,19.02,9.24,3.01,13,NA
JUN,5,7,14.85,17.67,9.59,3.02,16,NA
JUN,5,8,18.31,17.14,9.85,3.03,16,NA
JUN,5,9,23.22,17.51,9.94,3.03,14,NA
JUN,5,10,27.41,18.90,10.00,3.04,15,NA
JUN,5,11,35.26,21.13,10.03,3.05,16,NA
JUN,5,12,41.89,24.19,10.06,3.06,22,NA
JUN,5,13,48.43,28.29,10.09,3.07,28,NA
JUN,5,14,49.33,32.34,9.80,3.06,22,NA
JUN,5,15,49.28,36.64,8.91,3.05,17,NA
JUN,5,16,53.76,41.07,8.03,3.05,14,NA
JUN,5,17,58.98,45.54,7.27,3.06,16,NA
JUN,5,18,56.13,49.13,6.77,3.09,46,NA
JUN,5,19,40.57,49.80,6.29,3.11,181,NA
JUN,5,20,28.76,48.16,6.28,3.12,117,NA
JUN,5,21,23.03,44.98,6.28,3.13,107,NA
JUN,5,22,21.43,41.49,6.25,3.14,82,NA
JUN,5,23,22.73,38.17,6.23,3.14,56,NA
JUN,6,0,21.93,34.20,6.21,3.15,40,NA
JUN,6,1,20.78,29.42,6.20,3.13,30,NA
JUN,6,2,23.58,25.35,6.17,3.10,23,NA
JUN,6,3,21.91,23.02,6.12,3.08,20,NA
JUN,6,4,18.96,21.79,6.16,3.06,17,NA
JUN,6,5,19.75,21.38,6.53,3.05,17,NA
JUN,6,6,17.55,20.90,6.79,3.04,18,NA
JUN,6,7,15.82,20.03,6.64,3.05,23,NA
JUN,6,8,12.48,18.85,6.59,3.07,36,NA
JUN,6,9,19.81,18.73,6.66,3.08,38,NA
JUN,6,10,30.89,19.65,6.69,3.08,29,NA
JUN,6,11,41.91,22.15,6.73,3.09,29,NA
JUN,6,12,49.86,26.01,6.76,3.10,37,NA
JUN,6,13,56.63,30.62,7.10,3.12,30,NA
JUN,6,14,62.96,36.29,7.80,3.16,33,NA
JUN,6,15,69.69,43.03,8.43,3.20,28,NA
JUN,6,16,63.82,49.45,8.94,3.23,32,NA
JUN,6,17,62.92,54.84,9.03,3.23,24,NA
JUN,6,18,61.24,58.63,8.65,3.25,22,NA
JUN,6,19,54.76,60.23,8.47,3.27,30,NA
JUN,6,20,41.91,59.24,8.45,3.32,57,NA
JUN,6,21,39.32,57.08,8.25,3.34,50,NA
JUN,6,22,35.75,53.68,8.21,3.32,62,NA
JUN,6,23,31.43,48.89,8.15,3.29,75,NA
JUN,7,0,31.27,44.82,8.09,3.26,50,NA
JUN,7,1,24.63,40.04,8.11,3.26,41,NA
JUN,7,2,21.40,35.06,8.20,3.25,41,NA
JUN,7,3,18.84,30.57,8.27,3.23,32,NA
JUN,7,4,18.80,27.68,8.28,3.19,26,NA
JUN,7,5,16.89,24.88,7.96,3.15,21,NA
JUN,7,6,21.22,23.06,7.64,3.13,17,NA
JUN,7,7,26.69,22.47,7.45,3.12,16,NA
JUN,7,8,18.39,20.86,7.28,3.12,17,NA
JUN,7,9,18.77,20.12,7.14,3.11,20,NA
JUN,7,10,21.07,20.08,7.12,3.12,21,NA
JUN,7,11,27.55,21.17,7.12,3.12,19,NA
JUN,7,12,40.47,23.88,7.13,3.12,18,NA
JUN,7,13,48.21,27.80,6.86,3.13,27,NA
JUN,7,14,52.50,31.71,6.23,3.13,24,NA
JUN,7,15,55.73,35.34,5.69,3.14,24,NA
JUN,7,16,56.15,40.06,5.22,3.13,20,NA
JUN,7,17,60.79,45.31,4.97,3.13,17,NA
JUN,7,18,62.46,50.48,4.92,3.12,22,NA
JUN,7,19,58.65,54.37,4.89,3.12,27,NA
JUN,7,20,54.19,56.08,4.74,3.13,30,NA
JUN,7,21,44.14,55.57,4.63,3.14,37,NA
JUN,7,22,35.64,53.47,4.59,3.14,36,NA
JUN,7,23,30.19,50.28,4.60,3.14,30,NA
JUN,8,0,31.84,47.24,4.64,3.14,25,NA
JUN,8,1,33.38,43.81,4.61,3.14,24,NA
JUN,8,2,33.08,40.14,4.53,3.13,19,NA
JUN,8,3,30.21,36.58,4.46,3.12,14,NA
JUN,8,4,28.38,33.36,4.40,3.11,12,NA
JUN,8,5,25.19,30.99,4.33,3.09,12,NA
JUN,8,6,19.85,29.02,4.27,3.07,15,NA
JUN,8,7,23.16,28.14,4.23,3.08,16,NA
JUN,8,8,21.81,26.88,4.19,3.08,22,NA
JUN,8,9,25.65,25.92,4.15,3.09,24,NA
JUN,8,10,33.67,25.99,4.12,3.10,23,NA
JUN,8,11,39.32,27.13,4.08,3.10,24,NA
JUN,8,12,43.22,28.98,4.04,3.11,22,NA
JUN,8,13,51.65,32.29,4.02,3.12,17,NA
JUN,8,14,57.66,37.02,3.98,3.12,18,NA
JUN,8,15,61.91,41.86,3.94,3.12,18,NA
JUN,8,16,65.08,47.27,3.91,3.11,18,NA
JUN,8,17,66.18,52.34,3.89,3.11,19,NA
JUN,8,18,63.51,56.07,3.87,3.11,24,NA
JUN,8,19,51.34,57.57,3.84,3.12,53,NA
JUN,8,20,44.24,57.70,3.82,3.12,58,NA
JUN,8,21,43.06,56.62,3.81,3.13,48,NA
JUN,8,22,40.15,54.43,3.82,3.14,45,NA
JUN,8,23,34.13,50.96,3.88,3.17,38,NA
JUN,9,0,30.46,46.63,3.93,3.17,28,NA
JUN,9,1,28.35,41.90,3.99,3.21,27,NA
JUN,9,2,26.79,37.31,4.05,3.22,21,NA
JUN,9,3,27.18,34.30,4.12,3.22,16,NA
JUN,9,4,27.71,32.23,4.21,3.21,18,NA
JUN,9,5,14.83,28.70,4.20,3.19,17,NA
JUN,9,6,19.35,26.10,4.19,3.17,15,NA
JUN,9,7,NA,24.95,4.19,3.15,NA,NA
JUN,9,8,10.21,22.06,4.21,3.18,NA,NA
JUN,9,9,22.61,21.24,4.31,3.17,NA,NA
JUN,9,10,37.85,22.82,4.60,3.18,NA,NA
JUN,9,11,57.33,27.13,4.89,3.17,NA,NA
JUN,9,12,60.68,31.84,5.07,3.18,NA,NA
JUN,9,13,58.62,38.09,5.20,3.18,NA,NA
JUN,9,14,67.62,44.99,5.34,3.20,NA,NA
JUN,9,15,79.30,49.28,5.74,3.19,NA,NA
JUN,9,16,78.86,57.86,6.23,3.16,NA,NA
JUN,9,17,84.56,65.60,6.80,3.16,NA,NA
JUN,9,18,77.41,70.55,7.30,3.15,NA,NA
JUN,9,19,47.91,69.37,7.52,3.16,NA,NA
JUN,9,20,46.41,67.59,7.67,3.17,68,NA
JUN,9,21,44.53,65.83,7.78,3.19,55,NA
JUN,9,22,41.32,62.54,7.85,3.20,52,NA
JUN,9,23,42.21,57.90,7.88,3.20,35,NA
JUN,10,0,39.75,53.01,7.86,3.19,24,NA
JUN,10,1,37.99,47.19,7.82,3.16,18,NA
JUN,10,2,38.14,42.28,7.74,3.14,12,NA
JUN,10,3,37.47,40.98,7.64,3.12,12,NA
JUN,10,4,33.54,39.37,7.54,3.10,9,NA
JUN,10,5,23.83,36.78,7.55,3.08,11,NA
JUN,10,6,18.44,33.92,7.56,3.07,14,NA
JUN,10,7,12.25,30.17,7.43,3.09,21,NA
JUN,10,8,11.55,26.65,7.44,3.11,22,NA
JUN,10,9,22.45,24.71,7.39,3.12,20,NA
JUN,10,10,35.13,24.33,7.15,3.13,16,NA
JUN,10,11,38.81,24.50,6.92,3.13,21,NA
JUN,10,12,42.55,25.63,6.79,3.14,20,NA
JUN,10,13,48.29,28.68,6.68,3.15,19,NA
JUN,10,14,51.47,32.81,6.57,3.15,16,NA
JUN,10,15,58.16,38.55,6.20,3.13,14,NA
JUN,10,16,60.21,44.63,5.74,3.11,13,NA
JUN,10,17,55.76,48.80,5.24,3.11,14,NA
JUN,10,18,47.55,50.35,5.10,3.12,88,NA
JUN,10,19,41.81,50.72,7.73,3.29,59,NA
JUN,10,20,37.01,50.03,11.98,3.44,61,NA
JUN,10,21,38.52,48.81,12.41,3.44,45,NA
JUN,10,22,38.37,47.17,12.76,3.44,31,NA
JUN,10,23,37.10,44.54,13.08,3.44,27,NA
JUN,11,0,34.55,41.33,13.39,3.44,23,NA
JUN,11,1,32.33,38.41,13.84,3.42,21,NA
JUN,11,2,30.42,36.26,14.08,3.41,21,NA
JUN,11,3,30.27,34.82,14.19,3.24,19,NA
JUN,11,4,28.33,33.74,14.23,3.08,18,NA
JUN,11,5,27.28,32.33,14.22,3.07,14,NA
JUN,11,6,24.77,30.63,14.27,3.07,12,NA
JUN,11,7,20.80,28.59,14.45,3.08,14,NA
JUN,11,8,22.05,27.03,14.71,3.09,16,NA
JUN,11,9,26.00,26.24,14.74,3.10,15,NA
JUN,11,10,30.17,26.21,14.72,3.10,16,NA
JUN,11,11,32.00,26.43,14.65,3.11,16,NA
JUN,11,12,33.03,27.01,14.57,3.12,17,NA
JUN,11,13,36.58,28.18,14.49,3.13,17,NA
JUN,11,14,37.59,29.78,14.40,3.13,16,NA
JUN,11,15,37.83,31.91,14.33,3.15,23,NA
JUN,11,16,40.95,34.27,15.62,3.20,22,NA
JUN,11,17,39.60,35.97,17.31,3.25,22,NA
JUN,11,18,36.97,36.82,18.86,3.36,27,NA
JUN,11,19,32.58,36.89,16.77,3.36,27,NA
JUN,11,20,31.56,36.71,12.77,3.36,23,NA
JUN,11,21,28.44,35.69,12.49,3.37,18,NA
JUN,11,22,25.00,34.12,12.43,3.37,15,NA
JUN,11,23,23.22,32.29,12.23,3.35,16,NA
JUN,12,0,21.78,29.89,11.95,3.27,11,NA
JUN,12,1,19.55,27.39,11.51,3.21,9,NA
JUN,12,2,18.69,25.10,11.31,3.10,11,NA
JUN,12,3,17.01,23.16,11.24,3.08,8,NA
JUN,12,4,13.28,20.87,11.22,3.06,11,NA
JUN,12,5,11.91,18.80,11.24,3.05,16,NA
JUN,12,6,8.29,16.72,11.19,3.05,14,NA
JUN,12,7,6.75,14.66,10.96,3.07,14,NA
JUN,12,8,10.12,13.20,10.62,3.09,14,NA
JUN,12,9,16.37,12.80,10.47,3.10,14,NA
JUN,12,10,21.38,13.14,10.36,3.11,13,NA
JUN,12,11,24.41,14.06,10.30,3.12,12,NA
JUN,12,12,25.37,15.57,10.28,3.14,12,NA
JUN,12,13,28.92,17.70,10.35,3.16,11,NA
JUN,12,14,31.77,20.64,10.61,3.16,23,NA
JUN,12,15,32.62,23.87,10.81,3.16,48,NA
JUN,12,16,34.27,26.89,9.57,3.15,30,NA
JUN,12,17,35.52,29.28,7.85,3.16,18,NA
JUN,12,18,33.58,30.81,5.97,3.17,18,NA
JUN,12,19,32.50,31.82,5.21,3.18,21,NA
JUN,12,20,34.72,32.99,4.89,3.19,20,NA
JUN,12,21,36.04,33.88,4.98,3.19,24,NA
JUN,12,22,36.47,34.46,5.10,3.18,24,NA
JUN,12,23,34.34,34.68,5.26,3.17,22,NA
JUN,13,0,37.27,35.05,5.26,3.16,24,NA
JUN,13,1,37.33,35.28,5.26,3.14,23,NA
JUN,13,2,38.99,35.96,5.27,3.12,21,NA
JUN,13,3,42.34,37.19,5.25,3.10,19,NA
JUN,13,4,38.72,37.69,5.25,3.08,22,NA
JUN,13,5,35.86,37.66,5.23,3.05,23,NA
JUN,13,6,32.71,37.20,5.25,3.05,23,NA
JUN,13,7,23.29,35.81,5.27,3.05,26,NA
JUN,13,8,30.29,34.94,5.32,3.06,28,NA
JUN,13,9,38.85,35.13,5.39,3.07,32,NA
JUN,13,10,43.40,35.68,5.46,3.07,27,NA
JUN,13,11,46.32,36.18,5.50,3.08,23,NA
JUN,13,12,48.89,37.45,5.50,3.09,25,NA
JUN,13,13,51.90,39.46,5.43,3.10,23,NA
JUN,13,14,53.90,42.10,5.17,3.10,29,NA
JUN,13,15,55.85,46.18,4.96,3.09,20,NA
JUN,13,16,53.27,49.05,5.08,3.10,15,NA
JUN,13,17,53.37,50.86,6.97,3.16,15,NA
JUN,13,18,54.64,52.27,7.24,3.16,19,NA
JUN,13,19,53.20,53.13,7.48,3.17,50,NA
JUN,13,20,47.92,53.01,7.42,3.18,116,NA
JUN,13,21,43.82,52.00,7.12,3.20,72,NA
JUN,13,22,42.98,50.63,6.63,3.22,48,NA
JUN,13,23,42.30,48.94,6.29,3.22,35,NA
JUN,14,0,39.04,47.16,6.21,3.21,26,NA
JUN,14,1,38.47,45.30,6.15,3.15,22,NA
JUN,14,2,37.13,43.11,6.08,3.15,17,NA
JUN,14,3,37.18,41.11,6.03,3.13,18,NA
JUN,14,4,35.87,39.60,5.97,3.11,16,NA
JUN,14,5,35.99,38.62,6.32,3.08,18,NA
JUN,14,6,32.50,37.31,6.63,3.07,15,NA
JUN,14,7,25.74,35.24,6.78,3.10,20,NA
JUN,14,8,29.82,34.09,6.87,3.10,22,NA
JUN,14,9,40.80,34.38,6.88,3.10,20,NA
JUN,14,10,44.09,35.25,6.86,3.10,17,NA
JUN,14,11,47.79,36.58,6.84,3.11,18,NA
JUN,14,12,53.17,38.74,6.82,3.12,57,NA
JUN,14,13,57.00,41.36,6.80,3.12,150,NA
JUN,14,14,59.81,44.78,6.77,3.12,80,NA
JUN,14,15,61.66,49.27,6.75,3.09,45,NA
JUN,14,16,63.30,53.45,6.50,3.08,28,NA
JUN,14,17,64.15,56.37,4.51,3.08,23,NA
JUN,14,18,59.48,58.30,4.16,3.08,21,NA
JUN,14,19,53.84,59.05,3.84,3.09,22,NA
JUN,14,20,44.80,58.00,3.75,3.12,28,NA
JUN,14,21,42.05,56.14,3.65,3.14,31,NA
JUN,14,22,39.49,53.60,3.75,3.16,29,NA
JUN,14,23,37.25,50.54,3.88,3.17,26,NA
JUN,15,0,38.99,47.51,3.86,3.18,23,NA
JUN,15,1,39.27,44.40,3.88,3.19,18,NA
JUN,15,2,38.49,41.77,3.93,3.19,16,NA
JUN,15,3,36.56,39.61,3.98,3.18,16,NA
JUN,15,4,38.21,38.79,4.05,3.15,17,NA
JUN,15,5,37.72,38.25,3.71,3.13,15,NA
JUN,15,6,38.08,38.07,3.41,3.11,17,NA
JUN,15,7,33.52,37.60,3.26,3.11,21,NA
JUN,15,8,37.89,37.47,3.18,3.11,21,NA
JUN,15,9,42.23,37.84,3.17,3.11,23,NA
JUN,15,10,46.23,38.81,3.19,3.11,22,NA
JUN,15,11,49.93,40.48,3.22,3.12,22,NA
JUN,15,12,55.20,42.60,3.26,3.12,24,NA
JUN,15,13,58.98,45.26,3.31,3.13,45,NA
JUN,15,14,60.27,48.03,3.35,3.14,44,NA
JUN,15,15,57.90,51.08,3.53,3.15,28,NA
JUN,15,16,57.02,53.47,4.52,3.19,24,NA
JUN,15,17,53.41,54.87,4.82,3.19,24,NA
JUN,15,18,51.56,55.53,4.97,3.19,28,NA
JUN,15,19,48.91,55.41,5.16,3.19,40,NA
JUN,15,20,48.07,54.51,5.60,3.20,37,NA
JUN,15,21,45.94,52.88,5.82,3.20,35,NA
JUN,15,22,43.73,50.82,5.94,3.20,30,NA
JUN,15,23,44.27,49.11,6.10,3.18,26,NA
JUN,16,0,45.99,47.74,6.21,3.14,23,NA
JUN,16,1,46.00,46.81,6.25,3.13,27,NA
JUN,16,2,44.34,45.91,6.26,3.12,22,NA
JUN,16,3,42.16,45.06,6.28,3.11,21,NA
JUN,16,4,40.92,44.17,6.29,3.10,19,NA
JUN,16,5,38.41,43.23,6.42,3.08,18,NA
JUN,16,6,33.16,41.91,6.52,3.08,19,NA
JUN,16,7,23.56,39.32,6.62,3.10,21,NA
JUN,16,8,25.48,36.75,6.66,3.11,23,NA
JUN,16,9,41.86,36.24,6.68,3.12,23,10.97
JUN,16,10,40.58,35.77,6.68,3.13,14,6.73
JUN,16,11,51.84,36.98,6.75,3.15,15,9.55
JUN,16,12,58.11,39.12,6.77,3.15,38,8.92
JUN,16,13,60.90,41.94,6.71,3.16,52,8.49
JUN,16,14,62.64,45.62,6.62,3.16,36,NA
JUN,16,15,NA,48.77,6.64,3.15,NA,NA
JUN,16,16,56.56,53.21,6.55,3.18,NA,10.55
JUN,16,17,52.68,54.76,7.66,3.25,NA,11.03
JUN,16,18,49.61,56.05,8.33,3.29,NA,11.15
JUN,16,19,45.47,55.14,8.59,3.30,NA,12.39
JUN,16,20,40.28,52.59,8.58,3.33,NA,12.27
JUN,16,21,34.16,48.77,8.84,3.36,NA,10.39
JUN,16,22,26.78,43.65,8.96,3.37,NA,9.47
JUN,16,23,27.68,41.65,8.90,3.35,NA,7.73
JUN,17,0,23.54,37.53,9.31,3.33,NA,11.18
JUN,17,1,24.05,33.95,9.46,3.28,NA,8.12
JUN,17,2,22.52,30.56,9.49,3.24,NA,8.41
JUN,17,3,21.91,27.61,9.62,3.23,17,9.78
JUN,17,4,21.27,25.24,10.09,3.24,17,9.86
JUN,17,5,18.46,23.28,10.28,3.23,16,11.43
JUN,17,6,10.51,21.24,10.34,3.24,16,16.09
JUN,17,7,6.03,18.54,10.37,3.26,24,19.75
JUN,17,8,13.84,17.32,10.45,3.27,25,12.03
JUN,17,9,22.83,17.17,10.51,3.28,24,9.72
JUN,17,10,30.24,18.14,10.58,3.28,23,9.46
JUN,17,11,38.07,20.16,10.57,3.29,20,9.09
JUN,17,12,46.35,23.29,10.61,3.27,21,8.77
JUN,17,13,61.46,28.67,11.17,3.31,28,10.11
JUN,17,14,72.26,36.39,12.09,3.35,33,10.80
JUN,17,15,65.53,43.82,12.06,3.35,30,9.86
JUN,17,16,57.12,49.23,11.55,3.36,31,10.15
JUN,17,17,50.03,52.63,10.46,3.38,29,12.41
JUN,17,18,36.14,53.37,9.82,3.41,53,13.97
JUN,17,19,39.16,53.51,9.66,3.44,69,12.37
JUN,17,20,26.94,51.08,9.61,3.49,53,23.04
JUN,17,21,12.61,44.97,9.34,3.51,51,26.17
JUN,17,22,19.69,38.40,9.12,3.49,43,15.04
JUN,17,23,17.45,32.39,8.97,3.48,34,14.48
JUN,18,0,20.24,27.78,8.56,3.46,29,9.84
JUN,18,1,21.19,24.18,8.41,3.43,19,9.95
JUN,18,2,18.58,21.98,8.43,3.40,19,12.08
JUN,18,3,19.75,19.56,8.47,3.36,16,9.97
JUN,18,4,18.08,18.45,8.07,3.31,15,10.90
JUN,18,5,14.58,18.69,7.80,3.26,14,12.93
JUN,18,6,11.34,17.65,7.66,3.26,16,15.69
JUN,18,7,5.04,16.10,7.57,3.27,22,19.40
JUN,18,8,7.24,14.47,7.47,3.28,28,16.87
JUN,18,9,18.93,14.19,7.43,3.29,29,10.74
JUN,18,10,30.04,15.62,7.53,3.30,30,10.37
JUN,18,11,47.90,19.14,7.97,3.33,73,10.19
JUN,18,12,58.88,24.24,8.16,3.36,51,10.03
JUN,18,13,62.05,30.17,7.81,3.38,41,9.19
JUN,18,14,58.19,36.03,7.11,3.37,31,8.29
JUN,18,15,66.91,43.76,7.06,3.38,20,9.94
JUN,18,16,68.46,51.42,7.06,3.40,24,10.92
JUN,18,17,42.93,54.42,6.92,3.44,36,17.45
JUN,18,18,38.11,55.43,6.87,3.48,47,18.54
JUN,18,19,33.37,53.61,6.68,3.48,59,16.26
JUN,18,20,30.29,50.04,6.38,3.50,47,17.01
JUN,18,21,27.61,45.73,6.24,3.53,43,17.60
JUN,18,22,24.05,41.47,6.17,3.54,66,17.17
JUN,18,23,25.42,36.28,6.13,3.53,66,12.81
JUN,19,0,22.54,30.54,6.08,3.50,108,9.87
JUN,19,1,24.91,28.29,6.10,3.46,60,8.36
JUN,19,2,20.56,26.09,6.15,3.43,39,11.34
JUN,19,3,11.46,23.35,6.08,3.39,29,14.55
JUN,19,4,18.77,21.92,6.07,3.35,17,9.99
JUN,19,5,18.19,20.74,6.07,3.31,15,10.57
JUN,19,6,15.71,19.70,6.09,3.29,15,11.76
JUN,19,7,13.08,18.15,6.13,3.29,16,13.56
JUN,19,8,17.59,17.53,6.29,3.30,19,12.87
JUN,19,9,24.77,17.52,6.46,3.30,17,10.69
JUN,19,10,33.17,19.09,6.40,3.30,20,10.23
JUN,19,11,42.67,22.99,6.00,3.31,19,8.82
JUN,19,12,53.35,27.32,5.84,3.31,32,9.08
JUN,19,13,61.27,32.70,5.84,3.32,122,9.19
JUN,19,14,60.86,38.35,5.94,3.32,252,9.14
JUN,19,15,68.17,45.23,6.28,3.37,247,9.91
JUN,19,16,69.62,51.73,6.51,3.40,140,10.63
JUN,19,17,60.72,56.23,6.83,3.42,107,10.60
JUN,19,18,43.65,57.54,6.94,3.43,73,9.65
JUN,19,19,40.55,57.27,6.99,3.44,46,8.55
JUN,19,20,29.37,54.27,7.04,3.49,38,17.70
JUN,19,21,18.43,48.92,7.08,3.52,37,17.10
JUN,19,22,19.76,43.78,7.06,3.54,37,11.46
JUN,19,23,18.27,37.55,7.01,3.50,33,10.83
JUN,20,0,21.43,31.52,6.98,3.47,26,9.59
JUN,20,1,21.87,26.67,6.95,3.44,19,7.87
JUN,20,2,20.69,23.80,6.86,3.43,17,8.77
JUN,20,3,21.08,21.36,6.81,3.46,16,8.55
JUN,20,4,20.37,20.24,8.64,3.50,17,9.53
JUN,20,5,20.91,20.55,9.16,3.47,18,9.05
JUN,20,6,13.75,19.80,9.39,3.46,19,13.59
JUN,20,7,9.83,18.74,9.50,3.47,21,14.31
JUN,20,8,14.97,17.93,9.43,3.48,22,11.67
