DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2020,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
OCT,1,0,NA,0.038,0.007,2.94,31,NA
OCT,1,1,0.028,0.035,0.007,2.94,24,NA
OCT,1,2,0.024,0.03,0.007,2.93,20,NA
OCT,1,3,0.029,0.029,0.007,2.88,20,NA
OCT,1,4,0.019,0.027,0.007,2.85,21,NA
OCT,1,5,0.013,0.024,0.007,2.85,24,NA
OCT,1,6,0.014,0.022,0.007,2.84,30,NA
OCT,1,7,0.009,0.02,0.008,2.86,44,NA
OCT,1,8,0.008,0.018,0.007,2.89,51,NA
OCT,1,9,0.025,0.018,0.007,2.91,42,NA
OCT,1,10,0.038,0.019,0.007,2.92,35,NA
OCT,1,11,0.044,0.021,0.007,2.92,30,NA
OCT,1,12,0.047,0.025,0.007,2.91,27,NA
OCT,1,13,0.052,0.03,0.007,2.91,26,NA
OCT,1,14,0.05,0.034,0.007,2.9,26,NA
OCT,1,15,0.05,0.039,0.007,2.87,29,NA
OCT,1,16,0.051,0.045,0.008,2.84,44,NA
OCT,1,17,0.049,0.048,0.008,2.82,43,NA
OCT,1,18,0.043,0.048,0.011,2.83,40,NA
OCT,1,19,0.037,0.047,0.013,2.84,41,NA
OCT,1,20,0.036,0.046,0.013,2.85,40,NA
OCT,1,21,0.038,0.044,0.012,2.85,30,NA
OCT,1,22,0.038,0.043,0.011,2.84,23,NA
OCT,1,23,0.038,0.041,0.012,2.83,22,NA
OCT,2,0,0.032,0.039,0.011,2.82,22,NA
OCT,2,1,0.031,0.037,0.012,2.81,24,NA
OCT,2,2,0.027,0.035,0.012,2.8,26,NA
OCT,2,3,0.025,0.033,0.012,2.79,20,NA
OCT,2,4,0.031,0.032,0.012,2.78,20,NA
OCT,2,5,0.031,0.032,0.012,2.77,18,NA
OCT,2,6,0.028,0.03,0.013,2.79,23,NA
OCT,2,7,0.021,0.028,0.012,2.82,29,NA
OCT,2,8,0.019,0.027,0.011,2.85,34,NA
OCT,2,9,0.033,0.027,0.011,2.86,32,NA
OCT,2,10,0.038,0.028,0.011,2.88,32,NA
OCT,2,11,0.043,0.03,0.011,2.89,33,NA
OCT,2,12,0.045,0.032,0.011,2.9,32,NA
OCT,2,13,0.046,0.034,0.011,2.91,29,NA
OCT,2,14,0.046,0.036,0.011,2.91,30,NA
OCT,2,15,0.046,0.039,0.011,2.89,29,NA
OCT,2,16,0.044,0.043,0.011,2.86,20,NA
OCT,2,17,0.025,0.042,0.01,2.87,23,NA
OCT,2,18,0.038,0.042,0.008,2.87,32,NA
OCT,2,19,0.033,0.04,0.007,2.88,33,NA
OCT,2,20,0.029,0.038,0.006,2.89,29,NA
OCT,2,21,0.03,0.036,0.006,2.89,26,NA
OCT,2,22,0.029,0.034,0.006,2.89,26,NA
OCT,2,23,0.024,0.031,0.006,2.89,23,NA
OCT,3,0,0.024,0.029,0.005,2.89,22,NA
OCT,3,1,0.022,0.029,0.005,2.88,20,NA
OCT,3,2,0.022,0.027,0.005,2.87,18,NA
OCT,3,3,0.024,0.026,0.005,2.86,19,NA
OCT,3,4,0.024,0.025,0.005,2.84,27,NA
OCT,3,5,0.016,0.023,0.005,2.83,28,NA
OCT,3,6,0.013,0.021,0.005,2.84,28,NA
OCT,3,7,0.011,0.02,0.006,2.85,41,NA
OCT,3,8,0.009,0.018,0.006,2.87,48,NA
OCT,3,9,0.016,0.017,0.007,2.9,40,NA
OCT,3,10,0.031,0.018,0.007,2.91,35,NA
OCT,3,11,0.04,0.02,0.007,2.93,33,NA
OCT,3,12,0.045,0.023,0.007,2.94,35,NA
OCT,3,13,0.05,0.027,0.007,2.96,33,NA
OCT,3,14,0.052,0.032,0.007,2.96,31,NA
OCT,3,15,0.054,0.037,0.007,2.96,28,NA
OCT,3,16,0.055,0.043,0.007,2.94,29,NA
OCT,3,17,0.054,0.048,0.007,2.92,28,NA
OCT,3,18,0.053,0.051,0.006,2.92,30,NA
OCT,3,19,0.038,0.05,0.006,2.96,35,NA
OCT,3,20,0.03,0.048,0.008,2.97,33,NA
OCT,3,21,0.03,0.046,0.01,2.97,34,NA
OCT,3,22,0.03,0.043,0.011,2.97,29,NA
OCT,3,23,0.03,0.04,0.011,2.97,24,NA
OCT,4,0,0.027,0.037,0.011,2.96,24,NA
OCT,4,1,0.03,0.034,0.011,2.96,22,NA
OCT,4,2,0.031,0.031,0.011,2.95,21,NA
OCT,4,3,0.029,0.03,0.011,2.89,20,NA
OCT,4,4,0.028,0.029,0.01,2.87,21,NA
OCT,4,5,0.028,0.029,0.011,2.86,20,NA
OCT,4,6,0.024,0.028,0.011,2.86,25,NA
OCT,4,7,0.015,0.026,0.01,2.87,37,NA
OCT,4,8,0.015,0.025,0.01,2.89,35,NA
OCT,4,9,0.028,0.025,0.01,2.91,30,NA
OCT,4,10,0.034,0.025,0.01,2.92,26,NA
OCT,4,11,0.037,0.026,0.009,2.93,23,NA
OCT,4,12,0.04,0.028,0.009,2.95,23,NA
OCT,4,13,0.041,0.029,0.009,2.96,23,NA
OCT,4,14,0.043,0.032,0.009,2.96,24,NA
OCT,4,15,0.04,0.035,0.01,2.96,33,NA
OCT,4,16,0.043,0.038,0.01,2.94,30,NA
OCT,4,17,0.045,0.041,0.01,2.93,32,NA
OCT,4,18,0.047,0.042,0.01,2.92,39,NA
OCT,4,19,0.042,0.043,0.01,2.92,42,NA
OCT,4,20,0.041,0.043,0.009,2.92,38,NA
OCT,4,21,0.044,0.043,0.007,2.91,34,NA
OCT,4,22,0.042,0.043,0.006,2.91,30,NA
OCT,4,23,0.042,0.043,0.006,2.9,29,NA
OCT,5,0,0.038,0.043,0.006,2.89,27,NA
OCT,5,1,0.038,0.042,0.006,2.89,27,NA
OCT,5,2,0.033,0.04,0.006,2.87,27,NA
OCT,5,3,0.028,0.038,0.006,2.86,30,NA
OCT,5,4,0.02,0.036,0.006,2.86,40,NA
OCT,5,5,0.02,0.033,0.006,2.85,44,NA
OCT,5,6,0.016,0.029,0.006,2.85,53,NA
OCT,5,7,0.012,0.026,0.006,2.86,59,NA
OCT,5,8,0.015,0.023,0.006,2.88,59,NA
OCT,5,9,0.023,0.021,0.006,2.9,56,NA
OCT,5,10,0.034,0.021,0.007,2.91,44,NA
OCT,5,11,0.045,0.023,0.007,2.92,36,NA
OCT,5,12,0.05,0.027,0.006,2.93,37,NA
OCT,5,13,0.052,0.031,0.007,2.93,35,NA
OCT,5,14,0.055,0.036,0.007,2.93,31,NA
OCT,5,15,0.057,0.041,0.006,2.92,34,NA
OCT,5,16,0.058,0.047,0.006,2.9,36,NA
OCT,5,17,0.056,0.051,0.006,2.89,40,NA
OCT,5,18,0.047,0.052,0.006,2.91,43,NA
OCT,5,19,0.041,0.052,0.006,2.92,40,NA
OCT,5,20,0.039,0.051,0.006,2.93,39,NA
OCT,5,21,0.041,0.049,0.005,2.93,35,NA
OCT,5,22,0.041,0.047,0.005,2.93,34,NA
