DATOS MÓVILES 2020_NATIVITAS,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,MPM10,
FEB,23,6,8.97,5.64,8.17,3.16,70
FEB,23,7,3.36,5.55,8.16,3.04,72
FEB,23,8,6.04,5.84,8.15,3,76
FEB,23,9,9.44,6.53,8.16,2.98,83
FEB,23,10,19.62,8.51,8.18,2.97,77
FEB,23,11,34.14,12.24,8.16,2.94,59
FEB,23,12,41.34,16.59,8.07,2.91,41
FEB,23,13,44.69,20.95,7.93,2.88,33
FEB,23,14,44.34,25.37,7.79,2.86,27
FEB,23,15,45.42,30.63,7.64,2.82,24
FEB,23,16,45.90,35.61,7.47,2.78,26
FEB,23,17,42.31,39.72,7.28,2.72,35
FEB,23,18,40.04,42.27,7.15,2.68,36
FEB,23,19,37.17,42.65,7.04,2.67,39
FEB,23,20,29.23,41.14,6.95,2.68,44
FEB,23,21,20.20,38.08,6.81,2.7,44
FEB,23,22,14.04,34.29,6.65,2.73,47
FEB,23,23,16.43,30.66,6.45,2.75,52
FEB,24,0,19.49,27.36,6.27,2.76,47
FEB,24,1,18.39,24.37,6.14,2.77,44
FEB,24,2,20.25,21.9,6.14,2.76,37
FEB,24,3,22.31,20.04,6.08,2.74,26
FEB,24,4,19.17,18.78,6.02,2.72,25
FEB,24,5,10.66,17.59,6.06,2.69,28
FEB,24,6,7.59,16.79,6.12,2.67,28
FEB,24,7,5.12,15.37,6.19,2.69,31
FEB,24,8,4.12,13.45,6.33,2.76,42
FEB,24,9,9.20,12.3,6.39,2.81,41
FEB,24,10,16.53,11.84,6.44,2.84,32
FEB,24,11,25.07,12.18,6.48,2.85,27
FEB,24,12,31.17,13.68,6.57,2.85,20
FEB,24,13,35.75,16.82,6.67,2.85,19
FEB,24,14,35.05,20.25,6.76,2.84,17
FEB,24,15,34.87,23.97,6.87,2.79,16
FEB,24,16,36.52,28.02,6.99,2.69,17
FEB,24,17,38.12,31.64,7.14,2.64,18
FEB,24,18,37.43,34.25,7.2,2.61,21
FEB,24,19,25.43,34.29,7.23,2.62,28
FEB,24,20,14.68,32.23,7.28,2.66,33
FEB,24,21,6.04,28.52,7.35,2.73,52
FEB,24,22,6.99,25.01,7.43,2.77,67
FEB,24,23,18.87,23.01,7.48,2.79,62
FEB,25,0,17.55,20.64,7.53,2.8,53
FEB,25,1,18.80,18.23,7.56,2.8,36
FEB,25,2,12.47,15.11,7.61,2.82,33
FEB,25,3,10.48,13.24,7.64,2.81,33
FEB,25,4,16.09,13.41,7.68,2.77,31
FEB,25,5,16.64,14.74,7.66,2.7,28
FEB,25,6,14.96,15.73,7.63,2.66,28
FEB,25,7,11.93,14.86,7.61,2.68,30
FEB,25,8,3.85,13.15,7.62,2.82,48
FEB,25,9,6.81,11.65,7.7,2.96,65
FEB,25,10,13.51,11.78,7.73,3.02,65
FEB,25,11,25.08,13.61,7.76,3.03,59
FEB,25,12,32.71,15.69,7.77,3.03,43
FEB,25,13,32.29,17.64,7.76,3.02,26
FEB,25,14,33.56,19.97,7.74,3.01,26
FEB,25,15,33.27,22.64,7.74,2.98,32
FEB,25,16,32.78,26.25,7.74,2.83,34
FEB,25,17,30.58,29.22,7.74,2.69,31
FEB,25,18,26.69,30.87,7.73,2.62,32
FEB,25,19,22.78,30.58,7.73,2.61,48
FEB,25,20,16.87,28.6,7.75,2.64,53
FEB,25,21,19.46,27,7.74,2.68,50
FEB,25,22,18.33,25.09,7.71,2.69,47
FEB,25,23,12.66,22.52,7.72,2.72,43
FEB,26,0,16.10,20.43,7.72,2.73,34
FEB,26,1,12.48,18.17,7.7,2.73,40
FEB,26,2,15.39,16.76,7.64,2.74,33
FEB,26,3,11.50,15.35,7.62,2.74,30
FEB,26,4,8.88,14.35,7.61,2.72,33
FEB,26,5,7.31,12.83,7.69,2.71,36
FEB,26,6,5.11,11.18,7.76,2.72,38
FEB,26,7,4.84,10.2,7.79,2.72,44
FEB,26,8,4.29,8.72,7.72,2.76,52
FEB,26,9,8.62,8.24,7.62,2.79,50
FEB,26,10,20.78,8.92,7.58,2.82,49
FEB,26,11,30.85,11.33,7.53,2.83,50
FEB,26,12,36.19,14.75,7.98,2.83,46
FEB,26,13,38.48,18.65,8.31,2.82,39
FEB,26,14,42.59,23.33,8.54,2.81,35
FEB,26,15,45.57,28.42,8.6,2.79,35
FEB,26,16,47.28,33.8,8.68,2.74,37
FEB,26,17,48.27,38.75,8.82,2.71,39
FEB,26,18,47.62,42.11,8.91,2.7,43
FEB,26,19,36.57,42.82,8.94,2.71,58
FEB,26,20,25.19,41.45,9.43,2.71,78
FEB,26,21,15.27,38.55,11.92,2.71,75
FEB,26,22,13.83,34.95,14.6,2.7,75
FEB,26,23,12.88,30.86,17.26,2.7,66
FEB,27,0,16.09,26.97,19.79,2.69,54
FEB,27,1,12.50,22.49,23.35,2.68,46
FEB,27,2,13.60,18.24,26.4,2.66,41
FEB,27,3,14.30,15.46,29.59,2.63,36
FEB,27,4,11.79,13.78,32.63,2.6,35
FEB,27,5,12.84,13.48,35.37,2.59,32
FEB,27,6,13.66,13.46,37.47,2.59,29
FEB,27,7,16.44,13.9,38.95,2.59,25
FEB,27,8,10.04,13.15,42.07,2.61,30
FEB,27,9,13.24,13.24,43.89,2.63,33
FEB,27,10,19.09,13.92,44.38,2.65,30
FEB,27,11,22.81,14.99,44.41,2.66,28
FEB,27,12,26.94,16.88,43.91,2.68,23
FEB,27,13,31.17,19.17,43.84,2.7,22
FEB,27,14,32.90,21.58,44.38,2.72,27
FEB,27,15,40.48,24.58,44.98,2.74,29
FEB,27,16,45.61,29.03,45.4,2.74,29
FEB,27,17,42.20,32.65,45.44,2.75,31
FEB,27,18,36.52,34.83,45.39,2.75,30
FEB,27,19,33.26,36.13,45.37,2.79,36
FEB,27,20,12.93,34.38,44.91,2.9,84
FEB,27,21,7.27,31.4,42.5,3.01,81
FEB,27,22,4.98,27.91,39.88,3.08,86
FEB,27,23,4.63,23.43,37.28,3.12,95
FEB,28,0,5.21,18.38,34.87,3.16,93
FEB,28,1,6.28,13.89,31.4,3.17,89
FEB,28,2,17.82,11.55,28.85,3.16,66
FEB,28,3,16.93,9.51,25.73,3.12,45
FEB,28,4,14.12,9.66,22.65,3,33
FEB,28,5,13.14,10.39,19.8,2.88,29
FEB,28,6,16.13,11.78,17.59,2.81,27
FEB,28,7,11.19,12.6,16.03,2.76,25
FEB,28,8,6.71,12.79,12.93,2.75,31
FEB,28,9,8.58,13.08,11.12,2.77,37
FEB,28,10,17.84,13.08,10.6,2.79,39
FEB,28,11,25.29,14.13,10.55,2.81,39
FEB,28,12,32.25,16.39,10.54,2.81,32
FEB,28,13,40.32,19.79,10.29,2.82,30
FEB,28,14,44.17,23.29,9.77,2.83,31
FEB,28,15,42.05,27.15,9.61,2.82,36
FEB,28,16,47.36,32.23,9.7,2.79,29
FEB,28,17,48.28,37.2,9.68,2.75,28
FEB,28,18,50.07,41.22,9.9,2.74,29
FEB,28,19,47.97,44.06,10.13,2.76,37
FEB,28,20,26.92,43.39,10.22,2.83,52
FEB,28,21,24.46,41.41,10.35,2.84,56
FEB,28,22,19.31,38.3,11.3,2.83,60
FEB,28,23,19.60,35.5,12.51,2.83,55
FEB,29,0,22.43,32.38,13.26,2.82,54
FEB,29,1,26.63,29.67,13.66,2.82,40
FEB,29,2,21.35,26.08,14.48,2.81,35
FEB,29,3,24.61,23.16,14.79,2.77,30
FEB,29,4,26.76,23.14,14.77,2.69,23
FEB,29,5,22.93,22.95,14.73,2.67,18
FEB,29,6,24.36,23.58,14.71,2.67,19
FEB,29,7,17.44,23.31,14.7,2.68,21
FEB,29,8,12.07,22.02,14.59,2.72,27
FEB,29,9,19.76,21.16,14.51,2.74,28
FEB,29,10,24.66,21.57,14.46,2.76,30
FEB,29,11,30.78,22.35,14.4,2.79,28
FEB,29,12,36.07,23.51,14.42,2.81,27
FEB,29,13,44.77,26.24,14.41,2.83,31
FEB,29,14,49.35,29.36,14.13,2.85,31
FEB,29,15,53.26,33.84,13.67,2.84,28
FEB,29,16,56.14,39.35,13.12,2.83,27
FEB,29,17,54.48,43.69,12.98,2.81,37
FEB,29,18,46.70,46.44,12.74,2.81,38
FEB,29,19,45.63,48.3,12.5,2.82,43
FEB,29,20,27.70,47.25,12.37,2.92,62
FEB,29,21,10.62,42.98,12.18,3.1,101
FEB,29,22,13.14,38.46,11.19,3.18,118
FEB,29,23,17.44,33.98,9.9,3.25,102
