DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2020,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario,O3 Promedio de 8 hrs. ,SO2 promedio de 24 hrs.,CO Promedio de 8 hrs.,PM10 Promedio ponderado  de 12 hrs.,NO2 Horario
MAY,16,22,32.4,41.549052,4.286733,2.741972,45.2399,11.84
MAY,16,23,26.38,39.159144,4.300867,2.764671,44.3283,7.96
MAY,17,0,30.04,36.658627,4.402499,2.799428,51.4833,10.38
MAY,17,1,35.95,35.056575,4.454895,2.826014,52.9794,11.74
MAY,17,2,37.23,33.666885,4.466452,2.840484,44.8606,12.04
MAY,17,3,33.07,31.495513,4.51786,2.852143,40.008,14.76
MAY,17,4,28.13,29.070121,4.544546,2.840387,42.188,15.23
MAY,17,5,19.54,26.879873,4.565018,2.815105,42.4812,21.02
MAY,17,6,16.25,25.726027,4.657384,2.803368,42.6451,21.94
MAY,17,7,6.43,23.906652,4.677096,2.844318,46.9153,27.07
MAY,17,8,19.78,21.995703,4.76508,2.871957,58.3476,24.18
MAY,17,9,29.62,20.688593,5.20531,2.891387,66.0473,23.91
MAY,17,10,52.61,22.556137,5.890841,2.891059,65.8622,11.14
MAY,17,11,53.51,26.174472,5.934986,2.879479,48.6054,4.92
MAY,17,12,55.55,30.306599,5.958693,2.862038,38.8473,4.92
MAY,17,13,64.7,35.050382,5.964269,2.847648,29.0812,4.38
MAY,17,14,63.11,40.191053,5.981042,2.821941,24.3586,5.28
MAY,17,15,63.97,46.845228,6.007441,2.756008,17.8892,4.3
MAY,17,16,65.17,54.236355,6.148602,2.694144,14.5275,4.06
MAY,17,17,69.67,61.169971,6.277327,2.643033,18.4012,3.16
MAY,17,18,67.71,64.549385,6.324363,2.616268,18.9995,6
MAY,17,19,66.79,66.442513,6.346483,2.608239,20.2782,6.02
MAY,17,20,50.59,66.352258,6.359794,2.666224,29.624,17.45
MAY,17,21,35.37,61.960008,6.376755,2.79487,44.8931,25.64
MAY,17,22,11.83,54.544761,6.47835,2.93263,65.2368,44.97
MAY,17,23,17.55,48.527015,6.567927,2.977539,76.9878,32.73
MAY,18,0,36.55,44.008761,6.559347,2.99534,69.1096,7.08
MAY,18,1,37.62,38.911715,6.51943,3.011506,58.2514,4.73
MAY,18,2,36.31,33.661348,6.528196,3.025343,45.7125,4.7
MAY,18,3,38.4,29.304461,6.505551,3.027963,33.1382,4.19
MAY,18,4,39.13,27.231486,6.491604,2.973867,27.2614,4.97
MAY,18,5,32.81,28.045655,6.545027,2.854257,22.9133,7.95
MAY,18,6,20.12,30.019915,6.529057,2.738319,25.7449,19.11
MAY,18,7,17.41,30.9046,6.521745,2.737767,37.2331,23.18
MAY,18,8,23,29.743656,6.424575,2.744945,38.9605,18.74
MAY,18,9,29.32,29.676892,5.997002,2.748789,36.7787,14.45
MAY,18,10,41.65,31.133459,5.308929,2.75274,33.6376,11.65
MAY,18,11,52.45,33.434581,5.273635,2.759864,32.6961,10.1
MAY,18,12,59.32,36.523648,5.258188,2.771652,37.8969,9.51
MAY,18,13,65.12,40.842854,5.262222,2.776931,37.8895,8.59
MAY,18,14,66.53,47.168958,5.268937,2.772863,37.6102,7.95
MAY,18,15,70.69,53.466317,5.260598,2.736685,32.2981,6.05
MAY,18,16,69.2,60.542267,5.211275,2.722305,30.846,8.75
MAY,18,17,73.24,66.602152,5.123123,2.715985,30.1835,5.53
MAY,18,18,73.6,70.913035,5.10123,2.719833,31.635,5.33
MAY,18,19,73.27,73.402285,5.114093,2.737332,37.0304,5.39
MAY,18,20,52.33,73.407317,5.149437,2.77883,39.4714,18.53
MAY,18,21,36.34,69.681798,5.16639,2.871653,62.946,28
MAY,18,22,27.59,64.798298,5.100613,2.923838,73.087,30.84
MAY,18,23,35.27,59.439487,5.0462,2.94607,68.765,13.09
MAY,19,0,33.79,54.252696,5.010712,2.9524,51.4576,9.42
MAY,19,1,28.36,48.140098,5.010512,2.959618,39.5477,10.28
MAY,19,2,27.89,41.61964,5.001111,2.961138,37.0403,10.06
MAY,19,3,28.14,35.343188,4.978646,2.949622,34.9157,10.44
MAY,19,4,29.98,30.797421,4.985685,2.91692,36.7028,12.49
MAY,19,5,30.53,28.952348,4.915082,2.843284,44.3685,16.89
MAY,19,6,25.73,27.218688,4.82332,2.824543,50.6953,21.22
MAY,19,7,14.8,24.72804,4.840382,2.872897,58.4053,30.74
MAY,19,8,35.66,23.45933,4.820369,2.923437,71.851,15.93
MAY,19,9,48.22,25.442392,4.775953,2.954285,70.8214,9.76
MAY,19,10,57.15,29.652767,4.742871,2.978193,68.5792,7.55
MAY,19,11,60.53,34.430236,4.69786,2.994274,64.1112,5.37
MAY,19,12,69.25,39.775638,4.654844,3.018398,61.5226,6.24
MAY,19,13,88.15,46.297247,4.629992,3.026942,58.0839,4.93
MAY,19,14,75.02,53.396182,4.593095,3.009844,50.6602,4.54
MAY,19,15,78.26,61.842411,4.562309,2.958181,44.8143,5.36
MAY,19,16,81.48,68.758642,4.457372,2.916817,39.3758,4.98
MAY,19,17,82.22,73.370629,4.399859,2.89998,39.6175,4.45
MAY,19,18,80,75.937625,4.358341,2.898704,40.8061,5.13
MAY,19,19,71.41,77.373063,4.300065,2.90417,41.3329,7.31
MAY,19,20,51.97,76.194538,4.238658,2.927459,48.0701,18.89
MAY,19,21,43.41,72.348827,4.236464,2.979201,63.2061,21.8
MAY,19,22,53.77,70.084856,4.193635,3.001381,72.0427,9.13
MAY,19,23,52.36,67.597634,4.140119,3.01842,70.9784,6.66
MAY,20,0,47.93,63.829463,4.069934,3.039544,66.0368,7.42
MAY,20,1,56.78,58.734025,4.141847,3.070349,65.0124,10.51
MAY,20,2,39.8,52.575671,4.592913,3.100074,89.024,15.78
MAY,20,3,43.62,48.576215,4.620156,3.104534,75.4776,8.16
MAY,20,4,40.11,45.788384,4.608839,3.076859,66.0987,9.6
MAY,20,5,38.1,44.668979,4.590222,3.02364,60.7866,9.89
MAY,20,6,26.1,41.170627,4.608809,3.026751,60.9088,24.61
MAY,20,7,23.7,35.638427,4.557918,3.056248,67.0168,19.19
MAY,20,8,33.42,32.367523,4.550544,3.071366,70.92,13.07
MAY,20,9,41.29,32.336979,4.552644,3.051323,65.0977,9.05
MAY,20,10,42.56,33.883092,4.557089,3.008327,55.3771,6.25
MAY,20,11,44.76,34.180683,4.560237,2.983252,43.2797,4.66
MAY,20,12,47.13,35.164715,4.549792,2.959367,32.4839,4.39
MAY,20,13,51.19,37.219058,4.53376,2.936994,29.1056,NA
MAY,20,14,NA,41.209673,4.533315,2.902622,28.5306,NA
MAY,20,15,NA,47.919017,4.548453,2.852074,29.1824,NA
MAY,20,16,NA,53.652386,4.561864,2.81949,30.2079,NA
MAY,20,17,NA,57.517452,4.577408,2.805136,30.7001,NA
MAY,20,18,76.17,61.114811,4.601977,2.806781,34.6491,NA
MAY,20,19,72.37,64.26385,4.627968,2.821389,39.3674,NA
MAY,20,20,54.76,65.537008,4.640507,2.846441,44.9808,NA
MAY,20,21,47.94,63.810244,4.618407,2.881656,48.4009,NA
MAY,20,22,60.26,61.648975,4.625207,2.909304,50.1992,NA
MAY,20,23,32.52,57.454348,4.648366,2.923251,47.5618,NA
MAY,21,0,39.44,53.267986,4.684557,2.931365,48.663,NA
MAY,21,1,52.75,49.896096,4.586351,2.944163,43.7724,NA
MAY,21,2,44.24,46.482398,4.110672,2.954364,43.9201,NA
MAY,21,3,41.79,42.437331,4.073852,2.955784,43.8957,NA
MAY,21,4,30.18,39.256617,4.043483,2.943063,44.9545,NA
MAY,21,5,24.49,37.457498,4.03523,2.921139,42.4363,NA
MAY,21,6,15.53,34.154782,4.01432,2.916908,42.5975,NA
MAY,21,7,16.73,30.252043,4.039391,2.983265,49.481,NA
MAY,21,8,21.38,25.988008,4.149451,3.051938,63.2883,NA
MAY,21,9,32.8,23.05504,4.214349,3.057097,69.1629,NA
MAY,21,10,37.94,21.9076,4.253105,3.040999,53.1676,NA
MAY,21,11,34.27,21.86019,4.252845,3.02351,39.6953,NA
MAY,21,12,31.93,22.484792,4.253485,3.008171,31.0531,NA
MAY,21,13,44.05,24.541029,4.246881,2.995432,27.9377,NA
MAY,21,14,54.35,28.52682,4.252254,2.972283,24.4855,NA
MAY,21,15,56.9,34.777465,4.241247,2.883419,21.8008,NA
MAY,21,16,57.71,40.932444,4.230966,2.79292,21.9917,NA
MAY,21,17,55.69,44.629515,4.217638,2.762313,22.8219,NA
MAY,21,18,52.41,46.47966,4.195697,2.760786,24.5321,NA
MAY,21,19,48.68,47.571596,4.174747,2.76442,26.6703,NA
MAY,21,20,37.12,47.612067,4.153939,2.77503,29.3515,NA
MAY,21,21,28.42,45.669225,4.134783,2.799556,34.7548,NA
MAY,21,22,35.74,43.524321,4.127399,2.814551,40.5878,NA
MAY,21,23,32.33,40.864321,4.10817,2.836381,41.1408,NA
MAY,22,0,35.85,38.434021,4.093462,2.851732,40.1839,NA
MAY,22,1,34.86,36.214633,4.091071,2.866418,33.8145,NA
MAY,22,2,27.27,33.683885,4.089623,2.878235,33.9875,NA
MAY,22,3,31.36,31.414473,4.074697,2.892404,35.9453,NA
MAY,22,4,21.41,29.384723,4.097467,2.89939,37.2765,NA
MAY,22,5,12.52,27.748411,4.104884,2.892306,37.0278,NA
MAY,22,6,9.78,24.557761,4.111813,2.90086,38.917,NA
MAY,22,7,7.31,21.580235,4.067667,2.911856,38.2603,NA
MAY,22,8,12.2,18.857169,3.944622,2.929156,38.6733,NA
MAY,22,9,25.81,16.804305,3.86597,2.951434,35.2108,NA
MAY,22,10,37.81,17.157719,3.815754,2.943979,34.8413,NA
MAY,22,11,49.91,18.804615,3.794719,2.920116,27.2896,NA
MAY,22,12,49.62,21.582886,3.783108,2.897726,22.8554,NA
MAY,22,13,42.3,25.267775,3.762211,2.867222,18.5633,NA
MAY,22,14,54.35,30.264733,3.733161,2.831365,16.1678,NA
MAY,22,15,58.43,35.830326,3.722169,2.792874,14.466,NA
MAY,22,16,60.73,41.422865,3.713905,2.753782,10.846,NA
MAY,22,17,61.99,46.455744,3.708406,2.714174,15.1068,NA
MAY,22,18,60.17,49.628811,3.720617,2.704338,18.0174,NA
MAY,22,19,59.79,51.811463,3.738357,2.714973,24.2778,NA
MAY,22,20,48.82,52.92035,3.756403,2.743636,32.0187,NA
MAY,22,21,47.23,53.470746,3.766611,2.786305,40.7375,NA
MAY,22,22,47.06,53.864567,3.769218,2.813948,46.8965,NA
MAY,22,23,44.38,52.897436,3.771591,2.836487,42.0974,NA
MAY,23,0,37.23,50.342271,3.769847,2.860786,42.6495,NA
MAY,23,1,39.37,48.053806,3.81247,2.885367,33.3242,NA
MAY,23,2,23.98,43.404006,3.920076,2.905019,38.8816,NA
MAY,23,3,14.47,38.622983,3.978872,2.917523,40.3862,NA
MAY,23,4,12.35,37.123833,4.056681,2.928139,42.1315,NA
MAY,23,5,9.28,37.722363,4.17445,2.944565,68.1435,NA
MAY,23,6,6.79,32.981782,4.273694,2.956186,69.8054,NA
MAY,23,7,8.25,28.854453,4.376901,2.983621,68.7223,NA
MAY,23,8,13.52,25.676243,4.545381,3.070127,92.5317,NA
MAY,23,9,27.44,22.762999,4.650714,3.090421,93.5983,NA
MAY,23,10,41.25,24.207639,4.707179,3.081985,63.2185,NA
MAY,23,11,48.44,26.948664,4.760469,3.06675,42.8034,NA
MAY,23,12,53.96,28.15957,4.810629,3.035891,33.1524,NA
MAY,23,13,55.35,28.168241,4.865855,2.987911,25.1306,NA
MAY,23,14,56.12,33.30509,4.922043,2.959722,21.9253,NA
MAY,23,15,59.29,38.66974,4.978956,2.925232,23.2227,NA
MAY,23,16,64.37,44.591763,5.029604,2.824016,26.2069,NA
MAY,23,17,65.82,50.186671,5.07407,2.779816,20.303,NA
MAY,23,18,66,53.567263,5.096346,2.775058,23.8819,NA
MAY,23,19,63.19,55.506456,5.108611,2.772708,24.1545,NA
MAY,23,20,55.79,55.881821,5.124409,2.792241,32.1109,NA
MAY,23,21,49.55,55.419219,5.137135,2.820772,39.0324,NA
MAY,23,22,41.13,53.871683,5.155128,2.844892,42.759,NA
MAY,23,23,34.22,51.162906,5.17442,2.85459,44.7538,NA
MAY,24,0,35.73,47.582215,5.204649,2.871177,40.8122,NA
MAY,24,1,28.82,43.467094,5.18332,2.894939,35.1938,NA
MAY,24,2,43.59,40.612925,5.086249,2.90905,35.0698,NA
MAY,24,3,44.56,37.472581,5.03344,2.925338,32.8401,NA
MAY,24,4,30.66,33.150198,4.94687,2.926815,35.8045,NA
MAY,24,5,21,29.597144,4.849879,2.906813,36.6234,NA
MAY,24,6,14.27,26.590308,4.752111,2.897804,33.8797,NA
MAY,24,7,4.54,23.118202,4.675651,2.939105,34.5855,NA
MAY,24,8,19.97,21.237649,4.512991,2.954154,34.9736,NA
MAY,24,9,32.77,20.996478,4.412737,2.958457,32.9215,NA
MAY,24,10,49.26,21.260811,4.369178,2.960479,33.1903,NA
MAY,24,11,50.95,22.957597,4.337257,2.958674,NA,NA
MAY,24,12,52.76,26.909241,4.314309,2.943685,NA,NA
MAY,24,13,54.82,30.853626,4.288676,2.945514,NA,NA
MAY,24,14,60.22,35.662997,4.260618,2.932985,NA,NA
MAY,24,15,67.6,42.768172,4.216892,2.880812,24.0319,NA
MAY,24,16,71.37,49.255871,4.173445,2.854882,24.4743,NA
MAY,24,17,75.04,54.437469,4.131628,2.834341,17.7616,NA
MAY,24,18,74.25,58.082973,4.104806,2.814953,17.8369,NA
MAY,24,19,71.22,60.683131,4.066016,2.803127,21.335,NA
MAY,24,20,58.15,61.732371,4.027355,2.811462,25.5053,NA
MAY,24,21,42.58,60.289398,3.995076,2.842185,33.7444,NA
MAY,24,22,47.41,58.930177,3.966658,2.858815,39.8942,NA
MAY,24,23,36.78,55.855469,3.943832,2.867399,40.0157,NA
MAY,25,0,32.46,51.703,3.904621,2.873996,38.421,NA
MAY,25,1,30.38,46.930698,3.885435,2.892068,36.3439,NA
MAY,25,2,37.96,42.286169,3.883402,2.90631,33.9916,NA
MAY,25,3,31.95,37.734808,3.880266,2.91481,30.7191,NA
MAY,25,4,17.45,32.941625,3.884402,2.912895,32.7354,NA
MAY,25,5,8.52,29.749664,3.886853,2.89036,33.8175,NA
MAY,25,6,21.61,25.850381,3.89957,2.897276,38.6275,NA
MAY,25,7,16.4,23.103197,3.88636,2.917191,39.5524,NA
MAY,25,8,18.95,20.774529,3.889664,2.946424,40.5072,NA
MAY,25,9,38.4,21.015806,3.893376,2.946753,41.319,NA
MAY,25,10,50.93,22.830566,3.887483,2.950423,37.8101,NA
MAY,25,11,57.31,25.700823,3.888094,2.952269,34.6043,NA
MAY,25,12,64.86,30.969814,3.886643,2.949476,29.6325,5.33
MAY,25,13,69.52,37.432121,3.898696,2.947616,28.3712,5.02
MAY,25,14,72.68,44.323409,3.90343,2.925096,23.0893,5.34
MAY,25,15,78.19,51.624225,3.91541,2.891472,22.153,6.29
MAY,25,16,83.14,59.582125,3.923491,2.851621,17.0876,5.3
MAY,25,17,85.97,65.485664,3.9325,2.835831,20.3273,4.64
MAY,25,18,89.33,70.21941,3.940094,2.82262,19.786,5.08
MAY,25,19,86.4,73.663621,3.965137,2.82368,24.8557,6.14
MAY,25,20,68.73,74.502023,3.990511,2.841164,32.8214,12.95
MAY,25,21,68.15,72.964802,4.017341,2.874247,43.078,13.93
MAY,25,22,64.57,70.444796,4.084088,2.900554,55.4283,7.92
MAY,25,23,46.02,67.078275,4.106295,2.918688,52.0832,7
MAY,26,0,41.42,62.135131,4.138923,2.935197,48.7049,6.38
MAY,26,1,56.02,57.532848,4.142055,2.952717,44.1273,8.04
MAY,26,2,49.75,52.942021,4.120238,2.97297,44.2671,15.84
MAY,26,3,53.65,47.826754,4.108967,2.985117,40.6901,13.87
MAY,26,4,38.09,42.9017,4.098504,2.980455,43.9028,19.11
MAY,26,5,20.76,39.179633,4.062777,2.959886,42.318,24.32
MAY,26,6,26.43,35.871815,4.0356,2.959627,44.3117,13.63
MAY,26,7,17.66,31.998531,4.009083,2.98858,44.9304,18.82
MAY,26,8,26.92,29.622942,3.995058,3.017967,47.8211,19.65
MAY,26,9,50.17,28.983023,3.97844,3.024327,46.4417,10.08
MAY,26,10,58.31,29.277413,4.000693,3.016722,41.8948,6.93
MAY,26,11,67.23,32.157106,4.01432,3.007192,40.1606,6.08
MAY,26,12,68.36,36.967104,4.040616,3.002997,39.7988,5.93
MAY,26,13,68.48,42.611031,4.078797,2.990109,37.1649,5.05
MAY,26,14,74.06,48.592223,4.106456,2.973383,33.9945,5.29
MAY,26,15,77.55,55.816765,4.188408,2.941592,33.7761,5.66
MAY,26,16,78.52,63.013229,4.410623,2.910517,35.4153,7.21
MAY,26,17,83.48,68.399933,5.906713,2.952031,33.0643,5.26
MAY,26,18,82.83,71.84196,7.440458,3.003634,35.9591,6.38
MAY,26,19,83.21,73.247875,7.560795,3.024715,37.5,4.8
MAY,26,20,64.85,72.12131,7.637386,3.081866,39.9224,13.29
MAY,26,21,38.9,68.819496,7.706348,3.10495,51.5494,21.97
MAY,26,22,50.24,65.952121,7.686693,3.113352,53.1357,7.22
MAY,26,23,46.86,62.513175,7.707127,3.116657,46.6469,6.72
MAY,27,0,39.48,56.94239,7.750374,3.123712,44.1594,9.03
MAY,27,1,29.58,50.347656,7.802384,3.08135,47.9734,11.69
MAY,27,2,19.88,43.024123,7.854625,3.044249,56.3725,13.43
MAY,27,3,21.98,36.000063,7.901949,3.040462,61.4771,12.14
MAY,27,4,25.43,30.932858,7.940858,2.992856,66.1093,10.4
MAY,27,5,25.48,27.711763,7.980335,2.984957,62.6546,10
MAY,27,6,17.61,23.303862,8.012058,3.003672,63.6662,15.09
MAY,27,7,7.39,17.973683,8.066206,3.037688,71.1326,26
MAY,27,8,15.61,14.844101,8.10713,3.06069,74.5413,22.59
MAY,27,9,28.28,14.031428,8.162669,3.068385,76.5431,16.16
MAY,27,10,45.37,16.777638,8.178367,3.057624,66.0167,11.02
MAY,27,11,55.22,21.227597,8.214294,3.036024,48.7263,10.02
MAY,27,12,67.66,26.995824,8.32955,3.018147,43.0876,8.35
MAY,27,13,77.79,34.182451,8.566425,2.99408,40.8482,7.98
MAY,27,14,81.62,42.741522,8.645719,2.968315,34.6747,7.58
MAY,27,15,81.21,51.923741,8.594002,2.915131,29.9675,6.84
MAY,27,16,82.27,60.523639,8.401986,2.87062,26.4038,6.91
MAY,27,17,85.44,68.339819,6.949065,2.842357,26.801,5.12
MAY,27,18,87.45,73.283358,5.44473,2.837679,28.1913,3.83
MAY,27,19,85.42,75.746558,5.354864,2.858847,30.3827,4.82
MAY,27,20,62.53,75.624031,5.325839,2.894202,38.7059,13.67
MAY,27,21,48.47,72.04969,5.551955,2.946307,57.3629,14.72
MAY,27,22,47.51,67.530781,5.966932,2.98461,54.2609,11.23
MAY,27,23,43.34,62.841813,6.077192,3.009944,56.5365,9.41
MAY,28,0,48.99,59.249144,6.130973,3.030974,48.8407,7.91
MAY,28,1,41.55,54.339171,6.149027,3.047359,41.7576,10.22
MAY,28,2,51.5,47.931296,6.26571,3.053905,37.7551,11.2
MAY,28,3,31.5,42.468375,6.407709,3.046977,36.8304,11.05
MAY,28,4,20.09,37.720104,6.694698,3.02444,40.5947,16.32
MAY,28,5,16.79,34.679813,6.814308,2.984461,39.6411,21.75
MAY,28,6,7.03,31.512623,6.858812,2.962176,40.072,29.99
MAY,28,7,3.75,27.078461,6.896147,3.012985,61.9639,28.38
MAY,28,8,14.18,22.631892,6.938821,3.047121,99.8458,24.46
MAY,28,9,26.57,20.003194,6.985061,3.053988,82.5776,19.47
MAY,28,10,39.35,20.905994,7.034432,3.053977,61.8587,15.21
MAY,28,11,55.37,23.527903,7.03762,3.045893,50.0709,10.15
MAY,28,12,68.71,28.478263,6.938387,3.034086,48.0958,5.71
MAY,28,13,83.78,35.627821,7.647475,3.042302,43.234,7.15
MAY,28,14,90.21,45.673642,8.513793,3.063016,39.0746,6.96
MAY,28,15,93.11,56.666306,8.717852,3.011035,38.6534,5.99
MAY,28,16,89.95,65.354044,8.75661,2.97073,37.9956,5
MAY,28,17,100.3,73.946946,8.836471,2.960458,38.2662,6.15
MAY,28,18,79.1,78.955098,9.410904,3.029746,42.3436,7.3
MAY,28,19,55.7,79.975042,9.599169,3.043563,60.3178,13.73
MAY,28,20,55.62,78.537612,9.721883,3.057126,83.2712,8.98
MAY,28,21,49.17,74.677175,10.245108,3.057617,84.5516,9.78
MAY,28,22,48.83,68.113962,9.994677,3.030315,62.9651,7.18
MAY,28,23,46.86,62.133425,10.000652,3.028108,51.7902,7.09
MAY,29,0,43.25,57.126602,10.213108,3.031212,42.7347,7.29
MAY,29,1,40.86,50.593027,10.234216,3.029168,29.177,7.14
MAY,29,2,38.69,45.915881,10.106445,2.95328,28.1135,5.91
MAY,29,3,37.22,43.183427,9.920621,2.93685,21.9719,5.54
MAY,29,4,23.32,40.178533,9.616146,2.931674,21.3945,14.19
MAY,29,5,12.93,36.624936,9.456588,2.921531,32.2448,21.33
MAY,29,6,14.57,33.184171,9.363494,2.914916,28.8483,20.37
MAY,29,7,17.69,29.690424,9.251028,2.929413,36.0757,20.39
MAY,29,8,17.1,26.081847,9.173779,2.956211,43.8491,23.25
MAY,29,9,35.11,25.109238,9.070964,2.965338,49.4585,15.07
MAY,29,10,47,26.085155,8.959314,2.972238,42.8372,10.34
MAY,29,11,53.48,28.024099,8.86014,2.97694,98.1323,8.86
MAY,29,12,54.73,NA,NA,NA,301.1236,9.58
MAY,29,13,54.28,NA,NA,NA,252.031,9.44
MAY,29,14,54.51,40.493409,6.759584,2.973623,135.6112,9.28
MAY,29,15,54.4,45.395241,6.494025,2.957975,83.2509,9.02
MAY,29,16,47.01,49.567806,6.426913,2.936501,60.1084,8.75
MAY,29,17,45.96,51.064302,7.298842,2.991132,53.0671,7.68
MAY,29,18,46.01,50.409829,7.969117,3.081015,45.8571,6.24
MAY,29,19,41.09,48.977944,8.371916,3.099244,45.7963,9.32
MAY,29,20,42.37,47.225133,10.41898,3.132518,198.2677,6.94
MAY,29,21,39.69,45.175004,10.040305,3.142163,139.5371,8.25
MAY,29,22,38.75,43.001773,9.992912,3.143266,81.196,5.41
MAY,29,23,35.9,40.401204,9.949066,3.141118,50.2335,5.8
MAY,30,0,34.33,38.852156,9.702371,3.13207,33.0516,6.2
MAY,30,1,35.33,37.535438,9.674467,3.063658,21.527,4.45
MAY,30,2,35.53,36.642263,9.709714,2.960851,16.072,3.68
MAY,30,3,34.17,35.680456,9.792328,2.931017,11.2972,4.89
MAY,30,4,34.67,34.377346,9.816354,2.887575,11.6636,5.15
MAY,30,5,30.35,33.287208,9.892176,2.865324,9.7692,7.89
MAY,30,6,30.46,32.325275,10.248737,2.852955,10.196,9.8
MAY,30,7,22,30.662377,10.429652,2.85358,13.8298,14.02
MAY,30,8,26.25,29.485488,10.515914,2.859487,19.4434,11.96
MAY,30,9,38.52,29.801992,10.565318,2.862427,18.2917,7.57
MAY,30,10,41.47,30.759848,10.589432,2.864021,18.4133,7.7
MAY,30,11,45.41,32.139813,10.631363,2.873885,16.0924,7.16
MAY,30,12,46.59,34.090417,10.673869,2.889171,18.0405,8.15
MAY,30,13,49.51,36.140686,11.695477,2.909765,17.0339,6.88
MAY,30,14,48.99,38.286221,12.079294,2.929662,19.0405,7.21
MAY,30,15,46.94,41.334265,12.174532,2.937438,16.6848,8.11
MAY,30,16,46.99,44.054221,12.478727,2.941136,15.5619,7.99
MAY,30,17,48.82,44.89739,12.656161,3.027581,21.0491,5.18
MAY,30,18,49,45.21939,11.573158,3.046945,75.7742,4.83
MAY,30,19,44.02,44.530504,11.018804,3.074088,62.2271,7.84
MAY,30,20,38.46,43.048327,8.853126,3.106519,43.4615,10.91
MAY,30,21,35.99,41.480538,8.542363,3.124385,32.4947,11.19
MAY,30,22,31.46,39.647965,8.437992,3.126788,23.4076,10.53
MAY,30,23,32.72,38.062742,8.361725,3.122162,16.1568,8.06
MAY,31,0,32.86,36.502004,8.335374,3.107941,17.0404,7.26
MAY,31,1,32.25,35.191827,8.298382,3.015833,17.425,6.39
MAY,31,2,31.35,33.764277,8.256943,2.993596,13.3473,7.42
MAY,31,3,31.42,32.942073,8.252003,2.958598,9.8867,7.17
MAY,31,4,32.19,32.558969,8.252011,2.90851,8.3617,6.56
MAY,31,5,31.95,32.108877,8.176028,2.869255,9.16,4.7
MAY,31,6,27.44,31.569469,7.827817,2.847271,8.7273,8.02
MAY,31,7,17.94,30.076167,7.683436,2.843307,11.3089,14.35
MAY,31,8,25.78,28.945402,7.553608,2.84735,15.2911,11.6
MAY,31,9,38.86,29.427027,7.468514,2.848855,15.8526,6.81
MAY,31,10,41.38,30.45411,7.404774,2.857286,17.0978,6.67
MAY,31,11,44.26,31.932075,7.335577,2.863812,16.0111,6.97
MAY,31,12,46.02,33.810715,7.265597,2.87782,13.0946,7.41
MAY,31,13,50.46,36.135312,6.211468,2.890498,12.1031,5.91
MAY,31,14,56.64,39.194631,5.77306,2.897302,9.6441,6.06
MAY,31,15,62.32,43.449408,6.354227,2.936388,7.9571,4.87
MAY,31,16,63.4,47.772715,6.437808,2.96859,8.156,5.13
MAY,31,17,61.08,50.025983,5.610027,3.015601,13.8799,4.14
MAY,31,18,54.91,51.252456,5.893113,3.057255,14.4332,6.27
MAY,31,19,56.94,51.869781,6.018324,3.102777,19.8933,5.46
MAY,31,20,42.11,51.105736,6.0362,3.123522,21.5483,10.12
MAY,31,21,39.18,49.865963,5.929438,3.14179,26.3636,7.73
MAY,31,22,35.48,47.639231,5.87419,3.156936,25.896,6.94
MAY,31,23,33.88,44.759456,5.832266,3.128073,25.5936,5.86
