DATOS HORARIOS 2022_DIF,,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR,UV
ENERO,1,0,0.0032,0.0109,1.7892,0.03610,125,55,15.07,1.00,292.93,48.69,623.41,0.01
ENERO,1,1,0.0031,0.0241,2.2059,0.04362,262,130,14.23,1.22,297.76,53.27,623.46,0.01
ENERO,1,2,0.0058,0.0252,2.8837,0.04528,561,369,13.15,0.97,286.74,55.83,623.46,0.01
ENERO,1,3,0.0098,0.0248,3.8884,0.04777,572,402,12.60,0.78,269.66,55.80,623.30,0.01
ENERO,1,4,0.0074,0.0135,2.7654,0.04329,440,390,11.87,0.93,236.41,59.53,623.36,0.01
ENERO,1,5,0.0097,0.0095,2.1165,0.03629,161,194,11.68,1.26,228.27,63.69,623.36,0.01
ENERO,1,6,0.0070,0.0077,1.8281,0.02851,118,123,10.54,1.62,278.83,65.18,623.60,0.01
ENERO,1,7,0.0034,0.0069,1.7335,0.02693,81,79,9.83,1.10,241.26,65.19,623.86,0.01
ENERO,1,8,0.0039,0.0065,1.7516,0.02412,79,70,9.48,0.88,249.12,67.03,624.17,0.06
ENERO,1,9,0.0068,0.0067,1.5890,0.01827,70,74,12.21,0.96,266.77,55.09,624.73,0.44
ENERO,1,10,0.0166,0.0066,1.4316,0.01277,59,65,15.95,1.31,263.90,47.18,625.19,1.16
ENERO,1,11,0.0293,0.0067,1.2526,0.00604,36,39,18.28,1.73,266.66,46.15,625.31,2.05
ENERO,1,12,0.0337,0.0067,1.2048,0.00606,16,30,20.16,2.01,242.41,41.25,624.89,2.79
ENERO,1,13,0.0341,0.0060,1.1118,0.00433,7,20,22.00,2.36,244.68,31.97,624.08,3.22
ENERO,1,14,0.0336,0.0056,1.0658,0.00308,4,18,23.67,3.40,264.99,24.88,623.12,3.20
ENERO,1,15,0.0407,0.0057,1.0635,0.00391,8,14,24.81,2.93,272.32,26.31,622.35,2.60
ENERO,1,16,0.0362,0.0057,1.0357,0.00350,14,19,25.33,3.46,283.13,24.54,621.79,1.80
ENERO,1,17,0.0348,0.0059,1.0648,0.00481,17,12,25.70,3.55,262.79,22.28,621.65,0.95
ENERO,1,18,0.0349,0.0055,1.0824,0.00529,27,12,24.88,2.91,257.79,23.76,621.80,0.28
ENERO,1,19,0.0185,0.0063,1.5868,0.03301,64,14,22.84,1.68,237.46,27.94,622.15,0.02
ENERO,1,20,0.0127,0.0066,1.3934,0.02963,81,31,21.09,2.39,216.77,29.30,622.60,0.01
ENERO,1,21,0.0140,0.0058,1.2963,0.02421,55,25,19.44,1.84,237.91,32.79,623.16,0.01
ENERO,1,22,0.0120,0.0063,1.3650,0.02476,53,15,17.97,1.28,243.65,36.12,623.58,0.01
ENERO,1,23,0.0042,0.0073,1.9964,0.03686,94,30,16.78,0.74,202.46,39.72,623.79,0.01
ENERO,2,0,0.0009,0.0066,2.1551,0.03880,134,63,15.95,0.96,216.33,42.24,623.74,0.01
ENERO,2,1,NA,0.0064,2.1739,0.03681,105,58,14.82,0.78,205.48,46.04,623.67,0.01
ENERO,2,2,NA,0.0061,1.7760,0.03235,104,56,13.25,1.13,271.19,50.89,623.67,0.01
ENERO,2,3,0.0017,0.0065,1.4242,0.03022,62,42,12.35,1.03,255.63,54.47,623.59,0.01
ENERO,2,4,0.0059,0.0071,1.3257,0.02064,49,35,12.46,0.93,214.31,53.82,623.46,0.01
ENERO,2,5,NA,0.0086,1.4123,0.02657,42,26,11.52,1.31,82.53,58.10,623.55,0.01
ENERO,2,6,NA,0.0085,1.5614,0.02856,99,38,10.39,0.84,92.04,64.47,623.77,0.01
ENERO,2,7,NA,0.0071,1.5786,0.02904,88,48,10.26,1.31,88.17,64.83,624.11,0.01
ENERO,2,8,0.0005,0.0070,1.6200,0.02752,69,27,10.09,1.31,93.34,64.02,624.49,0.07
ENERO,2,9,0.0051,0.0374,1.6589,0.02395,64,44,12.24,1.77,103.73,55.09,625.09,0.47
ENERO,2,10,0.0134,0.0269,1.6322,0.02504,68,34,15.37,1.88,95.68,46.02,625.50,1.21
ENERO,2,11,0.0261,0.0405,1.6377,0.01950,53,37,18.88,1.81,104.79,37.44,625.64,2.09
ENERO,2,12,0.0361,0.0523,1.7749,0.01464,49,31,21.34,1.59,141.97,32.33,625.45,2.80
ENERO,2,13,0.0458,0.0622,1.8532,0.01773,36,23,22.97,1.59,167.44,29.17,624.61,3.01
ENERO,2,14,0.0510,0.0460,1.4844,0.01549,37,29,24.68,1.90,170.58,26.75,623.66,2.94
ENERO,2,15,0.0427,0.0184,1.3140,0.01298,18,34,26.78,1.87,132.68,18.68,622.90,2.56
ENERO,2,16,0.0410,0.0138,1.2701,0.00917,12,20,27.79,2.08,148.32,14.39,622.49,1.80
ENERO,2,17,0.0405,0.0053,1.1143,0.00493,11,9,28.09,1.95,158.08,11.29,622.35,0.99
ENERO,2,18,0.0365,0.0057,1.3069,0.01874,30,7,27.08,2.10,112.87,13.44,622.47,0.29
ENERO,2,19,0.0111,0.0137,2.5106,0.05808,65,8,24.46,2.24,109.35,19.68,622.95,0.02
ENERO,2,20,0.0216,0.0389,1.3771,0.02093,95,25,21.81,4.14,58.13,29.05,623.78,0.01
ENERO,2,21,0.0228,0.0073,1.2762,0.01382,104,13,19.09,5.77,82.91,37.83,624.56,0.01
ENERO,2,22,0.0262,0.0067,1.2002,0.00867,188,13,16.84,7.40,86.42,48.88,625.11,0.01
ENERO,2,23,0.0256,0.0062,1.1434,0.00679,154,23,15.18,5.93,78.31,54.73,625.71,0.01
ENERO,3,0,0.0258,0.0058,1.1237,0.00463,67,16,14.06,5.49,72.79,56.20,626.05,0.01
ENERO,3,1,0.0265,0.0057,1.0943,0.00319,63,11,13.13,5.94,71.32,60.23,625.99,0.01
ENERO,3,2,0.0264,0.0056,1.0977,0.00369,43,17,12.65,5.51,70.99,63.64,625.96,0.01
ENERO,3,3,0.0259,0.0056,1.0998,0.00331,32,15,11.95,4.50,74.30,66.27,625.83,0.01
ENERO,3,4,0.0267,0.0055,1.0984,0.00287,26,13,11.86,4.78,73.56,66.72,625.60,0.01
ENERO,3,5,0.0264,0.0055,1.1022,0.00348,27,8,11.60,4.32,71.11,67.83,625.77,0.01
ENERO,3,6,0.0258,0.0055,1.1422,0.00557,22,16,11.48,3.77,79.23,68.08,626.08,0.01
ENERO,3,7,0.0215,0.0055,1.2353,0.01174,32,19,11.05,3.23,81.56,69.45,626.46,0.01
ENERO,3,8,0.0159,0.0054,1.3589,0.01991,30,28,10.70,3.22,87.66,70.46,626.87,0.06
ENERO,3,9,0.0183,0.0055,1.3554,0.01564,38,8,12.04,4.25,79.07,65.78,627.44,0.44
ENERO,3,10,0.0243,0.0054,1.3207,0.01153,45,27,13.81,5.32,80.86,59.00,627.94,1.13
ENERO,3,11,0.0274,0.0055,1.3644,0.01150,45,13,15.41,5.13,81.04,53.48,627.90,1.95
ENERO,3,12,0.0313,0.0057,1.4264,0.01434,44,12,17.11,4.57,89.02,49.21,627.62,2.68
ENERO,3,13,0.0376,0.0068,1.4035,0.01594,41,17,18.88,3.54,86.65,45.32,626.85,3.05
ENERO,3,14,0.0451,0.0077,1.3250,0.01658,44,23,20.63,2.96,111.32,41.86,625.88,3.00
ENERO,3,15,0.0519,0.0075,1.3491,0.01651,46,25,22.86,1.92,147.79,37.35,625.11,2.53
ENERO,3,16,0.0589,0.0094,1.2843,0.01487,46,33,23.57,1.49,147.80,35.33,624.70,1.71
ENERO,3,17,0.0647,0.0104,1.2503,0.01378,47,24,24.13,1.70,220.07,33.26,624.59,0.86
ENERO,3,18,0.0593,0.0087,1.2019,0.01093,52,32,23.25,1.78,280.11,33.76,624.72,0.28
ENERO,3,19,0.0360,0.0097,1.8427,0.05018,79,21,21.28,1.20,281.56,38.05,624.91,0.02
ENERO,3,20,0.0028,0.0096,2.9801,0.10170,133,34,19.61,0.69,223.90,43.16,625.27,0.01
ENERO,3,21,0.0061,0.0098,2.9680,0.09655,159,45,18.37,0.51,266.33,47.11,625.70,0.01
ENERO,3,22,0.0101,0.0109,4.0257,0.08585,216,73,17.20,0.59,218.59,50.80,626.02,0.01
ENERO,3,23,0.0009,0.0134,3.6386,0.08818,232,95,16.62,1.05,151.01,52.60,626.25,0.01
ENERO,4,0,0.0085,0.0246,1.7509,0.04538,140,76,15.63,1.71,109.81,54.23,626.47,0.01
ENERO,4,1,0.0055,0.0211,1.5739,0.04686,95,39,14.85,1.55,111.44,56.53,626.51,0.01
