DATOS HORARIOS CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
ABRIL,1,0,0.016,0.005,0.83,0.032,57,32,23.85,0.45,148.55,NA,623.23
ABRIL,1,1,0.019,0.002,0.68,0.021,61,28,23.10,0.46,228.50,NA,623.33
ABRIL,1,2,0.010,0.002,0.64,0.030,44,25,21.46,0.45,212.02,NA,623.33
ABRIL,1,3,0.009,0.002,0.64,0.028,45,30,21.06,0.45,201.22,NA,623.29
ABRIL,1,4,0.012,0.001,0.58,0.024,35,28,20.94,0.45,165.80,NA,623.16
ABRIL,1,5,0.017,0.001,0.51,0.019,37,24,19.81,0.45,262.40,NA,623.30
ABRIL,1,6,0.008,0.002,0.68,0.027,36,21,18.57,0.45,297.50,NA,623.57
ABRIL,1,7,0.007,0.003,0.67,0.027,42,25,17.60,0.45,201.21,NA,623.98
ABRIL,1,8,0.008,0.004,1.38,0.030,49,27,19.28,0.45,143.69,NA,624.45
ABRIL,1,9,0.027,0.001,0.84,0.016,47,30,21.00,0.50,205.88,NA,624.80
ABRIL,1,10,0.041,0.004,0.62,0.011,35,23,22.85,0.58,187.25,NA,625.03
ABRIL,1,11,0.058,0.029,0.57,0.010,46,23,24.99,0.45,158.54,NA,624.79
ABRIL,1,12,0.073,0.023,0.67,0.011,44,33,26.82,0.74,234.17,NA,624.36
ABRIL,1,13,0.091,0.037,0.59,0.011,51,34,28.39,0.94,188.47,NA,623.60
ABRIL,1,14,0.090,0.023,0.62,0.013,51,42,30.18,0.53,226.66,NA,622.68
ABRIL,1,15,0.096,0.031,0.53,0.009,50,48,31.57,0.86,134.05,NA,621.69
ABRIL,1,16,0.072,0.009,0.50,0.009,48,45,32.23,1.24,167.13,NA,620.96
ABRIL,1,17,0.077,0.007,0.46,0.009,36,36,32.75,0.97,246.25,NA,620.37
ABRIL,1,18,0.084,0.009,0.45,0.009,45,32,32.53,1.96,300.66,NA,620.16
ABRIL,1,19,0.069,0.005,0.48,0.011,44,36,31.53,1.75,301.18,NA,620.34
ABRIL,1,20,0.036,0.003,0.92,0.030,43,27,29.54,0.73,308.62,NA,620.86
ABRIL,1,21,0.035,0.008,0.95,0.019,55,27,27.96,3.61,125.44,NA,621.93
ABRIL,1,22,0.042,0.017,0.46,0.005,79,35,26.05,6.51,67.32,NA,622.88
ABRIL,1,23,0.041,0.015,1.15,0.004,57,39,24.65,5.01,60.77,NA,623.30
ABRIL,2,0,0.041,0.008,0.35,0.003,39,29,22.95,3.13,46.32,NA,623.57
ABRIL,2,1,0.042,0.007,0.51,0.003,22,28,22.52,3.54,72.81,NA,623.45
ABRIL,2,2,0.044,0.011,0.79,0.004,31,25,22.13,5.01,72.46,NA,623.25
ABRIL,2,3,0.042,0.011,0.82,0.003,31,29,21.18,2.64,68.02,NA,623.27
ABRIL,2,4,0.040,0.010,0.71,0.003,28,27,20.74,0.56,78.21,NA,623.21
ABRIL,2,5,0.033,0.006,0.39,0.005,31,24,19.78,0.45,166.58,NA,623.35
ABRIL,2,6,0.028,0.006,0.43,0.008,32,26,19.19,0.45,160.20,NA,623.58
ABRIL,2,7,0.023,0.004,0.49,0.009,39,27,18.07,0.48,127.77,NA,623.86
ABRIL,2,8,0.024,0.004,0.54,0.012,37,28,18.05,0.61,109.97,NA,624.17
ABRIL,2,9,0.032,0.034,0.49,0.007,37,36,20.34,0.94,94.80,NA,624.57
ABRIL,2,10,0.039,0.025,0.48,0.006,43,40,22.35,1.51,105.73,NA,624.64
ABRIL,2,11,0.052,0.012,0.51,0.004,33,37,24.86,0.62,126.62,NA,624.45
ABRIL,2,12,0.061,0.012,0.60,0.006,36,30,26.33,1.40,246.08,NA,623.87
ABRIL,2,13,0.070,0.012,0.57,0.005,35,37,28.17,2.16,287.04,NA,622.92
ABRIL,2,14,0.073,0.008,0.59,0.005,35,32,29.79,1.52,270.27,NA,622.00
ABRIL,2,15,0.074,0.005,0.56,0.004,35,34,31.14,1.02,212.37,NA,621.03
ABRIL,2,16,0.069,0.003,0.55,0.006,33,32,32.07,0.79,229.10,NA,620.40
ABRIL,2,17,0.071,0.002,0.46,0.003,33,32,32.49,1.20,252.44,NA,619.86
ABRIL,2,18,0.065,0.002,0.50,0.006,32,25,32.60,1.04,231.69,NA,619.55
ABRIL,2,19,0.058,0.002,0.58,0.012,31,27,31.84,0.56,289.92,NA,619.69
ABRIL,2,20,0.027,0.003,1.36,0.035,39,23,30.34,0.45,250.59,NA,620.04
ABRIL,2,21,0.010,0.004,2.24,0.047,67,38,29.04,0.45,256.19,NA,620.45
ABRIL,2,22,0.008,0.003,1.29,0.041,63,40,26.47,0.45,237.37,NA,621.05
ABRIL,2,23,0.016,0.002,1.12,0.029,59,34,25.68,0.60,225.29,NA,621.59
ABRIL,3,0,0.013,0.002,1.02,0.027,44,27,24.63,0.75,186.68,NA,621.72
ABRIL,3,1,0.020,0.005,0.61,0.023,49,22,23.47,0.45,134.74,NA,622.03
ABRIL,3,2,0.019,0.003,0.60,0.020,52,28,23.09,0.50,216.47,NA,621.81
ABRIL,3,3,0.033,0.002,0.38,0.010,39,36,21.67,0.97,246.42,NA,621.48
ABRIL,3,4,0.015,0.002,0.42,0.019,38,30,19.47,0.47,273.65,NA,621.33
ABRIL,3,5,0.008,0.002,0.46,0.025,43,29,18.84,0.45,284.39,NA,621.69
ABRIL,3,6,0.009,0.002,0.48,0.025,48,36,18.84,0.45,248.72,NA,621.83
ABRIL,3,7,0.008,0.003,0.88,0.023,54,36,18.21,0.45,272.14,NA,622.04
ABRIL,3,8,0.010,0.003,0.89,0.022,59,39,18.76,0.45,188.44,NA,622.42
ABRIL,3,9,0.023,0.003,0.82,0.020,48,41,21.15,0.47,260.13,NA,622.43
ABRIL,3,10,0.034,0.003,0.77,0.014,50,39,23.27,1.54,245.43,NA,622.54
ABRIL,3,11,0.050,0.002,0.60,0.009,38,45,25.51,1.36,249.02,NA,622.35
ABRIL,3,12,0.055,0.002,0.58,0.009,28,73,27.92,1.37,253.76,NA,621.82
ABRIL,3,13,0.058,0.001,0.52,0.009,30,40,29.56,1.58,246.15,NA,621.14
ABRIL,3,14,0.067,0.001,0.49,0.006,28,23,31.08,1.00,237.70,NA,620.32
ABRIL,3,15,0.069,0.001,0.52,0.007,28,29,32.20,1.36,244.57,NA,619.36
ABRIL,3,16,0.070,0.001,0.45,0.006,29,32,32.77,1.23,228.32,NA,618.77
ABRIL,3,17,0.071,0.001,0.42,0.005,34,29,33.25,1.45,280.35,NA,618.30
ABRIL,3,18,0.068,0.001,0.51,0.010,33,31,33.51,1.01,268.50,NA,618.00
ABRIL,3,19,0.064,0.001,0.58,0.012,37,27,32.54,0.92,286.38,NA,618.14
ABRIL,3,20,0.035,0.001,0.84,0.021,56,30,30.62,2.53,232.64,NA,618.45
ABRIL,3,21,0.042,0.001,0.64,0.014,50,27,28.93,3.22,238.83,NA,619.12
ABRIL,3,22,0.042,0.001,0.58,0.011,44,28,27.39,2.89,238.58,NA,619.88
ABRIL,3,23,0.035,0.001,0.54,0.010,43,34,25.90,0.59,233.38,NA,620.54
ABRIL,4,0,0.036,0.001,0.45,0.008,37,24,24.46,0.96,253.82,NA,621.35
ABRIL,4,1,0.042,0.002,0.40,0.005,45,25,23.84,1.07,220.73,NA,621.42
