DATOS HORARIOS 2023_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
MARZO,9,0,0.030,0.019,0.34,0.011,49,33,24.64,94.75,0.96,24.51,623.81
MARZO,9,1,0.025,0.070,0.46,0.014,50,25,23.52,176.05,0.45,28.90,624.11
MARZO,9,2,0.018,0.020,0.49,0.017,54,30,22.06,133.44,0.45,32.48,624.11
MARZO,9,3,0.027,0.007,0.42,0.015,45,28,20.89,104.55,0.45,35.39,623.78
MARZO,9,4,0.023,0.005,0.40,0.017,42,24,20.06,109.11,0.45,37.90,623.47
MARZO,9,5,0.012,0.007,0.39,0.021,40,24,18.26,187.63,0.45,42.41,623.61
MARZO,9,6,0.007,0.010,0.40,0.022,41,23,17.58,105.45,0.45,43.76,623.80
MARZO,9,7,0.008,0.007,0.79,0.023,44,23,17.57,156.18,0.49,46.13,623.97
MARZO,9,8,0.008,0.005,0.91,0.024,58,27,16.63,124.02,0.81,49.49,624.57
MARZO,9,9,0.017,0.027,0.83,0.024,68,32,18.34,108.37,0.85,49.72,624.94
MARZO,9,10,0.027,0.028,0.64,0.019,74,42,20.61,129.48,0.98,45.78,624.90
MARZO,9,11,0.040,0.007,0.66,0.012,55,45,22.88,215.74,0.48,41.84,624.75
MARZO,9,12,0.050,0.004,0.58,0.010,45,36,24.98,235.44,1.08,35.00,624.31
MARZO,9,13,0.058,0.003,0.58,0.008,44,29,26.83,237.74,1.68,28.78,623.55
MARZO,9,14,0.075,0.002,0.53,0.008,43,30,28.76,264.77,2.25,18.50,622.65
MARZO,9,15,0.078,0.002,0.59,0.011,48,29,30.33,251.12,2.01,15.59,621.82
MARZO,9,16,0.068,0.001,0.46,0.007,57,25,31.49,220.23,1.21,9.14,621.18
MARZO,9,17,0.068,0.001,0.45,0.007,34,25,31.90,219.35,1.06,7.30,620.78
MARZO,9,18,0.063,0.001,0.60,0.013,40,28,31.40,217.79,1.72,8.65,620.64
MARZO,9,19,0.049,0.001,0.88,0.024,42,25,30.52,223.78,0.87,9.88,620.82
MARZO,9,20,0.022,0.002,1.30,0.040,51,22,28.95,195.71,0.54,11.99,621.22
MARZO,9,21,0.014,0.002,1.62,0.043,62,25,27.53,237.52,0.46,14.11,621.60
MARZO,9,22,0.013,0.002,0.88,0.038,72,24,24.47,290.63,0.68,19.45,622.33
MARZO,9,23,0.024,0.006,0.83,0.030,82,30,24.39,149.62,1.10,19.83,623.16
MARZO,10,0,0.041,0.008,0.66,0.022,73,35,23.66,175.60,0.45,21.03,623.64
MARZO,10,1,0.021,0.016,0.71,0.028,63,33,22.09,199.83,0.45,24.38,623.76
MARZO,10,2,0.040,0.007,0.61,0.018,61,34,21.75,183.03,0.45,27.26,623.76
MARZO,10,3,0.021,0.006,0.62,0.025,48,33,20.29,248.73,0.45,30.90,623.71
MARZO,10,4,0.007,0.006,0.65,0.033,58,30,18.68,241.96,0.45,35.69,623.75
MARZO,10,5,0.007,0.005,0.60,0.027,49,28,18.28,188.93,0.45,37.42,623.77
MARZO,10,6,0.031,0.011,0.60,0.025,57,31,17.89,106.93,0.45,45.48,623.91
MARZO,10,7,0.011,0.010,0.74,0.025,49,33,17.72,127.28,0.54,51.09,624.10
MARZO,10,8,0.012,0.012,0.94,0.025,51,28,17.09,106.38,0.87,52.86,624.49
MARZO,10,9,0.022,0.074,0.59,0.018,56,33,18.16,96.31,2.44,52.72,624.68
MARZO,10,10,0.026,0.085,0.71,0.020,86,47,20.79,108.01,1.58,47.55,624.75
MARZO,10,11,0.042,0.027,0.57,0.011,72,47,23.26,118.89,2.02,39.94,624.65
MARZO,10,12,0.061,0.006,0.67,0.009,43,34,25.41,201.77,0.65,30.14,624.26
MARZO,10,13,0.068,0.004,0.71,0.011,45,31,27.34,179.51,1.04,24.51,623.53
MARZO,10,14,0.073,0.003,0.59,0.007,41,31,29.21,157.23,0.79,17.24,622.63
MARZO,10,15,0.070,0.004,0.63,0.010,35,31,30.52,198.55,0.76,12.42,621.80
MARZO,10,16,0.067,0.003,0.64,0.011,30,28,31.21,231.62,0.87,11.00,621.13
MARZO,10,17,0.065,0.005,0.60,0.011,37,25,31.45,234.70,1.04,9.58,620.80
MARZO,10,18,0.061,0.004,0.71,0.012,36,30,31.34,224.13,1.14,8.64,620.68
MARZO,10,19,0.042,0.002,1.07,0.028,38,28,30.34,244.15,0.63,10.33,620.82
MARZO,10,20,0.010,0.003,2.52,0.053,49,28,28.92,275.03,0.45,13.51,621.03
MARZO,10,21,0.011,0.012,1.51,0.047,72,29,26.64,165.52,1.35,18.03,621.51
MARZO,10,22,0.022,0.024,0.73,0.024,85,33,25.16,137.86,1.69,24.60,622.26
MARZO,10,23,0.026,0.138,0.59,0.015,65,33,24.87,115.98,2.34,27.60,622.78
MARZO,11,0,0.026,0.101,0.46,0.010,52,23,23.38,89.17,2.54,30.27,622.89
MARZO,11,1,0.021,0.026,0.43,0.014,48,24,22.17,113.10,0.87,33.39,623.17
MARZO,11,2,0.024,0.004,0.39,0.012,44,26,21.34,129.24,1.25,39.69,623.30
MARZO,11,3,0.027,0.006,0.40,0.008,31,25,21.15,122.49,1.90,42.35,623.30
MARZO,11,4,0.017,0.005,0.45,0.015,43,26,19.58,120.85,1.16,47.26,623.38
MARZO,11,5,0.019,0.005,0.39,0.013,42,26,18.58,116.03,1.69,52.53,623.22
MARZO,11,6,0.013,0.003,0.42,0.015,36,29,17.45,122.69,0.97,56.29,623.24
MARZO,11,7,0.008,0.003,0.58,0.020,45,32,16.66,121.64,0.59,60.20,623.54
MARZO,11,8,0.011,0.003,0.77,0.020,53,32,16.74,122.48,0.58,60.11,623.91
MARZO,11,9,0.020,0.007,0.72,0.017,59,34,18.26,115.78,0.53,56.39,624.20
MARZO,11,10,0.032,0.006,0.64,0.012,50,36,20.66,178.15,0.45,49.89,624.25
MARZO,11,11,0.038,0.004,0.75,0.013,45,37,22.53,241.11,1.41,45.44,624.18
MARZO,11,12,0.049,0.003,0.64,0.010,32,29,24.51,231.51,1.07,36.32,623.71
MARZO,11,13,0.059,0.002,0.58,0.009,38,25,26.65,233.84,1.32,28.56,622.99
MARZO,11,14,0.072,0.002,0.55,0.007,38,28,28.62,271.54,1.63,18.62,622.09
MARZO,11,15,0.072,0.002,0.65,0.010,35,31,29.67,247.50,1.86,16.12,621.23
MARZO,11,16,0.066,0.001,0.58,0.010,36,27,30.60,232.31,1.77,12.39,620.66
MARZO,11,17,0.067,0.001,0.45,0.007,36,26,31.08,247.74,1.31,9.92,620.35
MARZO,11,18,0.064,0.001,0.48,0.008,31,30,30.93,227.43,0.87,9.69,620.41
MARZO,11,19,0.045,0.001,0.86,0.022,52,28,29.62,235.05,0.97,13.14,620.46
MARZO,11,20,0.031,0.002,1.14,0.031,52,25,28.07,241.74,1.09,17.69,620.65
MARZO,11,21,0.032,0.002,0.92,0.022,59,31,25.71,244.93,1.75,21.33,621.32
MARZO,11,22,0.035,0.001,0.75,0.017,47,31,24.39,232.16,1.01,22.54,621.91
MARZO,11,23,0.032,0.002,0.70,0.017,49,24,23.56,249.40,0.61,26.40,622.50
MARZO,12,0,0.027,0.002,0.67,0.016,43,27,22.71,243.55,0.95,31.66,622.64
MARZO,12,1,0.030,0.002,0.48,0.010,39,26,21.59,215.39,1.47,38.12,622.83
MARZO,12,2,0.034,0.002,0.38,0.006,38,23,20.61,221.58,0.67,40.31,622.85
MARZO,12,3,0.033,0.002,0.39,0.005,29,22,19.64,259.43,0.47,42.37,622.78
MARZO,12,4,0.027,0.002,0.41,0.008,29,21,18.74,245.05,0.45,44.46,622.62
MARZO,12,5,0.017,0.002,0.48,0.016,35,21,17.99,195.26,0.45,45.44,622.58
MARZO,12,6,0.017,0.002,0.53,0.017,40,20,17.78,208.60,0.45,46.89,622.61
