DATOS HORARIOS 2023_CRUZ ROJA,,,,,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
MAYO,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAYO,1,1,0.031,0.002,0.59,0.011,45,31,21.96,0.45,243.01,21.37,622.77
MAYO,1,2,0.027,0.003,0.63,0.010,41,28,21.15,0.45,184.73,23.20,622.52
MAYO,1,3,0.015,0.002,0.61,0.018,47,32,19.37,0.45,211.27,27.10,622.03
MAYO,1,4,0.012,0.002,0.58,0.020,41,28,18.51,0.50,293.88,29.73,621.94
MAYO,1,5,0.014,0.001,0.53,0.018,38,27,18.06,0.45,232.34,31.80,622.35
MAYO,1,6,0.016,0.001,0.56,0.017,38,27,17.81,0.45,286.26,33.35,622.33
MAYO,1,7,0.013,0.002,0.77,0.020,49,31,18.00,0.45,237.37,35.06,622.58
MAYO,1,8,0.015,0.002,1.00,0.023,51,34,19.09,0.45,269.98,34.24,622.94
MAYO,1,9,0.030,0.002,0.79,0.020,57,38,20.67,0.55,292.72,35.39,623.18
MAYO,1,10,0.049,0.002,0.63,0.009,48,40,22.26,0.73,270.50,37.49,623.24
MAYO,1,11,0.062,0.002,0.65,0.008,44,33,24.37,0.62,215.32,32.71,622.97
MAYO,1,12,0.064,0.002,0.51,0.004,35,29,26.35,1.51,252.86,24.58,622.49
MAYO,1,13,0.053,0.001,0.49,0.005,21,28,28.52,2.78,254.35,14.80,621.88
MAYO,1,14,0.056,0.001,0.49,0.005,30,21,29.49,3.50,271.55,14.87,621.17
MAYO,1,15,0.057,0.001,0.46,0.005,27,23,30.53,2.89,269.59,11.75,620.35
MAYO,1,16,0.058,0.001,0.46,0.005,29,27,31.00,2.87,263.72,11.83,619.74
MAYO,1,17,0.057,0.001,0.47,0.005,44,33,31.29,4.92,254.88,11.31,619.24
MAYO,1,18,0.048,0.000,0.44,0.006,63,32,31.15,4.62,250.63,8.69,619.21
MAYO,1,19,0.043,0.001,0.47,0.007,46,24,29.91,4.55,247.47,10.21,619.60
MAYO,1,20,0.036,0.001,0.53,0.010,42,19,27.93,3.40,239.85,11.67,620.24
MAYO,1,21,0.035,0.001,0.56,0.008,37,16,26.54,2.91,235.31,13.20,620.92
MAYO,1,22,0.037,0.001,0.61,0.008,39,24,25.05,2.05,226.75,15.52,621.60
MAYO,1,23,0.039,0.001,0.59,0.007,42,36,23.45,1.40,228.58,17.66,622.10
MAYO,2,0,0.037,0.001,0.51,0.007,43,37,22.19,0.56,291.98,21.72,622.44
MAYO,2,1,0.036,0.001,0.45,0.007,41,32,20.80,0.66,275.11,26.11,622.38
MAYO,2,2,0.033,0.001,0.45,0.007,34,29,19.96,0.46,288.16,27.93,621.97
MAYO,2,3,0.027,0.001,0.51,0.012,45,32,18.54,0.48,265.52,31.62,621.69
MAYO,2,4,0.036,0.002,0.49,0.005,35,33,18.28,1.12,252.01,34.47,621.31
MAYO,2,5,0.029,0.002,0.48,0.008,38,27,16.75,0.45,246.84,38.51,621.32
MAYO,2,6,0.021,0.003,0.60,0.013,36,31,16.24,0.45,292.54,39.75,621.87
MAYO,2,7,0.014,0.002,0.79,0.021,44,33,16.38,0.45,261.36,39.42,622.40
MAYO,2,8,0.015,0.003,1.12,0.022,42,32,18.61,0.46,265.05,35.68,622.70
MAYO,2,9,0.028,0.002,0.72,0.016,44,27,20.31,0.53,284.88,33.14,622.98
MAYO,2,10,0.044,0.002,0.64,0.010,46,24,22.35,0.87,260.89,29.08,623.06
MAYO,2,11,0.052,0.002,0.68,0.011,34,24,24.63,1.84,249.06,24.49,622.73
MAYO,2,12,0.051,0.001,0.64,0.009,38,28,27.29,2.99,249.51,18.20,622.18
MAYO,2,13,0.050,0.001,0.60,0.008,36,29,29.21,4.97,259.91,12.72,621.46
MAYO,2,14,0.049,0.001,0.59,0.008,47,25,30.17,4.74,246.49,11.29,620.71
MAYO,2,15,0.049,0.001,0.59,0.009,30,26,31.43,3.74,253.13,9.27,619.97
MAYO,2,16,0.048,0.001,0.57,0.009,36,28,32.24,4.09,255.47,6.73,619.20
MAYO,2,17,0.047,0.001,0.55,0.008,36,22,32.54,4.00,259.48,5.45,618.82
MAYO,2,18,0.045,0.001,0.50,0.008,33,20,32.06,4.31,259.87,5.74,618.82
MAYO,2,19,0.035,0.001,0.67,0.014,36,22,31.09,3.53,246.11,6.85,619.27
MAYO,2,20,0.023,0.001,0.99,0.023,37,20,29.07,1.19,247.88,9.99,619.96
MAYO,2,21,0.025,0.001,0.89,0.022,54,26,27.36,0.77,228.94,13.22,620.50
MAYO,2,22,0.025,0.002,0.78,0.017,63,33,25.59,0.45,216.25,15.60,621.29
MAYO,2,23,0.024,0.002,0.63,0.016,62,36,23.82,0.66,272.03,19.39,621.87
MAYO,3,0,0.027,0.002,0.65,0.016,57,37,23.44,0.94,251.81,20.11,622.07
MAYO,3,1,0.039,0.001,0.59,0.008,50,44,22.59,1.50,251.78,21.10,621.80
