DATOS HORARIOS 2018_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
OCT,1,0,NA,NA,NA,NA,18.55,NA,NA,NA,NA,NA,NA
OCT,1,1,1.66,37.09,0.68,4.81,19.27,22.89,4.11,52.53,19.14,65.75,624.57
OCT,1,2,3.04,30.08,0.68,3.49,14.75,12.32,3.32,59.3,18.89,65.1,624.4
OCT,1,3,2.41,56.33,0.46,6.98,15.78,12.77,2.34,63.87,18.53,66.34,624.44
OCT,1,4,3.24,30.85,0.24,4.43,13.18,22.48,3.19,53.12,18.29,66.71,624.45
OCT,1,5,4.2,28.59,0.29,3.99,11.54,10.49,3.16,53.06,18.51,66.11,624.61
OCT,1,6,2.78,46.37,0.58,8.79,12.13,10.84,1.8,80.49,18.23,68.6,624.94
OCT,1,7,1.16,51.25,0.74,12.02,24.54,21.25,2.05,100.84,18.25,68.72,625.14
OCT,1,8,0.92,18.42,0.73,13.91,49.46,15.41,1.16,169.76,18.43,69.82,625.41
OCT,1,9,1.97,49.03,0.5,9.38,58.16,22.55,3.59,87.08,20.22,64.66,625.56
OCT,1,10,4.2,32.13,0.34,5.73,14.79,21.8,5.27,73.25,21.16,61.22,625.69
OCT,1,11,6.63,33.14,0.18,4.63,10.2,8.93,4.31,73.66,22.75,56.47,625.54
OCT,1,12,8.27,24.94,0.21,4.93,13.61,15.22,3.24,72.93,24.2,51.82,625.05
OCT,1,13,10.94,18.39,0.15,4.92,14.9,10.33,3.24,78.57,24.98,49.61,624.47
OCT,1,14,11.39,21.07,0.22,5.77,14.99,9.9,3.12,81.23,25.95,47.14,623.71
OCT,1,15,12.49,17.36,0.23,4.19,14.09,8.01,3.37,72.07,26.63,44.74,622.88
OCT,1,16,10.6,15.35,0.2,4.03,22.29,15.35,3.56,73.5,25.77,49.9,622.52
OCT,1,17,8.12,18.98,0.17,5.91,24.62,16.84,3.95,80.61,25.62,50.11,622.46
OCT,1,18,8.99,13.22,0.08,3.84,19.04,8.48,4.17,57.82,25.23,48.74,622.56
OCT,1,19,7.64,11.43,0.09,5.8,23.35,7.26,3.59,50.1,23.87,51.66,622.96
OCT,1,20,7.03,11.23,0.07,5.07,22.57,7.96,3.25,50.55,22.57,54.28,623.4
OCT,1,21,7.44,11.1,0.03,3.46,11.67,9.88,3.78,53.66,21.52,58.13,624.09
OCT,1,22,7.29,11.03,0.01,2.7,10.28,7.11,3.79,58.87,20.4,63.43,624.73
OCT,1,23,6.56,16.71,0.22,2.7,10.68,8.84,3.41,54.18,19.8,65.46,625.01
OCT,2,0,2.5,80,0.34,8.19,17.52,6.1,3.11,70.92,19.31,69.31,525.13
OCT,2,1,2.89,88.39,0.51,8.3,15.9,39.02,2.41,72.62,18.89,69.55,625.03
OCT,2,2,1.52,91.02,0.71,8.22,21.7,24.83,2.75,62.78,18.4,70.96,625
OCT,2,3,2.27,70.5,0.16,9.24,23.5,30.64,2.01,102.68,17.36,75,625
OCT,2,4,5.08,41.9,0.05,7.72,21.5,20.28,1.56,107.9,16.68,77.36,624.95
OCT,2,5,1.51,49.27,0.12,8.5,18.04,7.05,1.3,52.32,16.12,78.3,624.8
OCT,2,6,0.8,17.91,0.27,11.92,17.44,6.6,0.99,322.46,15.89,78.98,625.02
OCT,2,7,0.8,22.52,0.41,14.15,32.14,10.44,1.53,50.07,16.57,77.47,625.03
OCT,2,8,0.8,44.43,0.6,11.97,22.51,14.13,2.82,54.12,17.86,74.44,625.4
OCT,2,9,2.06,38.06,0.43,7.98,15.94,25.34,4.2,61.89,19.15,69.16,625.95
OCT,2,10,4.12,22.45,0.25,5.34,10.96,11.02,3.57,57.98,20.58,63.17,626
OCT,2,11,6.07,24.83,0.37,5.68,8.24,8.37,4.34,65.94,21.8,56.12,626
OCT,2,12,7.96,28.48,0.3,6.31,16.28,7.79,3.96,69.59,23.14,50.77,625.62
OCT,2,13,9.17,29.28,0.11,6.35,17.41,17.07,4.47,75.18,23.85,48.82,624.85
OCT,2,14,11.03,20.01,0.09,4.3,16.95,19.3,3.82,59.81,24.88,45.42,624.03
OCT,2,15,10.8,21.28,0.13,4.74,14.59,9.2,4.07,64.23,25.35,44.52,623.33
OCT,2,16,8.92,36.55,0.08,6.1,22.03,11.23,4.34,76.04,25.37,45.31,623.05
OCT,2,17,10.94,21.11,0.08,3.53,13.53,13.68,3.95,66.34,25.97,43.21,622.92
OCT,2,18,9.25,23.72,0.07,4.58,18.98,13.23,4.36,58.76,25.34,44.7,623
OCT,2,19,7.27,12.53,0.1,6.21,25.41,8.59,3.25,50.3,24.01,49.5,623.03
