DATOS HORARIOS 2018_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
FEB,1,0,2.29,10.55,0.39,9.47,61.77,40.75,1.15,302.27,14.24,57.43,625.72
FEB,1,1,1.32,12.16,0.21,8.44,68.25,42.7,1.09,330,13.83,58.12,625.75
FEB,1,2,2.08,11.77,0.17,9.29,71.58,45.16,0.84,344.4,13.84,56.87,625.53
FEB,1,3,2.21,11.87,0.32,9.2,79.93,51.46,0.74,35.79,13.37,57.77,625.24
FEB,1,4,2.16,12.41,0.31,9.47,82.85,49.04,1.19,100.48,12.51,62.48,624.84
FEB,1,5,1.44,11.74,0.18,9.79,75.99,46.15,1.67,131.12,11.75,65.52,624.59
FEB,1,6,1.27,13.05,0.27,9.53,76.51,47.13,1.86,123.45,11.44,64.4,624.59
FEB,1,7,1.34,14.38,0.63,9.82,82.54,49.54,1.32,135.76,11.09,64.33,624.99
FEB,1,8,0.8,13.43,1.08,8.82,105,52.45,1.49,300.36,9.71,68.23,625.4
FEB,1,9,1.28,14.21,1.42,12.06,87.69,57.3,0.75,227.05,11.77,58.9,625.95
FEB,1,10,2.16,28.76,1.04,21.67,107.46,52.74,1.33,147.27,15.1,51.24,626.44
FEB,1,11,3.53,36.81,0.97,25.87,121.61,72.63,1.21,153.02,16.98,47.83,626.79
FEB,1,12,8.14,185.64,1.09,30.94,122.1,76.4,1.11,246.8,19.88,41.44,626.42
FEB,1,13,14.17,70.68,0.87,21.83,99.38,NA,1.54,194.3,21.04,41.66,625.74
FEB,1,14,13.72,27.54,0.54,20.21,57.27,47.41,2.31,266.34,22.5,38.34,625.11
FEB,1,15,13.6,12.46,0.22,12.24,79.53,29.5,2.5,275.17,23.18,34.93,624.45
FEB,1,16,15.49,10.1,0.16,12.22,211.24,21.3,2.23,284.66,23.67,32.22,624.07
FEB,1,17,12.65,8.61,0.2,9.24,279.01,20.05,1.75,279.06,23.52,32.06,624.1
FEB,1,18,7.27,8.76,0.77,15.48,27.11,18.59,1.41,222.65,23.31,33.25,624.5
FEB,1,19,4.67,10.29,0.9,20.01,42.12,19.04,1.86,190.12,22.04,39.98,625.08
FEB,1,20,2.73,9.92,0.96,18.16,57.22,23.67,1.65,222.84,20.51,46.39,625.42
FEB,1,21,1.7,9.17,0.47,13.17,41.1,24.88,1.63,286.16,18.76,51.63,626.02
FEB,1,22,2.3,9.26,0.32,10.33,43.19,22.97,1.68,282.51,18.09,54.27,626.43
FEB,1,23,1.09,9.01,0.45,10.31,45.76,14.76,1.32,268.61,17.28,56.72,626.79
FEB,2,0,1.4,8.85,0.46,8.62,41.39,19.88,1.14,268.62,16.43,59.46,626.83
FEB,2,1,1.53,8.81,0.37,8.62,41.1,19.8,1.23,249.74,15.66,62.4,626.71
FEB,2,2,3.1,8.21,0.16,6.87,36.41,21.5,0.99,237.88,14.52,66.44,626.77
