DATOS HORARIOS 2018_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
SEP,1,0,2.64,23.12,0.05,10,48.22,24.01,2.01,114.6,17.37,86.16,624.75
SEP,1,1,3.96,37.53,0.03,7.73,21.88,21.48,1.61,77.72,17.23,85.9,624.78
SEP,1,2,6.92,23.01,0.02,2.8,14.09,NA,1.36,71.85,17.3,86.52,624.52
SEP,1,3,6.87,23.64,0.01,2.7,11.75,NA,1.73,99.95,17.17,85.08,624.56
SEP,1,4,5.49,19.21,0.02,2.7,4.34,NA,0.74,77.55,17.12,85.5,624.51
SEP,1,5,8.11,13.04,0.01,4.07,6.7,NA,1.17,27.79,17.11,85.42,624.21
SEP,1,6,5.66,15.1,0.04,9.07,5.44,NA,0.88,144.89,17.06,85.23,624.26
SEP,1,7,0.8,12.38,0.24,14.81,14.3,NA,1.46,155,16.71,85.19,624.15
SEP,1,8,0.8,11.73,0.36,17.13,14.98,NA,1.45,138.13,16.88,84.87,624.32
SEP,1,9,2.15,11.47,0.32,13.74,16.62,NA,1.83,128.7,17.77,81.7,624.75
SEP,1,10,7.49,11.36,0.13,7.54,3.4,NA,2.47,97.67,20.27,71.77,624.95
SEP,1,11,9.84,11.62,0.09,5.31,16.83,10.71,2.43,101.51,21.68,65.9,624.85
SEP,1,12,14.39,18.18,0.19,6.86,23.17,NA,1.77,275.46,23,61.75,624.57
SEP,1,13,20.91,14.65,0.17,7.53,35.38,27.78,1.77,304.1,23.98,57.37,624.19
SEP,1,14,23.85,12.42,0.14,5.61,31.93,20.75,1.99,293.59,25.08,53.7,623.5
SEP,1,15,22.86,11.84,0.16,5.64,24.35,NA,2.31,286.19,25.83,51.34,622.58
SEP,1,16,19.3,10.85,0.12,5.24,19.97,20.21,2.08,259.66,27.19,46.44,622.04
SEP,1,17,20.31,11.1,0.12,4.91,27.29,19.65,2.46,271.8,27.33,45.43,621.62
SEP,1,18,19.43,10.85,0.14,6.95,31.22,18.68,3.19,250.69,27,46.39,621.62
SEP,1,19,5.84,10.74,0.2,9.31,38.05,19.08,4.63,209.27,22.49,67.73,622.16
SEP,1,20,6.47,10.63,0.15,9.68,22.58,13.08,3.85,137.96,20.93,68.57,623.22
SEP,1,21,8.52,10.75,0.28,12.27,26.21,12.53,1.75,203.59,19.83,76.37,623.59
SEP,1,22,5.53,10.89,0.26,12.37,14.52,NA,1.35,295.18,19.36,80.57,624
SEP,1,23,2.92,11.57,0.2,11.81,20.44,16.86,0.68,82.46,19.5,82.91,624.4
SEP,2,0,1.45,14.06,0.12,12.46,19.01,NA,1.44,109.93,19.42,81.59,624.5
SEP,2,1,0.8,12.49,0.13,12.23,23.42,23.42,2.04,124.58,19.08,83.06,624.39
SEP,2,2,0.8,11.61,0.06,10.68,19.94,NA,1.22,118.45,18.44,84.87,624.23
SEP,2,3,3.61,14.25,0.07,4.1,16.22,NA,1.37,146.21,17.93,85.23,624.15
SEP,2,4,5.46,13.02,0.07,2.7,12.02,NA,1.63,293.55,17.26,87.49,623.98
SEP,2,5,8.16,11.19,0.09,4.69,5.14,NA,1.48,270.36,17.17,87.65,624.03
SEP,2,6,7.6,10.71,0.14,6.1,14.17,10.63,1.2,271.79,17.15,87.58,624.03
SEP,2,7,0.8,10.53,0.19,12.06,10.64,NA,1.1,253.38,17.37,87.58,624.28
SEP,2,8,1.45,10.25,0.25,10.04,8.24,NA,1.14,265.61,17.52,87.51,624.44
SEP,2,9,7.56,10.35,0.14,5.62,NA,NA,0.92,130.81,19.57,80.2,624.66
SEP,2,10,8.92,12.38,0.15,6.7,15.77,NA,1.57,93.75,20.36,73.87,624.81
SEP,2,11,11.44,16.73,0.21,6.93,23.59,NA,1.22,56.42,22.04,66.75,624.61
SEP,2,12,14.01,64.65,0.62,10.77,53.27,24.02,1.18,275.25,23.23,60.78,624.31
SEP,2,13,15.95,55.39,0.48,12.7,70.55,70.06,1.78,221.21,24.45,57.73,623.84
SEP,2,14,13.96,15.01,0.23,7.65,47.05,NA,2.06,250.08,25.06,54.6,623.19
SEP,2,15,19.65,16.37,0.17,4.94,21.14,NA,1.88,287.51,26.56,47.57,622.35
SEP,2,16,21.47,13.85,0.15,3.41,17.09,NA,2.15,303.49,27.16,45.65,621.65
SEP,2,17,23.84,11.11,0.12,4.5,16.52,NA,2.36,295.1,27.59,44.54,621.23
SEP,2,18,24.24,10.93,0.12,4.1,23.82,17.45,2.47,294.67,26.68,50.59,621.37
SEP,2,19,14.26,11.03,0.2,7.78,27.22,15.09,1.99,318.61,25.07,57.42,621.76
SEP,2,20,11.3,10.78,0.22,10.11,27.11,20.48,2.54,291.89,23.56,62.57,622.4
SEP,2,21,8.88,10.53,0.32,12.42,29.4,20.07,3.04,238.04,22.1,66.53,623.03
SEP,2,22,8.96,10.19,0.18,7.83,25.66,17.53,3.6,231.23,20.39,68.41,623.7
SEP,2,23,9.64,10.29,0.09,7.8,14.65,5.1,2.14,261.04,19.73,72.26,623.9
SEP,3,0,9.67,10.22,0.06,7.63,18.19,8.45,1.59,191.67,19.57,74.5,624.33
SEP,3,1,8,10.3,0.04,5.71,12.66,NA,3.57,153.53,18.7,77.52,624.66
SEP,3,2,8.68,10.24,0.01,3.92,11.29,NA,4.24,145.89,17.07,85.53,624.74
SEP,3,3,11.92,10.09,0.01,2.7,5.15,NA,1.48,142.27,16.73,84.73,624.55
SEP,3,4,12.4,10.6,0.01,2.7,NA,NA,1.25,282.33,16.84,83.57,623.91
SEP,3,5,5.63,14.74,0.06,7.32,14.38,8.39,1.27,298.38,16.4,85.61,623.74
SEP,3,6,4.39,14.14,0.31,12.72,16.4,NA,0.99,212.33,16.26,85.77,623.72
SEP,3,7,0.8,12.7,0.43,19.77,18.32,18.32,1.74,105.34,16.33,85.59,623.81
SEP,3,8,2.63,13.28,0.37,16.78,15.3,NA,1.82,117,17,82.39,624.18
SEP,3,9,3.78,13.11,0.31,15.55,21.73,NA,2.25,133.16,17.9,79.43,624.32
SEP,3,10,6.56,21.28,0.3,16.7,35.79,17.09,1.48,141.12,19.55,73.28,624.5
SEP,3,11,11.52,49.64,0.37,9.73,46.72,NA,1.78,95.24,21.64,64.49,624.37
SEP,3,12,15.76,31.47,0.22,6.85,27.19,NA,2.77,91.08,23.08,59.47,624.14
SEP,3,13,16.35,39.48,0.34,7.18,32,26.26,2.74,93.59,24.51,55.59,623.7
SEP,3,14,16.06,36.99,0.17,7.1,24.36,22.41,2.88,94.34,25.95,48.22,623.06
