DATOS HORARIOS 2018_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
NOV,1,0,NA,11.18,0.12,6.38,23.18,NA,2.41,215.81,19.78,68.89,624.21
NOV,1,1,NA,11.37,0.05,3.45,28.15,NA,2.17,240.07,19.23,70.59,624.1
NOV,1,2,NA,11.2,0.04,2.7,14.06,NA,1.58,204.54,19.32,70.61,623.97
NOV,1,3,NA,11.15,0.02,2.7,16.32,NA,1.31,209.96,18.84,72.72,623.39
NOV,1,4,NA,11.18,0.01,2.7,16.1,NA,1.94,213.78,18.03,76.89,623.13
NOV,1,5,NA,11.1,0.01,2.7,11.52,NA,1.34,261.75,17.33,79.29,623.3
NOV,1,6,NA,11.13,0.01,2.7,19.87,NA,0.69,234.1,17.08,80.21,623.26
NOV,1,7,NA,11.06,0.12,4.14,16.36,NA,0.56,290.43,16.96,80.23,623.54
NOV,1,8,NA,11.48,0.51,8.14,35.05,NA,0.46,310.78,16.83,80.3,624.19
NOV,1,9,NA,11.64,0.63,9.01,45.08,NA,0.78,219.59,18.06,76.65,624.72
NOV,1,10,NA,11.43,0.36,8.76,34.75,NA,1.09,220.78,19.97,69.3,624.92
NOV,1,11,NA,11.43,0.17,4.42,35.19,NA,1.76,281.09,20.65,65.34,624.86
NOV,1,12,NA,11.35,0.24,6.66,24.28,NA,1.5,242.24,21.73,61.19,624.28
NOV,1,13,NA,11.42,0.19,6.82,22.85,20.25,1.63,229.72,23.09,55.92,623.51
NOV,1,14,NA,11.37,0.21,7.19,25.7,11.82,2.99,254.72,22.91,52.39,622.82
NOV,1,15,NA,11.27,0.11,3.6,41.03,10.02,2.61,294.12,19.46,66.06,622.48
NOV,1,16,NA,11.43,0.16,5.6,14.08,5.88,1.89,300.7,21.64,59.55,622.21
NOV,1,17,NA,11.58,0.29,8.57,21.54,2.78,1.15,293.18,22.4,55.95,622.14
NOV,1,18,NA,11.43,0.41,12.34,26.99,3.74,1.19,267.37,22.45,55.13,622.39
NOV,1,19,NA,11.62,0.81,16.02,38.82,8.83,1.52,227.64,22.43,53.87,622.59
NOV,1,20,NA,11.75,0.86,17.64,57.26,17.03,1.1,195.55,22.1,56.33,623.07
NOV,1,21,NA,11.38,0.51,14.24,51.54,18.55,1.94,186.45,21.47,60.18,623.49
NOV,1,22,NA,11.47,0.46,14.07,50.4,17.63,1.41,179.42,20.79,63.56,623.56
NOV,1,23,NA,11.14,0.29,10.42,32.7,12.53,1.16,250.01,20.22,66.82,623.64
NOV,2,0,NA,11.18,0.21,9.07,32.48,12,1.14,236.64,19.65,69.56,623.67
NOV,2,1,0.8,11.58,0.13,11.12,25.48,12.22,0.63,67.46,18.81,72.04,623.71
NOV,2,2,2.97,11.44,0.1,10.39,27.97,15.59,0.75,277.17,18.45,73.98,623.75
NOV,2,3,4.9,11.07,0.11,11.03,24.61,12.28,1.12,277.27,18.09,75.58,623.65
NOV,2,4,7.6,10.98,0.08,6.83,21.97,NA,1.24,254.59,17.7,75.57,623.42
NOV,2,5,10.68,11.07,0.07,4.99,23.94,12.8,1.29,215.78,17.57,76.57,623.54
NOV,2,6,10.31,10.88,0.07,3.62,19.83,16.56,1.01,242.06,17.25,77.2,623.59
NOV,2,7,7.03,10.95,0.18,8.06,25.94,23.6,0.79,305.85,17.02,78.08,623.88
NOV,2,8,5.05,11.07,0.25,7.69,31.83,14.28,0.52,336.96,16.69,80.27,624.37
NOV,2,9,7.52,13.19,0.34,9.59,37.86,21.64,0.89,50.59,18.02,75.81,624.84
NOV,2,10,8.06,36.23,0.19,9.94,30.78,24.39,1.26,119.08,20.4,66.06,625
NOV,2,11,10.76,57.54,0.28,13.02,57.36,35.45,1.53,270.39,21.28,61.41,624.96
NOV,2,12,16.7,28.05,0.27,11.54,45.02,40.89,1.61,272.75,22.25,55.56,624.53
NOV,2,13,19.55,14.37,0.21,7.61,24.22,30.64,2.01,270.36,22.59,51.07,623.92
