DATOS HORARIOS 2018_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
MZO,1,0,9.05,7.4,0.18,10.31,56.86,27.57,2.89,264.09,22.46,43.01,623.16
MZO,1,1,10.77,7.43,0.11,6.19,46.79,26.91,2.68,250.14,21.38,47.89,623.35
MZO,1,2,7.22,7.09,0.04,4.41,43.28,29.02,2.63,224.67,19.43,53.27,623.27
MZO,1,3,4.43,6.89,0.01,3.02,46.78,21.48,2.47,236.65,18.25,53.43,623.32
MZO,1,4,3.68,6.83,0.02,4.66,48.52,21.93,1.59,300.91,16.53,57.85,623.4
MZO,1,5,3.88,7.31,0.01,7.06,38.83,15.15,1.43,291.72,16.37,57.18,623.47
MZO,1,6,3.69,7.33,0.04,8.73,41.13,23.68,1.27,290.87,16.06,57.39,623.73
MZO,1,7,1.37,7.72,0.17,11.81,45.28,22.44,1.21,292.66,15.6,57.45,624.14
MZO,1,8,0.8,7.86,0.55,11.61,69.33,23.94,1,283.25,15.66,57.01,624.5
MZO,1,9,0.8,8.28,0.74,14.03,65.99,30.54,1.36,239.86,17.85,51.2,624.89
MZO,1,10,3.47,7.91,0.43,16.02,57.89,30.11,1.92,230.82,19.79,45.58,625.22
MZO,1,11,8.96,7.34,0.09,13.91,34.74,23.15,1.85,274.88,21.54,40.95,625.47
MZO,1,12,12.67,7.43,0.13,12.37,36.16,19.5,1.75,241.01,23.8,36.28,625.18
MZO,1,13,15.83,7.49,0.04,11.04,38.97,19.97,2.02,269.13,25.3,33.46,624.41
MZO,1,14,20.69,9.83,0.04,10.38,36.42,21.68,1.95,298.5,26.42,31.76,623.6
MZO,1,15,25.91,36.86,0.39,13.07,42.7,23.4,1.62,262.92,27.91,28.22,622.89
MZO,1,16,30.53,35.45,0.25,12.74,57.01,34.58,1.76,185.04,29.23,24.76,622.34
MZO,1,17,24.3,20.36,0.18,12.35,62.12,40.71,1.68,251.79,29.71,20.43,622.04
MZO,1,18,26.11,14.71,0.13,11.23,55.28,28.58,3.31,284.25,28.87,23.46,621.91
MZO,1,19,17.32,10.92,0.37,17.41,58.37,28.33,3.12,261.88,28.07,24.58,621.97
MZO,1,20,4.94,8.21,0.73,26,64.81,30.83,2.49,253.23,26.22,28.31,622.18
MZO,1,21,1.41,7.97,0.72,27.46,80.49,33.83,1.76,283.55,24.67,31.19,622.68
MZO,1,22,0.8,73.98,0.24,25.18,87.43,33.59,3.87,80.3,23.97,36.87,623.69
MZO,1,23,0.8,75.65,0.1,19.49,106.26,58.95,5.76,86.11,23.22,48.44,624.06
MZO,2,0,0.8,69.54,0.03,14.3,131.31,64.2,6.39,78.79,21.66,56.21,624.33
MZO,2,1,3.12,49.32,0.32,8.11,80.36,NA,3.81,57.05,20.89,56.46,624.66
MZO,2,2,4.13,36.51,0.85,4.64,39.23,29.55,5.6,62.1,19.86,58.56,624.55
MZO,2,3,1.91,64.19,1.37,7.38,55.27,29.81,5.2,58.49,19.41,60.57,624.22
MZO,2,4,6.33,23.14,0.21,3.62,40.82,36.45,4.5,52.85,19.06,61.11,624.08
MZO,2,5,6.16,30.36,0.13,2.7,32.44,31.2,3.96,53.75,18.78,62.14,624.11
MZO,2,6,2.94,50.04,0.54,5.67,43.1,32.86,3.52,54.18,18.29,63.53,624.15
MZO,2,7,3.32,13.88,0.03,4.32,34.83,34.32,2.79,54.48,17.06,67.16,624.52
MZO,2,8,2.64,9.65,0.13,5.96,34.28,27.54,3.17,49.9,16.6,67.62,624.91
MZO,2,9,3.04,39.52,0.42,9.19,36.53,24,4.9,72.82,18.07,62.99,625.36
MZO,2,10,6.99,43.11,0.12,5.46,43.45,23.4,6,72.93,18.84,60.04,625.8
MZO,2,11,8.58,40.01,0.15,7.57,43.06,28.8,4.93,72.28,20.37,55.69,625.86
MZO,2,12,11.16,39.49,0.12,7.43,47.64,29.62,4.07,75.99,22.61,50.19,625.63
MZO,2,13,14.01,37.98,0.11,7.24,57.83,32.61,3.58,95.64,24.23,45.04,624.79
MZO,2,14,17.8,35.49,0.07,7.19,56.82,39.67,2.72,106.28,25.69,40.21,624.06
MZO,2,15,18.33,51.45,0.14,9.43,58.85,35.69,1.9,126.99,27.34,34.24,623.27
MZO,2,16,18.44,59.68,0.08,8.96,60.68,45.96,2.62,105.61,28.34,26.96,622.59
MZO,2,17,17.22,27.19,0.09,6.99,56.7,36.97,2.48,130.67,28.78,27.44,622.2
MZO,2,18,17.99,25.07,0.17,7.79,55.42,29,2.26,133.08,28.88,27.22,622.07
MZO,2,19,16.25,19.34,0.36,15.48,53.43,32.81,1.57,43.68,28.01,29.27,622.27
MZO,2,20,13.61,20.58,0.19,7.9,61.94,26.27,5.27,52.39,25.26,34.8,622.96
MZO,2,21,9.81,18.06,0.18,7.15,65.36,19.63,5.04,49.38,23.48,36.8,623.61
MZO,2,22,10.26,7.94,0.06,5.29,48.22,15.7,4.77,52.4,21.74,39.18,624.3
MZO,2,23,4.73,78.6,0.57,9.83,50.55,14.21,4.28,77.28,20.31,43.18,624.83
MZO,3,0,4.27,58.62,0.31,11.2,53.05,42.94,5.36,82.92,19.52,44.12,624.88
MZO,3,1,7.93,62.23,0.56,6.77,46.89,24.5,5.33,68.66,19.02,44.43,625.09
