DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2022,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
FEBRERO,1,0,0.025,0.029,0.003,1.37,64,0.008
FEBRERO,1,1,0.023,0.026,0.003,1.37,46,0.008
FEBRERO,1,2,0.022,0.023,0.003,1.36,36,0.007
FEBRERO,1,3,0.019,0.022,0.003,1.34,31,0.01
FEBRERO,1,4,0.016,0.021,0.003,1.31,29,0.01
FEBRERO,1,5,0.006,0.019,0.003,1.27,35,0.019
FEBRERO,1,6,0.004,0.017,0.003,1.25,39,0.02
FEBRERO,1,7,0.005,0.015,0.003,1.32,45,0.025
FEBRERO,1,8,0.005,0.012,0.003,1.4,45,0.025
FEBRERO,1,9,0.009,0.011,0.003,1.47,56,0.026
FEBRERO,1,10,0.018,0.01,0.003,1.54,78,0.031
FEBRERO,1,11,0.035,0.012,0.003,1.57,67,0.018
FEBRERO,1,12,0.044,0.016,0.003,1.57,51,0.008
FEBRERO,1,13,0.047,0.021,0.003,1.56,36,0.005
FEBRERO,1,14,0.046,0.026,0.003,1.53,28,0.005
FEBRERO,1,15,0.046,0.031,0.003,1.45,24,0.005
FEBRERO,1,16,0.044,0.036,0.003,1.36,21,0.004
FEBRERO,1,17,0.043,0.04,0.003,1.29,19,0.006
FEBRERO,1,18,0.044,0.044,0.003,1.23,22,0.007
FEBRERO,1,19,0.04,0.044,0.003,1.22,31,0.012
FEBRERO,1,20,0.028,0.042,0.003,1.27,40,0.021
FEBRERO,1,21,0.023,0.039,0.003,1.33,50,0.024
FEBRERO,1,22,0.023,0.036,0.003,1.39,59,0.024
FEBRERO,1,23,0.023,0.033,0.003,1.44,61,0.02
FEBRERO,2,0,0.021,0.031,0.003,1.46,54,0.014
FEBRERO,2,1,0.019,0.027,0.003,1.48,45,0.014
FEBRERO,2,2,0.018,0.024,0.003,1.5,42,0.018
FEBRERO,2,3,0.009,0.02,0.003,1.5,43,0.026
FEBRERO,2,4,0.006,0.018,0.003,1.47,45,0.026
FEBRERO,2,5,0.006,0.015,0.003,1.43,42,0.024
FEBRERO,2,6,0.004,0.013,0.003,1.4,44,0.025
FEBRERO,2,7,0.003,0.011,0.004,1.41,47,0.026
FEBRERO,2,8,0.005,0.009,0.004,1.52,68,0.026
FEBRERO,2,9,0.008,0.007,0.004,1.61,82,0.027
FEBRERO,2,10,0.018,0.007,0.003,1.66,88,0.028
FEBRERO,2,11,0.032,0.01,0.003,1.65,78,0.013
FEBRERO,2,12,0.04,0.015,0.003,1.63,54,0.005
FEBRERO,2,13,0.044,0.019,0.003,1.62,36,0.005
FEBRERO,2,14,0.045,0.024,0.003,1.6,26,0.006
FEBRERO,2,15,0.045,0.029,0.003,1.54,21,0.005
FEBRERO,2,16,0.04,0.034,0.003,1.4,21,0.004
FEBRERO,2,17,0.038,0.038,0.003,1.3,23,0.006
FEBRERO,2,18,0.032,0.039,0.003,1.24,25,0.006
FEBRERO,2,19,0.022,0.038,0.003,1.23,25,0.011
FEBRERO,2,20,0.01,0.034,0.003,1.3,34,0.023
FEBRERO,2,21,0.012,0.03,0.003,1.34,47,0.022
FEBRERO,2,22,0.021,0.027,0.003,1.36,53,0.013
FEBRERO,2,23,0.024,0.025,0.003,1.37,49,0.007
FEBRERO,3,0,0.01,0.021,0.003,1.41,45,0.018
FEBRERO,3,1,0.011,0.018,0.003,1.43,48,0.017
FEBRERO,3,2,0.009,0.015,0.003,1.44,42,0.02
FEBRERO,3,3,0.01,0.013,0.003,1.44,36,0.018
FEBRERO,3,4,0.009,0.013,0.003,1.39,37,0.018
FEBRERO,3,5,0.019,0.014,0.003,1.34,35,0.009
FEBRERO,3,6,0.007,0.012,0.003,1.34,32,0.02
FEBRERO,3,7,0.004,0.01,0.003,1.37,33,0.021
FEBRERO,3,8,0.007,0.009,0.003,1.46,49,0.024
FEBRERO,3,9,0.012,0.009,0.003,1.52,55,0.024
FEBRERO,3,10,0.02,0.011,0.003,1.55,60,0.02
FEBRERO,3,11,0.038,0.014,0.003,1.55,50,0.007
FEBRERO,3,12,0.043,0.019,0.003,1.54,35,0.005
FEBRERO,3,13,0.041,0.021,0.003,1.54,27,0.004
FEBRERO,3,14,0.043,0.026,0.003,1.53,22,0.005
FEBRERO,3,15,0.042,0.031,0.003,1.49,21,0.005
FEBRERO,3,16,0.043,0.035,0.003,1.37,22,0.005
FEBRERO,3,17,0.043,0.039,0.003,1.29,22,0.006
FEBRERO,3,18,0.043,0.042,0.003,1.24,28,0.007
FEBRERO,3,19,0.031,0.041,0.003,1.25,29,0.013
FEBRERO,3,20,0.016,0.038,0.003,1.3,39,0.02
FEBRERO,3,21,0.012,0.034,0.003,1.35,49,0.022
FEBRERO,3,22,0.016,0.031,0.003,1.37,57,0.016
FEBRERO,3,23,0.016,0.027,0.003,1.39,54,0.014
FEBRERO,4,0,0.02,0.024,0.003,1.4,47,0.011
FEBRERO,4,1,0.02,0.022,0.003,1.4,41,0.009
FEBRERO,4,2,0.008,0.017,0.003,1.41,35,0.019
FEBRERO,4,3,0.005,0.014,0.003,1.41,33,0.02
FEBRERO,4,4,0.004,0.013,0.003,1.38,40,0.021
FEBRERO,4,5,0.006,0.012,0.003,1.35,44,0.022
FEBRERO,4,6,0.005,0.01,0.003,1.36,45,0.02
FEBRERO,4,7,NA,0.01,0.003,1.36,61,0.021
FEBRERO,4,8,NA,0.008,0.003,1.39,65,0.021
FEBRERO,4,9,0.007,0.006,0.003,1.45,58,0.021
FEBRERO,4,10,0.01,0.006,0.003,1.47,61,0.022
FEBRERO,4,11,0.034,0.011,0.004,1.49,65,0.018
FEBRERO,4,12,0.042,0.017,0.004,1.49,58,0.011
FEBRERO,4,13,0.047,0.024,0.004,1.47,37,0.007
FEBRERO,4,14,0.049,0.031,0.004,1.45,26,0.006
FEBRERO,4,15,0.041,0.033,0.004,1.43,18,0.006
FEBRERO,4,16,0.041,0.034,0.004,1.39,15,0.006
FEBRERO,4,17,0.04,0.038,0.004,1.34,14,0.006
FEBRERO,4,18,0.038,0.041,0.004,1.32,15,0.008
FEBRERO,4,19,0.022,0.04,0.004,1.35,36,0.025
FEBRERO,4,20,0.006,0.035,0.004,1.56,48,0.04
FEBRERO,4,21,0.006,0.03,0.004,1.67,56,0.032
FEBRERO,4,22,0.011,0.026,0.004,1.75,68,0.024
FEBRERO,4,23,0.025,0.024,0.004,1.75,62,0.009
FEBRERO,5,0,0.029,0.022,0.004,1.75,55,0.006
FEBRERO,5,1,0.026,0.02,0.004,1.76,43,0.007
FEBRERO,5,2,0.026,0.019,0.004,1.75,33,0.006
FEBRERO,5,3,0.025,0.019,0.004,1.68,27,0.006
FEBRERO,5,4,0.025,0.022,0.004,1.45,23,0.005
FEBRERO,5,5,0.023,0.024,0.004,1.33,17,0.005
FEBRERO,5,6,0.024,0.025,0.004,1.25,17,0.005
FEBRERO,5,7,0.021,0.025,0.004,1.23,18,0.006
FEBRERO,5,8,0.02,0.024,0.004,1.23,20,0.008
FEBRERO,5,9,0.023,0.023,0.004,1.23,24,0.008
FEBRERO,5,10,0.024,0.023,0.004,1.24,35,0.007
FEBRERO,5,11,0.027,0.023,0.003,1.25,35,0.007
FEBRERO,5,12,0.034,0.024,0.003,1.26,33,0.008
FEBRERO,5,13,0.04,0.027,0.003,1.27,35,0.007
FEBRERO,5,14,0.048,0.03,0.003,1.28,34,0.008
FEBRERO,5,15,0.058,0.034,0.005,1.31,34,0.012
FEBRERO,5,16,0.076,0.041,0.007,1.37,44,0.014
FEBRERO,5,17,0.053,0.045,0.007,1.39,41,0.008
FEBRERO,5,18,0.049,0.048,0.008,1.4,36,0.008
FEBRERO,5,19,0.042,0.05,0.008,1.43,34,0.014
