DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2022,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
AGOSTO,1,0,0.02,0.033,0.005,0.711,20,0.009
AGOSTO,1,1,0.021,0.029,0.005,0.711,19,0.008
AGOSTO,1,2,0.017,0.025,0.005,0.708,18,0.009
AGOSTO,1,3,0.021,0.024,0.005,0.692,14,0.006
AGOSTO,1,4,0.013,0.022,0.005,0.631,13,0.009
AGOSTO,1,5,0.021,0.021,0.005,0.601,13,0.006
AGOSTO,1,6,0.018,0.02,0.005,0.582,15,0.008
AGOSTO,1,7,0.011,0.018,0.005,0.589,20,0.009
AGOSTO,1,8,0.011,0.017,0.005,0.611,23,0.01
AGOSTO,1,9,0.024,0.017,0.005,0.622,22,0.006
AGOSTO,1,10,0.035,0.019,0.005,0.627,22,0.004
AGOSTO,1,11,0.041,0.022,0.005,0.634,19,0.004
AGOSTO,1,12,0.048,0.026,0.005,0.64,16,0.003
AGOSTO,1,13,0.052,0.03,0.005,0.642,13,0.003
AGOSTO,1,14,0.053,0.034,0.005,0.64,10,0.003
AGOSTO,1,15,0.054,0.04,0.005,0.625,8,0.003
AGOSTO,1,16,0.054,0.045,0.005,0.605,9,0.003
AGOSTO,1,17,0.056,0.049,0.005,0.593,9,0.003
AGOSTO,1,18,0.045,0.05,0.006,0.606,14,0.005
AGOSTO,1,19,0.034,0.049,0.005,0.625,20,0.008
AGOSTO,1,20,0.042,0.049,0.005,0.634,24,0.005
AGOSTO,1,21,0.037,0.047,0.005,0.638,22,0.005
AGOSTO,1,22,0.038,0.045,0.004,0.642,17,0.003
AGOSTO,1,23,0.037,0.043,0.004,0.646,12,0.003
AGOSTO,2,0,0.031,0.04,0.004,0.647,10,0.005
AGOSTO,2,1,0.029,0.037,0.004,0.648,15,0.005
AGOSTO,2,2,0.028,0.034,0.004,0.631,15,0.005
AGOSTO,2,3,0.027,0.034,0.004,0.609,12,0.005
AGOSTO,2,4,0.021,0.031,0.004,0.599,12,0.008
AGOSTO,2,5,0.014,0.028,0.004,0.599,11,0.011
AGOSTO,2,6,0.012,0.025,0.004,0.612,12,0.011
AGOSTO,2,7,0.013,0.022,0.004,0.632,13,0.01
AGOSTO,2,8,0.015,0.02,0.004,0.667,15,0.012
AGOSTO,2,9,0.013,0.018,0.004,0.712,17,0.012
AGOSTO,2,10,0.018,0.017,0.004,0.746,18,0.01
AGOSTO,2,11,0.025,0.016,0.005,0.764,21,0.008
AGOSTO,2,12,0.038,0.019,0.005,0.778,27,0.006
AGOSTO,2,13,0.049,0.023,0.005,0.785,28,0.005
AGOSTO,2,14,0.056,0.028,0.005,0.774,26,0.004
AGOSTO,2,15,0.053,0.033,0.005,0.755,19,0.003
AGOSTO,2,16,0.053,0.038,0.005,0.72,14,0.003
AGOSTO,2,17,0.053,0.043,0.005,0.676,12,0.003
AGOSTO,2,18,0.05,0.047,0.004,0.673,12,0.005
AGOSTO,2,19,0.04,0.049,0.004,0.692,24,0.01
AGOSTO,2,20,0.037,0.049,0.004,0.712,26,0.011
AGOSTO,2,21,0.03,0.046,0.004,0.726,32,0.01
AGOSTO,2,22,0.038,0.044,0.004,0.731,32,0.005
AGOSTO,2,23,0.027,0.041,0.004,0.736,29,0.008
AGOSTO,3,0,0.02,0.037,0.004,0.744,27,0.009
AGOSTO,3,1,0.02,0.033,0.004,0.75,25,0.008
AGOSTO,3,2,0.012,0.028,0.004,0.728,18,0.011
AGOSTO,3,3,0.007,0.024,0.004,0.7,19,0.013
AGOSTO,3,4,0.003,0.02,0.004,0.676,20,0.012
AGOSTO,3,5,0.001,0.016,0.004,0.664,22,0.012
AGOSTO,3,6,0.001,0.011,0.004,0.679,27,0.012
AGOSTO,3,7,0.001,0.008,0.004,0.699,31,0.011
AGOSTO,3,8,0.003,0.006,0.004,0.739,35,0.011
AGOSTO,3,9,0.012,0.005,0.004,0.754,32,0.008
AGOSTO,3,10,0.026,0.007,0.004,0.758,28,0.005
AGOSTO,3,11,0.036,0.01,0.004,0.76,27,0.005
AGOSTO,3,12,0.047,0.016,0.004,0.757,23,0.004
AGOSTO,3,13,0.055,0.023,0.004,0.753,22,0.004
AGOSTO,3,14,0.055,0.029,0.004,0.737,20,0.004
AGOSTO,3,15,0.056,0.036,0.004,0.718,16,0.003
AGOSTO,3,16,0.06,0.043,0.004,0.675,16,0.003
AGOSTO,3,17,0.062,0.05,0.004,0.657,15,0.003
AGOSTO,3,18,0.062,0.054,0.004,0.657,17,0.004
AGOSTO,3,19,0.046,0.055,0.004,0.679,28,0.009
AGOSTO,3,20,0.03,0.053,0.004,0.729,25,0.015
AGOSTO,3,21,0.028,0.05,0.004,0.766,29,0.014
AGOSTO,3,22,0.017,0.045,0.004,0.8,34,0.017
AGOSTO,3,23,0.021,0.041,0.004,0.805,34,0.014
AGOSTO,4,0,0.018,0.036,0.004,0.808,28,0.012
AGOSTO,4,1,0.015,0.03,0.004,0.809,25,0.013
AGOSTO,4,2,0.016,0.024,0.004,0.799,27,0.013
AGOSTO,4,3,0.023,0.021,0.004,0.767,24,0.008
AGOSTO,4,4,0.013,0.019,0.004,0.716,21,0.015
AGOSTO,4,5,0.006,0.016,0.004,0.678,27,0.019
AGOSTO,4,6,NA,NA,0.004,0.652,36,0.017
AGOSTO,4,7,0.004,NA,0.004,0.673,43,0.017
AGOSTO,4,8,0.004,NA,0.004,0.704,42,0.015
AGOSTO,4,9,0.006,NA,0.004,0.731,40,0.012
AGOSTO,4,10,0.012,NA,0.004,0.754,42,0.011
AGOSTO,4,11,0.027,NA,0.004,0.771,41,0.008
AGOSTO,4,12,0.044,NA,0.004,0.785,35,0.006
AGOSTO,4,13,0.062,NA,0.004,0.803,35,0.005
AGOSTO,4,14,0.073,0.029,0.004,0.805,24,0.005
AGOSTO,4,15,0.075,0.038,0.004,0.792,24,0.005
AGOSTO,4,16,0.076,0.047,0.004,0.767,15,0.004
AGOSTO,4,17,0.075,0.055,0.004,0.748,20,0.005
AGOSTO,4,18,0.074,0.063,0.004,0.738,29,0.005
AGOSTO,4,19,0.06,0.067,0.004,0.743,30,0.006
AGOSTO,4,20,0.035,0.066,0.004,0.775,27,0.01
AGOSTO,4,21,0.03,0.062,0.004,0.803,28,0.011
AGOSTO,4,22,0.033,0.057,0.004,0.801,31,0.008
AGOSTO,4,23,0.038,0.053,0.004,0.787,26,0.007
AGOSTO,5,0,0.03,0.047,0.004,0.775,24,0.01
AGOSTO,5,1,0.025,0.041,0.004,0.764,27,0.01
AGOSTO,5,2,0.012,0.033,0.004,0.751,29,0.016
AGOSTO,5,3,0.017,0.028,0.004,0.732,25,0.013
AGOSTO,5,4,0.007,0.024,0.004,0.685,23,0.016
AGOSTO,5,5,0.005,0.021,0.004,0.642,26,0.015
AGOSTO,5,6,0.002,0.017,0.004,0.639,27,0.014
AGOSTO,5,7,0.004,0.013,0.004,0.651,30,0.011
AGOSTO,5,8,0.008,0.01,0.004,0.674,37,0.009
AGOSTO,5,9,0.018,0.009,0.004,0.688,41,0.007
AGOSTO,5,10,0.033,0.012,0.004,0.694,41,0.005
AGOSTO,5,11,0.043,0.015,0.004,0.697,36,0.004
AGOSTO,5,12,0.05,0.021,0.004,0.693,32,0.003
AGOSTO,5,13,0.054,0.027,0.004,0.685,27,0.004
AGOSTO,5,14,0.057,0.033,0.004,0.671,23,0.004
AGOSTO,5,15,0.061,0.041,0.004,0.657,24,0.004
AGOSTO,5,16,0.064,0.048,0.004,0.627,16,0.003
AGOSTO,5,17,NA,NA,NA,0.614,NA,NA
AGOSTO,5,18,NA,NA,NA,0.605,NA,NA
AGOSTO,5,19,0.031,NA,NA,0.681,NA,0.008
AGOSTO,5,20,0.032,NA,NA,0.704,13,0.008
AGOSTO,5,21,0.023,NA,NA,0.726,21,0.011
AGOSTO,5,22,0.018,NA,NA,0.738,30,0.009
AGOSTO,5,23,0.015,NA,NA,0.742,35,0.01
AGOSTO,6,0,0.024,NA,NA,0.756,38,0.008
AGOSTO,6,1,0.02,NA,NA,0.727,29,0.007
AGOSTO,6,2,0.018,0.023,NA,0.706,26,0.007
AGOSTO,6,3,0.019,0.021,NA,0.637,26,0.006
AGOSTO,6,4,0.021,0.02,NA,0.614,26,0.007
AGOSTO,6,5,0.023,0.02,NA,0.592,29,0.008
AGOSTO,6,6,0.021,0.02,NA,0.583,33,0.01
AGOSTO,6,7,0.061,0.026,NA,0.596,40,0.011
AGOSTO,6,8,0.016,0.025,NA,0.618,49,0.01
AGOSTO,6,9,0.024,0.025,NA,0.636,49,0.006
AGOSTO,6,10,0.032,0.027,NA,0.649,46,0.005
AGOSTO,6,11,0.04,0.03,NA,0.661,42,0.005
AGOSTO,6,12,0.05,0.033,NA,0.659,38,0.003
AGOSTO,6,13,0.052,0.037,NA,0.657,25,0.003
AGOSTO,6,14,0.056,0.041,NA,0.656,24,0.004
AGOSTO,6,15,0.06,0.041,NA,0.644,26,0.004
AGOSTO,6,16,0.063,0.047,NA,0.624,29,0.004
AGOSTO,6,17,0.057,0.051,NA,0.625,32,0.004
AGOSTO,6,18,0.043,0.053,0.005,0.665,40,0.006
AGOSTO,6,19,0.046,0.053,0.005,0.675,39,0.008
AGOSTO,6,20,0.034,0.051,0.005,0.715,35,0.01
AGOSTO,6,21,0.032,0.049,0.005,0.745,30,0.01
AGOSTO,6,22,0.038,0.047,0.005,0.759,30,0.007
AGOSTO,6,23,0.035,0.043,0.005,0.759,28,0.006
AGOSTO,7,0,0.027,0.039,0.005,0.755,22,0.006
AGOSTO,7,1,0.019,0.034,0.005,0.747,17,0.01
AGOSTO,7,2,0.017,0.031,0.005,0.707,21,0.01
AGOSTO,7,3,0.005,0.026,0.005,0.691,20,0.012
AGOSTO,7,4,0.013,0.023,0.005,0.653,21,0.007
AGOSTO,7,5,0.013,0.021,0.005,0.627,23,0.006
AGOSTO,7,6,0.009,0.017,0.005,0.615,23,0.008
AGOSTO,7,7,0.01,0.014,0.005,0.611,28,0.006
AGOSTO,7,8,0.01,0.012,0.005,0.62,34,0.007
AGOSTO,7,9,0.023,0.012,0.005,0.623,34,0.005
AGOSTO,7,10,0.029,0.014,0.005,0.622,31,0.003
AGOSTO,7,11,0.034,0.018,0.005,0.631,27,0.003
AGOSTO,7,12,0.042,0.021,0.005,0.646,24,0.004
AGOSTO,7,13,0.047,0.025,0.005,0.655,22,0.003
AGOSTO,7,14,0.052,0.031,0.005,0.658,20,0.004
AGOSTO,7,15,0.052,0.036,0.005,0.659,18,0.003
AGOSTO,7,16,0.048,0.041,0.005,0.651,17,0.003
AGOSTO,7,17,0.046,0.044,0.005,0.638,16,0.003
AGOSTO,7,18,0.046,0.046,0.004,0.63,12,0.003
AGOSTO,7,19,0.034,0.046,0.004,0.64,16,0.01
AGOSTO,7,20,0.022,0.044,0.005,0.649,21,0.006
AGOSTO,7,21,0.022,0.04,0.005,0.645,26,0.003
AGOSTO,7,22,0.022,0.037,0.005,0.64,27,0.003
AGOSTO,7,23,0.021,0.033,0.005,0.635,25,0.004
AGOSTO,8,0,0.019,0.029,0.005,0.628,24,0.004
AGOSTO,8,1,0.02,0.026,0.005,0.624,24,0.005
AGOSTO,8,2,0.023,0.023,0.005,0.618,NA,0.004
AGOSTO,8,3,0.018,0.021,0.005,0.592,NA,0.005
AGOSTO,8,4,0.014,0.02,0.005,0.565,27,0.007
AGOSTO,8,5,0.015,0.019,0.005,0.558,33,0.006
AGOSTO,8,6,0.011,0.018,0.005,0.562,25,0.008
AGOSTO,8,7,0.01,0.016,0.005,0.576,23,0.009
AGOSTO,8,8,0.015,0.016,0.005,0.591,24,0.007
AGOSTO,8,9,0.021,0.016,0.005,0.603,22,0.005
AGOSTO,8,10,0.029,0.017,0.005,0.61,19,0.003
AGOSTO,8,11,0.034,0.019,0.005,0.619,17,0.003
AGOSTO,8,12,0.039,0.022,0.005,0.627,16,0.003
AGOSTO,8,13,0.042,0.025,0.005,0.631,16,0.003
AGOSTO,8,14,0.047,0.029,0.005,0.627,14,0.003
AGOSTO,8,15,0.054,0.035,0.005,0.612,13,0.003
AGOSTO,8,16,0.051,0.04,0.005,0.601,17,0.004
AGOSTO,8,17,0.037,0.042,0.008,0.665,25,0.007
AGOSTO,8,18,0.032,0.042,0.01,0.694,25,0.006
AGOSTO,8,19,0.027,0.041,0.011,0.705,20,0.008
AGOSTO,8,20,0.021,0.039,0.011,0.74,22,0.011
AGOSTO,8,21,0.024,0.037,0.01,0.754,22,0.009
AGOSTO,8,22,0.016,0.033,0.01,0.76,21,0.011
