DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2022,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
ENERO,1,0,0.0054,0.0188,0.0083,2.0393,147,0.0300
ENERO,1,1,0.0057,0.0136,0.0087,2.1743,203,0.0300
ENERO,1,2,NA,NA,0.0092,2.3340,257,0.0300
ENERO,1,3,NA,NA,0.0097,2.4298,303,0.0300
ENERO,1,4,0.0111,NA,0.0101,2.4223,359,0.0300
ENERO,1,5,0.0088,NA,0.0103,2.4240,332,0.0300
ENERO,1,6,0.0079,NA,0.0103,2.4519,245,0.0200
ENERO,1,7,0.0066,NA,0.0101,2.4658,173,0.0200
ENERO,1,8,0.0066,NA,0.0098,2.4193,151,0.0200
ENERO,1,9,0.0096,NA,0.0097,2.3659,141,0.0200
ENERO,1,10,0.0203,NA,0.0094,2.2265,115,0.0100
ENERO,1,11,0.0320,0.0129,0.0090,2.0201,86,0.0100
ENERO,1,12,0.0382,0.0163,0.0089,1.7651,58,0.0100
ENERO,1,13,0.0375,0.0198,0.0088,1.5793,41,0.0100
ENERO,1,14,0.0360,0.0233,0.0088,1.4470,25,0.0000
ENERO,1,15,0.0411,0.0277,0.0088,1.3400,20,0.0100
ENERO,1,16,0.0365,0.0314,0.0088,1.2354,16,0.0000
ENERO,1,17,0.0360,0.0347,0.0089,1.1445,16,0.0100
ENERO,1,18,0.0351,0.0365,0.0089,1.1091,18,0.0100
ENERO,1,19,0.0205,0.0351,0.0089,1.1803,29,0.0200
ENERO,1,20,0.0079,0.0313,0.0090,1.3077,70,0.0300
ENERO,1,21,0.0116,0.0281,0.0091,1.3776,93,0.0200
ENERO,1,22,0.0067,0.0244,0.0090,1.4895,95,0.0300
ENERO,1,23,0.0293,0.0230,0.0090,1.6584,104,0.0300
ENERO,2,0,0.0351,0.0228,0.0088,1.8725,130,0.0200
ENERO,2,1,0.0112,0.0197,0.0084,1.9882,141,0.0200
ENERO,2,2,0.0095,0.0165,0.0079,2.1059,121,0.0200
ENERO,2,3,0.0086,0.0150,0.0073,2.0917,97,0.0200
ENERO,2,4,0.0078,0.0150,0.0069,2.0350,84,0.0200
ENERO,2,5,NA,NA,0.0067,2.0191,78,0.0200
ENERO,2,6,0.0051,NA,0.0066,1.9598,74,0.0200
ENERO,2,7,0.0061,NA,0.0065,1.8532,90,0.0200
ENERO,2,8,0.0059,NA,0.0065,1.6997,86,0.0200
ENERO,2,9,0.0088,NA,0.0066,1.6247,75,0.0200
ENERO,2,10,0.0202,NA,0.0067,1.5331,64,0.0100
ENERO,2,11,0.0347,NA,0.0079,1.5331,53,0.0100
ENERO,2,12,0.0425,NA,0.0092,1.5237,46,0.0100
ENERO,2,13,0.0487,0.0215,0.0102,1.5043,43,0.0100
ENERO,2,14,0.0549,0.0277,0.0112,1.4833,41,0.0100
ENERO,2,15,0.0481,0.0330,0.0114,1.4225,30,0.0100
ENERO,2,16,0.0458,0.0380,0.0118,1.3841,22,0.0100
ENERO,2,17,0.0419,0.0421,0.0118,1.3499,17,0.0100
ENERO,2,18,0.0454,0.0453,0.0119,1.3280,27,0.0100
ENERO,2,19,0.0297,0.0446,0.0119,1.3243,47,0.0200
ENERO,2,20,0.0283,0.0429,0.0124,1.2863,60,0.0100
ENERO,2,21,0.0285,0.0403,0.0124,1.2702,61,0.0100
ENERO,2,22,0.0300,0.0372,0.0124,1.2543,86,0.0100
ENERO,2,23,0.0284,0.0347,0.0123,1.2571,90,0.0100
ENERO,3,0,0.0293,0.0327,0.0122,1.2374,69,0.0000
ENERO,3,1,0.0297,0.0311,0.0122,1.2230,61,0.0000
ENERO,3,2,0.0292,0.0291,0.0121,1.2077,48,0.0000
ENERO,3,3,0.0295,0.0291,0.0121,1.1357,43,0.0000
ENERO,3,4,0.0301,0.0293,0.0121,1.1041,37,0.0000
ENERO,3,5,0.0303,0.0296,0.0120,1.0811,33,0.0000
ENERO,3,6,0.0306,0.0296,0.0120,1.0654,27,0.0100
ENERO,3,7,0.0249,0.0292,0.0119,1.0650,24,0.0100
ENERO,3,8,0.0182,0.0278,0.0118,1.0814,33,0.0100
ENERO,3,9,0.0232,0.0270,0.0116,1.0966,35,0.0100
ENERO,3,10,0.0288,0.0270,0.0113,1.1090,35,0.0100
ENERO,3,11,0.0319,0.0273,0.0101,1.1196,39,0.0100
ENERO,3,12,0.0368,0.0281,0.0087,1.1334,40,0.0100
ENERO,3,13,0.0439,0.0298,0.0077,1.1471,38,0.0100
ENERO,3,14,0.0528,0.0326,0.0067,1.1615,45,0.0100
ENERO,3,15,0.0601,0.0370,0.0065,1.1658,47,0.0100
ENERO,3,16,0.0661,0.0429,0.0064,1.1741,46,0.0100
ENERO,3,17,0.0712,0.0490,0.0068,1.1941,48,0.0100
ENERO,3,18,0.0604,0.0529,0.0069,1.2211,47,0.0100
ENERO,3,19,0.0299,0.0527,0.0071,1.3791,58,0.0400
ENERO,3,20,0.0064,0.0489,0.0066,1.6374,91,0.0600
ENERO,3,21,0.0058,0.0441,0.0067,2.0964,165,0.0600
ENERO,3,22,0.0044,0.0380,0.0069,2.3655,218,0.0600
ENERO,3,23,0.0050,0.0312,0.0071,2.4426,206,0.0400
ENERO,4,0,0.0057,0.0236,0.0075,2.4635,159,0.0300
ENERO,4,1,0.0038,0.0152,0.0079,2.4635,125,0.0300
ENERO,4,2,0.0066,0.0084,0.0081,2.4532,99,0.0200
ENERO,4,3,0.0072,0.0056,0.0081,2.3077,74,0.0200
ENERO,4,4,0.0013,0.0050,0.0081,2.0652,66,0.0300
ENERO,4,5,0.0015,0.0044,0.0081,1.6148,55,0.0300
ENERO,4,6,0.0011,0.0040,0.0081,1.3555,53,0.0200
ENERO,4,7,0.0018,0.0036,0.0082,1.2969,46,0.0200
ENERO,4,8,0.0030,0.0033,0.0082,1.2905,59,0.0200
ENERO,4,9,0.0068,0.0036,0.0083,1.2931,60,0.0200
ENERO,4,10,0.0127,0.0044,0.0085,1.3021,58,0.0200
ENERO,4,11,0.0268,0.0069,0.0086,1.3115,60,0.0200
ENERO,4,12,0.0447,0.0123,0.0089,1.3165,67,0.0200
ENERO,4,13,0.0604,0.0197,0.0090,1.3250,69,0.0100
ENERO,4,14,0.0593,0.0269,0.0090,1.3188,54,0.0100
ENERO,4,15,0.0590,0.0341,0.0089,1.2981,39,0.0100
ENERO,4,16,0.0620,0.0415,0.0086,1.2699,27,0.0100
ENERO,4,17,0.0644,0.0487,0.0081,1.2434,26,0.0100
ENERO,4,18,0.0641,0.0551,0.0079,1.2274,30,0.0100
ENERO,4,19,0.0294,0.0554,0.0077,1.3815,48,0.0400
ENERO,4,20,0.0054,0.0505,0.0075,1.8664,101,0.0600
ENERO,4,21,0.0063,0.0437,0.0074,2.2079,167,0.0600
ENERO,4,22,0.0044,0.0369,0.0073,2.5232,217,0.0500
ENERO,4,23,0.0080,0.0305,0.0070,2.6952,187,0.0400
ENERO,5,0,0.0030,0.0231,0.0066,2.8014,145,0.0400
ENERO,5,1,0.0027,0.0154,0.0062,2.8931,123,0.0400
ENERO,5,2,0.0015,0.0076,0.0062,2.9546,119,0.0400
ENERO,5,3,0.0032,0.0043,0.0065,2.8387,106,0.0400
ENERO,5,4,0.0017,0.0039,0.0066,2.3893,98,0.0400
ENERO,5,5,0.0056,0.0038,0.0080,2.0734,87,0.0300
ENERO,5,6,0.0066,0.0040,0.0091,1.7838,81,0.0300
ENERO,5,7,0.0024,0.0033,0.0094,1.6567,75,0.0400
ENERO,5,8,0.0029,0.0033,0.0103,1.6036,91,0.0400
ENERO,5,9,0.0058,0.0037,0.0105,1.5658,118,0.0300
ENERO,5,10,0.0170,0.0056,0.0112,1.5313,102,0.0300
ENERO,5,11,0.0366,0.0098,0.0119,1.4916,82,0.0200
ENERO,5,12,0.0478,0.0156,0.0118,1.4452,68,0.0100
ENERO,5,13,0.0521,0.0214,0.0117,1.4077,48,0.0100
ENERO,5,14,0.0582,0.0278,0.0117,1.3807,38,0.0100
ENERO,5,15,0.0620,0.0353,0.0117,1.3419,32,0.0100
ENERO,5,16,0.0578,0.0422,0.0117,1.2882,36,0.0100
ENERO,5,17,0.0574,0.0486,0.0118,1.2431,34,0.0100
ENERO,5,18,0.0515,0.0529,0.0118,1.2288,38,0.0100
ENERO,5,19,0.0240,0.0514,0.0117,1.2708,44,0.0300
ENERO,5,20,0.0168,0.0475,0.0117,1.3305,60,0.0300
ENERO,5,21,0.0147,0.0428,0.0116,1.4085,65,0.0300
ENERO,5,22,0.0093,0.0367,0.0114,1.4902,76,0.0300
ENERO,5,23,0.0163,0.0310,0.0114,1.5486,81,0.0200
ENERO,6,0,0.0198,0.0262,0.0114,1.5912,71,0.0200
