DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2022,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
JUL,1,0,NA,NA,NA,NA,NA,NA
JUL,1,1,NA,NA,3.353,1.42,19,0.005
JUL,1,2,NA,NA,3.384,1.41,12,0.006
JUL,1,3,NA,NA,3.406,1.41,13,0.008
JUL,1,4,NA,NA,3.481,1.35,17,0.007
JUL,1,5,NA,NA,3.579,1.30,18,0.010
JUL,1,6,NA,NA,3.649,1.31,18,0.012
JUL,1,7,NA,NA,3.703,1.34,22,0.016
JUL,1,8,NA,NA,3.817,1.39,23,0.017
JUL,1,9,NA,NA,3.974,1.40,25,0.009
JUL,1,10,NA,NA,4.054,1.41,20,0.006
JUL,1,11,NA,NA,4.104,1.41,21,0.006
JUL,1,12,NA,NA,4.078,1.42,17,0.005
JUL,1,13,NA,NA,4.054,1.42,20,0.006
JUL,1,14,NA,NA,4.027,1.40,19,0.005
JUL,1,15,NA,NA,4.000,1.37,17,0.005
JUL,1,16,NA,NA,3.972,1.31,14,0.005
JUL,1,17,NA,NA,4.032,1.31,58,0.008
JUL,1,18,NA,NA,4.054,1.31,148,0.006
JUL,1,19,NA,NA,4.064,1.32,97,0.010
JUL,1,20,NA,NA,4.041,1.34,65,0.015
JUL,1,21,NA,NA,3.811,1.37,46,0.011
JUL,1,22,NA,NA,3.790,1.39,37,0.013
JUL,1,23,NA,NA,3.781,1.40,34,0.009
JUL,2,0,NA,NA,3.751,1.41,43,0.009
JUL,2,1,NA,NA,3.755,1.41,39,0.009
JUL,2,2,NA,NA,3.749,1.41,31,0.008
JUL,2,3,NA,NA,3.749,1.39,29,0.014
JUL,2,4,NA,NA,3.704,1.37,27,0.016
JUL,2,5,NA,NA,3.646,1.35,29,0.020
JUL,2,6,NA,NA,3.614,1.35,33,0.026
JUL,2,7,NA,NA,3.592,1.36,36,0.024
JUL,2,8,NA,NA,3.522,1.37,32,0.017
JUL,2,9,NA,NA,3.420,1.39,35,0.015
JUL,2,10,NA,NA,3.381,1.40,29,0.008
JUL,2,11,NA,NA,3.367,1.41,21,0.009
JUL,2,12,NA,NA,3.363,1.42,28,0.009
JUL,2,13,NA,NA,3.366,1.43,22,0.009
JUL,2,14,NA,NA,3.389,1.41,20,0.007
JUL,2,15,NA,NA,3.405,1.39,17,0.006
JUL,2,16,NA,NA,3.437,1.37,17,0.005
JUL,2,17,NA,NA,3.394,1.34,20,0.006
JUL,2,18,NA,NA,3.391,1.34,38,0.007
JUL,2,19,NA,NA,3.469,1.34,72,0.009
JUL,2,20,NA,NA,3.469,1.34,56,0.009
JUL,2,21,NA,NA,3.473,1.34,46,0.007
JUL,2,22,NA,NA,3.469,1.36,37,0.008
JUL,2,23,NA,NA,3.469,1.38,32,0.012
JUL,3,0,NA,NA,3.464,1.39,30,0.007
JUL,3,1,NA,NA,3.471,1.39,23,0.007
JUL,3,2,NA,NA,3.483,1.38,19,0.006
JUL,3,3,NA,NA,3.484,1.37,19,0.005
JUL,3,4,NA,NA,3.488,1.36,18,0.006
JUL,3,5,NA,NA,3.487,1.35,20,0.008
JUL,3,6,NA,NA,3.476,1.35,23,0.010
JUL,3,7,NA,NA,3.468,1.34,26,0.013
JUL,3,8,NA,NA,3.482,1.36,28,0.014
JUL,3,9,NA,NA,3.504,1.38,27,0.011
JUL,3,10,NA,NA,3.508,1.38,23,0.006
JUL,3,11,NA,NA,3.506,1.39,21,0.005
JUL,3,12,NA,NA,3.493,1.40,21,0.005
JUL,3,13,NA,NA,3.477,1.40,38,0.005
JUL,3,14,NA,NA,3.443,1.39,57,0.004
JUL,3,15,NA,NA,3.414,1.37,38,0.005
JUL,3,16,NA,NA,3.723,1.38,23,0.005
JUL,3,17,NA,NA,4.058,1.36,15,0.004
JUL,3,18,NA,NA,4.096,1.35,16,0.004
JUL,3,19,NA,NA,4.026,1.35,22,0.006
JUL,3,20,NA,NA,4.006,1.36,28,0.008
JUL,3,21,NA,NA,4.006,1.37,29,0.008
JUL,3,22,NA,NA,4.007,1.39,30,0.010
JUL,3,23,NA,NA,4.012,1.39,27,0.008
JUL,4,0,NA,NA,4.159,1.36,25,0.005
JUL,4,1,NA,NA,4.200,1.35,22,0.005
JUL,4,2,NA,NA,4.260,1.34,19,0.004
JUL,4,3,NA,NA,4.473,1.33,19,0.005
JUL,4,4,NA,NA,4.623,1.30,19,0.005
JUL,4,5,NA,NA,4.712,1.28,20,0.006
JUL,4,6,NA,NA,4.752,1.26,22,0.009
JUL,4,7,NA,NA,4.777,1.27,30,0.013
JUL,4,8,NA,NA,4.773,1.29,35,0.010
JUL,4,9,NA,NA,4.758,1.29,34,0.005
JUL,4,10,NA,NA,4.755,1.30,34,0.005
JUL,4,11,NA,NA,4.753,1.31,38,0.005
JUL,4,12,NA,NA,4.757,1.32,48,0.005
JUL,4,13,NA,NA,4.767,1.33,97,0.005
JUL,4,14,NA,NA,4.775,1.32,135,0.005
JUL,4,15,NA,NA,4.783,1.31,92,0.005
JUL,4,16,NA,NA,4.440,1.29,56,0.004
JUL,4,17,NA,NA,4.142,1.29,35,0.005
JUL,4,18,NA,NA,4.093,1.29,32,0.007
JUL,4,19,NA,NA,4.157,1.29,87,0.007
JUL,4,20,NA,NA,4.538,1.29,65,0.007
JUL,4,21,NA,NA,5.762,1.30,46,0.007
JUL,4,22,NA,NA,5.832,1.30,39,0.006
JUL,4,23,NA,NA,5.858,1.29,39,0.005
JUL,5,0,NA,NA,5.729,1.29,24,0.005
JUL,5,1,NA,NA,5.693,1.29,22,0.004
JUL,5,2,NA,NA,5.793,1.28,20,0.005
JUL,5,3,NA,NA,5.640,1.28,16,0.005
JUL,5,4,NA,NA,5.509,1.27,16,0.006
JUL,5,5,NA,NA,5.423,1.28,15,0.007
JUL,5,6,NA,NA,5.387,1.29,17,0.010
JUL,5,7,NA,NA,5.366,1.31,21,0.012
JUL,5,8,NA,NA,5.367,1.35,21,0.012
JUL,5,9,NA,NA,5.367,1.37,18,0.008
JUL,5,10,NA,NA,5.371,1.39,18,0.007
