DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2022,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
NOVIEMBRE,1,0,0.01,NA,NA,NA,63,0.017
NOVIEMBRE,1,1,0.008,NA,NA,NA,58,0.016
NOVIEMBRE,1,2,0.007,NA,NA,NA,60,0.015
NOVIEMBRE,1,3,0.01,NA,NA,NA,59,0.014
NOVIEMBRE,1,4,0.016,NA,NA,NA,58,0.013
NOVIEMBRE,1,5,0.019,NA,NA,NA,60,0.013
NOVIEMBRE,1,6,0.021,NA,NA,NA,57,0.013
NOVIEMBRE,1,7,NA,NA,NA,NA,61,0.013
NOVIEMBRE,1,8,NA,NA,0.022,NA,61,0.013
NOVIEMBRE,1,9,0.004,NA,0.022,NA,61,0.014
NOVIEMBRE,1,10,0.023,NA,0.022,NA,62,0.012
NOVIEMBRE,1,11,0.038,NA,0.021,NA,60,0.008
NOVIEMBRE,1,12,0.047,NA,0.02,NA,45,0.007
NOVIEMBRE,1,13,0.061,NA,0.018,NA,37,0.005
NOVIEMBRE,1,14,0.071,NA,0.017,NA,34,0.006
NOVIEMBRE,1,15,0.073,NA,0.016,NA,35,0.005
NOVIEMBRE,1,16,0.076,0.049,0.015,NA,38,0.005
NOVIEMBRE,1,17,0.078,0.058,0.015,NA,42,0.006
NOVIEMBRE,1,18,0.071,0.064,0.014,NA,46,0.007
NOVIEMBRE,1,19,0.032,0.064,0.013,NA,51,0.024
NOVIEMBRE,1,20,0.01,0.059,0.013,NA,69,0.034
NOVIEMBRE,1,21,0.032,0.055,0.014,NA,75,0.01
NOVIEMBRE,1,22,0.027,0.05,0.013,NA,62,0.011
NOVIEMBRE,1,23,0.037,0.045,0.013,NA,62,0.006
NOVIEMBRE,2,0,0.035,0.04,0.013,NA,61,0.005
NOVIEMBRE,2,1,0.036,0.035,0.013,NA,43,0.004
NOVIEMBRE,2,2,0.038,0.031,0.013,NA,30,0.003
NOVIEMBRE,2,3,0.033,0.031,0.013,NA,25,0.005
NOVIEMBRE,2,4,0.034,0.034,0.013,NA,21,0.005
NOVIEMBRE,2,5,0.033,0.034,0.013,NA,20,0.004
NOVIEMBRE,2,6,0.021,0.033,0.013,NA,23,0.006
NOVIEMBRE,2,7,0.01,0.03,0.013,NA,24,0.008
NOVIEMBRE,2,8,0.015,0.028,0.013,NA,29,0.009
NOVIEMBRE,2,9,0.025,0.026,0.013,NA,33,0.006
NOVIEMBRE,2,10,0.035,0.026,0.013,NA,38,0.005
NOVIEMBRE,2,11,0.04,0.027,0.012,NA,40,0.004
NOVIEMBRE,2,12,0.047,0.028,0.012,NA,36,0.005
NOVIEMBRE,2,13,0.052,0.031,0.012,NA,33,0.004
NOVIEMBRE,2,14,0.055,0.035,0.012,NA,31,0.003
NOVIEMBRE,2,15,0.055,0.04,0.011,NA,31,0.004
NOVIEMBRE,2,16,0.055,0.045,0.01,NA,28,0.005
NOVIEMBRE,2,17,0.05,0.049,0.01,NA,31,0.005
NOVIEMBRE,2,18,0.042,0.049,0.009,NA,36,0.008
NOVIEMBRE,2,19,0.03,0.048,0.009,NA,46,0.015
NOVIEMBRE,2,20,0.033,0.046,0.009,NA,51,0.007
NOVIEMBRE,2,21,0.026,0.043,0.008,NA,56,0.008
NOVIEMBRE,2,22,0.032,0.04,0.008,NA,54,0.005
NOVIEMBRE,2,23,0.028,0.037,0.008,NA,50,0.005
