DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA,LOS DATOS SON REVALIDADOS,,,,,,,,,,
,,,,,,,,,,,
MES,DÍA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m3],WS,WD,TEMP,HR
AGOSTO,12,13,0.06864,0.02292,0.00482,1.28,63.12,1.24,166.74,26.35,51.39
AGOSTO,12,14,0.06681,0.02415,0.00605,1.26,45.24,1.23,172.21,27.64,45.52
AGOSTO,12,15,0.07532,0.03664,0.00675,1.33,54.84,1.05,251.44,28.86,40.61
AGOSTO,12,16,0.07247,0.03133,0.00666,1.15,61.15,1.25,117.36,29.24,36.98
AGOSTO,12,17,0.06385,0.01974,0.00487,1.04,47.47,1.74,121.21,29.14,34.51
AGOSTO,12,18,0.06455,0.01193,0.00378,0.99,32.99,1.04,177.42,28.97,33.97
AGOSTO,12,19,0.07148,0.01656,0.00857,1.29,58.18,1.41,251.71,26.04,43.18
AGOSTO,12,20,0.06025,0.01555,0.01313,1.47,73.66,1.08,256.47,24.23,50.11
AGOSTO,12,21,0.03825,0.0143,0.0242,2.05,90.93,0.97,295.48,23.57,53.59
AGOSTO,12,22,0.0292,0.0113,0.01945,1.43,101.98,3.34,220.62,21.6,63.66
AGOSTO,12,23,0.03478,0.00885,0.00503,1.07,56.96,1.98,251.16,15.02,96.2
AGOSTO,13,0,0.03051,0.00822,0.00809,1.15,20.66,1.06,254.9,15.59,98.05
AGOSTO,13,1,0.02997,0.00781,0.00725,1.13,11.57,0.97,256.21,15.7,97.2
AGOSTO,13,2,0.02618,0.00761,0.00784,1.06,19.38,0.97,275.21,15.58,96.59
AGOSTO,13,3,0.0149,0.00746,0.01145,1.06,25.26,0.97,254.3,15.34,96.9
AGOSTO,13,4,0.02219,0.00748,0.00626,1.03,22.43,0.97,257.94,14.85,96.76
AGOSTO,13,5,0.02254,0.0071,0.00684,1.05,18.96,0.97,221.25,14.36,97.83
AGOSTO,13,6,0.01936,0.00707,0.00848,1.11,22.09,0.96,131.51,14.3,97.77
AGOSTO,13,7,0.01226,0.00714,0.01126,1.33,19.3,0.97,250.86,14.5,99.02
AGOSTO,13,8,0.01512,0.00751,0.01264,1.42,24.85,0.96,256,18.78,96.22
AGOSTO,13,9,0.02152,0.01108,0.00927,1.19,41.59,1.05,69.24,21.33,80.77
AGOSTO,13,10,0.02775,0.01253,0.0055,1.13,51.76,1.94,101.47,22.3,69.28
AGOSTO,13,11,0.03461,0.01175,0.00437,1.11,42.86,2.97,95.72,24.12,54.43
AGOSTO,13,12,0.04095,0.01013,0.00398,1.08,37.16,2.74,92.37,25.58,43.97
AGOSTO,13,13,0.04809,0.01622,0.00454,1.06,30.03,2.43,106.24,26.79,38.85
AGOSTO,13,14,0.0523,0.00977,0.00342,1.03,33.01,2.82,127.56,27.43,35.87
AGOSTO,13,15,0.05375,0.01007,0.00325,1,22.13,2.41,121.58,28.36,31.81
AGOSTO,13,16,0.05065,0.01456,0.00436,1.01,28.89,3.02,103.31,28.86,29.35
AGOSTO,13,17,0.05248,0.00786,0.00326,0.99,29.37,2.04,130.88,28.11,30.74
AGOSTO,13,18,0.05189,0.00728,0.00398,1,30.05,1.13,183.49,27.24,33.11
AGOSTO,13,19,0.04697,0.00763,0.00724,1.11,41.84,1.14,221.06,26.1,35.37
AGOSTO,13,20,0.0456,0.00788,0.00728,1.08,51.76,2.6,247.34,22.46,55.8
AGOSTO,13,21,0.04181,0.00895,0.0079,1.15,44.73,2.29,205.85,20.81,63.97
AGOSTO,13,22,0.03665,0.02065,0.00642,1.02,52.21,5.85,85.24,17.35,82.51
AGOSTO,13,23,0.03314,0.03114,0.01188,1.01,43.85,5,66.46,15.5,94.75
AGOSTO,14,0,0.04338,0.01644,0.00554,1.01,23.79,1.45,109.22,15.59,97.83
AGOSTO,14,1,0.04125,0.01059,0.00527,1.02,19.87,0.96,208.75,15.7,98.86
AGOSTO,14,2,0.02968,0.00954,0.00631,1.11,9.06,0.97,205.93,15.58,NA
AGOSTO,14,3,0.02544,0.00881,0.00608,1.03,12.85,0.97,126.55,15.34,99.68
AGOSTO,14,4,0.01409,0.00788,0.00935,1.03,11.91,0.96,138.83,14.85,NA
AGOSTO,14,5,0.0153,0.00771,0.00669,1.05,12.05,0.96,130.84,14.36,NA
AGOSTO,14,6,0.01268,0.0073,0.0078,1.07,18.93,0.97,88.24,14.3,NA
AGOSTO,14,7,0.0079,0.00795,0.01043,1.24,30.59,0.96,92.09,14.5,NA
AGOSTO,14,8,0.00968,0.00845,0.00877,1.34,36.3,1.51,89.15,18.78,95.73
AGOSTO,14,9,0.01725,0.01081,0.00568,1.13,36.31,2.71,70.35,21.33,87.27
AGOSTO,14,10,0.02546,0.01099,0.00504,1.12,38.17,3.39,88.15,22.3,70.29
AGOSTO,14,11,0.03369,0.01247,0.00507,1.1,29.75,3.64,80.74,24.12,57.64
AGOSTO,14,12,0.04106,0.01655,0.00609,1.11,30.63,3.83,88.07,25.58,49.2
AGOSTO,14,13,0.04579,0.01352,0.00472,1.07,27.9,3.12,93.14,26.79,42.97
AGOSTO,14,14,0.04852,0.00879,0.00537,1.07,30.31,3.37,94.3,27.43,39.18
AGOSTO,14,15,0.05114,0.00795,0.00452,1.03,27.18,2.44,114.36,28.36,35.49
AGOSTO,14,16,0.05145,0.00892,0.00552,1,53.57,3.46,86.25,28.86,33.94
AGOSTO,14,17,0.0349,0.01246,0.00693,1.04,57.5,4.03,86.31,28.11,36.69
AGOSTO,14,18,0.02855,0.01731,0.00725,1.05,31.07,3.85,87.51,27.24,37.59
AGOSTO,14,19,0.02423,0.01361,0.00689,1.03,44.84,4.49,63.39,26.1,42.42
AGOSTO,14,20,0.0205,0.00901,0.00638,1.07,45.26,3.54,67.81,22.46,50.26
AGOSTO,14,21,0.02046,0.0124,0.00571,1.03,45.99,4.16,65.76,20.81,56.75
AGOSTO,14,22,0.01762,0.00875,0.00645,0.99,28.72,3.34,65.43,17.35,64.81
AGOSTO,14,23,0.01736,0.01817,0.00611,0.97,26.71,2.12,69.4,15.5,68.91
AGOSTO,15,0,0.0195,0.01626,0.00526,0.96,21.93,3.82,80.61,19.13,66.56
AGOSTO,15,1,0.02028,0.0121,0.00449,0.91,26.17,2.49,94.7,18.55,62.49
AGOSTO,15,2,0.02112,0.01513,0.00405,0.9,22.55,2.31,86.02,18.27,63.67
AGOSTO,15,3,0.01759,0.02591,0.00621,0.9,25.69,3.29,66.76,17.58,66.65
AGOSTO,15,4,0.01823,0.00899,0.00361,0.91,18.6,3.31,62.15,16.79,69.93
AGOSTO,15,5,0.01577,0.02027,0.00536,0.93,21.08,2.11,70.56,16.31,71.15
AGOSTO,15,6,0.01181,0.02119,0.00662,0.96,40.08,1.14,95.83,15.54,74.83
AGOSTO,15,7,0.01008,0.0244,0.00828,1.09,32.01,1.7,70.36,15.54,74.5
AGOSTO,15,8,0.01191,0.01038,0.00617,1.14,39.75,2,56.59,17.18,70.52
AGOSTO,15,9,0.01643,0.02923,0.00569,1.05,50.31,3.51,72.64,19.52,59.29
AGOSTO,15,10,0.02082,0.02257,0.00474,1.03,72.05,5.37,91.25,20.65,53.53
AGOSTO,15,11,0.02549,0.01331,0.00459,1.03,68.54,5.77,90.09,21.96,48.93
AGOSTO,15,12,0.0322,0.01725,0.00482,1.03,63.75,5.89,88.63,23.36,45.78
AGOSTO,15,13,0.03447,0.04375,0.00808,1.04,76.34,5.88,77.54,24.85,41.38
AGOSTO,15,14,0.03665,0.01983,0.00573,1.01,64,5.39,88.75,26.08,38.09
AGOSTO,15,15,0.0364,0.02163,0.00578,1.01,81.82,5.54,87.64,26.85,35.44
AGOSTO,15,16,0.03265,0.01814,0.00552,1,52.99,5.52,81.06,27.47,32.76
AGOSTO,15,17,0.03069,0.03106,0.00677,1.01,52.76,5.65,77.92,27.19,32.57
AGOSTO,15,18,0.02787,0.01389,0.00576,1.01,107.98,6.49,88.85,25.47,38.24
AGOSTO,15,19,0.02583,0.02446,0.00718,1,104.59,6.47,90.7,22.82,47.32
AGOSTO,15,20,0.01966,0.02652,0.00671,1.03,57.18,4.56,75.29,20.67,56.35
AGOSTO,15,21,0.01876,0.02482,0.00683,1.02,31.95,3.84,77.98,19.25,61.59
AGOSTO,15,22,0.01841,0.01929,0.00763,1.06,30.85,1.57,93.09,18.26,63.67
AGOSTO,15,23,0.01881,0.01277,0.00681,1,24.13,1.83,70.83,17.45,67.48
AGOSTO,16,0,0.01735,0.00874,0.00652,0.97,13.41,2.85,103.93,16.79,70.89
AGOSTO,16,1,0.01852,0.02774,0.00772,0.92,22.21,2.99,74.56,16.37,70.5
AGOSTO,16,2,0.01659,0.03695,0.00843,0.91,29.37,2.85,74.76,15.89,71.44
AGOSTO,16,3,0.01773,0.01648,0.00478,0.92,25.07,1.19,131.97,15.06,73.47
AGOSTO,16,4,0.01581,0.0126,0.00488,0.93,16.52,0.99,96.91,14.21,78.39
AGOSTO,16,5,0.01453,0.01959,0.00538,0.94,24.14,1.91,76.42,13.94,82.2
AGOSTO,16,6,0.01166,0.01872,0.00609,0.96,20.5,2.5,75.31,13.69,82.57
AGOSTO,16,7,0.00764,0.00947,0.00721,1.08,32.17,1.58,98.2,13.51,82.79
AGOSTO,16,8,0.00967,0.02288,0.00799,1.15,60.6,2.43,89.83,16.54,72.19
AGOSTO,16,9,0.0146,0.02898,0.0055,1.04,72.97,3.58,75.67,18.99,59.22
AGOSTO,16,10,0.01949,0.03522,0.00516,1.04,66.35,4.98,75.42,20.85,48.82
AGOSTO,16,11,0.02603,0.01694,0.0041,1.03,54.71,5.71,76.45,22.72,44.29
AGOSTO,16,12,0.0318,0.01323,0.00415,1.03,50.48,6,91.03,24.21,41.26
AGOSTO,16,13,0.03544,0.01087,0.00385,1.03,47.08,6.02,91.18,25.47,37.13
AGOSTO,16,14,0.03706,0.01814,0.00541,1.04,57.35,5.18,87.27,26.6,35.01
AGOSTO,16,15,0.03643,0.03064,0.00652,1.06,63.71,5.61,82.5,27.13,34.24
AGOSTO,16,16,0.0363,0.0304,0.00621,1.03,67.07,6.11,77.27,27.36,33.36
AGOSTO,16,17,0.02911,0.03303,0.00658,1.02,64.71,5.22,77.68,25.83,37.48
AGOSTO,16,18,0.02404,0.03679,0.00757,1.05,56.75,5.14,61.13,25.58,38.06
AGOSTO,16,19,0.02371,0.01463,0.00599,1.07,55.62,4.75,53.96,24.32,43.43
AGOSTO,16,20,0.0211,0.0103,0.00587,1.07,55.02,3.45,56.81,21.71,52.21
AGOSTO,16,21,0.02089,0.01045,0.00576,1.06,41.51,3.14,52.51,20.18,57.94
AGOSTO,16,22,0.02138,0.0085,0.00561,1.01,23.98,3.67,64.04,18.99,62.29
AGOSTO,16,23,0.02226,0.00851,0.00537,0.97,20.18,3.5,55.88,18.38,64.45
AGOSTO,17,0,0.02274,0.01187,0.00552,0.96,14.73,3.97,50.25,18.19,64.99
AGOSTO,17,1,0.0222,0.00942,0.00438,0.96,17.26,2.13,51.76,17.78,66.6
AGOSTO,17,2,0.01815,0.0084,0.00682,0.97,13.14,1.15,63.59,17.41,68.53
AGOSTO,17,3,0.01913,0.01382,0.00605,0.95,11.74,1.27,86.99,17.23,70.66
AGOSTO,17,4,0.01567,0.01175,0.00553,0.98,15.39,1.12,109.91,16.85,72.46
AGOSTO,17,5,0.01364,0.0113,0.00613,0.96,18.64,1.11,105.8,17.03,69.99
AGOSTO,17,6,0.01021,0.00836,0.00729,1,20.57,1.16,143.88,16.86,70.21
AGOSTO,17,7,0.00897,0.00788,0.00804,1.03,29.88,1.55,133.38,16.65,72.18
AGOSTO,17,8,0.01024,0.00765,0.00759,1.05,34.2,1.56,130.48,16.78,73.84
AGOSTO,17,9,0.01076,0.00787,0.00765,1.16,30.17,1.32,107.49,16.19,82.44
AGOSTO,17,10,0.01378,0.00779,0.00634,1.11,35.03,2.38,108.29,18.65,74.21
AGOSTO,17,11,0.02242,0.00835,0.00598,1.13,37.69,2.8,96.63,20.42,63.45
AGOSTO,17,12,0.03252,0.00843,0.00428,1.07,39.76,2.25,99.48,23.44,53.42
AGOSTO,17,13,0.036,0.00767,0.0046,1.11,25.64,1.32,134.1,22.99,54.35
AGOSTO,17,14,0.03149,0.00806,0.00611,1.15,35.14,2,126.08,19.58,70.84
AGOSTO,17,15,0.03324,0.0074,0.00501,1.17,17.1,0.98,149.33,20.42,76.4
AGOSTO,17,16,0.03766,0.00872,0.00483,1.12,18.56,0.94,143.27,24.13,56.82
AGOSTO,17,17,0.03667,0.00876,0.00505,1.11,33.04,1.43,153.71,24.09,53.78
AGOSTO,17,18,0.03517,0.0076,0.00538,1.12,30.34,3.32,109.13,21.93,61.26
AGOSTO,17,19,0.02642,0.00809,0.00971,1.31,40,1.94,63.53,17.18,80.45
AGOSTO,17,20,0.02124,0.00773,0.01217,1.41,22.36,0.96,74.96,16.79,88.9
AGOSTO,17,21,0.01994,0.00824,0.01108,1.29,22,1.09,74.67,16.88,90.42
AGOSTO,17,22,0.0196,0.00838,0.00825,1.21,32.85,1.77,104.1,16.62,89.34
AGOSTO,17,23,0.01667,0.00777,0.00961,1.17,28.56,2.66,96.99,16.68,89.52
AGOSTO,18,0,0.02181,0.00782,0.00695,1.1,20.72,3.25,92.89,16.78,86.12
AGOSTO,18,1,0.01993,0.00748,0.00693,1.08,25.11,1.84,93.06,16.27,86.48
AGOSTO,18,2,0.02184,0.00763,0.00541,1.02,20.46,2.21,90.36,16.1,86.8
AGOSTO,18,3,0.01789,0.00856,0.00643,1.01,16.65,0.97,107.34,15.99,87.82
AGOSTO,18,4,0.01417,0.00772,0.00793,1.02,16.82,1.08,108.62,15.85,89.19
AGOSTO,18,5,0.01169,0.00822,0.00806,1.02,19.54,0.97,125.98,15.87,89.44
AGOSTO,18,6,0.00607,0.00746,0.01155,1.09,28.14,0.96,132.25,15.55,92.48
AGOSTO,18,7,0.00407,0.00741,0.01312,1.15,49.03,0.96,125.09,15.6,93.71
AGOSTO,18,8,0.00849,0.0075,0.01076,1.32,48.02,1,79.32,16.4,92.45
AGOSTO,18,9,0.01465,0.00779,0.00755,1.21,39.92,2.13,89.43,20.46,77.12
AGOSTO,18,10,0.02645,0.00744,0.00445,1.12,23.9,3.14,99.32,22.34,62.46
AGOSTO,18,11,0.03012,0.00725,0.00465,1.14,25.49,2.32,88.45,23.36,57.59
AGOSTO,18,12,0.03596,0.00726,0.00314,1.07,22.74,2.27,119.53,25.44,49.75
AGOSTO,18,13,0.03963,0.00815,0.00391,1.1,21.26,1.74,105.27,26.53,46.12
AGOSTO,18,14,0.04258,0.01234,0.0045,1.09,16.43,1.74,114.41,27.45,43.32
AGOSTO,18,15,0.04351,0.01813,0.00449,1.06,25.13,2,107.22,28.26,37.36
AGOSTO,18,16,0.05094,0.01034,0.00395,1.07,31.33,2.35,115.29,28.64,37.74
AGOSTO,18,17,0.05359,0.00844,0.00363,1.05,34.04,2.03,149.82,26.48,43.44
AGOSTO,18,18,0.03694,0.00769,0.00504,1.11,52.35,3.79,212.81,22.22,58.91
AGOSTO,18,19,0.02854,0.00779,0.00695,1.32,48.16,1.79,215.06,16.64,89.71
AGOSTO,18,20,0.01912,0.00747,0.01162,1.42,16.54,0.98,240.89,16.42,97.95
AGOSTO,18,21,0.0233,0.00779,0.01051,1.27,24.78,1.1,75.49,16.01,99.19
AGOSTO,18,22,0.02627,0.00758,0.00941,1.21,13.76,0.96,135.71,16.08,NA
AGOSTO,18,23,0.02712,0.00749,0.00729,1.12,16.65,0.96,83.15,15.87,NA
AGOSTO,19,0,0.02999,0.00714,0.00583,1.09,11.55,0.96,141.94,15.76,NA
AGOSTO,19,1,0.02602,0.00709,0.00557,1.07,11.93,0.96,121.81,15.75,NA
AGOSTO,19,2,0.02508,0.00716,0.00537,1.08,19.31,0.96,90.4,15.99,NA
AGOSTO,19,3,0.02493,0.00724,0.0059,1.08,15.63,0.96,124.77,16.11,NA
AGOSTO,19,4,0.02618,0.00745,0.00423,1.06,15.78,0.96,115.3,16.15,NA
AGOSTO,19,5,0.02733,0.00757,0.00421,1.05,12.92,0.96,91.15,16.19,NA
AGOSTO,19,6,0.01666,0.00744,0.00916,1.12,17.58,0.97,291.11,16.17,NA
AGOSTO,19,7,0.00974,0.00746,0.01381,1.31,20.74,0.96,162.37,16,NA
AGOSTO,19,8,0.01626,0.00759,0.0109,1.3,34.09,1,93.83,16.74,NA
AGOSTO,19,9,0.01712,0.00743,0.00777,1.23,22.46,1.01,115.56,17.62,99.26
AGOSTO,19,10,0.02503,0.00777,0.00612,1.22,24.33,1.76,84.17,20.01,89.43
AGOSTO,19,11,0.03013,0.00967,0.00547,1.18,28.16,2,87.68,21.62,81.51
AGOSTO,19,12,0.03751,0.00965,0.00467,1.16,30.15,2.56,97.66,23.55,67.11
AGOSTO,19,13,0.04468,0.0087,0.00439,1.16,24.53,1.79,101.74,25.54,54.28
AGOSTO,19,14,0.04779,0.00845,0.00369,1.13,22.94,1.73,132.11,26.64,46.89
AGOSTO,19,15,0.04662,0.01079,0.00399,1.09,19.63,1.95,129.3,27.38,43.2
AGOSTO,19,16,0.04725,0.01219,0.00434,1.11,27.96,1.72,111.84,27.55,42.36
AGOSTO,19,17,0.0346,0.01824,0.00728,1.22,53.57,4.55,76.98,24.11,52.03
AGOSTO,19,18,0.03695,0.01104,0.00405,1.12,64.37,3.62,125.3,19.51,65.66
AGOSTO,19,19,0.035,0.00851,0.00431,1.08,33.26,1.34,186.29,17.62,76.41
AGOSTO,19,20,0.02715,0.00787,0.00788,1.27,32.53,1.85,278.98,17.29,78.35
AGOSTO,19,21,0.02685,0.00758,0.00554,1.15,24.39,1.62,154.95,15.98,87.96
AGOSTO,19,22,0.02861,0.00735,0.00573,1.15,18.7,1.25,105.82,14.96,98.98
AGOSTO,19,23,0.03018,0.00721,0.00494,1.11,12.23,0.99,64.08,14.57,NA
AGOSTO,20,0,0.02776,0.00733,0.00605,1.14,11.59,1.04,130.5,14.83,NA
AGOSTO,20,1,0.02744,0.00746,0.00512,1.13,2.77,0.96,98.4,15.03,NA
AGOSTO,20,2,0.02833,0.00749,0.00401,1.08,11.5,0.97,171.57,14.93,NA
AGOSTO,20,3,0.01924,0.00721,0.00747,1.11,16.49,0.97,212.49,14.98,NA
AGOSTO,20,4,0.0206,0.00713,0.00553,1.08,14.99,0.97,233.48,14.75,NA
AGOSTO,20,5,0.01922,0.00726,0.00597,1.08,18.25,0.97,114.92,14.9,NA
AGOSTO,20,6,0.01313,0.00714,0.00773,1.13,22.81,0.97,133.45,14.97,NA
AGOSTO,20,7,0.01535,0.00715,0.00718,1.19,19.38,0.97,96.59,14.98,NA
AGOSTO,20,8,0.01432,0.00731,0.00686,1.16,35.39,1.3,131.45,15.22,NA
AGOSTO,20,9,0.01695,0.00754,0.00605,1.18,23.27,2.95,98.78,15.51,NA
AGOSTO,20,10,0.02556,0.00802,0.00424,1.13,29.1,3.79,92.71,16.4,91.21
AGOSTO,20,11,0.02621,0.00775,0.00446,1.16,36.85,2.83,94.25,18.39,79.55
AGOSTO,20,12,0.02601,0.01093,0.00476,1.16,54.18,2.11,74.61,20.15,66.13
AGOSTO,20,13,0.02917,0.0087,0.0033,1.08,53.31,1.99,126.85,21.86,57.49
AGOSTO,20,14,0.03263,0.00748,0.00421,1.17,56.88,2.77,108.03,22.37,54.79
AGOSTO,20,15,0.0306,0.00957,0.00496,1.18,53.46,3.26,79.63,21.54,56.08
AGOSTO,20,16,0.02842,0.00901,0.00537,1.22,43.31,3.07,66.61,20.43,56.91
AGOSTO,20,17,0.0247,0.00821,0.00684,1.23,56.45,2.49,64.39,20.2,56.3
AGOSTO,20,18,0.02433,0.00844,0.00635,1.2,66.42,1.88,90.54,20.31,55.96
AGOSTO,20,19,0.02012,0.00991,0.00725,1.26,66.28,1.95,81.73,19.47,62.2
AGOSTO,20,20,0.01883,0.01595,0.00761,1.19,74.22,3,72.86,18.81,63.07
AGOSTO,20,21,0.01888,0.01023,0.0048,1.11,73.99,3.99,61.13,17.96,62.78
AGOSTO,20,22,0.01765,0.00775,0.00531,1.06,65.45,3.34,55.5,17.71,60.11
AGOSTO,20,23,0.01817,0.00789,0.00556,1.06,62.61,2.14,57.7,17.39,65.24
AGOSTO,21,0,0.02003,0.00834,0.00469,1.04,39.42,1.6,85.86,17.11,67.62
AGOSTO,21,1,0.02057,0.00816,0.00367,1.01,33.38,1.11,98.52,16.25,72.53
AGOSTO,21,2,0.02176,0.00937,0.00412,0.99,31.27,1.22,96.87,15.86,73.2
AGOSTO,21,3,0.02219,0.00956,0.00352,0.99,25.33,1.08,104.8,15.66,73.03
AGOSTO,21,4,0.02126,0.00781,0.00264,0.98,28.64,1.3,95.93,15.35,75.69
AGOSTO,21,5,0.01568,0.00742,0.00483,0.99,33.45,0.96,99.49,14.93,78.24
AGOSTO,21,6,0.01433,0.00902,0.00556,1.02,39.66,1,85.22,14.91,80.87
AGOSTO,21,7,0.00968,0.00826,0.00778,1.15,48.15,1.15,81.79,14.71,83.35
AGOSTO,21,8,0.01068,0.0112,0.00844,1.26,68.35,1.79,83.56,15.63,79.51
AGOSTO,21,9,0.01526,0.01188,0.00706,1.16,75.35,1.75,69.02,17.85,68.11
AGOSTO,21,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,21,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,21,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,21,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,21,16,0.05236,0.00772,0.00384,1,86.54,1.31,138.9,26.03,43.21
AGOSTO,21,17,0.05312,0.01009,0.00472,1.03,66.79,2.06,106.3,26.61,40.52
AGOSTO,21,18,0.03226,0.01349,0.00773,1.12,40.61,3.45,59.34,23.44,46.37
AGOSTO,21,19,0.02859,0.00821,0.00898,1.29,36.3,2.75,263.88,20.07,57.89
AGOSTO,21,20,0.02552,0.00785,0.00926,1.24,42.38,0.98,193.05,18.95,61.99
AGOSTO,21,21,0.02266,0.00937,0.00807,1.17,29.33,1.06,103.35,19.05,64.34
AGOSTO,21,22,0.02374,0.00753,0.00604,1.05,36.27,1.04,136.68,16.55,78.79
AGOSTO,21,23,0.01824,0.00768,0.00722,1.11,23.81,0.97,84.09,15.67,91.24
AGOSTO,22,0,0.01925,0.00797,0.00553,1.05,26.56,1.22,51.02,15.88,92.55
AGOSTO,22,1,0.01386,0.00748,0.0064,1.06,13.72,0.96,100.7,16.07,93.72
AGOSTO,22,2,0.01508,0.00745,0.00499,1.03,19.34,1.03,99.27,15.91,93.5
AGOSTO,22,3,0.01643,0.00849,0.00406,1.02,18.67,0.99,105.15,15.85,91.26
AGOSTO,22,4,0.01689,0.01063,0.00458,1.02,21.34,0.97,86.72,15.83,90.46
AGOSTO,22,5,0.01659,0.00883,0.00423,1.03,30.1,0.96,87.79,15.41,90.16
AGOSTO,22,6,0.01481,0.00829,0.00548,1.05,22.49,1.05,77.11,14.72,91
AGOSTO,22,7,0.01238,0.00764,0.00862,1.25,31.55,0.98,55.1,14.81,90.67
AGOSTO,22,8,0.01164,0.00807,0.00964,1.33,31.84,0.96,84.3,17.97,81.99
AGOSTO,22,9,0.01669,0.01025,0.00688,1.19,34.29,1.26,96.27,20.37,70.18
AGOSTO,22,10,0.02784,0.0144,0.00517,1.15,31.71,2.37,66.77,21.82,57.76
AGOSTO,22,11,0.03354,0.01612,0.00454,1.12,34.94,2.3,80.18,23.35,50.81
AGOSTO,22,12,0.03581,0.01324,0.00363,1.12,24.9,2.02,93.17,24.75,45.88
AGOSTO,22,13,0.03768,0.02141,0.00424,1.08,24.3,1.74,102.62,25.9,41.22
AGOSTO,22,14,0.03853,0.01349,0.00376,1.1,24.16,1.6,111.74,26.68,38.69
AGOSTO,22,15,0.04195,0.01311,0.00354,1.06,28.2,1.59,114.14,27.47,37.73
AGOSTO,22,16,0.04132,0.01232,0.0043,1.09,31.57,1.12,103.99,26.92,38.86
AGOSTO,22,17,0.04061,0.00996,0.00381,1.07,29.44,0.94,156.3,25.82,42.71
AGOSTO,22,18,0.04058,0.00834,0.00446,1.1,32.88,0.93,224.79,26.37,42.23
AGOSTO,22,19,0.03163,0.00823,0.01023,1.34,51.87,1.09,285.7,23.94,50.49
AGOSTO,22,20,0.01303,0.00767,0.02023,1.76,64.23,0.95,245.68,22.14,58.06
AGOSTO,22,21,0.01984,0.00868,0.01296,1.47,64.6,1.58,119.59,22.01,57.29
AGOSTO,22,22,0.01913,0.00926,0.01081,1.17,39.06,1.05,93.69,21.89,54.39
AGOSTO,22,23,0.01961,0.0094,0.00904,1.15,48.93,1.36,86.22,20.33,62.79
AGOSTO,23,0,0.01792,0.01738,0.00949,1.05,40.99,1.16,72.48,19.04,66.66
AGOSTO,23,1,0.02068,0.01155,0.00622,1.04,30.05,1.27,66.45,17.88,71.76
AGOSTO,23,2,0.01969,0.00972,0.0064,1.03,23.87,1.1,77.11,17.23,75.41
AGOSTO,23,3,0.02191,0.01776,0.00687,1.02,29.38,1.74,79.15,16.76,79.35
AGOSTO,23,4,0.02373,0.01496,0.00515,1.02,31.53,1.94,62.43,16.47,80.55
AGOSTO,23,5,0.02114,0.01105,0.00544,1.04,26.91,1.78,65.18,15.79,84.79
AGOSTO,23,6,0.01776,0.01059,0.00766,1.06,24.12,2.63,61.82,15.43,86.51
AGOSTO,23,7,0.01734,0.01253,0.00985,1.21,33.69,1.4,79.95,15.94,84.32
AGOSTO,23,8,0.01559,0.01496,0.0119,1.34,51.88,1.41,80.23,18.54,77.45
AGOSTO,23,9,0.02316,0.02034,0.00837,1.2,57.11,2.28,85.29,21.01,66.31
AGOSTO,23,10,0.03265,0.01607,0.00523,1.14,36.62,4.13,72.98,22.43,56.53
AGOSTO,23,11,0.03549,0.01841,0.00511,1.14,36.31,3.74,81.93,23.46,51.95
AGOSTO,23,12,0.03831,0.01278,0.00445,1.13,26.7,3.83,80.49,24.64,47.09
AGOSTO,23,13,0.04012,0.01284,0.00497,1.13,24.4,3.73,72.84,25.6,45.3
AGOSTO,23,14,0.03887,0.02013,0.00585,1.13,44.23,3.98,84.75,26.88,40.98
AGOSTO,23,15,0.03918,0.02387,0.00532,1.1,46.44,4.05,72.88,27.25,38.98
AGOSTO,23,16,0.03926,0.01268,0.00443,1.08,32.69,3.68,86.17,27.82,36.54
AGOSTO,23,17,0.03858,0.01187,0.00449,1.07,26.27,3.4,81.14,27.78,36.46
AGOSTO,23,18,0.03666,0.01549,0.00571,1.12,28.58,3.79,61.04,27.36,38.07
AGOSTO,23,19,0.02916,0.01293,0.00773,1.14,46.94,4.06,64.27,24.15,47.24
AGOSTO,23,20,0.0234,0.03205,0.00997,1.16,63.49,4.14,72.16,21.52,62.06
AGOSTO,23,21,0.02266,0.01649,0.00733,1.12,46.52,3.07,74.25,18.2,82.42
AGOSTO,23,22,0.02371,0.01205,0.00537,1.05,20.31,3.04,77.55,19.28,77.29
AGOSTO,23,23,0.01933,0.01311,0.00716,1.06,24.71,2.5,55.42,18.63,76.72
AGOSTO,24,0,0.01883,0.00945,0.00666,1.01,18.99,1.48,116.18,17.72,79.07
AGOSTO,24,1,0.01615,0.00892,0.00713,1.01,17.63,1.19,100.1,17.18,82.13
AGOSTO,24,2,0.01758,0.00759,0.0051,0.99,10.22,2.52,114.95,16.86,84.2
AGOSTO,24,3,0.01531,0.0075,0.00584,1,4.05,1.32,99.99,16.61,86.13
AGOSTO,24,4,0.0164,0.00773,0.00585,1.01,12.62,2.14,75.25,16.86,85.41
