DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA,LOS DATOS SON REVALIDADOS,,,,,,,,,,
,,,,,,,,,,,
MES,DÍA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m3],WS,WD,TEMP,HR
AGOSTO,2,7,0.00791,0.01532,0.00971,1.04,32.81,1.2,91.91,16.69,77.6
AGOSTO,2,8,0.01354,0.01778,0.00757,1.06,50.67,2.59,66.68,19.2,69.8
AGOSTO,2,9,0.02202,0.02173,0.00603,0.98,36.99,3.6,75.06,21.38,59.99
AGOSTO,2,10,0.02819,0.02093,0.00513,0.93,68.26,3.91,73.92,23.14,52.44
AGOSTO,2,11,0.02832,0.02619,0.00614,0.97,40.55,4.14,71.74,24.79,45.55
AGOSTO,2,12,0.03307,0.01101,0.00399,0.96,22.26,3.79,82.63,26.13,39.7
AGOSTO,2,13,0.03707,0.01186,0.00413,0.94,88.94,3.75,90.88,27.56,33.82
AGOSTO,2,14,0.04282,0.00893,0.00363,0.91,56.04,3.72,102.6,28.52,30.69
AGOSTO,2,15,0.0461,0.01133,0.00359,0.89,34.63,2.78,110.05,29.42,28.27
AGOSTO,2,16,0.04532,0.00878,0.00314,0.88,33.66,2.41,109.56,29.48,26.81
AGOSTO,2,17,0.0446,0.00833,0.00292,0.88,21.24,2.03,117.77,29.73,26.29
AGOSTO,2,18,0.041,0.01094,0.00465,0.92,32.48,1.39,121.72,29.52,25.62
AGOSTO,2,19,0.03282,0.0298,0.00762,1.24,54.03,3.06,84.54,28.52,26.45
AGOSTO,2,20,0.02776,0.02149,0.00748,1.12,120.13,4.4,54.67,26.63,29.73
AGOSTO,2,21,0.02421,0.02249,0.00663,0.91,54.18,4.72,66.05,25.05,36.05
AGOSTO,2,22,0.02459,0.01114,0.0043,0.85,53.1,5.54,62.73,23.59,43.08
AGOSTO,2,23,0.0178,0.02504,0.00798,0.88,43.06,4.56,72.48,22.13,49.84
AGOSTO,3,0,0.01882,0.0128,0.00593,0.85,33.85,3.49,89.11,20.85,53.54
AGOSTO,3,1,0.02152,0.0076,0.00419,0.82,10.53,3.29,91.95,19.9,56.92
AGOSTO,3,2,0.02327,0.00746,0.00407,0.83,13.97,2.93,96.4,19.26,62.31
AGOSTO,3,3,0.01989,0.01616,0.00666,0.87,18.61,3.11,81.43,18.75,67.52
AGOSTO,3,4,0.02077,0.01195,0.00489,0.85,30.23,2.2,60.78,18.41,67.81
AGOSTO,3,5,0.02048,0.02786,0.00504,0.87,24.8,2.49,52.64,17.93,69.02
AGOSTO,3,6,0.01997,0.04694,0.00634,0.89,14.81,2.43,48.28,17.62,70.27
AGOSTO,3,7,0.01809,0.03997,0.00737,0.98,22.25,2.73,49.96,17.47,71.72
AGOSTO,3,8,0.01534,0.01928,0.00874,1.08,30.67,1.14,73.53,20.43,64.55
AGOSTO,3,9,0.02121,0.01862,0.00648,1.01,43.29,2.44,88.6,22.1,57.12
AGOSTO,3,10,0.02685,0.01757,0.0052,0.98,44.06,3.51,72.52,23.16,50.69
AGOSTO,3,11,0.03103,0.01654,0.00491,0.97,34.32,3.22,80.56,24.75,44.4
AGOSTO,3,12,0.0387,0.01137,0.00384,0.96,31.91,3.32,97.57,25.76,40.35
AGOSTO,3,13,0.04213,0.00907,0.00293,0.93,27.22,2.72,123.78,27.27,35.89
AGOSTO,3,14,0.04569,0.00879,0.00346,0.92,26.63,2.31,124.59,28.71,31.97
AGOSTO,3,15,0.04838,0.01223,0.00436,0.92,32.5,2.71,111.55,29.57,29.2
AGOSTO,3,16,0.04885,0.01984,0.00501,0.91,55.73,2.09,118.96,30.52,27.52
AGOSTO,3,17,0.03939,0.05417,0.0078,1.57,61.55,3.33,114.41,29.13,30.04
AGOSTO,3,18,0.03734,0.01878,0.00507,1.09,60.57,5.17,106.52,25.13,44.22
AGOSTO,3,19,0.03459,0.0379,0.01098,0.98,111.77,5.56,65.29,17.98,70.32
AGOSTO,3,20,0.0261,0.01803,0.01069,1.22,34.07,2.64,68.14,16.87,84.61
AGOSTO,3,21,0.02371,0.01543,0.00928,1.06,31.62,1.91,141.64,17.18,87.35
AGOSTO,3,22,0.02343,0.00943,0.00794,1,18.42,2.12,120.99,17.72,85.43
AGOSTO,3,23,0.02399,0.0113,0.0068,1.01,19.71,2.74,83.22,16.52,89.99
AGOSTO,4,0,0.01809,0.01097,0.00687,1.08,NA,1.7,235.53,16.37,94.23
AGOSTO,4,1,0.01296,0.01174,0.00846,1.08,19.18,1,176.18,16.85,95.13
AGOSTO,4,2,0.01196,0.00958,0.00722,0.98,23.28,0.96,162.67,16.68,96.35
AGOSTO,4,3,0.01184,0.00909,0.00801,1.04,18.6,0.96,229.36,16.68,96.83
AGOSTO,4,4,0.01227,0.00892,0.00719,1.04,23.58,0.96,128.15,16.86,97.13
AGOSTO,4,5,0.00415,0.00925,0.01162,1.25,22.16,0.96,266.68,17.06,97.23
AGOSTO,4,6,0.00386,0.00926,0.01102,1.3,27.03,0.96,224.93,17.23,97.44
AGOSTO,4,7,0.00314,0.00825,0.01045,1.18,17.65,0.96,176.9,17.06,97.14
AGOSTO,4,8,0.00649,0.00877,0.0084,1.15,23.57,1.1,124.17,17.78,91.02
AGOSTO,4,9,0.00998,0.0108,0.00683,1.14,28.62,1.65,103.9,19.07,86.71
AGOSTO,4,10,0.01655,0.00984,0.00413,1.09,23.74,3.2,100.89,22.41,70.82
AGOSTO,4,11,0.02314,0.00832,0.00378,1.06,23.4,2.69,98.98,24.52,55.59
AGOSTO,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,4,14,0.04301,0.00788,0.00389,1.07,19.03,2.56,131.3,27.38,44.54
AGOSTO,4,15,0.0443,0.00745,0.00338,1.01,50.24,1.87,148.86,26.64,44.09
AGOSTO,4,16,0.04549,0.00722,0.00352,1.01,43.72,1.95,155.29,27.11,43.04
AGOSTO,4,17,0.03252,0.00726,0.00384,1,44.49,5.51,174.18,24.18,52.31
AGOSTO,4,18,0.02198,0.00726,0.00384,0.99,41.81,5.1,171.52,20.67,70.59
AGOSTO,4,19,0.02192,0.00732,0.00454,1.03,33.3,2.61,162.81,18.48,79.6
AGOSTO,4,20,0.01541,0.01028,0.00933,1.14,37.75,4.35,74.44,18.17,84.26
AGOSTO,4,21,0.02402,0.01253,0.00676,1.16,36.08,2.83,137.16,16.35,92.42
AGOSTO,4,22,0.01786,0.00867,0.00772,1.09,27.93,1.84,136.25,16.47,96.92
AGOSTO,4,23,0.01835,0.00767,0.00652,1.06,18.74,1.56,123.44,16.29,98.62
AGOSTO,5,0,0.01746,0.00743,0.00755,1.06,13.3,1.12,74.33,15.77,NA
AGOSTO,5,1,0.01577,0.00784,0.00722,1.03,NA,1.02,74.49,15.95,NA
AGOSTO,5,2,0.01646,0.00898,0.00617,1.01,13.49,1.74,93.16,15.98,NA
AGOSTO,5,3,0.01375,0.01053,0.00719,0.99,10.51,1.82,75.26,15.6,NA
AGOSTO,5,4,0.01443,0.0099,0.00522,1.01,19.34,1.03,132.54,15.15,NA
AGOSTO,5,5,0.00969,0.00817,0.00601,1.03,14.76,0.97,120.92,14.88,NA
AGOSTO,5,6,0.00771,0.00764,0.00588,1.02,11.89,0.96,107.73,14.41,NA
AGOSTO,5,7,0.00354,0.00743,0.0091,1.1,63.16,0.96,120.49,14.24,NA
AGOSTO,5,8,0.00655,0.00729,0.00704,1.07,21.77,0.96,118.39,15.1,NA
AGOSTO,5,9,0.01016,0.0073,0.006,1.12,15.94,0.95,126.73,16.96,NA
AGOSTO,5,10,0.01759,0.00741,0.00614,1.18,15.19,2.68,97.19,19.57,NA
AGOSTO,5,11,0.02898,0.00735,0.00594,1.12,29.84,3.58,91.4,20.83,NA
AGOSTO,5,12,0.03903,0.00746,0.00492,1.11,25.73,2.98,96.56,24.49,56.38
AGOSTO,5,13,0.04427,0.0075,0.00415,1.08,20.77,1.76,126.55,26.97,44.12
AGOSTO,5,14,0.04959,0.01091,0.00485,1.06,21.71,1.33,150.36,27.68,38.89
AGOSTO,5,15,0.07019,0.03686,0.00802,1.32,34.51,1.57,226.55,28.47,36.43
AGOSTO,5,16,0.07279,0.02348,0.00606,1.28,56.96,1.26,194.38,28.28,37.75
AGOSTO,5,17,0.0625,0.0124,0.00637,1.14,37.66,2.06,278.94,29.13,34.7
AGOSTO,5,18,0.06286,0.00997,0.00613,1.15,51.33,1.55,276.18,27.89,37.32
AGOSTO,5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,6,0,0.03171,0.00733,0.00459,1.02,16.05,1.01,219.66,16.2,99.07
AGOSTO,6,1,0.02964,0.00703,0.00427,1.01,10.66,0.96,257.03,15.89,NA
AGOSTO,6,2,0.02667,0.00683,0.0048,1.01,9.19,0.97,249.8,15.24,99.87
AGOSTO,6,3,0.0194,0.00679,0.00575,1.02,6.34,0.97,251.46,15.56,NA
AGOSTO,6,4,0.02213,0.00679,0.00443,1.01,8.33,0.97,233.83,15.39,NA
AGOSTO,6,5,0.02496,0.00658,0.00391,0.99,10.96,0.97,205.02,15.01,NA
AGOSTO,6,6,0.02659,0.00672,0.00433,1.01,9.47,0.97,195.02,15.1,NA
AGOSTO,6,7,0.02667,0.00672,0.00451,1.03,17.97,0.97,249.13,15.11,NA
AGOSTO,6,8,0.02527,0.00674,0.00483,1.1,8.24,0.96,250.42,15.74,NA
AGOSTO,6,9,0.02387,0.00675,0.00547,1.11,10.78,0.96,244.41,18.04,NA
AGOSTO,6,10,0.02932,0.0095,0.00529,1.2,21.47,0.96,227.95,20.5,99.76
AGOSTO,6,11,0.03244,0.01151,0.00577,1.3,36.5,1.02,252.65,21.74,93.04
AGOSTO,6,12,0.04055,0.01146,0.0056,1.22,38.73,1.05,172.28,24.01,71.51
AGOSTO,6,13,0.05422,0.02873,0.00783,1.44,57.62,1.34,165.5,25.41,57.66
AGOSTO,6,14,0.05844,0.02871,0.00725,1.45,56.56,1.2,215.43,25.27,54.51
AGOSTO,6,15,0.05338,0.0177,0.00414,1.13,37.72,1.06,168.54,26.48,51.6
AGOSTO,6,16,0.04822,0.01052,0.00348,1.03,22.4,1.44,140.79,27.29,44.77
AGOSTO,6,17,0.04762,0.00905,0.00352,1.02,27.68,1.88,149.44,26.85,42.15
AGOSTO,6,18,0.04483,0.00794,0.00258,0.98,20.49,1.92,165.92,26.81,40.07
AGOSTO,6,19,0.04185,0.00766,0.00322,0.99,30.08,1.32,172.63,25.57,44.19
AGOSTO,6,20,0.03601,0.00783,0.00587,1.09,34.16,1.5,192.74,23.26,54.31
AGOSTO,6,21,0.02623,0.00778,0.00635,1.13,32.46,1.43,232.87,20.96,66.93
AGOSTO,6,22,0.01842,0.00785,0.00721,1.13,27,1.12,250.18,19.7,73.74
AGOSTO,6,23,0.01729,0.00752,0.00757,1.15,41.17,1.24,237.56,19.01,76.18
AGOSTO,7,0,0.02035,0.00749,0.00581,1.05,44.38,1.43,126.11,17.01,97.05
AGOSTO,7,1,0.03288,0.01006,0.00708,1.36,18.93,0.99,182.24,16.01,98.58
AGOSTO,7,2,0.0385,0.00933,0.0048,1.01,7.18,0.97,261.25,15.29,99.75
AGOSTO,7,3,0.03612,0.00791,0.00552,1,8.62,0.97,293.65,15.21,NA
AGOSTO,7,4,0.02909,0.00746,0.00747,1.01,5.01,0.97,285.9,14.98,NA
AGOSTO,7,5,0.01889,0.00718,0.00897,1.03,13.78,0.97,300.99,15.01,NA
AGOSTO,7,6,0.01044,0.00714,0.01237,1.12,15.78,0.97,192.72,14.69,NA
AGOSTO,7,7,0.00754,0.00733,0.01257,1.19,25.26,0.97,130.14,14.14,NA
AGOSTO,7,8,0.01571,0.0072,0.00766,1.11,21.45,0.96,164.85,14.64,NA
AGOSTO,7,9,0.02691,0.00944,0.00554,1.21,32.4,0.95,168.07,17.17,NA
AGOSTO,7,10,0.03464,0.01182,0.00643,1.2,48.29,0.95,119.65,22.24,88.21
AGOSTO,7,11,0.04723,0.01128,0.00518,1.11,38.16,1.31,130.8,23.81,74.74
AGOSTO,7,12,0.05097,0.00998,0.00526,1.1,31.48,1.34,129.69,25.12,63.33
AGOSTO,7,13,0.05831,0.01193,0.00478,1.06,19.01,1.58,143.99,26.04,53.83
AGOSTO,7,14,0.0564,0.0108,0.00424,1.12,25.45,1.51,156.3,27.47,46.19
AGOSTO,7,15,0.05936,0.02104,0.00497,1.09,39.81,1.41,225.15,28.97,39.36
AGOSTO,7,16,0.06455,0.01873,0.00476,1.13,34.05,1.24,203.2,30.25,32.68
AGOSTO,7,17,0.06148,0.01936,0.00488,1.07,43.24,1.56,201.43,30.36,30.64
AGOSTO,7,18,0.05384,0.01426,0.00389,0.99,29.22,1.39,190.93,30.74,26.39
AGOSTO,7,19,0.04699,0.00989,0.00525,1.04,36.13,1.13,207.59,28.63,29.71
AGOSTO,7,20,0.02961,0.00842,0.01171,1.17,50.84,1.02,138.13,26.58,36.81
AGOSTO,7,21,0.01977,0.00835,0.0147,1.23,56.23,1.23,114.29,24.75,46.27
AGOSTO,7,22,0.02428,0.00829,0.00823,1.04,44.23,1.15,133.49,22.15,60.05
AGOSTO,7,23,0.0197,0.00964,0.01224,1.16,40.98,1.24,136.14,20.12,70.83
AGOSTO,8,0,0.02706,0.0111,0.00817,1.08,37.14,1.5,278.08,18.72,78.83
AGOSTO,8,1,0.03296,0.00845,0.00511,0.94,24.53,1.07,216.69,17.31,81.88
AGOSTO,8,2,0.03093,0.00766,0.00645,0.94,17.81,0.96,229.12,16.43,82.17
AGOSTO,8,3,0.01945,0.00757,0.00994,0.95,11.85,0.96,259.07,16.14,84.52
AGOSTO,8,4,0.02278,0.00725,0.00712,0.95,10.23,0.97,240.62,15.66,85.25
AGOSTO,8,5,0.02443,0.00723,0.00561,0.95,12.1,0.96,226.57,15.34,86.69
AGOSTO,8,6,0.01906,0.00696,0.00738,0.98,20.53,0.97,222.06,14.78,87.84
AGOSTO,8,7,0.01252,0.0069,0.01265,1.22,23.11,0.96,227.41,15.19,88.77
AGOSTO,8,8,0.00752,0.00746,0.01539,1.43,36.9,0.95,145.44,19.11,84.8
AGOSTO,8,9,0.02069,0.00774,0.01138,1.18,33.81,0.95,246.13,22.61,68.08
AGOSTO,8,10,0.03359,0.00792,0.01119,1.22,36.35,1.02,215.52,25.02,54.36
AGOSTO,8,11,0.04327,0.00852,0.00831,1.19,31.97,1.33,225.53,26.18,48.6
AGOSTO,8,12,0.0562,0.00872,0.00633,1.15,28.48,1.58,207.48,26.88,43.39
AGOSTO,8,13,0.06725,0.0081,0.00706,1.16,30.27,1.6,188.21,27.82,41.5
AGOSTO,8,14,0.07671,0.00778,0.00532,1.1,40.61,1.51,211.26,28.63,39.29
AGOSTO,8,15,0.07296,0.00766,0.00486,1.05,41.53,1.84,227.72,29.54,35.88
AGOSTO,8,16,0.07666,0.0136,0.00458,1.07,45.7,1.61,180.29,30.05,33.19
AGOSTO,8,17,0.08067,0.01616,0.00544,1.11,46.95,1.52,226.58,30.09,32.62
AGOSTO,8,18,0.0796,0.01724,0.00566,1.14,50.17,1.45,241.38,29.77,32.05
AGOSTO,8,19,0.06539,0.01213,0.00557,1.04,50.17,1.64,213.25,28.15,33.65
AGOSTO,8,20,0.04382,0.00856,0.00969,1.15,52.97,1.29,208.75,25.64,39.74
AGOSTO,8,21,0.0305,0.00802,0.0128,1.24,55.36,0.96,260.05,23.98,45.17
AGOSTO,8,22,0.02075,0.00822,0.017,1.26,48.12,1.6,202.27,22.94,54.57
AGOSTO,8,23,0.03301,0.00821,0.0076,0.98,59.86,2.69,103.86,21.31,54.94
AGOSTO,9,0,0.028,0.00817,0.01014,0.97,49.06,1.02,125.12,19.86,59.57
AGOSTO,9,1,0.02655,0.00899,0.01113,0.98,53.29,0.96,112.81,19.11,65.88
AGOSTO,9,2,0.02294,0.01202,0.01332,0.98,35.82,0.98,272.22,18.64,67.35
AGOSTO,9,3,0.02547,0.00928,0.01194,0.97,40.94,1.65,307.13,18.1,70.3
AGOSTO,9,4,0.0308,0.00813,0.00786,0.95,30.2,1.31,284.29,17.57,72.56
AGOSTO,9,5,0.02948,0.00776,0.00828,0.95,26.99,1.05,252.86,17.49,71.77
AGOSTO,9,6,0.02151,0.01024,0.01257,1.07,36.06,1.01,153.84,16.82,75.09
AGOSTO,9,7,0.02054,0.00868,0.01116,1.07,40.71,1.01,164.69,16.39,78.14
AGOSTO,9,8,0.02215,0.00887,0.01125,1.21,47.06,1.01,229.96,20.67,72.19
AGOSTO,9,9,0.02078,0.00876,0.01271,1.25,48.51,1.44,280.39,22.12,61.41
AGOSTO,9,10,0.03657,0.00852,0.00658,1.08,35.47,1.21,234.33,24.12,55.2
AGOSTO,9,11,0.0447,0.00859,0.00569,1.08,33.07,2.02,270.9,26.02,48.56
AGOSTO,9,12,0.05423,0.00817,0.00405,1.05,33.74,2.3,265.27,27.26,43.63
AGOSTO,9,13,0.05776,0.00773,0.00444,1.06,25.95,2.61,270.6,27.89,41.53
AGOSTO,9,14,0.06263,0.00766,0.00394,1.03,31.24,2.85,264.77,28.06,41.15
AGOSTO,9,15,0.06375,0.00785,0.00425,1.02,39.19,2.42,261.7,29.27,36.88
AGOSTO,9,16,0.06817,0.00771,0.00436,1.02,40.08,2.42,266.44,29.84,33.46
AGOSTO,9,17,0.06793,0.00762,0.00451,0.99,40.44,3.03,261.58,29.52,34.02
AGOSTO,9,18,0.06146,0.00742,0.00481,0.99,40.81,3.81,250.63,28.25,36.77
AGOSTO,9,19,0.05081,0.00734,0.00554,1,87.19,3.45,227.64,24.43,52.39
AGOSTO,9,20,0.04432,0.00733,0.00686,1.05,63.42,1.81,243.07,22.47,57.5
AGOSTO,9,21,0.03955,0.00744,0.00802,1.07,52.07,0.96,235.97,21.71,60.89
AGOSTO,9,22,0.02671,0.00749,0.01396,1.04,39.42,0.96,144.14,21.3,65.1
AGOSTO,9,23,0.03448,0.00751,0.00967,0.98,47.18,1.36,173.36,20.65,66.43
AGOSTO,10,0,0.03258,0.00738,0.00876,0.96,29.52,1.17,181.71,19.66,70.81
AGOSTO,10,1,0.03129,0.00745,0.00995,0.95,NA,0.96,107.75,18.82,74.68
AGOSTO,10,2,0.03259,0.00759,0.00671,0.95,NA,0.96,242.6,18.67,73.17
AGOSTO,10,3,0.03067,0.0075,0.00767,0.91,11.48,0.96,186.44,18.75,69.44
AGOSTO,10,4,0.01884,0.00731,0.01148,0.94,21.55,0.96,104.7,17.83,76.7
AGOSTO,10,5,0.0086,0.00721,0.016,0.99,31.41,0.96,131.38,17.37,85.18
AGOSTO,10,6,0.00537,0.00713,0.01732,1.01,32.78,0.96,133.8,17.15,86.76
AGOSTO,10,7,0.01428,0.00716,0.01354,1.13,24.41,0.96,103.15,17.42,85.31
AGOSTO,10,8,0.0111,0.00739,0.0147,1.23,52.92,0.95,117.66,19.47,79.71
AGOSTO,10,9,0.0216,0.00735,0.01166,1.16,44.38,1.07,188.59,22.78,65.43
AGOSTO,10,10,0.03868,0.00722,0.00469,1.04,27.93,1.47,243.03,25.17,54.42
AGOSTO,10,11,0.04793,0.007,0.00442,1.05,30.16,1.97,255.23,26.8,48.97
AGOSTO,10,12,0.05664,0.00707,0.00381,1.04,32.44,2.63,259.87,27.43,44.54
AGOSTO,10,13,0.05744,0.00692,0.0038,1.04,31.25,2.38,250.3,28.13,43.43
AGOSTO,10,14,0.06186,0.0071,0.00419,1.02,26.83,2.79,255.95,28.65,39.99
AGOSTO,10,15,0.06478,0.00709,0.00382,1.01,29.78,2.79,261.24,28.44,39.21
AGOSTO,10,16,0.06524,0.00698,0.00391,0.99,33.44,2.63,274.42,29.81,33.02
AGOSTO,10,17,0.06654,0.00718,0.00417,0.97,29.89,2.89,278.75,29.98,30.89
AGOSTO,10,18,0.07012,0.00719,0.00389,0.95,35.36,2.32,255.75,29.43,32.97
AGOSTO,10,19,0.06753,0.00718,0.00513,1.02,37.62,1.62,244.53,27.67,37.05
AGOSTO,10,20,0.05626,0.00738,0.00858,1.09,59.25,1.45,207,26.06,42.49
AGOSTO,10,21,0.04014,0.00766,0.00881,1.04,79.46,2.65,186.52,24.12,51.57
AGOSTO,10,22,0.04615,0.01317,0.00814,0.98,75.05,3.68,97.52,21.09,58.27
AGOSTO,10,23,0.04882,0.01195,0.00681,1,61.64,1.15,177.19,17.47,79.1
AGOSTO,11,0,0.03918,0.01029,0.00909,1.03,17.16,1.26,275.37,17.44,83.75
AGOSTO,11,1,0.03279,0.00953,0.01107,1.03,25.91,1,213.85,17.29,81.56
AGOSTO,11,2,0.03674,0.00853,0.00805,0.97,18.14,1.02,253.23,17.61,81.82
AGOSTO,11,3,0.0437,0.00768,0.00507,0.95,14.1,1.37,307.76,17.59,80.19
AGOSTO,11,4,0.04124,0.00734,0.00588,0.96,13.15,1.01,304.53,17.34,81.84
AGOSTO,11,5,0.03315,0.00718,0.00733,0.98,22.54,0.96,268.12,16.91,84.06
AGOSTO,11,6,0.02955,0.00724,0.0081,1.02,30.42,0.96,262.47,16.77,84.94
AGOSTO,11,7,0.01461,0.0074,0.01656,1.21,38.67,0.96,210.59,16.73,86.57
AGOSTO,11,8,0.01211,0.00755,0.01653,1.17,36.02,0.96,144.6,17.49,86.39
AGOSTO,11,9,0.02173,0.00814,0.01482,1.34,39.74,0.95,217.44,20.87,79.86
AGOSTO,11,10,0.04348,0.00851,0.00759,1.15,43.06,0.93,246.15,25.58,55.12
AGOSTO,11,11,0.05359,0.00743,0.00475,1.08,21.25,0.93,237.69,27.13,47.01
AGOSTO,11,12,0.05416,0.00739,0.00396,1.06,22.37,1.29,270.82,27.51,45.65
AGOSTO,11,13,0.05589,0.00746,0.00372,1.04,18.71,1.64,249.17,27.62,44.04
AGOSTO,11,14,0.05864,0.00727,0.0035,1,21.85,1.51,215.1,28.4,41.34
AGOSTO,11,15,0.06357,0.00805,0.00369,1.01,25.18,1.47,255.05,29.39,35.92
AGOSTO,11,16,0.07163,0.01433,0.00434,1,33.17,1.18,212.52,30.45,31.59
AGOSTO,11,17,0.07161,0.01152,0.00484,1,38.58,1.56,248.86,30.49,30.23
AGOSTO,11,18,0.06777,0.00939,0.00454,0.98,37.51,2.1,254.23,29.41,31.32
AGOSTO,11,19,0.06306,0.00819,0.00559,1.01,40.83,2.18,263.32,27.95,32.62
AGOSTO,11,20,0.05008,0.00948,0.00776,1.06,51.97,2.66,193.49,25.03,48.52
AGOSTO,11,21,0.05624,0.01305,0.00844,1.08,67,2.8,193.46,20.83,60.07
AGOSTO,11,22,0.04481,0.00899,0.01007,1.15,33.85,1.17,185.62,20.34,68.08
AGOSTO,11,23,0.04767,0.00851,0.00927,1.11,36.53,2.1,294.24,19.45,66.59
AGOSTO,12,0,0.04042,0.00916,0.01117,1.06,28.71,1.53,161.16,18.95,70.09
AGOSTO,12,1,0.03882,0.01378,0.00901,1,46.71,2.03,137.88,17.07,84.23
AGOSTO,12,2,0.04183,0.00888,0.00575,0.99,27.15,1.46,183.15,16.05,95.67
AGOSTO,12,3,0.05168,0.00781,0.00398,0.93,15.14,1.55,146.36,14.81,97.27
AGOSTO,12,4,0.03808,0.01206,0.00679,1.14,12.15,0.97,218.65,14.97,99.14
AGOSTO,12,5,0.03608,0.01036,0.00738,1.07,9.37,0.97,216.99,14.87,99.57
AGOSTO,12,6,0.03473,0.0085,0.00832,1.02,8.35,0.97,276.76,14.57,99.52
AGOSTO,12,7,0.02874,0.00809,0.01143,1.27,21.39,0.97,263.02,14.49,NA
AGOSTO,12,8,0.02943,0.00811,0.01596,1.39,30.51,0.96,107.27,15.95,NA
AGOSTO,12,9,0.03378,0.00993,0.01328,1.26,30.57,0.95,144.65,20.35,88.66
AGOSTO,12,10,0.04691,0.02439,0.01195,1.39,40.61,0.94,148.5,22.48,81.44
AGOSTO,12,11,0.07126,0.05241,0.01252,1.67,67.69,0.93,206.7,25.16,69.31
AGOSTO,12,12,0.08368,0.06666,0.01456,1.92,98.64,0.93,127.74,25.44,60.92
