DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
JUNIO,3,0,0.031,0.022,0.011,2.09,99,24.35,1.26,146.61,32.48
JUNIO,3,1,0.025,0.009,0.012,2.08,99,23.70,1.12,211.37,32.50
JUNIO,3,2,0.026,0.008,0.011,2.01,94,22.54,0.96,256.64,32.92
JUNIO,3,3,0.030,0.007,0.006,1.90,74,21.61,1.07,251.74,34.92
JUNIO,3,4,0.032,0.007,0.004,1.83,54,20.65,1.27,252.08,37.16
JUNIO,3,5,0.028,0.007,0.006,1.88,42,19.88,1.30,292.24,40.55
JUNIO,3,6,0.021,0.007,0.010,1.96,57,18.69,0.97,242.90,42.85
JUNIO,3,7,0.020,0.007,0.011,2.11,65,19.60,0.96,259.53,45.06
JUNIO,3,8,0.022,0.007,0.010,2.17,93,23.57,1.01,258.14,38.27
JUNIO,3,9,0.033,0.007,0.006,2.02,71,26.21,1.96,272.77,30.16
JUNIO,3,10,0.044,0.007,0.005,2.01,49,27.27,3.04,275.44,25.96
JUNIO,3,11,0.050,0.007,0.004,1.97,51,29.06,3.14,271.65,21.68
JUNIO,3,12,0.052,0.007,0.004,1.92,51,30.45,2.74,262.57,18.46
JUNIO,3,13,0.055,0.007,0.004,1.94,56,32.15,2.57,261.68,15.53
JUNIO,3,14,0.053,0.007,0.004,1.93,41,33.19,2.99,277.24,12.80
JUNIO,3,15,0.050,0.007,0.003,1.87,51,33.86,3.45,250.85,11.27
JUNIO,3,16,0.049,0.006,0.003,1.85,50,34.67,3.47,264.72,10.29
JUNIO,3,17,0.048,0.007,0.004,1.86,60,34.81,3.79,270.61,9.96
JUNIO,3,18,0.051,0.006,0.004,1.85,50,34.02,3.67,261.04,10.23
JUNIO,3,19,0.053,0.007,0.004,1.87,73,32.56,3.19,230.45,11.35
JUNIO,3,20,0.050,0.007,0.006,1.94,116,30.46,3.98,238.28,12.68
JUNIO,3,21,0.050,0.007,0.007,1.96,120,28.57,4.38,250.13,13.74
JUNIO,3,22,0.036,0.007,0.007,1.91,93,26.70,3.59,265.82,15.15
JUNIO,3,23,0.025,0.007,0.008,1.98,76,25.78,2.58,267.95,13.99
JUNIO,4,0,0.024,0.007,0.008,1.94,79,23.91,1.36,256.86,15.63
JUNIO,4,1,0.021,0.007,0.009,1.93,62,22.68,1.14,283.21,17.41
JUNIO,4,2,0.014,0.007,0.011,1.99,61,21.22,0.96,260.50,19.07
JUNIO,4,3,0.013,0.007,0.010,1.97,61,20.14,0.96,250.95,20.23
JUNIO,4,4,0.014,0.007,0.010,2.10,65,18.96,0.96,156.33,21.81
JUNIO,4,5,0.015,0.007,0.009,2.11,80,18.21,0.96,222.53,25.04
JUNIO,4,6,0.009,0.007,0.011,2.12,65,17.28,0.96,264.23,27.20
JUNIO,4,7,0.028,0.007,0.012,2.35,66,19.15,0.96,161.16,29.08
JUNIO,4,8,0.023,0.007,0.009,2.12,71,23.74,0.97,282.28,23.27
JUNIO,4,9,0.026,0.007,0.009,2.12,60,27.32,1.04,274.61,20.53
JUNIO,4,10,0.039,0.007,0.004,1.99,53,29.22,1.58,271.75,18.04
JUNIO,4,11,0.042,0.007,0.004,1.96,36,30.30,1.84,255.38,14.37
JUNIO,4,12,0.046,0.007,0.003,1.92,33,31.14,2.39,258.77,13.85
JUNIO,4,13,0.044,0.007,0.003,1.87,36,32.08,2.94,249.79,11.77
JUNIO,4,14,0.038,0.008,0.003,1.85,54,33.04,5.34,278.30,9.38
JUNIO,4,15,0.039,0.008,0.003,1.84,97,33.47,5.41,280.27,8.43
JUNIO,4,16,0.041,0.007,0.003,1.81,77,33.82,5.20,277.45,8.11
JUNIO,4,17,0.042,0.007,0.003,1.81,59,33.56,5.10,278.56,8.33
JUNIO,4,18,0.040,0.007,0.003,1.77,60,32.97,4.76,274.51,8.41
JUNIO,4,19,0.040,0.007,0.004,1.79,74,31.33,4.51,271.63,9.23
JUNIO,4,20,0.030,0.007,0.006,1.83,74,28.62,2.98,262.17,10.62
JUNIO,4,21,0.028,0.007,0.007,1.89,65,26.73,3.03,261.98,11.74
JUNIO,4,22,0.026,0.007,0.007,1.93,67,25.86,2.98,275.77,11.94
JUNIO,4,23,0.022,0.007,0.008,1.98,71,24.27,1.66,261.04,12.71
JUNIO,5,0,0.018,0.007,0.009,1.97,78,22.66,1.31,259.66,14.68
JUNIO,5,1,0.014,0.007,0.010,1.89,55,21.46,0.99,203.09,15.98
JUNIO,5,2,0.018,0.007,0.006,1.78,56,19.87,1.78,127.35,37.83
JUNIO,5,3,0.017,0.007,0.004,1.80,31,17.62,1.81,119.95,62.21
JUNIO,5,4,0.020,0.008,0.004,1.83,19,17.12,1.72,101.38,67.93
JUNIO,5,5,0.016,0.007,0.005,1.85,20,16.31,1.47,118.75,71.03
JUNIO,5,6,0.011,0.007,0.007,1.90,18,15.45,1.04,120.93,73.65
JUNIO,5,7,0.008,0.007,0.009,2.03,36,16.46,1.16,110.20,72.76
JUNIO,5,8,0.016,0.007,0.007,2.08,57,19.71,2.78,94.16,63.27
JUNIO,5,9,0.026,0.007,0.004,2.01,52,22.36,3.20,100.44,54.38
JUNIO,5,10,0.033,0.007,0.004,1.96,51,25.20,1.88,151.28,40.99
JUNIO,5,11,0.042,0.007,0.003,1.95,35,27.75,1.57,232.28,26.70
JUNIO,5,12,0.045,0.007,0.003,1.91,28,28.85,1.86,226.78,21.13
JUNIO,5,13,0.052,0.008,0.003,1.92,22,29.41,1.85,215.30,18.16
JUNIO,5,14,0.059,0.013,0.004,2.02,33,30.36,2.17,230.81,16.79
JUNIO,5,15,0.064,0.009,0.003,1.94,31,30.64,2.00,206.28,14.91
JUNIO,5,16,0.070,0.008,0.003,1.93,39,31.93,1.65,210.73,13.43
JUNIO,5,17,0.067,0.007,0.003,1.86,50,31.86,2.42,226.19,12.83
JUNIO,5,18,0.063,0.007,0.003,1.87,51,31.44,2.66,258.01,11.99
JUNIO,5,19,0.057,0.009,0.005,1.97,55,30.14,2.54,221.77,13.07
JUNIO,5,20,0.038,0.016,0.005,1.90,193,25.35,6.54,48.97,29.21
JUNIO,5,21,0.032,0.015,0.007,1.93,69,24.11,4.06,76.13,33.33
JUNIO,5,22,0.031,0.026,0.007,1.88,76,23.22,4.77,87.73,37.33
JUNIO,5,23,0.033,0.008,0.006,1.88,43,22.18,3.75,91.59,38.32
JUNIO,6,0,0.029,0.060,0.012,1.85,48,21.59,3.11,78.22,39.86
JUNIO,6,1,0.028,0.038,0.006,1.84,40,20.68,3.73,70.77,47.19
JUNIO,6,2,0.025,0.009,0.004,1.84,23,20.00,5.00,60.48,59.44
JUNIO,6,3,0.024,0.012,0.004,1.85,18,19.18,4.82,59.11,65.39
JUNIO,6,4,0.025,0.014,0.004,1.86,21,18.94,4.00,58.25,66.15
JUNIO,6,5,0.021,0.047,0.007,1.87,33,18.66,3.55,70.29,66.84
JUNIO,6,6,0.022,0.026,0.005,1.89,32,18.46,2.44,100.74,66.95
JUNIO,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUNIO,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUNIO,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUNIO,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUNIO,6,11,0.043,0.013,0.003,2.42,NA,27.01,1.97,172.00,40.48
JUNIO,6,12,0.053,0.008,0.003,2.06,NA,28.04,1.96,141.89,36.71
JUNIO,6,13,0.059,0.009,0.004,2.05,NA,29.86,1.73,143.75,30.38
JUNIO,6,14,0.067,0.018,0.005,2.09,NA,30.89,1.74,152.23,27.28
JUNIO,6,15,0.070,0.036,0.007,2.22,NA,31.52,2.20,107.03,25.42
JUNIO,6,16,0.078,0.027,0.005,2.06,33,31.52,2.00,135.46,23.78
JUNIO,6,17,0.069,0.052,0.010,2.09,57,31.76,1.73,203.40,21.09
JUNIO,6,18,0.064,0.009,0.005,2.06,25,31.32,1.55,251.60,17.42
JUNIO,6,19,0.059,0.010,0.006,2.03,43,29.51,1.85,100.73,21.58
JUNIO,6,20,0.036,0.018,0.010,2.08,72,26.90,2.55,77.50,28.00
JUNIO,6,21,0.034,0.016,0.010,2.06,92,25.00,1.52,104.74,32.18
JUNIO,6,22,0.036,0.007,0.006,1.98,42,24.31,2.15,117.50,35.62
JUNIO,6,23,0.026,0.013,0.010,1.96,66,23.50,2.67,86.84,41.94
JUNIO,7,0,0.027,0.028,0.009,1.92,51,22.62,4.40,81.74,48.21
JUNIO,7,1,0.027,0.032,0.008,1.91,32,21.59,2.90,93.53,50.58
JUNIO,7,2,0.027,0.010,0.005,1.90,28,20.90,3.39,90.89,57.69
JUNIO,7,3,0.027,0.008,0.006,1.93,37,19.77,2.16,123.28,64.07
JUNIO,7,4,0.027,0.009,0.007,1.97,38,18.79,1.54,113.29,68.26
JUNIO,7,5,0.028,0.009,0.009,2.00,32,17.99,1.05,133.87,69.41
JUNIO,7,6,0.032,0.008,0.007,2.02,36,17.53,0.99,131.49,69.69
JUNIO,7,7,0.025,0.008,0.008,2.06,43,17.95,0.98,161.98,70.19
JUNIO,7,8,0.025,0.007,0.009,2.22,63,22.15,1.00,186.43,61.54
JUNIO,7,9,0.033,0.007,0.006,2.16,67,25.19,1.32,268.22,49.85
JUNIO,7,10,0.042,0.007,0.005,2.12,59,26.07,2.19,265.14,46.30
JUNIO,7,11,0.047,0.007,0.004,2.08,57,27.16,2.70,254.04,42.30
JUNIO,7,12,0.051,0.007,0.004,2.10,59,28.41,3.03,269.22,37.66
JUNIO,7,13,0.058,0.007,0.004,2.12,60,29.25,2.65,275.53,34.01
JUNIO,7,14,0.063,0.007,0.004,2.06,50,30.42,2.27,243.95,30.33
JUNIO,7,15,0.063,0.007,0.004,2.05,53,31.33,3.11,277.98,26.44
JUNIO,7,16,0.065,0.007,0.003,1.98,55,32.31,1.93,232.94,21.85
JUNIO,7,17,0.061,0.007,0.003,1.97,49,32.41,2.53,250.19,20.30
JUNIO,7,18,0.058,0.007,0.004,2.00,60,31.39,3.61,262.48,21.07
JUNIO,7,19,0.054,0.007,0.004,2.00,74,30.27,3.72,248.33,20.52
JUNIO,7,20,0.046,0.007,0.006,2.03,84,28.62,2.48,232.24,21.33
JUNIO,7,21,0.039,0.007,0.007,2.02,81,27.36,2.55,229.81,19.95
JUNIO,7,22,0.032,0.007,0.008,1.99,70,25.99,1.85,201.04,19.68
JUNIO,7,23,0.027,0.021,0.012,2.09,95,24.36,2.64,103.23,32.38
JUNIO,8,0,0.030,0.021,0.008,1.94,95,22.58,4.34,87.06,48.81
JUNIO,8,1,0.030,0.013,0.006,1.90,47,21.50,3.57,94.37,48.42
JUNIO,8,2,0.027,0.008,0.006,1.89,33,20.27,2.49,120.19,50.57
JUNIO,8,3,0.023,0.008,0.008,1.90,31,19.44,1.46,149.84,52.63
JUNIO,8,4,0.017,0.008,0.010,1.93,42,18.59,0.96,143.92,54.90
JUNIO,8,5,0.015,0.007,0.011,1.96,40,18.14,0.96,166.19,56.99
JUNIO,8,6,0.021,0.007,0.008,2.00,56,17.81,0.98,222.42,60.89
JUNIO,8,7,0.018,0.007,0.009,2.13,63,18.64,1.05,231.41,61.24
JUNIO,8,8,0.023,0.007,0.008,2.20,61,21.61,2.58,267.23,55.55
JUNIO,8,9,0.032,0.007,0.005,2.11,61,23.86,3.39,264.06,51.59
JUNIO,8,10,0.038,0.007,0.004,2.07,64,25.90,3.91,268.96,42.42
JUNIO,8,11,0.043,0.006,0.003,2.03,88,27.24,3.48,273.32,32.05
JUNIO,8,12,NA,NA,NA,2.00,388,28.25,3.20,261.98,30.82
JUNIO,8,13,0.049,0.007,0.003,1.98,137,29.45,3.02,245.18,25.64
JUNIO,8,14,0.047,0.007,0.003,1.99,48,30.84,2.81,250.70,18.82
JUNIO,8,15,0.045,0.006,0.003,1.93,46,31.61,3.06,257.35,14.56
JUNIO,8,16,0.045,0.007,0.003,1.91,48,32.34,2.72,239.13,12.64
JUNIO,8,17,0.047,0.006,0.003,1.88,51,32.52,3.48,240.03,11.97
JUNIO,8,18,0.049,0.007,0.003,1.89,82,32.01,3.29,244.71,11.22
JUNIO,8,19,0.053,0.007,0.004,1.93,91,30.70,3.70,245.42,11.59
JUNIO,8,20,0.049,0.007,0.006,2.00,92,28.29,2.64,233.91,13.62
JUNIO,8,21,0.049,0.007,0.008,2.07,113,26.59,2.07,227.77,14.40
JUNIO,8,22,0.046,0.007,0.007,2.02,95,25.28,1.58,219.54,14.66
JUNIO,8,23,0.038,0.007,0.010,2.17,94,23.88,1.80,276.22,15.22
JUNIO,9,0,0.029,0.007,0.012,2.10,99,22.35,1.37,261.74,17.56
JUNIO,9,1,0.028,0.007,0.008,1.99,86,21.41,1.69,252.66,26.63
JUNIO,9,2,0.030,0.007,0.005,1.92,59,21.14,1.84,258.25,36.63
JUNIO,9,3,0.027,0.007,0.005,1.93,48,19.88,1.06,253.05,40.01
JUNIO,9,4,0.021,0.007,0.008,1.97,51,18.63,0.96,282.75,42.19
JUNIO,9,5,0.024,0.007,0.006,1.97,57,18.00,0.96,229.99,44.52
JUNIO,9,6,0.026,0.007,0.005,2.01,57,17.84,1.02,256.19,48.10
JUNIO,9,7,0.014,0.007,0.012,2.33,62,18.63,1.01,288.49,50.18
JUNIO,9,8,0.013,0.007,0.016,2.62,90,23.22,0.96,225.00,40.39
JUNIO,9,9,0.030,0.007,0.013,2.40,94,26.72,1.05,225.38,30.48
JUNIO,9,10,0.043,0.007,0.006,2.14,91,28.04,1.46,262.29,31.06
JUNIO,9,11,0.043,0.007,0.004,2.05,66,29.19,2.57,282.21,23.05
JUNIO,9,12,0.049,0.007,0.003,2.00,50,29.96,2.74,265.21,19.14
JUNIO,9,13,0.054,0.007,0.003,2.00,38,31.74,2.15,268.91,15.26
JUNIO,9,14,0.057,0.007,0.004,2.01,40,32.82,2.22,246.83,12.51
JUNIO,9,15,0.056,0.007,0.002,1.90,35,33.11,2.12,213.62,11.67
JUNIO,9,16,0.061,0.007,0.003,1.92,43,33.82,2.05,236.28,11.33
JUNIO,9,17,0.064,0.007,0.003,1.93,52,34.12,1.61,202.88,11.32
JUNIO,9,18,0.061,0.007,0.002,1.86,53,33.34,3.19,170.81,11.36
JUNIO,9,19,0.058,0.007,0.004,1.92,80,31.79,2.34,181.51,12.31
JUNIO,9,20,0.046,0.007,0.008,2.01,110,29.54,1.28,168.42,13.80
JUNIO,9,21,0.034,0.008,0.015,2.28,153,27.86,0.95,160.18,14.64
JUNIO,9,22,0.018,0.008,0.024,2.73,166,27.06,1.27,162.76,15.97
JUNIO,9,23,0.017,0.030,0.020,2.18,166,25.74,1.60,174.82,22.60
JUNIO,10,0,0.015,0.010,0.015,2.18,120,25.41,1.30,74.98,28.09
JUNIO,10,1,0.018,0.009,0.013,2.05,73,24.33,1.93,91.99,36.65
JUNIO,10,2,0.011,0.008,0.014,2.03,76,22.13,1.11,141.43,41.38
JUNIO,10,3,0.012,0.008,0.013,2.00,73,21.38,1.15,137.93,44.96
JUNIO,10,4,0.009,0.008,0.014,2.02,71,20.54,0.96,129.25,47.47
JUNIO,10,5,0.013,0.007,0.012,2.08,70,19.64,0.97,135.80,48.13
JUNIO,10,6,0.011,0.009,0.014,2.06,78,19.25,1.00,164.80,49.42
JUNIO,10,7,0.020,0.009,0.012,2.10,100,20.32,0.96,140.58,42.15
JUNIO,10,8,0.021,0.010,0.014,2.24,109,24.89,0.95,129.83,36.64
JUNIO,10,9,0.034,0.008,0.007,2.11,104,27.02,1.65,206.30,34.55
JUNIO,10,10,0.043,0.007,0.004,2.06,76,28.74,1.88,228.70,33.45
JUNIO,10,11,0.048,0.007,0.003,2.05,99,30.12,2.16,229.81,29.13
JUNIO,10,12,0.054,0.007,0.004,2.03,64,31.29,2.80,270.62,23.12
JUNIO,10,13,0.058,0.007,0.004,2.01,52,32.31,2.79,265.71,19.57
JUNIO,10,14,0.061,0.007,0.003,1.96,53,33.10,3.27,253.55,16.17
JUNIO,10,15,0.061,0.007,0.004,1.99,53,34.18,2.60,239.15,13.67
JUNIO,10,16,0.062,0.007,0.003,1.93,51,34.84,2.41,213.13,12.65
JUNIO,10,17,0.064,0.007,0.003,1.90,56,34.91,2.24,228.25,12.31
JUNIO,10,18,0.064,0.007,0.003,1.91,54,34.35,2.52,253.72,12.03
JUNIO,10,19,0.060,0.007,0.005,1.98,70,32.54,2.51,249.75,13.74
JUNIO,10,20,0.052,0.007,0.007,2.04,87,30.62,2.66,239.71,16.27
JUNIO,10,21,0.048,0.007,0.009,2.12,95,28.84,2.35,246.03,18.25
JUNIO,10,22,0.050,0.007,0.009,2.17,99,27.59,1.91,239.06,20.30
JUNIO,10,23,0.038,0.007,0.008,2.12,104,26.03,1.59,236.18,23.77
JUNIO,11,0,0.030,0.007,0.008,2.10,79,24.61,1.39,268.11,28.30
JUNIO,11,1,0.030,0.007,0.007,2.01,79,23.55,1.86,262.65,32.76
JUNIO,11,2,0.031,0.007,0.006,2.00,69,22.40,1.01,237.85,36.64
JUNIO,11,3,0.031,0.008,0.006,1.99,70,21.32,0.96,176.11,38.60
JUNIO,11,4,0.026,0.008,0.008,2.01,67,20.55,0.97,173.38,40.68
JUNIO,11,5,NA,0.008,0.015,2.10,86,19.30,0.96,141.54,43.09
JUNIO,11,6,NA,0.008,0.014,2.13,75,18.91,0.97,285.53,45.12
JUNIO,11,7,0.017,0.007,0.011,2.22,85,19.73,0.98,283.47,46.82
JUNIO,11,8,0.025,0.007,0.009,2.24,82,24.26,0.97,265.98,41.05
JUNIO,11,9,0.036,0.007,0.007,2.18,80,26.30,1.83,280.37,37.15
JUNIO,11,10,0.045,0.007,0.005,2.15,75,28.09,1.83,258.97,32.89
JUNIO,11,11,0.051,0.007,0.005,2.16,62,30.15,2.26,281.13,26.68
JUNIO,11,12,0.055,0.007,0.004,2.11,355,31.74,2.27,273.39,20.89
JUNIO,11,13,0.057,0.007,0.004,2.05,120,32.89,2.10,271.14,16.07
JUNIO,11,14,0.058,0.007,0.003,1.99,47,34.04,1.92,240.69,13.67
JUNIO,11,15,0.061,0.007,0.003,1.97,47,34.64,1.92,232.63,12.48
JUNIO,11,16,0.058,0.008,0.003,1.91,40,35.38,1.63,160.44,9.52
JUNIO,11,17,0.062,0.007,0.003,1.93,46,35.86,1.77,231.76,9.77
JUNIO,11,18,0.061,0.007,0.002,1.86,54,34.66,3.05,172.72,10.30
JUNIO,11,19,0.062,0.007,0.003,1.91,54,33.37,1.95,197.71,11.38
JUNIO,11,20,0.049,0.007,0.009,2.16,72,31.32,1.01,219.22,12.13
JUNIO,11,21,0.029,0.012,0.018,2.78,130,29.77,2.40,161.62,15.03
JUNIO,11,22,0.038,0.007,0.004,1.93,182,27.65,4.58,164.79,27.94
JUNIO,11,23,0.036,0.008,0.004,1.95,92,26.51,2.55,152.26,30.30
JUNIO,12,0,0.033,0.008,0.005,1.98,73,25.05,1.16,158.30,32.47
JUNIO,12,1,0.026,0.008,0.008,2.02,70,24.35,1.51,276.91,33.41
JUNIO,12,2,0.029,0.007,0.006,1.94,65,23.00,2.54,268.07,35.32
JUNIO,12,3,0.029,0.007,0.006,1.93,55,21.99,2.85,273.86,37.52
JUNIO,12,4,0.024,0.007,0.006,1.94,55,21.38,1.29,271.79,38.95
JUNIO,12,5,NA,0.007,0.005,1.93,54,20.31,1.08,224.70,41.32
JUNIO,12,6,0.023,0.007,0.006,1.97,55,19.72,1.01,210.04,44.98
JUNIO,12,7,0.018,0.007,0.008,2.08,65,20.21,1.04,221.94,47.20
JUNIO,12,8,0.020,0.007,0.007,2.14,74,23.69,1.60,222.76,41.73
JUNIO,12,9,0.030,0.007,0.004,2.06,67,26.68,1.31,248.10,36.31
JUNIO,12,10,0.039,0.007,0.004,2.08,60,28.22,1.63,265.32,32.36
JUNIO,12,11,0.043,0.007,0.004,2.05,65,29.63,1.92,265.05,27.62
JUNIO,12,12,0.051,0.007,0.004,2.05,59,31.01,1.60,236.89,24.76
JUNIO,12,13,0.056,0.007,0.004,2.10,61,32.21,1.67,244.06,21.13
JUNIO,12,14,0.065,0.008,0.004,2.05,63,33.68,1.49,180.66,18.20
JUNIO,12,15,0.056,0.007,0.003,1.93,55,34.68,1.92,164.28,13.96
JUNIO,12,16,0.062,0.008,0.003,1.93,60,34.66,2.22,160.61,14.16
JUNIO,12,17,0.066,0.008,0.003,1.94,66,34.65,1.61,142.82,14.69
JUNIO,12,18,0.063,0.008,0.004,1.97,86,33.83,1.38,130.58,15.61
JUNIO,12,19,0.055,0.007,0.008,2.08,109,33.05,2.94,87.93,16.40
JUNIO,12,20,0.029,0.009,0.008,1.99,105,31.20,4.27,65.24,15.14
JUNIO,12,21,0.022,0.007,0.008,1.96,79,29.26,4.04,75.15,17.23
JUNIO,12,22,0.024,0.007,0.011,1.96,68,26.84,3.14,76.45,24.09
JUNIO,12,23,0.020,0.007,0.011,1.87,47,25.11,2.84,83.13,24.38
JUNIO,13,0,0.015,0.007,0.008,1.84,41,23.63,1.94,130.47,24.32
JUNIO,13,1,0.018,0.007,0.006,1.86,39,22.31,2.10,146.83,27.81
JUNIO,13,2,0.011,0.007,0.011,1.92,46,20.73,2.08,135.68,36.20
JUNIO,13,3,0.013,0.007,0.010,1.93,55,20.15,2.06,116.67,38.52
JUNIO,13,4,0.007,0.008,0.014,1.96,60,18.69,1.11,176.22,41.14
JUNIO,13,5,0.008,0.016,0.014,2.00,64,18.28,0.97,134.15,43.08
JUNIO,13,6,0.007,0.008,0.014,2.01,57,17.77,0.99,145.18,44.03
JUNIO,13,7,0.007,0.008,0.015,2.22,62,19.40,0.96,122.96,42.37
JUNIO,13,8,0.009,0.008,0.015,2.21,76,23.53,1.07,123.46,33.93
JUNIO,13,9,0.022,0.009,0.012,2.17,105,25.73,1.87,117.17,30.66
JUNIO,13,10,0.039,0.015,0.006,2.01,NA,28.17,1.73,124.73,24.08
JUNIO,13,11,NA,NA,0.003,NA,NA,30.55,1.76,126.24,16.21
JUNIO,13,12,NA,NA,NA,NA,NA,31.41,2.49,110.22,13.77
JUNIO,13,13,NA,NA,NA,NA,NA,32.56,3.26,109.08,12.32
JUNIO,13,14,NA,NA,NA,NA,NA,33.99,3.11,118.26,10.75
JUNIO,13,15,NA,NA,NA,NA,NA,34.94,3.29,101.71,9.65
JUNIO,13,16,NA,NA,NA,NA,59,35.78,2.13,139.53,8.89
JUNIO,13,17,0.051,0.020,0.006,0.41,56,36.11,3.65,93.74,7.24
JUNIO,13,18,0.040,0.027,0.006,0.53,89,35.16,4.19,76.20,7.22
JUNIO,13,19,0.036,0.027,0.006,0.45,62,33.37,4.29,59.93,8.34
JUNIO,13,20,0.033,0.018,0.007,0.43,63,30.98,4.86,48.74,9.45
JUNIO,13,21,0.028,0.017,0.005,0.42,65,29.02,4.53,56.75,11.03
JUNIO,13,22,0.028,0.094,0.006,0.37,66,27.66,5.02,56.67,10.78
JUNIO,13,23,0.027,0.015,0.005,0.31,60,26.25,3.55,95.27,11.22
