DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
JULIO,2,6,0.012,0.007,0.011,0.873,30,16.93,0.96,165.67,84.59
JULIO,2,7,0.007,0.007,0.013,0.980,36,17.31,0.96,124.87,89.21
JULIO,2,8,0.013,0.007,0.010,0.930,36,20.71,1.16,127.45,77.17
JULIO,2,9,0.019,0.007,0.010,0.981,33,23.02,1.32,114.42,63.72
JULIO,2,10,0.028,0.007,0.005,0.872,29,23.84,2.73,81.93,55.07
JULIO,2,11,0.035,0.007,0.005,0.857,26,24.81,2.94,102.20,52.14
JULIO,2,12,0.043,0.007,0.004,0.813,33,26.88,2.25,115.48,44.76
JULIO,2,13,0.043,0.007,0.004,0.761,30,28.07,2.13,132.05,37.11
JULIO,2,14,0.045,0.007,0.003,0.752,27,28.85,2.14,99.98,31.51
JULIO,2,15,0.049,0.009,0.004,0.752,21,29.58,1.97,111.50,29.51
JULIO,2,16,0.057,0.018,0.005,0.895,30,30.60,1.64,160.75,28.66
JULIO,2,17,0.063,0.020,0.005,0.858,34,31.19,1.91,172.52,27.62
JULIO,2,18,0.058,0.010,0.005,0.733,42,29.03,1.66,110.39,29.97
JULIO,2,19,0.047,0.008,0.008,0.858,53,26.71,2.57,266.78,34.69
JULIO,2,20,0.045,0.008,0.007,0.826,165,24.22,2.93,255.64,48.72
JULIO,2,21,0.038,0.010,0.009,1.053,73,19.82,3.16,234.78,71.27
JULIO,2,22,0.042,0.008,0.005,0.779,33,17.23,1.68,181.15,85.65
JULIO,2,23,0.033,0.008,0.006,0.770,24,17.42,1.56,110.25,89.11
JULIO,3,0,0.037,0.007,0.004,0.683,16,15.69,1.08,148.10,95.28
JULIO,3,1,0.034,0.007,0.005,0.700,15,15.38,0.97,120.72,NA
JULIO,3,2,0.031,0.008,0.005,0.748,17,15.93,0.96,133.07,NA
JULIO,3,3,0.029,0.008,0.005,0.756,16,16.15,0.96,129.12,NA
JULIO,3,4,0.023,0.008,0.006,0.771,19,16.34,0.96,118.24,NA
JULIO,3,5,0.022,0.008,0.006,0.777,19,15.87,0.97,204.47,NA
JULIO,3,6,NA,0.008,0.007,0.771,18,15.39,0.97,135.42,NA
JULIO,3,7,0.011,0.007,0.009,0.828,12,15.60,0.96,137.65,NA
JULIO,3,8,0.015,0.007,0.010,0.890,26,18.80,0.96,133.48,NA
JULIO,3,9,0.022,0.007,0.010,0.942,45,20.73,0.95,149.97,88.37
JULIO,3,10,0.032,0.007,0.008,0.919,37,23.58,1.00,171.51,84.99
JULIO,3,11,0.039,0.009,0.007,0.962,44,24.72,1.79,140.38,63.91
JULIO,3,12,0.046,0.009,0.004,0.834,32,25.77,1.75,110.24,52.33
JULIO,3,13,0.054,0.008,0.004,0.818,28,27.03,1.41,178.62,47.53
JULIO,3,14,0.059,0.007,0.004,0.811,35,27.64,1.56,214.70,42.96
JULIO,3,15,0.063,0.007,0.004,0.795,22,28.83,1.99,239.83,35.97
JULIO,3,16,0.064,0.007,0.005,0.814,32,29.25,2.12,222.85,32.09
JULIO,3,17,0.066,0.009,0.005,0.791,42,29.40,2.22,282.42,29.32
JULIO,3,18,0.070,0.009,0.005,0.763,49,29.67,1.39,242.43,28.08
JULIO,3,19,0.058,0.009,0.005,0.776,59,27.04,3.71,194.18,38.57
JULIO,3,20,0.047,0.009,0.007,0.836,50,24.07,2.18,224.68,47.25
JULIO,3,21,0.043,0.049,0.012,1.912,63,22.49,1.20,92.34,52.18
JULIO,3,22,0.037,0.035,0.011,1.197,80,20.97,1.74,90.02,60.64
JULIO,3,23,0.032,0.011,0.008,0.850,49,18.57,1.02,164.58,78.46
JULIO,4,0,0.029,0.009,0.007,0.726,35,17.48,0.97,119.49,87.48
JULIO,4,1,0.032,0.008,0.006,0.736,34,16.92,1.11,102.94,92.08
JULIO,4,2,0.037,0.008,0.005,0.720,9,16.08,0.96,83.04,95.40
JULIO,4,3,0.031,0.009,0.006,0.711,16,16.23,0.96,144.75,96.58
JULIO,4,4,0.024,0.008,0.008,0.714,23,16.12,0.96,137.69,96.84
JULIO,4,5,0.024,0.007,0.008,0.726,14,16.23,0.96,126.96,96.42
JULIO,4,6,0.016,0.007,0.009,0.769,16,16.27,0.96,123.60,97.09
JULIO,4,7,0.010,0.007,0.013,0.877,25,16.46,0.96,118.82,96.88
JULIO,4,8,0.015,0.007,0.012,0.992,40,19.07,0.95,115.58,86.91
JULIO,4,9,0.022,0.007,0.008,0.911,37,21.52,1.32,121.10,78.82
JULIO,4,10,0.032,0.008,0.006,0.871,38,23.24,2.53,89.66,64.99
JULIO,4,11,0.044,0.008,0.005,0.835,55,25.25,2.04,122.23,55.95
JULIO,4,12,0.055,0.007,0.005,0.827,53,26.56,1.72,140.84,49.84
JULIO,4,13,0.061,0.008,0.005,0.845,43,27.24,1.33,133.66,44.93
JULIO,4,14,0.068,0.009,0.005,0.811,44,28.25,1.25,171.31,40.67
JULIO,4,15,0.072,0.013,0.006,0.825,42,29.31,1.44,264.49,35.64
JULIO,4,16,0.082,0.016,0.006,0.837,59,29.72,1.23,187.92,32.95
JULIO,4,17,0.073,0.015,0.005,0.795,66,29.63,1.53,144.60,30.56
JULIO,4,18,0.054,0.107,0.012,2.682,71,25.38,2.80,89.14,41.51
JULIO,4,19,0.050,0.014,0.010,0.980,60,23.85,2.51,270.11,45.13
JULIO,4,20,0.049,0.011,0.008,0.870,49,22.22,1.98,264.85,55.86
JULIO,4,21,0.035,0.009,0.013,1.080,55,21.08,1.39,291.95,64.09
JULIO,4,22,0.034,0.008,0.011,0.930,58,20.64,1.30,281.64,65.93
JULIO,4,23,0.035,0.008,0.011,0.920,48,20.23,0.98,303.72,65.96
JULIO,5,0,0.036,0.008,0.008,0.783,33,19.55,1.07,112.56,69.45
JULIO,5,1,0.041,0.008,0.005,0.699,34,18.07,1.79,150.93,76.05
JULIO,5,2,0.044,0.007,0.004,0.693,19,17.13,1.26,173.25,78.81
JULIO,5,3,0.039,0.007,0.004,0.700,16,16.79,0.96,104.06,85.35
JULIO,5,4,0.036,0.007,0.005,0.713,16,16.28,0.96,97.40,87.15
JULIO,5,5,0.036,0.007,0.005,0.733,16,16.24,0.96,89.76,89.14
JULIO,5,6,0.029,0.007,0.007,0.749,25,15.74,0.96,161.44,88.55
JULIO,5,7,0.028,0.007,0.007,0.782,23,15.53,0.96,145.98,89.75
JULIO,5,8,0.026,0.007,0.008,0.874,22,17.43,0.96,113.62,85.69
JULIO,5,9,0.035,0.007,0.007,0.890,19,21.41,0.95,138.68,69.87
JULIO,5,10,0.039,0.007,0.005,0.833,36,23.15,1.12,138.08,60.43
JULIO,5,11,0.042,0.007,0.005,0.838,41,24.51,1.64,124.13,53.88
JULIO,5,12,0.046,0.007,0.004,0.809,48,26.05,1.50,116.78,47.41
JULIO,5,13,0.055,0.007,0.004,0.821,40,27.17,2.18,152.30,43.66
JULIO,5,14,0.064,0.007,0.004,0.823,40,27.85,2.17,168.92,40.71
JULIO,5,15,0.064,0.007,0.004,0.784,22,28.39,2.29,148.17,37.71
JULIO,5,16,0.067,0.008,0.004,0.770,14,29.66,2.11,156.55,33.63
JULIO,5,17,0.070,0.007,0.004,0.765,35,29.94,2.62,154.78,32.97
JULIO,5,18,0.068,0.009,0.006,0.787,49,29.13,3.23,119.49,34.06
JULIO,5,19,0.047,0.027,0.007,1.080,63,25.99,2.08,165.66,35.26
JULIO,5,20,0.033,0.017,0.014,1.167,61,25.81,1.04,246.62,41.49
JULIO,5,21,0.022,0.010,0.018,1.168,75,24.32,0.99,108.81,52.97
JULIO,5,22,0.022,0.009,0.015,0.909,55,23.65,1.32,88.62,54.68
JULIO,5,23,0.016,0.011,0.011,0.758,48,22.74,1.92,79.06,47.43
JULIO,6,0,0.017,0.017,0.010,0.751,46,21.26,2.09,71.68,56.76
JULIO,6,1,0.014,0.013,0.009,0.711,53,20.09,1.99,65.73,62.15
JULIO,6,2,0.015,0.011,0.008,0.685,44,19.40,1.70,66.98,60.92
JULIO,6,3,0.016,0.010,0.008,0.678,33,19.00,0.98,76.74,59.72
JULIO,6,4,0.017,0.009,0.008,0.687,31,18.02,0.96,101.07,63.14
JULIO,6,5,0.018,0.010,0.006,0.694,23,17.69,1.46,52.18,67.33
JULIO,6,6,0.010,0.009,0.010,0.733,24,16.84,0.96,83.90,70.38
JULIO,6,7,0.009,0.008,0.012,0.888,35,16.64,0.96,111.73,76.37
JULIO,6,8,0.012,0.009,0.010,0.974,68,19.17,0.95,107.26,68.89
JULIO,6,9,0.022,0.012,0.007,0.886,68,21.60,1.83,80.41,59.57
JULIO,6,10,0.033,0.012,0.005,0.830,43,23.25,3.73,87.34,52.15
JULIO,6,11,0.041,0.009,0.004,0.807,57,24.86,3.79,99.53,46.98
JULIO,6,12,0.047,0.008,0.004,0.780,169,26.25,3.30,104.99,42.46
JULIO,6,13,0.054,0.007,0.004,0.784,114,27.52,2.87,115.49,37.39
JULIO,6,14,0.056,0.007,0.004,0.786,46,28.73,2.65,121.27,32.52
JULIO,6,15,0.061,0.007,0.004,0.763,33,29.39,2.72,129.02,30.47
JULIO,6,16,0.062,0.007,0.004,0.735,39,30.29,2.42,125.20,28.16
JULIO,6,17,0.065,0.007,0.004,0.721,58,30.68,1.94,136.54,27.40
JULIO,6,18,0.065,0.007,0.004,0.720,73,30.52,2.20,140.62,27.65
JULIO,6,19,0.062,0.007,0.005,0.740,46,29.13,1.69,138.19,29.63
JULIO,6,20,0.043,0.010,0.009,0.824,76,27.47,2.48,99.32,32.92
JULIO,6,21,0.035,0.009,0.007,0.768,71,24.99,3.36,127.25,46.68
JULIO,6,22,0.037,0.008,0.004,0.722,72,20.71,4.13,149.71,64.60
JULIO,6,23,0.036,0.007,0.004,0.685,42,17.64,3.11,144.66,75.86
JULIO,7,0,0.036,0.007,0.004,0.695,27,17.73,1.49,145.47,79.22
JULIO,7,1,0.035,0.007,0.004,0.705,20,18.09,1.65,117.83,81.75
JULIO,7,2,NA,0.007,0.004,0.704,13,17.38,1.36,109.89,83.73
JULIO,7,3,NA,0.007,0.004,0.701,13,16.88,0.96,119.07,84.15
JULIO,7,4,0.028,0.007,0.006,0.715,14,16.62,0.98,108.04,83.78
JULIO,7,5,0.023,0.007,0.007,0.730,15,16.35,0.96,80.80,84.14
JULIO,7,6,0.014,0.007,0.011,0.753,21,15.78,0.96,133.04,85.32
JULIO,7,7,0.016,0.007,0.010,0.807,18,15.94,0.97,124.39,85.99
JULIO,7,8,0.012,0.007,0.011,0.862,28,17.67,1.27,134.71,84.55
JULIO,7,9,0.025,0.007,0.007,0.848,31,22.02,1.98,136.93,66.82
JULIO,7,10,0.033,0.007,0.003,0.787,29,24.11,2.43,147.97,53.32
JULIO,7,11,0.032,0.007,0.003,0.782,91,24.88,2.58,158.58,49.99
JULIO,7,12,0.034,0.007,0.003,0.778,145,26.19,2.52,147.85,45.77
JULIO,7,13,0.035,0.007,0.002,0.753,88,27.44,2.80,176.96,36.32
JULIO,7,14,0.037,0.007,0.003,0.734,23,28.01,3.45,151.68,34.13
JULIO,7,15,0.038,0.007,0.003,0.724,30,28.78,4.01,154.89,30.67
JULIO,7,16,0.036,0.007,0.003,0.698,23,29.00,4.32,163.52,28.36
JULIO,7,17,0.037,0.007,0.003,0.676,24,28.11,4.78,165.11,26.92
JULIO,7,18,0.039,0.007,0.003,0.686,32,27.65,4.03,162.76,28.47
JULIO,7,19,0.039,0.007,0.004,0.707,40,26.45,3.04,166.65,31.57
JULIO,7,20,0.027,0.007,0.007,0.755,53,24.29,2.94,164.02,44.70
JULIO,7,21,0.018,0.007,0.007,0.769,59,22.69,2.03,152.18,49.60
JULIO,7,22,0.016,0.008,0.008,0.786,48,22.28,2.26,109.75,50.23
JULIO,7,23,0.024,0.009,0.007,0.793,42,21.04,3.45,101.39,59.92
JULIO,8,0,0.024,0.008,0.007,0.808,38,19.80,3.38,99.90,68.55
JULIO,8,1,0.026,0.007,0.006,0.756,22,19.16,3.82,100.12,72.70
JULIO,8,2,0.022,0.007,0.008,0.761,29,18.69,2.28,97.94,75.23
JULIO,8,3,0.023,0.007,0.007,0.755,28,18.23,1.23,105.94,74.70
JULIO,8,4,NA,0.007,0.007,0.737,26,18.15,0.97,106.10,75.17
JULIO,8,5,0.019,0.007,0.008,0.761,17,18.09,0.99,99.88,76.25
JULIO,8,6,0.020,0.008,0.008,0.747,22,18.32,0.97,70.03,73.61
JULIO,8,7,0.016,0.008,0.010,0.820,22,18.12,0.95,105.30,73.68
JULIO,8,8,0.012,0.007,0.010,0.850,27,19.26,1.00,125.58,74.57
JULIO,8,9,0.023,0.008,0.007,0.913,36,23.60,1.15,112.15,60.01
JULIO,8,10,0.030,0.008,0.005,0.879,34,24.93,1.31,118.35,53.15
JULIO,8,11,0.038,0.008,0.004,0.825,32,27.04,1.20,162.02,44.90
JULIO,8,12,0.043,0.008,0.004,0.826,34,27.78,1.32,190.39,40.93
JULIO,8,13,0.047,0.007,0.003,0.778,33,28.38,2.08,137.25,38.20
JULIO,8,14,0.047,0.007,0.004,0.817,31,27.85,2.85,121.13,38.26
JULIO,8,15,0.045,0.007,0.004,0.825,37,27.73,2.43,119.78,37.99
JULIO,8,16,0.044,0.007,0.004,0.805,40,27.52,2.88,113.61,39.03
JULIO,8,17,0.041,0.021,0.008,0.855,62,24.13,4.36,55.16,48.78
JULIO,8,18,0.039,0.015,0.007,0.845,45,22.83,4.00,56.92,52.80
JULIO,8,19,0.038,0.010,0.007,0.855,47,23.16,1.90,95.43,52.49
JULIO,8,20,0.035,0.009,0.007,0.859,56,22.39,1.27,142.17,52.89
JULIO,8,21,0.031,0.008,0.007,0.868,96,21.86,1.06,205.32,56.61
JULIO,8,22,0.025,0.008,0.007,0.862,165,20.57,0.97,238.69,61.75
JULIO,8,23,0.026,0.008,0.006,0.846,55,20.05,0.96,248.74,64.51
JULIO,9,0,0.024,0.008,0.005,0.809,35,19.44,0.96,246.27,67.22
JULIO,9,1,0.022,0.007,0.006,0.841,50,16.74,1.00,95.68,91.47
JULIO,9,2,0.023,0.008,0.005,0.836,34,16.25,0.96,157.18,98.17
JULIO,9,3,0.025,0.009,0.004,0.862,15,16.20,0.97,194.41,98.23
JULIO,9,4,0.029,0.008,0.004,0.794,17,15.93,1.06,304.15,98.64
JULIO,9,5,0.028,0.007,0.004,0.802,NA,16.17,0.97,286.83,99.06
JULIO,9,6,0.026,0.007,0.005,0.818,13,16.07,0.96,296.16,98.79
JULIO,9,7,0.019,0.007,0.007,0.925,19,16.04,0.96,275.23,99.07
JULIO,9,8,0.019,0.007,0.007,1.000,19,18.66,0.95,291.97,NA
JULIO,9,9,0.023,0.008,0.007,1.057,25,20.63,0.94,142.61,91.45
JULIO,9,10,0.029,0.008,0.005,0.938,23,22.83,0.98,133.95,77.10
JULIO,9,11,0.037,0.008,0.004,0.902,27,24.43,1.54,136.92,64.97
JULIO,9,12,0.041,0.008,0.003,0.876,19,25.75,1.35,145.02,55.64
JULIO,9,13,0.043,0.008,0.004,0.869,28,25.82,1.24,126.75,51.63
JULIO,9,14,0.048,0.008,0.004,0.868,29,27.08,1.67,117.09,46.81
JULIO,9,15,0.050,0.008,0.004,0.851,21,27.84,1.51,105.94,41.83
JULIO,9,16,0.054,0.008,0.004,0.811,31,29.07,1.56,119.98,38.10
JULIO,9,17,0.057,0.010,0.004,0.831,28,29.78,1.25,119.73,35.87
JULIO,9,18,0.060,0.009,0.004,0.778,31,30.03,0.95,177.12,34.81
JULIO,9,19,0.059,0.012,0.004,0.819,32,28.91,0.91,124.64,36.48
JULIO,9,20,0.049,0.012,0.009,1.094,43,26.65,0.93,231.76,42.83
JULIO,9,21,0.029,0.011,0.017,1.278,67,25.42,1.17,200.69,49.02
JULIO,9,22,0.033,0.011,0.004,0.763,50,22.43,3.65,135.62,57.93
JULIO,9,23,0.030,0.008,0.005,0.782,32,18.66,1.26,150.61,75.93
JULIO,10,0,0.032,0.007,0.005,0.750,15,18.61,0.97,130.86,74.07
JULIO,10,1,0.026,0.012,0.008,0.906,22,18.94,1.00,314.42,74.00
JULIO,10,2,0.019,0.012,0.010,0.807,26,18.66,0.96,138.06,78.01
JULIO,10,3,NA,0.009,0.009,0.786,20,18.56,1.02,88.26,80.49
JULIO,10,4,0.012,0.011,0.011,0.730,27,18.74,1.07,95.99,78.12
JULIO,10,5,0.016,0.011,0.008,0.756,28,18.43,1.10,72.61,78.07
JULIO,10,6,0.015,0.009,0.008,0.774,28,18.40,1.19,77.79,75.71
JULIO,10,7,0.007,0.008,0.010,0.900,25,18.59,0.97,112.26,79.34
JULIO,10,8,0.011,0.008,0.008,0.976,26,21.21,1.24,118.81,72.05
JULIO,10,9,0.020,0.008,0.006,0.902,28,23.29,2.03,101.50,62.43
JULIO,10,10,0.028,0.009,0.004,0.854,35,24.22,3.37,97.16,54.39
JULIO,10,11,0.034,0.010,0.004,0.830,40,25.77,3.18,96.81,47.15
JULIO,10,12,0.041,0.008,0.003,0.805,33,27.05,2.55,116.76,42.24
JULIO,10,13,0.048,0.008,0.004,0.809,38,27.87,2.50,119.01,39.42
JULIO,10,14,0.053,0.009,0.005,0.822,45,28.24,2.01,135.67,38.29
JULIO,10,15,0.055,0.010,0.004,0.798,42,29.27,1.73,174.81,35.79
JULIO,10,16,0.055,0.009,0.003,0.770,30,29.36,1.91,146.06,34.77
JULIO,10,17,0.053,0.011,0.003,0.739,40,30.15,1.50,183.71,31.69
JULIO,10,18,0.056,0.010,0.004,0.763,49,29.38,2.36,200.70,34.72
JULIO,10,19,0.046,0.009,0.005,0.767,94,26.44,5.13,192.44,44.51
JULIO,10,20,0.040,0.011,0.007,0.785,145,19.09,5.99,101.95,66.16
JULIO,10,21,0.034,0.008,0.008,0.820,61,16.21,2.59,109.08,89.11
JULIO,10,22,0.027,0.008,0.009,0.838,25,15.97,2.25,201.70,94.00
JULIO,10,23,0.025,0.011,0.010,0.935,26,16.36,1.29,106.70,96.28
JULIO,11,0,0.025,0.009,0.009,0.767,12,16.32,1.19,122.03,96.41
JULIO,11,1,0.025,0.008,0.007,0.757,16,16.44,2.10,103.01,95.89
JULIO,11,2,0.028,0.015,0.008,0.741,19,16.60,4.85,81.88,90.14
JULIO,11,3,0.032,0.010,0.004,0.730,6,15.97,3.59,104.44,89.61
JULIO,11,4,0.027,0.009,0.005,0.754,7,15.57,1.68,109.48,93.04
JULIO,11,5,0.025,0.009,0.006,0.769,6,16.03,1.07,110.96,91.10
JULIO,11,6,0.023,0.008,0.007,0.785,NA,15.95,1.49,106.21,88.53
JULIO,11,7,NA,0.007,0.008,0.903,NA,16.65,2.26,95.44,87.22
JULIO,11,8,0.024,0.008,0.009,0.989,8,18.50,1.84,59.60,79.55
JULIO,11,9,0.033,0.009,0.005,0.898,13,21.49,2.29,93.90,62.50
JULIO,11,10,0.034,0.015,0.006,0.895,NA,23.30,2.25,81.37,54.53
JULIO,11,11,0.041,0.011,0.004,0.850,12,24.59,2.65,97.67,48.26
JULIO,11,12,0.045,0.008,0.003,0.831,14,25.52,2.41,104.79,44.94
JULIO,11,13,0.049,0.009,0.004,0.835,11,26.44,2.47,99.25,41.77
JULIO,11,14,0.049,0.009,0.004,0.826,16,27.49,2.21,124.33,38.96
JULIO,11,15,0.049,0.010,0.004,0.781,16,28.49,1.55,137.23,35.02
JULIO,11,16,0.049,0.018,0.004,0.763,29,29.46,1.55,195.30,31.63
JULIO,11,17,0.047,0.019,0.005,0.762,23,30.17,1.64,131.35,28.52
JULIO,11,18,0.043,0.014,0.004,0.743,28,30.03,1.53,140.65,26.39
JULIO,11,19,0.049,0.022,0.005,0.875,28,28.75,1.13,229.88,28.82
JULIO,11,20,0.042,0.013,0.009,0.983,46,26.34,1.14,199.95,35.26
JULIO,11,21,0.028,0.009,0.014,1.034,64,24.12,2.92,177.44,46.73
JULIO,11,22,0.039,0.008,0.005,0.783,65,15.52,1.83,185.63,92.43
JULIO,11,23,0.033,0.008,0.008,0.866,18,15.71,1.35,203.34,95.78
JULIO,12,0,0.032,0.008,0.007,0.820,18,15.96,1.43,216.21,97.48
JULIO,12,1,0.028,0.008,0.008,0.791,38,15.82,0.99,229.92,98.36
JULIO,12,2,0.026,0.008,0.006,0.789,12,15.94,0.97,214.11,97.63
JULIO,12,3,0.017,0.007,0.009,0.809,12,16.10,0.96,211.60,97.58
JULIO,12,4,0.020,0.007,0.008,0.782,10,15.74,0.97,234.22,97.52
JULIO,12,5,0.020,0.007,0.007,0.806,14,15.22,0.96,252.03,97.90
JULIO,12,6,0.016,0.007,0.009,0.860,17,14.87,0.96,163.79,98.35
JULIO,12,7,NA,0.007,0.015,1.039,24,15.25,0.96,180.43,99.11
JULIO,12,8,0.007,0.007,0.016,1.464,37,19.96,0.95,219.81,92.49
JULIO,12,9,0.024,0.012,0.012,1.266,39,22.14,0.95,161.35,86.28
JULIO,12,10,0.036,0.010,0.006,0.916,28,24.24,0.94,147.52,69.79
JULIO,12,11,0.047,0.009,0.005,0.906,23,25.88,0.96,222.37,58.31
JULIO,12,12,0.067,0.015,0.010,1.249,33,26.55,1.05,234.47,50.81
JULIO,12,13,0.075,0.018,0.007,1.151,40,26.91,1.28,215.19,45.35
JULIO,12,14,0.068,0.017,0.006,1.049,39,27.66,1.46,231.98,37.87
JULIO,12,15,0.079,0.030,0.006,1.156,34,28.62,1.25,178.46,33.75
JULIO,12,16,0.073,0.026,0.006,0.979,49,29.38,1.33,164.81,30.34
JULIO,12,17,0.057,0.011,0.004,0.791,34,29.65,1.70,108.23,25.61
JULIO,12,18,0.059,0.009,0.004,0.773,32,29.50,1.73,140.71,27.55
JULIO,12,19,0.058,0.009,0.005,0.798,36,27.99,1.36,143.60,31.27
JULIO,12,20,0.046,0.009,0.011,0.894,52,25.63,1.02,128.75,40.20
JULIO,12,21,0.032,0.010,0.019,1.170,66,24.22,1.15,124.67,46.40
JULIO,12,22,0.028,0.009,0.012,0.865,54,22.95,1.63,140.39,53.74
JULIO,12,23,0.027,0.008,0.011,0.843,43,22.19,2.43,108.27,52.20
JULIO,13,0,0.029,0.008,0.010,0.801,38,20.47,1.20,104.09,59.79
JULIO,13,1,0.026,0.008,0.010,0.752,16,19.15,0.97,131.37,63.63
JULIO,13,2,0.019,0.008,0.013,0.789,27,18.35,0.96,131.55,65.40
JULIO,13,3,0.017,0.008,0.013,0.813,27,18.62,0.95,95.04,64.46
JULIO,13,4,0.009,0.008,0.016,0.825,35,17.72,0.96,109.92,68.12
JULIO,13,5,0.005,0.007,0.017,0.926,44,17.00,0.96,102.65,72.12
JULIO,13,6,0.004,0.007,0.016,0.860,47,16.40,0.96,96.87,75.22
JULIO,13,7,0.005,0.007,0.014,0.903,36,16.31,1.00,123.76,80.34
JULIO,13,8,0.008,0.007,0.014,1.041,51,19.31,1.17,125.74,73.15
JULIO,13,9,0.025,0.007,0.007,0.883,45,22.70,1.38,141.30,60.15
JULIO,13,10,0.036,0.007,0.004,0.837,33,24.87,1.16,143.05,52.44
JULIO,13,11,0.047,0.007,0.004,0.854,36,26.82,1.05,149.98,44.29
JULIO,13,12,0.056,0.027,0.008,0.887,46,27.36,1.16,156.82,43.70
JULIO,13,13,0.072,0.041,0.008,1.306,63,28.33,1.44,231.87,38.57
JULIO,13,14,0.064,0.023,0.006,1.152,44,29.02,1.76,185.01,34.20
JULIO,13,15,0.081,0.047,0.008,1.106,53,29.75,1.44,136.79,32.27
JULIO,13,16,0.068,0.028,0.006,0.903,57,29.75,1.77,195.58,30.72
JULIO,13,17,0.062,0.013,0.004,0.796,37,29.97,2.27,124.16,29.83
JULIO,13,18,0.063,0.016,0.005,0.845,32,30.57,1.75,138.07,28.90
JULIO,13,19,0.060,0.011,0.005,0.834,47,29.14,1.94,144.36,30.84
JULIO,13,20,0.032,0.036,0.013,0.864,69,26.03,3.32,81.08,36.14
JULIO,13,21,0.029,0.017,0.013,0.896,43,24.46,1.55,97.35,39.53
JULIO,13,22,0.031,0.010,0.011,0.830,38,23.85,2.73,93.90,40.10
JULIO,13,23,0.025,0.008,0.009,0.746,40,22.97,3.53,108.76,46.31
JULIO,14,0,0.027,0.007,0.006,0.702,38,21.68,4.05,91.71,47.75
JULIO,14,1,0.024,0.008,0.006,0.697,32,20.41,3.21,98.99,53.21
JULIO,14,2,0.015,0.008,0.010,0.709,26,19.18,2.44,117.88,60.29
JULIO,14,3,0.017,0.008,0.008,0.715,24,18.56,2.38,104.62,63.81
JULIO,14,4,0.015,0.008,0.009,0.742,32,18.20,1.72,117.27,66.26
JULIO,14,5,0.010,0.008,0.011,0.783,45,17.50,3.09,106.68,71.52
JULIO,14,6,0.003,0.008,0.013,0.783,40,15.88,1.96,125.87,79.50
