DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA,LOS DATOS SON REVALIDADOS,,,,,,,,,,
,,,,,,,,,,,
MES,DÍA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m3],TEMP,WS,WD,HR
SEPTIEMBRE,12,19,0.06,0.007,0.006,0.77,70,26.99,1,145.76,22.33
SEPTIEMBRE,12,20,0.03,0.009,0.018,1.26,124,24.18,1.02,221.82,27.38
SEPTIEMBRE,12,21,0.03,0.045,0.007,0.93,67,23.69,2.82,75.32,31.04
SEPTIEMBRE,12,22,0.04,0.023,0.004,0.69,50,22.04,4.88,50.86,34.82
SEPTIEMBRE,12,23,0.04,0.014,0.004,0.62,44,20.93,4.63,67.72,39.68
SEPTIEMBRE,13,0,0.04,0.009,0.003,0.65,29,19.89,3.58,78.06,44.06
SEPTIEMBRE,13,1,0.03,0.008,0.004,0.63,45,18.1,3.03,101.52,51.78
SEPTIEMBRE,13,2,0.03,0.013,0.005,0.64,41,17.01,2.18,94.22,58.15
SEPTIEMBRE,13,3,0.03,0.012,0.006,0.65,41,16.29,1.49,96.95,61.89
SEPTIEMBRE,13,4,0.03,0.013,0.005,0.66,36,15.75,1.88,88.88,63.54
SEPTIEMBRE,13,5,0.03,0.012,0.004,0.67,27,15.6,1.41,81.85,62.88
SEPTIEMBRE,13,6,0.03,0.011,0.008,0.73,36,14.12,1.12,113.2,67.16
SEPTIEMBRE,13,7,0.02,0.012,0.011,0.86,38,13.86,1.01,113.64,69.33
SEPTIEMBRE,13,8,0.02,0.011,0.011,0.87,61,16.38,1.01,138.69,65.23
SEPTIEMBRE,13,9,0.02,0.021,0.009,0.86,64,20.12,1.48,101.28,53.33
SEPTIEMBRE,13,10,0.04,0.027,0.006,0.8,65,21.93,3.8,77.8,43.28
SEPTIEMBRE,13,11,0.04,0.02,0.005,0.78,51,23.98,3.38,77.02,33.54
SEPTIEMBRE,13,12,0.05,0.012,0.004,0.71,35,25.61,3.27,92.32,26.4
SEPTIEMBRE,13,13,0.05,0.013,0.004,0.73,27,26.9,2.68,96.46,22.43
SEPTIEMBRE,13,14,0.06,0.008,0.003,0.71,30,28.43,2.57,129.28,17.67
SEPTIEMBRE,13,15,0.06,0.008,0.003,0.66,24,29.42,2.07,162.8,14.99
SEPTIEMBRE,13,16,0.06,0.012,0.003,0.65,31,30.39,1.58,156.18,14.53
SEPTIEMBRE,13,17,0.06,0.008,0.003,0.64,32,30.13,2.12,166.44,14.72
SEPTIEMBRE,13,18,0.06,0.007,0.004,0.67,41,28.89,2.12,210.03,15.28
SEPTIEMBRE,13,19,0.05,0.008,0.008,0.86,65,26.58,1.45,231.11,18.59
SEPTIEMBRE,13,20,0.04,0.008,0.013,1.08,84,23.58,1.22,263.66,25.72
SEPTIEMBRE,13,21,0.03,0.009,0.018,1.19,70,21.83,1.16,188.3,30.63
SEPTIEMBRE,13,22,0.02,0.02,0.02,1.39,136,21.04,0.95,189.12,32.32
SEPTIEMBRE,13,23,0.03,0.037,0.009,0.87,117,21.07,1.41,77.86,30.41
SEPTIEMBRE,14,0,0.03,0.016,0.008,0.72,54,19.22,1.12,132.28,35.89
SEPTIEMBRE,14,1,0.02,0.008,0.008,0.72,21,17.32,0.96,147.58,43.85
SEPTIEMBRE,14,2,0.02,0.008,0.007,0.68,17,16.38,0.96,123.32,49.7
SEPTIEMBRE,14,3,0.01,0.008,0.01,0.74,38,15.6,0.96,138.79,53.33
SEPTIEMBRE,14,4,0.01,0.008,0.009,0.7,40,14.64,0.96,144.04,56.78
SEPTIEMBRE,14,5,0.02,0.007,0.008,0.68,32,14.12,0.96,168.37,59.22
SEPTIEMBRE,14,6,0.01,0.008,0.01,0.74,23,13.38,0.99,109.47,65.23
SEPTIEMBRE,14,7,0.01,0.008,0.013,0.92,46,13.26,1.06,98.12,67.41
SEPTIEMBRE,14,8,0.01,0.008,0.013,0.98,64,16.59,1.14,120.04,61.04
SEPTIEMBRE,14,9,0.02,0.008,0.01,0.9,88,19.98,1.64,107.26,52
SEPTIEMBRE,14,10,0.03,0.015,0.006,0.8,83,22.47,3.04,95.62,47.26
SEPTIEMBRE,14,11,0.04,0.01,0.004,0.76,51,24.35,2.36,92.6,40.53
SEPTIEMBRE,14,12,0.04,0.014,0.004,0.72,33,26.23,2.04,108.71,32.76
SEPTIEMBRE,14,13,0.05,0.009,0.003,0.73,27,27.55,2.34,111.58,26.55
SEPTIEMBRE,14,14,0.05,0.008,0.003,0.71,21,28.7,1.88,115.54,23.53
SEPTIEMBRE,14,15,0.05,0.007,0.003,0.69,28,29.95,2.82,127.17,20.47
SEPTIEMBRE,14,16,0.06,0.007,0.003,0.67,36,30.46,2.73,141.11,20.64
SEPTIEMBRE,14,17,0.06,0.007,0.003,0.66,39,30.65,2,152.98,21.49
SEPTIEMBRE,14,18,0.06,0.008,0.003,0.65,40,30.19,0.99,192.18,22.58
SEPTIEMBRE,14,19,0.05,0.008,0.007,0.85,68,27.48,1.11,229.31,26.26
SEPTIEMBRE,14,20,0.04,0.008,0.013,1.1,80,24.56,1,265.36,30.16
SEPTIEMBRE,14,21,0.02,0.009,0.021,1.34,89,23.41,0.94,196.51,32.14
SEPTIEMBRE,14,22,0.03,0.02,0.016,1.25,83,23.53,0.99,161.48,33.07
SEPTIEMBRE,14,23,0.02,0.025,0.01,0.85,59,22.35,1.2,91.15,42.71
SEPTIEMBRE,15,0,0.03,0.011,0.01,0.82,57,20.41,1.07,113.88,57.39
SEPTIEMBRE,15,1,0.02,0.01,0.008,0.71,38,19.73,1.25,90.81,61.02
SEPTIEMBRE,15,2,0.02,0.01,0.004,0.65,42,19.38,1.29,72.38,61.96
SEPTIEMBRE,15,3,0.02,0.009,0.005,0.66,23,18.88,1.43,66.08,66.1
SEPTIEMBRE,15,4,0.03,0.01,0.007,0.68,27,17.85,1.05,103.59,70.05
SEPTIEMBRE,15,5,0.02,0.01,0.008,0.76,36,16.26,0.96,109.41,76.58
SEPTIEMBRE,15,6,0.01,0.01,0.008,0.74,45,15.71,0.96,125.24,82.09
SEPTIEMBRE,15,7,0.01,0.009,0.01,0.86,37,15.28,1.06,124.88,85.7
SEPTIEMBRE,15,8,0.01,0.01,0.007,0.94,53,17.86,2.92,108.9,79.05
SEPTIEMBRE,15,9,0.02,0.01,0.005,0.85,48,21.15,4.07,87.41,64.1
SEPTIEMBRE,15,10,0.03,0.021,0.005,0.79,62,22.94,5.29,70.34,52.01
SEPTIEMBRE,15,11,0.03,0.016,0.004,0.78,47,24.22,4.73,75.1,47.62
SEPTIEMBRE,15,12,0.03,0.015,0.005,0.86,37,25.61,3.85,68.36,44.11
SEPTIEMBRE,15,13,0.04,0.016,0.005,0.8,54,26.84,3.93,92.35,39.55
SEPTIEMBRE,15,14,0.05,0.012,0.004,0.8,50,28.29,3.01,101.69,34.95
SEPTIEMBRE,15,15,0.05,0.009,0.004,0.76,49,29.76,2.75,134.34,31.37
SEPTIEMBRE,15,16,0.05,0.011,0.004,0.72,40,30.6,2.19,119.82,26.93
SEPTIEMBRE,15,17,0.05,0.013,0.004,0.71,45,30.94,2.53,105.53,24.79
SEPTIEMBRE,15,18,0.04,0.038,0.005,0.91,48,29.48,2.99,96.28,28.06
SEPTIEMBRE,15,19,0.03,0.012,0.011,1.18,59,27.01,1.5,271.53,30.57
SEPTIEMBRE,15,20,0.02,0.028,0.015,1.15,71,25.37,1.38,101.16,37.21
SEPTIEMBRE,15,21,0.03,0.01,0.006,0.82,74,23.11,2.63,122.99,56.51
SEPTIEMBRE,15,22,0.03,0.009,0.006,0.86,53,21.96,1.97,107.82,60.2
SEPTIEMBRE,15,23,0.03,0.011,0.007,0.87,61,21.43,1.08,108.56,60.3
SEPTIEMBRE,16,0,0.02,0.012,0.007,0.76,60,20.61,1.59,112.27,57.41
SEPTIEMBRE,16,1,0.02,0.009,0.007,0.75,41,19.76,1.25,138.95,58.76
SEPTIEMBRE,16,2,0.02,0.009,0.006,0.75,43,19.07,0.98,120.39,63.09
SEPTIEMBRE,16,3,0.02,0.008,0.007,0.74,43,18.55,1.05,111.46,65.04
SEPTIEMBRE,16,4,0.02,0.008,0.005,0.7,28,17.71,1,120.84,68.53
SEPTIEMBRE,16,5,0.01,0.008,0.006,0.72,32,16.91,0.96,132.45,74.06
SEPTIEMBRE,16,6,0.01,0.008,0.006,0.74,28,16.12,0.96,111.17,80.89
SEPTIEMBRE,16,7,0.01,0.008,0.006,0.79,27,16.34,1.18,105.09,82.21
SEPTIEMBRE,16,8,0.01,0.008,0.005,0.82,34,18.39,2.46,101.87,74.07
SEPTIEMBRE,16,9,0.02,0.01,0.004,0.79,34,21.15,3.46,94.46,62.8
SEPTIEMBRE,16,10,0.03,0.011,0.004,0.78,42,23.56,3.64,91.05,54.04
SEPTIEMBRE,16,11,0.03,0.011,0.004,0.77,38,24.55,3.42,90.86,49.67
SEPTIEMBRE,16,12,0.04,0.012,0.003,0.75,36,26.42,3.05,97.04,43.13
SEPTIEMBRE,16,13,0.04,0.01,0.003,0.76,34,27.7,2.29,108.42,38.13
SEPTIEMBRE,16,14,0.04,0.008,0.003,0.72,30,28.85,2.77,112.13,33.44
SEPTIEMBRE,16,15,0.04,0.01,0.003,0.69,27,29.92,1.96,124.3,28.06
SEPTIEMBRE,16,16,0.05,0.009,0.002,0.68,23,30.62,2.02,144.12,27.23
SEPTIEMBRE,16,17,0.05,0.023,0.004,0.9,37,30.45,1.47,158.64,26.91
SEPTIEMBRE,16,18,0.04,0.01,0.003,0.72,36,29.77,2.57,101.06,28.6
SEPTIEMBRE,16,19,0.04,0.008,0.006,0.83,56,26.5,1.22,115.08,34.67
SEPTIEMBRE,16,20,0.04,0.009,0.01,0.98,81,24.71,0.94,126.87,37.75
SEPTIEMBRE,16,21,0.03,0.012,0.009,0.92,80,24.37,1.22,124.07,39.76
SEPTIEMBRE,16,22,0.03,0.009,0.004,0.75,64,22.47,2.52,152.81,57.65
SEPTIEMBRE,16,23,0.03,0.009,0.003,0.67,74,18.22,3.21,153.75,80.99
SEPTIEMBRE,17,0,0.03,0.008,0.003,0.74,24,16.55,1.18,149.05,93.8
SEPTIEMBRE,17,1,0.03,0.008,0.003,0.69,NA,16.51,0.97,183.82,96.22
SEPTIEMBRE,17,2,0.03,0.008,0.003,0.69,NA,16.42,0.96,162.31,97.33
SEPTIEMBRE,17,3,0.03,0.008,0.004,0.71,16,16.44,0.96,258.9,97.69
SEPTIEMBRE,17,4,0.03,0.008,0.003,0.71,13,16.02,0.98,297.13,97.42
SEPTIEMBRE,17,5,0.02,0.008,0.004,0.77,17,16.22,0.96,307.51,98.68
SEPTIEMBRE,17,6,0.02,0.008,0.005,0.8,22,16.25,0.96,239.57,98.45
SEPTIEMBRE,17,7,0.02,0.008,0.004,0.8,20,15.79,0.96,219.4,98.52
SEPTIEMBRE,17,8,0.02,0.008,0.005,0.85,15,16.45,0.96,256.24,98.34
SEPTIEMBRE,17,9,0.02,0.008,0.005,1.01,NA,18.76,0.96,290.14,94.75
SEPTIEMBRE,17,10,0.03,0.014,0.005,1.11,34,21.48,0.97,231.85,83.03
SEPTIEMBRE,17,11,0.03,0.01,0.003,0.8,35,23.26,1.8,133.89,63.94
SEPTIEMBRE,17,12,0.03,0.009,0.003,0.8,25,24.04,1.8,124.16,54.54
SEPTIEMBRE,17,13,0.04,0.009,0.003,0.81,32,25.29,1.2,144.39,50.59
SEPTIEMBRE,17,14,0.05,0.009,0.003,0.77,36,27.51,1.35,153.31,41.73
SEPTIEMBRE,17,15,0.05,0.009,0.003,0.76,39,28.17,1.58,205.11,38.48
SEPTIEMBRE,17,16,0.05,0.009,0.003,0.74,48,28.18,1.87,196.9,37.21
SEPTIEMBRE,17,17,0.05,0.009,0.003,0.75,46,27.9,2.49,234.8,38.69
SEPTIEMBRE,17,18,0.04,0.018,0.004,0.88,82,20.88,4.82,147.89,66.71
SEPTIEMBRE,17,19,0.03,0.009,0.005,0.82,67,15.05,2.96,199.3,98.86
SEPTIEMBRE,17,20,0.03,0.009,0.008,1.04,29,15.6,1.01,193.87,98.84
SEPTIEMBRE,17,21,0.02,0.01,0.011,1.31,34,16.42,1.03,184.99,NA
SEPTIEMBRE,17,22,0.02,0.009,0.008,1.01,37,16.47,0.96,244.55,NA
SEPTIEMBRE,17,23,0.02,0.009,0.007,0.9,31,16.27,1.2,108.45,98.81
SEPTIEMBRE,18,0,0.02,0.008,0.005,0.84,27,15.91,1.43,98.93,99.27
SEPTIEMBRE,18,1,0.02,0.008,0.005,0.79,19,15.78,1.62,94.61,99.67
SEPTIEMBRE,18,2,0.02,0.008,0.003,0.77,28,15.78,0.96,96.76,99.04
SEPTIEMBRE,18,3,0.02,0.007,0.004,0.85,24,15.56,0.96,111.23,98.97
SEPTIEMBRE,18,4,0.02,0.008,0.005,0.83,61,15.59,0.96,97.68,99.77
SEPTIEMBRE,18,5,0.01,0.008,0.005,0.76,35,15.71,0.96,112.58,99.25
SEPTIEMBRE,18,6,0.01,0.007,0.007,0.81,26,15.44,0.96,116.79,99.7
SEPTIEMBRE,18,7,0.01,0.007,0.009,0.89,35,15.42,0.96,124.47,99.33
SEPTIEMBRE,18,8,0.01,0.008,0.009,1.09,30,17.81,0.95,109.98,95.11
SEPTIEMBRE,18,9,0.01,0.01,0.006,0.87,34,22.04,1.04,104.02,80.78
SEPTIEMBRE,18,10,0.02,0.019,0.005,0.81,37,22.18,2.39,89.53,72.82
SEPTIEMBRE,18,11,0.03,0.024,0.006,0.78,45,22.32,1.69,79.57,58.74
SEPTIEMBRE,18,12,0.03,0.012,0.003,0.75,32,24.24,1.87,92.83,51.08
SEPTIEMBRE,18,13,0.04,0.01,0.003,0.75,17,25.53,1.11,108.15,45.24
SEPTIEMBRE,18,14,0.04,0.011,0.003,0.74,19,27.18,0.93,123.86,40.4
SEPTIEMBRE,18,15,0.04,0.017,0.004,0.95,30,26.02,0.93,196.44,41.6
SEPTIEMBRE,18,16,0.04,0.023,0.004,1.04,22,27.63,0.92,164.39,38.11
SEPTIEMBRE,18,17,0.04,0.02,0.005,0.81,31,27.49,1.14,131.62,38.05
SEPTIEMBRE,18,18,0.03,0.011,0.009,0.94,39,25.06,1,77.82,45.23
SEPTIEMBRE,18,19,0.02,0.009,0.01,0.93,51,23.49,0.99,102.92,51.23
SEPTIEMBRE,18,20,0.01,0.01,0.013,0.96,52,21.36,0.95,130.36,59.84
SEPTIEMBRE,18,21,0.01,0.009,0.015,1.21,59,20.65,0.94,108.16,62.65
SEPTIEMBRE,18,22,0.01,0.012,0.01,0.9,45,20.82,0.95,77.27,58.72
SEPTIEMBRE,18,23,0.01,0.014,0.009,0.79,34,18.96,1.05,72.42,64.54
SEPTIEMBRE,19,0,0.02,0.025,0.007,0.74,27,18.62,1.96,78.7,66.59
SEPTIEMBRE,19,1,0.02,0.012,0.005,0.7,12,17.47,1.13,92,70.19
SEPTIEMBRE,19,2,0.02,0.009,0.005,0.69,14,16.66,0.97,91.52,74.09
SEPTIEMBRE,19,3,0.02,0.008,0.004,0.66,9,16.01,1,79.03,76.91
SEPTIEMBRE,19,4,0.02,0.011,0.004,0.67,13,15.99,0.96,68.43,77.61
SEPTIEMBRE,19,5,0.01,0.009,0.008,0.71,18,14.86,0.96,140.1,82.42
SEPTIEMBRE,19,6,0.01,0.008,0.007,0.74,23,14.04,0.96,105.69,88.53
SEPTIEMBRE,19,7,0.01,0.008,0.009,0.78,31,13.78,0.96,125.09,91.41
SEPTIEMBRE,19,8,0.01,0.008,0.009,1.01,38,17.42,0.96,115.22,81.92
SEPTIEMBRE,19,9,0.02,0.008,0.006,0.86,28,20.38,0.96,95.37,67.31
SEPTIEMBRE,19,10,0.03,0.008,0.004,0.76,51,22.48,1.75,107.83,57.19
SEPTIEMBRE,19,11,0.03,0.009,0.004,0.77,21,24.14,1.95,91.45,50.97
SEPTIEMBRE,19,12,0.04,0.008,0.003,0.74,21,25.98,2.12,126.24,44.85
SEPTIEMBRE,19,13,0.04,0.008,0.003,0.78,16,27.02,2.08,124.13,40.63
SEPTIEMBRE,19,14,0.04,0.007,0.003,0.75,17,27.71,2.39,135.77,37.76
SEPTIEMBRE,19,15,0.05,0.008,0.003,0.74,24,28.69,1.87,154.76,34.76
SEPTIEMBRE,19,16,0.06,0.008,0.003,0.74,30,29.36,1.79,178.1,33.47
SEPTIEMBRE,19,17,0.06,0.008,0.003,0.72,30,29.33,1.32,174.81,33.5
SEPTIEMBRE,19,18,0.06,0.008,0.004,0.75,35,28.52,1.7,229.31,34.94
SEPTIEMBRE,19,19,0.05,0.009,0.007,0.94,49,26.06,1.46,258.71,41.74
SEPTIEMBRE,19,20,0.03,0.009,0.014,1.3,57,24.03,0.97,257.18,48.15
SEPTIEMBRE,19,21,0.02,0.01,0.016,1.33,74,23.21,1.48,201.7,51.89
SEPTIEMBRE,19,22,0.03,0.048,0.007,0.93,56,23.15,2.1,89.48,48.87
SEPTIEMBRE,19,23,0.02,0.01,0.01,0.78,42,20.74,1.57,120.92,59.49
SEPTIEMBRE,20,0,0.02,0.009,0.009,0.76,44,19.37,1.53,95.93,65.38
SEPTIEMBRE,20,1,0.02,0.011,0.007,0.7,41,18.68,1.77,80.23,68.72
SEPTIEMBRE,20,2,0.02,0.01,0.005,0.65,49,18.57,2.47,65.65,69.22
SEPTIEMBRE,20,3,0.02,0.008,0.004,0.64,19,18.52,2.25,70.1,67.19
SEPTIEMBRE,20,4,0.02,0.008,0.004,0.64,15,17.11,1.48,99.65,71.7
SEPTIEMBRE,20,5,0.02,0.008,0.005,0.69,25,15.9,1.09,103.09,79.78
SEPTIEMBRE,20,6,0.02,0.007,0.007,0.74,22,15.47,0.96,108.88,83.63
SEPTIEMBRE,20,7,0.01,0.008,0.011,0.92,30,14.7,0.96,102.18,88.08
SEPTIEMBRE,20,8,0.01,0.008,0.009,1,66,17.18,1.59,103.44,80.41
SEPTIEMBRE,20,9,0.02,0.008,0.008,0.9,48,20.51,1.36,104.56,65.6
SEPTIEMBRE,20,10,0.03,0.008,0.005,0.79,44,23.02,1.47,114.02,53.87
SEPTIEMBRE,20,11,0.04,0.008,0.004,0.75,24,24.91,1.43,117.45,46.53
SEPTIEMBRE,20,12,0.04,0.008,0.003,0.74,24,26.86,1.15,149.25,39.11
SEPTIEMBRE,20,13,0.05,0.008,0.003,0.75,25,28.18,1.11,150.79,33.39
SEPTIEMBRE,20,14,0.05,0.008,0.003,0.74,27,28.93,1.59,157.52,29.99
SEPTIEMBRE,20,15,0.05,0.008,0.003,0.69,19,30.02,1.24,145.18,28
SEPTIEMBRE,20,16,0.05,0.009,0.003,0.72,28,30.34,1.39,236.41,28.25
SEPTIEMBRE,20,17,0.05,0.008,0.003,0.7,35,29.78,1.7,242.56,29.19
SEPTIEMBRE,20,18,0.05,0.008,0.004,0.74,36,28.95,1.4,247.75,30.09
SEPTIEMBRE,20,19,0.04,0.008,0.008,0.91,40,26.69,0.99,258.47,32.98
SEPTIEMBRE,20,20,0.03,0.009,0.016,1.27,66,24.89,0.94,263.1,37.83
SEPTIEMBRE,20,21,0.02,0.019,0.019,1.35,86,23.95,1.08,146.68,43.15
SEPTIEMBRE,20,22,0.03,0.078,0.009,1.27,57,23.68,1.9,89.92,38.77
SEPTIEMBRE,20,23,0.02,0.01,0.008,0.72,52,21.59,1.58,108.57,45.38
SEPTIEMBRE,21,0,0.02,0.019,0.013,0.79,48,20.04,1.09,140.5,48.61
SEPTIEMBRE,21,1,0.02,0.01,0.011,0.71,57,18.86,1.73,96.84,51.16
SEPTIEMBRE,21,2,0.01,0.01,0.008,0.64,35,18.82,1.96,73.95,51.7
SEPTIEMBRE,21,3,0.02,0.015,0.009,0.68,32,17.56,0.96,118.58,56.36
SEPTIEMBRE,21,4,0.02,0.011,0.007,0.64,21,15.85,0.96,145.96,60.87
SEPTIEMBRE,21,5,0.01,0.008,0.009,0.64,26,14.15,0.96,119.76,67.71
SEPTIEMBRE,21,6,0.01,0.008,0.009,0.68,21,13.67,0.96,110.57,71.17
SEPTIEMBRE,21,7,0.01,0.008,0.011,0.83,30,13.39,0.96,112.3,76.97
SEPTIEMBRE,21,8,0.01,0.008,0.011,0.99,53,16.49,1.03,109.61,68.82
SEPTIEMBRE,21,9,0.02,0.008,0.008,0.88,53,19.67,1.74,107.7,58.02
SEPTIEMBRE,21,10,0.03,0.008,0.005,0.78,57,22.49,2.63,103.73,44.81
SEPTIEMBRE,21,11,0.04,0.008,0.004,0.74,42,24.63,2.42,110.51,36.78
SEPTIEMBRE,21,12,0.04,0.008,0.004,0.75,29,26.2,2.15,108.27,31.52
SEPTIEMBRE,21,13,0.05,0.008,0.003,0.71,25,27.36,2.6,116.92,27.1
SEPTIEMBRE,21,14,0.05,0.007,0.003,0.7,26,28.38,2.89,121.71,23.77
SEPTIEMBRE,21,15,0.05,0.007,0.003,0.67,31,29.29,3.07,148.5,20.93
SEPTIEMBRE,21,16,0.06,0.008,0.003,0.68,44,30.03,1.87,148.22,21.62
SEPTIEMBRE,21,17,0.06,0.008,0.003,0.67,36,30.18,2,158.63,21.68
SEPTIEMBRE,21,18,0.06,0.008,0.003,0.67,44,29.53,1.04,170.97,21.06
SEPTIEMBRE,21,19,0.05,0.008,0.011,0.99,67,27.04,0.97,227.58,23.78
SEPTIEMBRE,21,20,0.03,0.008,0.021,1.42,86,24.53,1.52,239.18,31.2
SEPTIEMBRE,21,21,0.03,0.063,0.007,1.19,73,24.18,3.29,108.04,30.75
SEPTIEMBRE,21,22,0.02,0.019,0.008,0.76,63,21.72,1.29,138.44,37.98
SEPTIEMBRE,21,23,0.02,0.012,0.007,0.76,54,20.5,2.31,99.56,41.74
SEPTIEMBRE,22,0,0.03,0.008,0.005,0.66,47,19.13,2.28,91.91,46.73
SEPTIEMBRE,22,1,0.03,0.008,0.004,0.62,33,17.63,1.91,99.66,53.07
SEPTIEMBRE,22,2,0.03,0.009,0.004,0.63,31,16.86,1.91,92.19,58
SEPTIEMBRE,22,3,0.02,0.01,0.005,0.64,24,15.72,1.32,95.46,63.64
SEPTIEMBRE,22,4,0.02,0.021,0.007,0.7,24,15.42,0.96,109.16,66.28
SEPTIEMBRE,22,5,0.02,0.009,0.007,0.68,30,14.02,0.97,169.08,69.28
SEPTIEMBRE,22,6,0.01,0.009,0.01,0.75,32,13.66,0.96,145.82,72.04
SEPTIEMBRE,22,7,0.01,0.008,0.012,0.8,25,13.29,0.97,142.07,75.9
SEPTIEMBRE,22,8,0.02,0.011,0.013,1.25,66,15.71,0.97,73.78,72.09
SEPTIEMBRE,22,9,0.02,0.012,0.009,0.88,89,20.27,1.2,131.62,60.42
SEPTIEMBRE,22,10,0.03,0.013,0.007,0.83,91,22.3,3.15,91.11,53.31
SEPTIEMBRE,22,11,0.03,0.013,0.006,0.82,83,23.73,3.99,84.7,49.35
SEPTIEMBRE,22,12,0.04,0.011,0.005,0.8,53,25.46,3.19,96.37,42.06
SEPTIEMBRE,22,13,0.05,0.009,0.005,0.83,34,26.66,3.45,82.58,38.09
SEPTIEMBRE,22,14,0.05,0.01,0.005,0.85,41,27.96,3.01,100.1,34.79
SEPTIEMBRE,22,15,0.05,0.009,0.004,0.79,37,29.4,2.71,112.23,30.9
SEPTIEMBRE,22,16,0.05,0.008,0.003,0.71,39,30.23,2.45,126.04,26.91
SEPTIEMBRE,22,17,0.05,0.008,0.003,0.69,33,30.59,2.06,139.86,26.47
SEPTIEMBRE,22,18,0.05,0.008,0.003,0.68,38,30.02,1.57,179.19,27.4
SEPTIEMBRE,22,19,0.04,0.008,0.007,0.9,54,27.55,0.99,204.71,30.64
SEPTIEMBRE,22,20,0.02,0.008,0.022,1.66,108,24.95,0.95,241.56,36.43
SEPTIEMBRE,22,21,0.02,0.02,0.014,1.34,95,24.71,2.49,113.93,38.36
SEPTIEMBRE,22,22,0.02,0.021,0.008,0.82,57,23.79,1.53,79.56,41.16
SEPTIEMBRE,22,23,0.02,0.022,0.007,0.72,66,22.08,3.15,86.47,50.96
SEPTIEMBRE,23,0,0.02,0.023,0.006,0.77,49,20.88,2.52,90.69,57.67
SEPTIEMBRE,23,1,0.02,0.009,0.004,0.67,44,19.37,1.69,78.58,63.47
SEPTIEMBRE,23,2,0.02,0.019,0.006,0.65,38,18.42,2.07,74.72,67.76
SEPTIEMBRE,23,3,0.02,0.013,0.005,0.65,44,17.83,1.89,66.55,69.09
SEPTIEMBRE,23,4,0.02,0.009,0.005,0.67,27,17.92,2.22,59.1,69.47
SEPTIEMBRE,23,5,0.01,0.01,0.006,0.68,29,16.58,0.96,109.91,73.47
SEPTIEMBRE,23,6,0.01,0.008,0.008,0.71,23,14.77,0.96,123.39,82.05
SEPTIEMBRE,23,7,0.01,0.008,0.009,0.79,24,14.67,0.97,117.12,85.42
SEPTIEMBRE,23,8,0.01,0.008,0.008,0.91,56,18.16,1.13,118.47,75.86
SEPTIEMBRE,23,9,0.02,0.008,0.008,0.94,88,20.92,1.54,109.22,63.49
SEPTIEMBRE,23,10,0.03,0.008,0.005,0.82,56,23.41,1.32,114.26,53.36
SEPTIEMBRE,23,11,0.03,0.01,0.004,0.77,34,25.98,1.44,132.41,43.78
SEPTIEMBRE,23,12,0.04,0.017,0.004,0.76,34,27.65,1.14,174.45,37.71
SEPTIEMBRE,23,13,0.04,0.012,0.003,0.71,28,29.39,1.22,195.22,28.75
SEPTIEMBRE,23,14,0.04,0.009,0.002,0.69,21,30.16,1.28,172.16,25.18
SEPTIEMBRE,23,15,0.05,0.01,0.003,0.7,27,31.62,1.1,198.65,22.97
SEPTIEMBRE,23,16,0.05,0.009,0.003,0.72,38,31.57,1.33,235.63,23.39
SEPTIEMBRE,23,17,0.05,0.008,0.004,0.71,37,31.45,1.25,231.89,21.83
SEPTIEMBRE,23,18,0.05,0.008,0.004,0.74,47,30.43,1.7,239.71,23.06
SEPTIEMBRE,23,19,0.04,0.009,0.01,1.07,56,27.93,0.98,253.62,25.5
SEPTIEMBRE,23,20,0.02,0.01,0.019,1.65,90,25.32,1.01,162.44,30.47
SEPTIEMBRE,23,21,0.03,0.131,0.01,1.28,89,25.31,2.67,69.37,30.67
SEPTIEMBRE,23,22,0.02,0.028,0.006,0.78,52,24.08,2.29,50.88,26.81
SEPTIEMBRE,23,23,0.02,0.012,0.006,0.69,33,22.68,1.85,71.68,28.76
SEPTIEMBRE,24,0,0.02,0.009,0.006,0.68,34,20.47,1.5,103.38,41.15
SEPTIEMBRE,24,1,0.02,0.009,0.006,0.68,28,18.43,1.08,118.22,52.87
SEPTIEMBRE,24,2,0.02,0.008,0.005,0.68,27,17.85,1.42,95.12,59.26
SEPTIEMBRE,24,3,0.01,0.009,0.006,0.67,36,16.56,0.96,116.09,65.1
SEPTIEMBRE,24,4,0.01,0.008,0.006,0.67,39,15.88,0.96,110.33,68.83
SEPTIEMBRE,24,5,0.01,0.008,0.007,0.7,32,15.4,0.96,97.12,70.67
SEPTIEMBRE,24,6,0.01,0.008,0.007,0.72,28,14.47,0.96,117.41,73.74
SEPTIEMBRE,24,7,0.01,0.008,0.009,0.83,37,13.92,0.97,113.2,76.8
SEPTIEMBRE,24,8,0.01,0.011,0.01,1.01,50,18.53,0.96,216.89,67.34
SEPTIEMBRE,24,9,0.02,0.014,0.006,0.87,64,21.16,0.98,92.57,55.31
SEPTIEMBRE,24,10,0.03,0.041,0.008,1.14,55,24.32,0.94,196.68,48.35
SEPTIEMBRE,24,11,0.06,0.089,0.011,1.56,97,26.09,0.95,249.2,39.62
SEPTIEMBRE,24,12,0.06,0.052,0.006,1.16,90,27.5,1.2,240.32,31.58
SEPTIEMBRE,24,13,0.05,0.011,0.004,0.81,36,28.79,1.19,252.9,27.01
