DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
ABRIL,6,16,0.053,0.006,0.002,1.18,88,29.31,5.19618,160.97,NA
ABRIL,6,17,0.050,0.006,0.002,1.18,80,28.56,5.454067,166.86,NA
ABRIL,6,18,0.046,0.006,0.002,1.17,84,26.88,5.067013,160.51,NA
ABRIL,6,19,0.046,0.006,0.004,1.27,127,26.48,4.009468,207.54,NA
ABRIL,6,20,0.042,0.007,0.005,1.33,123,24.80,3.580135,235.13,NA
ABRIL,6,21,0.037,0.007,0.005,1.33,86,23.21,3.884008,244.07,NA
ABRIL,6,22,0.033,0.010,0.007,1.65,85,21.46,3.009193,247.30,NA
ABRIL,6,23,0.028,0.060,0.008,2.00,78,20.24,1.817497,158.97,NA
ABRIL,7,0,0.026,0.014,0.006,1.37,80,18.52,2.080488,127.68,NA
ABRIL,7,1,0.030,0.008,0.005,1.31,50,17.54,1.890177,104.80,NA
ABRIL,7,2,0.027,0.007,0.004,1.28,33,17.14,2.778358,112.30,NA
ABRIL,7,3,0.026,0.007,0.003,1.29,31,16.48,2.673887,91.61,NA
ABRIL,7,4,0.023,0.006,0.004,1.29,29,15.74,1.574372,89.36,NA
ABRIL,7,5,0.022,0.006,0.004,1.32,39,15.24,1.520318,97.18,NA
ABRIL,7,6,0.025,0.006,0.004,1.32,30,14.56,1.794177,72.72,NA
ABRIL,7,7,0.019,0.006,0.008,1.38,34,14.13,1.524167,109.26,NA
ABRIL,7,8,0.018,0.006,0.010,1.47,47,16.79,1.27053,93.53,NA
ABRIL,7,9,0.031,0.006,0.004,1.39,42,20.30,2.711268,87.71,NA
ABRIL,7,10,0.033,0.006,0.003,1.39,40,22.49,2.893542,102.13,NA
ABRIL,7,11,0.042,0.006,0.003,1.35,38,24.85,2.166972,145.44,NA
ABRIL,7,12,0.048,0.006,0.003,1.34,40,26.83,2.450172,166.13,NA
ABRIL,7,13,0.049,0.006,0.003,1.34,41,27.90,2.556758,163.31,NA
ABRIL,7,14,0.053,0.006,0.003,1.30,30,28.92,2.481652,225.33,NA
ABRIL,7,15,0.054,0.006,0.002,1.30,36,29.32,2.752093,258.87,NA
ABRIL,7,16,0.055,0.006,0.003,1.27,37,28.95,2.22743,167.16,NA
ABRIL,7,17,0.052,0.007,0.002,1.20,35,30.85,2.879245,199.87,NA
ABRIL,7,18,0.048,0.006,0.002,1.19,49,28.46,4.389422,186.73,NA
ABRIL,7,19,0.043,0.006,0.002,1.17,79,26.54,4.860493,171.08,NA
ABRIL,7,20,0.038,0.006,0.005,1.29,86,24.81,3.233878,218.10,NA
ABRIL,7,21,0.038,0.006,0.004,1.32,86,22.92,3.508508,233.52,NA
ABRIL,7,22,0.032,0.006,0.006,1.36,68,21.23,3.269007,257.38,NA
ABRIL,7,23,0.027,0.006,0.007,1.37,48,19.69,2.295233,268.70,NA
ABRIL,8,0,0.031,0.006,0.004,1.29,48,18.77,2.053638,261.02,NA
ABRIL,8,1,0.028,0.006,0.005,1.29,41,17.45,1.071027,222.04,NA
ABRIL,8,2,0.023,0.008,0.009,1.35,66,16.09,1.148782,103.67,NA
ABRIL,8,3,0.016,0.008,0.008,1.36,58,14.85,1.017327,148.89,NA
ABRIL,8,4,0.020,0.007,0.009,1.35,59,14.83,1.94012,98.09,NA
ABRIL,8,5,0.012,0.006,0.008,1.35,51,13.59,1.56887,110.75,NA
ABRIL,8,6,0.008,0.006,0.009,1.34,45,12.20,2.02297,122.20,NA
