DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
ENERO,14,15,0.060,0.035,0.009,NA,64,23.55,1.98,174.66,15.74
ENERO,14,16,0.074,0.028,0.007,NA,58,24.04,2.10,267.65,15.33
ENERO,14,17,0.068,0.007,0.005,NA,56,23.16,2.74,262.52,17.11
ENERO,14,18,0.062,0.007,0.009,NA,66,21.74,3.09,297.95,18.00
ENERO,14,19,0.039,0.006,0.019,NA,61,18.72,1.37,273.96,20.50
ENERO,14,20,0.012,0.007,0.033,NA,108,16.45,1.04,300.44,24.56
ENERO,14,21,0.014,0.008,0.031,NA,154,15.01,1.01,294.83,27.73
ENERO,14,22,0.018,0.008,0.028,NA,224,13.08,0.99,210.03,31.27
ENERO,14,23,0.018,0.007,0.027,NA,310,12.38,1.02,219.43,33.78
ENERO,15,0,0.017,0.008,0.026,NA,256,11.46,1.08,185.86,36.89
ENERO,15,1,0.029,0.007,0.023,NA,181,10.10,1.12,110.78,41.30
ENERO,15,2,0.018,0.006,0.018,NA,143,9.00,1.16,143.80,42.37
ENERO,15,3,0.019,0.006,0.017,NA,96,9.16,1.15,135.61,43.12
ENERO,15,4,0.017,0.006,0.017,NA,93,8.23,1.20,146.79,44.02
ENERO,15,5,0.016,0.006,0.017,NA,103,7.43,1.05,108.40,47.16
ENERO,15,6,0.016,0.005,0.016,NA,81,6.69,1.07,133.03,48.22
ENERO,15,7,NA,0.005,0.017,NA,88,5.80,1.26,125.17,51.38
ENERO,15,8,NA,0.005,0.013,NA,81,5.41,1.83,119.20,53.04
ENERO,15,9,0.017,0.006,0.013,NA,86,8.68,1.79,121.59,46.68
ENERO,15,10,0.030,0.006,0.010,NA,81,13.45,2.04,121.75,38.67
ENERO,15,11,0.048,0.006,0.009,NA,84,17.97,1.32,158.35,31.97
ENERO,15,12,0.063,0.006,0.007,NA,71,20.69,1.63,232.02,30.00
ENERO,15,13,0.068,0.006,0.005,NA,51,21.59,2.95,266.29,27.27
ENERO,15,14,0.070,0.005,0.005,NA,49,22.71,3.08,252.12,25.80
ENERO,15,15,0.070,0.005,0.004,NA,55,23.40,3.27,242.33,23.54
ENERO,15,16,0.065,0.005,0.004,NA,56,23.89,3.75,252.81,20.99
ENERO,15,17,0.064,0.005,0.004,NA,57,23.51,3.88,255.54,19.79
ENERO,15,18,0.059,0.005,0.005,NA,63,22.42,3.62,252.43,19.34
ENERO,15,19,0.048,0.005,0.008,NA,59,19.58,3.34,255.11,21.97
ENERO,15,20,0.039,0.005,0.013,NA,75,17.48,2.71,254.89,23.27
ENERO,15,21,0.029,0.005,0.015,NA,72,15.98,2.58,257.95,24.76
ENERO,15,22,0.023,0.005,0.016,NA,78,14.88,2.63,275.78,28.06
ENERO,15,23,0.017,0.005,0.018,NA,98,13.07,1.25,271.65,30.87
ENERO,16,0,0.027,0.005,0.012,NA,78,12.09,1.04,268.42,33.06
ENERO,16,1,0.024,0.005,0.011,NA,68,11.14,1.23,234.88,35.28
ENERO,16,2,0.032,0.005,0.006,NA,59,10.91,1.69,255.17,44.87
ENERO,16,3,0.022,0.005,0.012,NA,57,9.99,1.85,294.05,50.56
ENERO,16,4,0.020,0.005,0.013,NA,66,9.07,1.84,269.29,52.95
ENERO,16,5,0.020,0.005,0.010,NA,56,8.26,1.01,174.49,55.48
ENERO,16,6,0.020,0.005,0.013,NA,60,7.64,1.07,255.70,56.73
ENERO,16,7,0.015,0.005,0.014,NA,61,7.50,1.78,270.26,59.74
ENERO,16,8,0.010,0.005,0.017,NA,74,7.27,1.27,255.94,59.30
ENERO,16,9,0.011,0.005,0.019,NA,102,11.66,1.85,287.58,51.84
ENERO,16,10,0.021,0.005,0.015,NA,93,15.15,2.22,260.70,42.73
ENERO,16,11,0.037,0.005,0.006,NA,60,17.76,2.12,270.23,36.48
ENERO,16,12,0.043,0.005,0.004,NA,32,19.66,2.59,259.76,31.84
ENERO,16,13,0.048,0.005,0.004,NA,40,20.96,2.85,270.69,31.24
ENERO,16,14,0.054,0.005,0.004,NA,43,22.22,3.84,263.44,27.24
ENERO,16,15,0.055,0.005,0.005,NA,44,22.56,3.86,270.75,22.03
ENERO,16,16,0.057,0.005,0.005,NA,47,23.37,3.05,274.48,20.93
ENERO,16,17,0.055,0.005,0.006,NA,42,23.18,3.35,287.73,18.95
ENERO,16,18,0.056,0.005,0.008,NA,47,22.52,2.57,296.37,19.17
ENERO,16,19,0.025,0.005,0.024,NA,76,19.76,1.83,289.02,23.26
ENERO,16,20,0.011,0.005,0.026,NA,120,16.74,1.03,238.82,24.92
ENERO,16,21,0.011,0.006,0.024,NA,181,14.72,1.12,269.98,28.32
ENERO,16,22,0.015,0.006,0.022,NA,159,13.62,1.42,251.79,30.55
ENERO,16,23,0.016,0.006,0.019,NA,146,12.77,1.50,239.26,30.10
ENERO,17,0,0.018,0.005,0.018,NA,131,11.65,0.98,240.83,29.34
ENERO,17,1,0.018,0.005,0.018,NA,112,10.39,1.09,287.64,31.77
ENERO,17,2,0.013,0.006,0.018,NA,103,8.82,1.01,215.88,35.56
ENERO,17,3,NA,0.006,0.016,NA,102,7.74,0.97,170.15,40.85
ENERO,17,4,NA,0.006,0.017,NA,126,6.44,1.12,106.80,48.88
ENERO,17,5,NA,0.006,0.016,NA,129,5.21,1.06,120.67,53.23
ENERO,17,6,NA,0.006,0.016,NA,118,4.33,1.22,113.89,56.75
ENERO,17,7,NA,0.007,0.016,NA,124,4.21,2.12,113.55,55.30
ENERO,17,8,NA,0.005,0.017,NA,105,4.63,1.85,107.10,54.63
ENERO,17,9,NA,0.006,0.018,NA,130,8.38,2.22,103.30,44.16
ENERO,17,10,0.027,0.006,0.015,NA,128,13.10,2.56,104.49,38.89
ENERO,17,11,0.044,0.007,0.011,NA,84,16.88,2.22,121.48,39.54
ENERO,17,12,0.051,0.006,0.008,NA,77,20.97,1.52,169.13,32.93
ENERO,17,13,0.066,0.006,0.006,NA,62,23.53,1.63,236.06,27.81
ENERO,17,14,0.073,0.006,0.006,NA,60,25.00,2.19,212.84,21.49
ENERO,17,15,0.061,0.005,0.005,NA,52,25.18,3.19,251.46,16.45
ENERO,17,16,0.061,0.005,0.005,NA,46,25.83,3.31,258.19,13.49
ENERO,17,17,0.066,0.005,0.006,NA,51,25.65,3.05,273.46,14.04
ENERO,17,18,0.053,0.005,0.009,NA,59,23.43,3.20,260.85,15.69
ENERO,17,19,0.034,0.005,0.018,NA,82,21.47,1.82,251.58,16.57
ENERO,17,20,0.022,0.006,0.024,NA,166,18.45,1.41,190.80,19.94
ENERO,17,21,0.016,0.006,0.026,NA,178,16.63,1.15,197.38,24.61
ENERO,17,22,0.031,0.005,0.008,NA,145,16.59,2.79,235.74,32.41
ENERO,17,23,0.024,0.007,0.011,NA,71,14.75,1.36,215.73,34.32
ENERO,18,0,0.018,0.008,0.014,NA,75,13.40,1.08,243.58,39.00
ENERO,18,1,0.009,0.006,0.017,NA,78,12.55,1.02,288.65,41.69
ENERO,18,2,0.013,0.006,0.015,NA,76,11.29,0.99,254.43,44.73
ENERO,18,3,0.014,0.005,0.015,NA,74,10.23,1.01,224.58,48.09
ENERO,18,4,0.015,0.005,0.014,NA,70,9.63,0.98,253.10,49.29
ENERO,18,5,0.016,0.005,0.013,NA,68,8.73,0.98,233.14,54.97
ENERO,18,6,0.016,0.005,0.015,NA,81,7.76,1.00,134.02,62.25
ENERO,18,7,0.012,0.005,0.015,NA,87,6.80,0.98,204.13,63.31
ENERO,18,8,0.034,0.006,0.016,NA,114,6.84,0.98,70.27,67.31
ENERO,18,9,0.027,0.007,0.020,NA,160,10.48,0.97,120.97,61.10
ENERO,18,10,0.026,0.012,0.030,NA,172,16.24,1.18,200.61,49.12
ENERO,18,11,0.036,0.007,0.014,NA,127,19.07,1.57,254.21,41.35
ENERO,18,12,0.048,0.009,0.009,NA,60,20.16,1.76,267.68,34.65
ENERO,18,13,0.054,0.005,0.005,NA,40,22.59,2.01,218.78,26.02
ENERO,18,14,0.054,0.005,0.004,NA,36,23.61,3.08,264.79,18.63
ENERO,18,15,0.061,0.005,0.005,NA,36,24.52,2.66,250.67,16.83
ENERO,18,16,0.057,0.005,0.006,NA,43,24.63,3.47,274.63,15.16
ENERO,18,17,0.057,0.005,0.005,NA,43,24.89,2.10,239.62,14.44
ENERO,18,18,0.052,0.005,0.006,NA,48,23.90,2.67,262.40,14.35
ENERO,18,19,0.025,0.005,0.020,NA,60,20.07,1.30,272.74,14.59
ENERO,18,20,0.013,0.005,0.027,NA,89,18.46,1.59,299.17,18.38
ENERO,18,21,0.020,0.006,0.023,NA,118,17.05,1.40,189.07,21.16
ENERO,18,22,0.019,0.007,0.023,NA,135,15.19,1.00,140.32,24.27
ENERO,18,23,0.027,0.007,0.023,NA,168,13.31,0.99,118.25,26.60
ENERO,19,0,0.021,0.007,0.021,NA,170,12.45,0.96,175.46,32.01
ENERO,19,1,0.016,0.007,0.022,NA,192,11.56,0.97,229.47,31.60
ENERO,19,2,0.018,0.006,0.018,NA,167,10.78,0.98,235.68,34.40
ENERO,19,3,0.018,0.006,0.018,NA,143,10.07,1.34,150.77,44.68
ENERO,19,4,0.009,0.006,0.017,NA,99,8.85,1.25,133.71,46.49
ENERO,19,5,NA,0.006,0.017,NA,77,8.06,0.97,199.10,47.28
ENERO,19,6,0.009,0.005,0.017,NA,73,8.34,1.14,162.50,50.42
ENERO,19,7,0.008,0.005,0.016,NA,90,7.32,1.62,130.27,53.79
ENERO,19,8,0.009,0.006,0.015,NA,93,7.12,2.20,136.67,54.16
ENERO,19,9,0.012,0.006,0.017,NA,112,9.83,2.42,134.93,48.02
ENERO,19,10,0.021,0.009,0.017,NA,114,14.96,2.76,92.77,34.77
ENERO,19,11,0.035,0.008,0.012,NA,106,18.58,2.59,110.12,31.56
ENERO,19,12,0.046,0.006,0.009,NA,84,21.53,2.09,142.09,28.60
ENERO,19,13,0.061,0.007,0.008,NA,77,23.15,2.16,159.71,25.56
ENERO,19,14,0.069,0.006,0.007,NA,67,25.49,1.66,165.25,22.25
ENERO,19,15,0.072,0.006,0.006,NA,66,27.14,1.51,177.29,19.11
ENERO,19,16,0.072,0.005,0.007,NA,65,26.29,2.04,206.89,18.27
ENERO,19,17,0.066,0.005,0.005,NA,48,26.66,1.99,235.51,16.83
ENERO,19,18,0.060,0.007,0.011,NA,52,24.18,2.15,270.63,19.13
ENERO,19,19,0.028,0.009,0.031,NA,94,21.90,1.72,298.97,21.94
ENERO,19,20,0.014,0.009,0.038,NA,124,20.03,1.38,312.98,25.50
ENERO,19,21,0.013,0.008,0.037,NA,159,17.97,1.41,232.75,28.73
ENERO,19,22,0.020,0.007,0.026,NA,213,16.67,1.11,251.80,32.28
ENERO,19,23,0.014,0.005,0.018,NA,125,15.15,1.03,160.87,33.44
ENERO,20,0,0.050,0.006,0.018,NA,115,14.11,1.41,84.75,39.55
ENERO,20,1,NA,0.007,0.019,NA,104,12.31,1.77,132.47,45.09
ENERO,20,2,0.001,0.006,0.020,NA,97,11.98,1.67,116.68,49.27
ENERO,20,3,0.005,0.006,0.020,NA,92,11.27,2.33,126.59,56.27
ENERO,20,4,NA,0.006,0.019,NA,89,10.43,2.34,126.64,63.21
ENERO,20,5,0.003,0.005,0.018,NA,81,9.43,2.47,116.42,68.37
ENERO,20,6,0.007,0.005,0.016,NA,78,8.17,2.23,120.86,72.23
ENERO,20,7,0.005,0.005,0.016,NA,78,7.59,2.09,116.29,77.41
ENERO,20,8,NA,0.005,0.016,NA,93,7.35,2.24,113.74,82.34
ENERO,20,9,0.014,0.006,0.015,NA,109,11.03,3.31,101.12,74.29
ENERO,20,10,0.022,0.006,0.013,NA,101,14.83,3.56,112.02,62.99
ENERO,20,11,0.033,0.007,0.010,NA,84,18.09,2.67,114.65,49.30
ENERO,20,12,0.046,0.007,0.008,NA,77,21.47,1.60,169.88,37.68
ENERO,20,13,0.058,0.006,0.006,NA,66,24.70,1.75,254.18,29.40
ENERO,20,14,0.060,0.005,0.006,NA,54,25.66,2.36,257.50,24.12
ENERO,20,15,0.055,0.005,0.005,NA,43,25.85,2.02,246.30,21.37
ENERO,20,16,0.054,0.005,0.005,NA,33,27.41,2.14,244.70,17.12
ENERO,20,17,0.055,0.005,0.006,NA,46,26.54,2.96,284.57,16.30
ENERO,20,18,0.050,0.005,0.010,NA,50,23.92,2.29,271.64,19.19
ENERO,20,19,0.017,0.005,0.025,NA,70,22.06,1.52,291.82,19.45
ENERO,20,20,0.011,0.006,0.028,NA,116,19.32,0.98,285.26,20.46
ENERO,20,21,0.011,0.007,0.025,NA,198,17.36,1.19,241.60,26.62
ENERO,20,22,0.012,0.006,0.022,NA,179,16.62,1.26,267.25,28.61
ENERO,20,23,0.014,0.006,0.021,NA,161,15.64,1.76,277.23,31.53
ENERO,21,0,0.012,0.005,0.019,NA,127,14.30,1.02,264.36,33.28
ENERO,21,1,0.010,0.006,0.018,NA,130,13.05,1.00,232.07,38.26
ENERO,21,2,0.010,0.006,0.017,NA,116,12.43,1.54,228.03,43.33
ENERO,21,3,0.011,0.005,0.014,NA,84,11.86,1.12,285.63,49.16
ENERO,21,4,0.010,0.005,0.014,NA,76,10.74,0.97,165.78,52.47
ENERO,21,5,0.007,0.006,0.018,NA,79,9.73,1.02,302.92,51.97
ENERO,21,6,0.012,0.006,0.015,NA,85,8.81,0.97,186.43,58.26
ENERO,21,7,0.010,0.006,0.015,NA,120,7.95,1.01,124.14,63.56
ENERO,21,8,0.003,0.005,0.016,NA,102,7.63,0.97,155.56,63.81
ENERO,21,9,0.008,0.007,0.018,NA,144,13.32,0.97,199.63,51.76
ENERO,21,10,0.015,0.007,0.023,NA,150,17.44,1.04,245.06,42.01
ENERO,21,11,0.030,0.006,0.013,NA,95,19.39,1.86,257.83,40.65
ENERO,21,12,0.043,0.006,0.006,NA,53,21.28,2.32,254.97,39.19
ENERO,21,13,0.049,0.006,0.005,NA,51,22.85,2.87,256.47,32.99
ENERO,21,14,0.056,0.005,0.005,NA,47,24.05,3.58,279.52,27.96
ENERO,21,15,0.048,0.005,0.006,NA,45,25.02,3.44,282.09,22.40
ENERO,21,16,0.042,0.005,0.005,NA,28,25.94,3.65,269.16,14.91
ENERO,21,17,0.050,0.005,0.005,NA,54,25.54,3.70,262.01,18.66
ENERO,21,18,0.046,0.005,0.005,NA,51,24.23,3.75,263.06,19.48
ENERO,21,19,0.037,0.005,0.010,NA,60,21.52,2.84,257.81,26.12
ENERO,21,20,0.022,0.005,0.018,NA,99,18.94,1.37,234.33,32.29
ENERO,21,21,0.019,0.005,0.017,NA,118,17.65,1.55,243.88,37.11
ENERO,21,22,0.020,0.005,0.012,NA,89,16.55,2.32,254.98,40.75
ENERO,21,23,0.024,0.005,0.009,NA,58,15.33,1.90,266.62,42.97
ENERO,22,0,0.024,0.005,0.009,NA,52,14.51,1.90,265.15,47.25
ENERO,22,1,0.029,0.005,0.011,NA,46,13.17,1.04,199.90,50.62
ENERO,22,2,0.023,0.005,0.014,NA,77,12.31,1.00,280.45,51.56
ENERO,22,3,0.010,0.005,0.015,NA,66,11.68,1.05,251.13,55.90
ENERO,22,4,0.012,0.005,0.012,NA,62,10.75,1.04,239.06,59.32
ENERO,22,5,0.016,0.005,0.010,NA,62,9.88,1.06,254.07,62.22
ENERO,22,6,0.019,0.005,0.010,NA,61,9.66,0.97,268.79,64.12
ENERO,22,7,0.014,0.005,0.013,NA,63,8.94,0.98,286.41,64.82
ENERO,22,8,0.031,0.005,0.014,NA,91,8.33,1.12,126.80,68.88
ENERO,22,9,0.019,0.006,0.015,NA,101,12.31,1.06,93.90,58.90
ENERO,22,10,0.032,0.008,0.011,NA,101,17.86,1.06,172.90,48.20
ENERO,22,11,0.041,0.027,0.008,NA,77,20.42,1.29,213.17,43.22
ENERO,22,12,0.048,0.007,0.007,NA,61,21.38,1.95,254.73,39.97
ENERO,22,13,0.050,0.006,0.005,NA,33,22.76,2.24,216.95,35.17
ENERO,22,14,0.052,0.005,0.004,NA,41,23.59,2.25,225.92,32.11
ENERO,22,15,0.049,0.005,0.005,NA,44,24.29,3.10,272.25,28.54
ENERO,22,16,0.046,0.005,0.005,NA,38,24.61,3.73,278.13,24.54
ENERO,22,17,0.046,0.005,0.004,NA,40,24.94,2.65,280.44,23.66
ENERO,22,18,0.037,0.005,0.006,NA,38,23.97,3.46,271.34,20.98
ENERO,22,19,0.030,0.005,0.010,NA,47,21.09,1.95,262.38,25.88
ENERO,22,20,0.012,0.005,0.019,NA,86,18.65,1.40,234.15,28.72
ENERO,22,21,0.020,0.005,0.015,NA,117,17.46,1.73,157.45,32.75
ENERO,22,22,0.016,0.005,0.014,NA,117,15.95,1.22,202.85,38.26
ENERO,22,23,0.012,0.005,0.013,NA,89,14.69,1.56,250.84,41.56
ENERO,23,0,0.013,0.005,0.012,NA,76,13.79,1.34,154.27,47.06
ENERO,23,1,0.013,0.006,0.016,NA,88,12.40,0.97,174.82,49.90
ENERO,23,2,0.010,0.006,0.015,NA,87,12.01,0.98,173.60,49.98
ENERO,23,3,0.012,0.005,0.011,NA,51,11.58,0.97,291.30,52.81
ENERO,23,4,0.034,0.006,0.013,NA,54,10.42,1.02,130.67,58.91
ENERO,23,5,0.023,0.006,0.014,NA,71,9.46,1.19,122.77,63.33
ENERO,23,6,0.007,0.006,0.013,NA,64,8.14,1.04,133.94,67.18
ENERO,23,7,0.006,0.005,0.014,NA,51,8.06,0.97,122.45,70.48
ENERO,23,8,0.006,0.005,0.014,NA,66,8.01,1.58,105.02,74.63
ENERO,23,9,0.009,0.006,0.014,NA,84,11.47,2.78,115.31,66.31
ENERO,23,10,0.017,0.007,0.014,NA,92,14.14,3.79,92.67,61.62
ENERO,23,11,0.027,0.007,0.011,NA,106,17.49,3.54,98.20,52.06
ENERO,23,12,0.038,0.006,0.004,NA,67,20.77,3.55,137.93,41.30
ENERO,23,13,0.044,0.005,0.003,NA,83,23.09,4.50,152.02,32.29
ENERO,23,14,0.050,0.005,0.004,NA,67,24.67,3.29,222.18,28.62
ENERO,23,15,0.051,0.005,0.004,NA,49,26.04,2.60,201.97,25.81
ENERO,23,16,0.050,0.005,0.003,NA,56,26.67,2.57,212.69,23.36
ENERO,23,17,0.042,0.005,0.003,NA,78,25.24,4.15,160.43,25.84
ENERO,23,18,0.039,0.005,0.003,NA,109,24.07,4.40,163.14,27.59
ENERO,23,19,0.036,0.006,0.005,NA,97,21.04,4.51,184.15,34.18
ENERO,23,20,0.029,0.007,0.008,NA,103,18.86,3.20,187.91,39.98
ENERO,23,21,0.018,0.006,0.011,NA,89,17.17,1.88,201.99,39.67
ENERO,23,22,0.017,0.005,0.009,NA,70,15.49,1.56,230.49,44.23
ENERO,23,23,0.020,0.005,0.006,NA,44,14.71,2.50,236.04,49.61
ENERO,24,0,NA,0.005,0.004,NA,31,13.82,2.05,222.06,51.21
ENERO,24,1,NA,0.005,0.009,NA,45,12.61,1.00,155.83,54.01
ENERO,24,2,NA,0.006,0.012,NA,52,11.55,1.16,225.16,56.65
ENERO,24,3,NA,0.005,0.007,NA,33,10.69,0.98,215.24,59.07
ENERO,24,4,NA,0.005,0.011,NA,41,9.34,1.04,194.44,60.42
ENERO,24,5,NA,0.005,0.011,NA,53,8.71,0.97,149.38,65.98
ENERO,24,6,NA,0.006,0.012,NA,66,7.68,0.97,71.53,69.52
ENERO,24,7,NA,0.007,0.011,NA,75,6.96,1.00,212.22,70.12
ENERO,24,8,NA,0.007,0.013,NA,135,7.32,0.99,149.39,70.73
ENERO,24,9,NA,0.011,0.017,NA,208,12.38,1.04,126.40,58.63
ENERO,24,10,NA,0.018,0.024,NA,185,17.86,1.23,220.93,44.94
ENERO,24,11,NA,0.007,0.008,NA,68,19.38,2.18,260.60,37.49
ENERO,24,12,NA,0.006,0.005,NA,31,20.74,2.46,246.71,32.82
ENERO,24,13,NA,0.005,0.005,NA,29,22.19,3.12,271.63,29.41
ENERO,24,14,NA,0.005,0.004,NA,36,23.50,3.75,268.00,24.81
ENERO,24,15,NA,0.005,0.004,NA,45,24.25,4.68,273.82,21.16
ENERO,24,16,NA,0.005,0.004,NA,56,24.64,4.93,263.33,18.16
ENERO,24,17,NA,0.004,0.004,NA,62,24.71,4.86,265.16,14.35
ENERO,24,18,NA,0.004,0.005,NA,65,23.69,4.48,263.11,12.46
ENERO,24,19,NA,0.004,0.008,NA,58,20.65,3.35,263.66,14.96
ENERO,24,20,NA,0.005,0.012,NA,60,18.14,3.17,261.51,21.00
ENERO,24,21,NA,0.005,0.009,NA,75,17.26,2.96,225.46,25.40
ENERO,24,22,NA,0.005,0.007,NA,57,15.99,2.66,210.66,30.03
ENERO,24,23,NA,0.005,0.006,NA,53,14.58,2.85,247.64,35.55
ENERO,25,0,NA,0.006,0.007,NA,38,12.81,1.74,183.13,40.54
ENERO,25,1,NA,0.013,0.012,NA,46,12.17,1.41,253.06,42.81
ENERO,25,2,NA,0.007,0.013,NA,46,11.05,1.05,149.20,44.87
ENERO,25,3,NA,0.007,0.012,NA,64,9.90,1.13,246.03,46.23
ENERO,25,4,NA,0.007,0.012,NA,80,8.54,1.10,149.02,52.15
ENERO,25,5,NA,0.005,0.012,NA,69,8.42,1.15,231.30,53.11
ENERO,25,6,NA,0.006,0.011,NA,58,7.49,1.19,100.84,58.46
ENERO,25,7,NA,0.006,0.012,NA,73,6.16,1.50,117.96,60.77
ENERO,25,8,NA,0.007,0.013,NA,108,6.16,1.57,111.11,62.52
ENERO,25,9,NA,0.008,0.013,NA,145,10.70,1.63,123.22,51.53
ENERO,25,10,NA,0.008,0.013,NA,105,15.31,1.77,120.46,40.64
ENERO,25,11,NA,0.016,0.009,NA,77,19.66,1.21,178.32,33.10
ENERO,25,12,0.038,0.020,0.008,NA,53,21.49,1.83,245.61,29.79
ENERO,25,13,0.045,0.012,0.007,NA,56,22.90,2.10,226.92,26.40
ENERO,25,14,0.043,0.006,0.004,NA,38,23.99,2.06,239.59,21.25
ENERO,25,15,0.045,0.005,0.004,NA,29,24.50,2.35,212.51,17.00
ENERO,25,16,0.044,0.005,0.004,NA,30,24.93,2.65,254.78,13.78
ENERO,25,17,0.047,0.005,0.005,NA,37,25.03,2.25,261.13,13.01
ENERO,25,18,0.043,0.005,0.008,NA,51,23.90,2.56,295.54,12.92
ENERO,25,19,0.025,0.005,0.019,NA,51,20.79,2.29,313.23,18.01
ENERO,25,20,0.010,0.005,0.028,NA,75,18.28,1.60,318.12,23.57
ENERO,25,21,0.010,0.006,0.026,NA,96,16.51,1.02,248.54,26.70
ENERO,25,22,0.016,0.006,0.021,NA,172,14.76,1.91,169.71,29.39
ENERO,25,23,0.069,0.007,0.019,NA,129,13.38,1.54,96.40,31.25
ENERO,26,0,0.028,0.006,0.015,NA,108,12.82,2.86,95.59,32.86
ENERO,26,1,0.024,0.005,0.009,NA,75,12.80,3.39,99.43,43.05
ENERO,26,2,0.039,0.005,0.007,NA,69,11.87,3.00,88.36,48.62
ENERO,26,3,NA,0.005,0.007,NA,46,10.93,2.81,98.63,52.40
ENERO,26,4,NA,0.005,0.005,NA,38,10.19,3.14,94.99,55.12
ENERO,26,5,0.018,0.005,0.009,NA,37,9.57,2.63,101.09,57.91
ENERO,26,6,0.012,0.005,0.013,NA,42,8.89,2.96,107.00,60.68
ENERO,26,7,0.008,0.005,0.016,NA,49,8.26,2.76,97.83,62.63
ENERO,26,8,0.014,0.005,0.016,NA,68,8.00,2.70,86.91,63.69
ENERO,26,9,0.022,0.005,0.011,NA,78,10.26,3.81,88.31,57.38
ENERO,26,10,0.024,0.005,0.007,NA,76,12.83,4.30,95.08,50.34
ENERO,26,11,0.032,0.005,0.007,NA,83,14.74,4.66,93.59,46.02
ENERO,26,12,0.039,0.005,0.006,NA,71,17.31,4.25,88.47,40.30
ENERO,26,13,0.045,0.005,0.005,NA,61,20.06,3.05,97.04,33.99
ENERO,26,14,0.051,0.013,0.005,NA,48,22.93,2.23,258.61,28.11
ENERO,26,15,0.059,0.011,0.005,NA,48,23.76,2.46,261.62,26.94
ENERO,26,16,0.067,0.013,0.005,NA,54,24.52,2.32,259.79,25.86
ENERO,26,17,0.069,0.011,0.006,NA,65,24.48,1.96,251.48,25.53
ENERO,26,18,0.062,0.006,0.007,NA,61,23.17,1.66,266.95,27.54
ENERO,26,19,0.047,0.006,0.014,NA,65,20.61,1.04,141.75,29.79
ENERO,26,20,0.030,0.008,0.026,NA,88,19.31,1.61,116.95,35.02
ENERO,26,21,0.024,0.006,0.010,NA,154,16.49,5.18,101.01,44.71
ENERO,26,22,0.026,0.005,0.007,NA,147,14.18,5.42,95.57,51.53
ENERO,26,23,0.024,0.005,0.005,NA,76,12.27,4.60,93.23,56.64
ENERO,27,0,NA,0.005,0.005,NA,47,10.83,4.40,88.11,61.44
ENERO,27,1,NA,0.005,0.005,NA,31,9.79,3.95,94.75,64.78
ENERO,27,2,NA,0.005,0.005,NA,26,8.80,4.02,108.05,68.71
ENERO,27,3,NA,0.005,0.004,NA,28,7.94,4.30,104.89,72.42
ENERO,27,4,NA,0.005,0.004,NA,24,7.25,3.94,100.82,74.94
ENERO,27,5,0.020,0.004,0.005,NA,27,6.66,3.41,97.45,77.53
ENERO,27,6,NA,0.004,0.006,NA,22,6.23,3.30,94.42,80.48
ENERO,27,7,NA,0.005,0.010,NA,31,5.52,3.07,88.18,82.27
ENERO,27,8,NA,0.004,0.011,NA,54,5.56,2.83,85.50,83.27
ENERO,27,9,NA,0.005,0.009,NA,45,8.32,3.48,93.51,75.88
ENERO,27,10,0.022,0.005,0.006,NA,50,11.10,4.66,88.52,65.38
ENERO,27,11,0.027,0.005,0.006,NA,57,13.57,4.32,104.53,56.81
ENERO,27,12,NA,NA,NA,NA,58,16.23,3.74,95.61,48.87
ENERO,27,13,NA,NA,NA,NA,48,19.42,2.60,134.23,41.17
ENERO,27,14,NA,NA,NA,NA,63,22.37,2.04,184.80,33.77
ENERO,27,15,NA,NA,NA,NA,53,23.28,2.10,174.60,31.58
ENERO,27,16,NA,NA,NA,NA,54,24.10,2.15,252.94,29.36
ENERO,27,17,NA,NA,NA,NA,60,24.00,2.33,235.82,28.93
ENERO,27,18,NA,NA,NA,NA,73,22.62,3.05,282.09,31.29
ENERO,27,19,NA,NA,NA,NA,75,20.17,2.46,309.65,36.44
ENERO,27,20,0.009,0.006,0.028,0.99866,89,18.29,1.29,139.54,39.25
ENERO,27,21,0.009,0.006,0.014,0.586164,139,17.32,2.33,163.07,42.86
ENERO,27,22,0.008,0.005,0.008,NA,76,16.78,2.71,246.93,36.21
ENERO,27,23,0.007,0.005,0.009,NA,50,15.34,1.75,263.40,34.86
ENERO,28,0,0.006,0.005,0.012,NA,41,13.79,1.02,199.64,38.49
ENERO,28,1,0.006,0.005,0.013,NA,57,12.65,0.97,120.68,45.34
ENERO,28,2,0.006,0.007,0.015,NA,81,11.22,1.27,109.36,49.94
ENERO,28,3,0.005,0.005,0.015,NA,65,10.08,1.36,136.91,55.75
ENERO,28,4,0.004,0.005,0.015,NA,61,9.66,2.47,121.58,60.79
ENERO,28,5,0.003,0.005,0.013,NA,46,9.06,2.88,99.56,65.57
ENERO,28,6,0.003,0.005,0.012,NA,50,7.91,2.81,95.25,69.03
ENERO,28,7,0.003,0.005,0.013,NA,43,6.95,1.99,109.69,73.68
ENERO,28,8,0.005,0.005,0.013,0.370032,112,6.83,2.66,99.19,75.63
ENERO,28,9,0.004,0.005,0.011,NA,104,9.85,3.15,99.49,67.57
