DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
MARZO,4,22,0.026,0.006,0.015,1.13,86,20,1.97,258.21,21.99
MARZO,4,23,0.023,0.005,0.014,1.12,74,19,1.58,269.44,26.39
MARZO,5,0,0.023,0.007,0.021,1.47,92,18,1.05,191.51,28.99
MARZO,5,1,0.017,0.006,0.022,1.22,130,16,1.15,107.35,35.78
MARZO,5,2,0.010,0.007,0.020,0.98,94,15,1.13,137.37,36.21
MARZO,5,3,0.018,0.007,0.019,1.04,92,14,1.43,93.90,37.10
MARZO,5,4,0.011,0.006,0.018,0.97,82,13,1.29,140.68,38.52
MARZO,5,5,0.012,0.006,0.017,0.94,85,13,1.41,143.75,39.72
MARZO,5,6,0.014,0.006,0.016,0.94,80,13,1.40,119.28,42.78
MARZO,5,7,0.014,0.007,0.018,0.98,77,13,1.89,88.34,43.34
MARZO,5,8,0.011,0.007,0.016,1.06,89,12,1.30,137.98,43.74
MARZO,5,9,0.025,0.007,0.013,1.08,100,16,1.84,110.89,37.23
MARZO,5,10,0.035,0.007,0.011,0.99,91,20,2.79,95.54,29.35
MARZO,5,11,0.043,0.007,0.009,0.91,78,24,2.11,137.05,26.81
MARZO,5,12,0.055,0.012,0.006,0.84,60,27,1.77,199.49,23.54
MARZO,5,13,0.065,0.006,0.005,0.83,52,28,2.04,222.11,19.21
MARZO,5,14,0.064,0.006,0.005,0.80,39,29,2.07,214.21,16.79
MARZO,5,15,0.060,0.006,0.004,0.78,38,30,2.37,240.13,15.54
MARZO,5,16,0.056,0.005,0.004,0.80,41,30,2.90,237.76,16.18
MARZO,5,17,0.058,0.006,0.005,0.82,45,30,2.21,246.05,16.68
MARZO,5,18,0.059,0.006,0.006,0.86,44,29,2.60,276.90,15.24
MARZO,5,19,0.048,0.005,0.011,1.03,55,28,2.03,255.64,15.08
MARZO,5,20,0.015,0.006,0.030,2.00,64,25,0.98,289.98,18.10
MARZO,5,21,0.010,0.007,0.031,3.47,124,22,1.26,264.98,21.47
MARZO,5,22,0.022,0.006,0.015,1.13,143,21,1.77,220.29,24.37
MARZO,5,23,0.020,0.006,0.012,1.04,68,20,1.90,271.85,25.04
MARZO,6,0,0.007,0.006,0.021,1.25,61,18,0.99,291.70,26.71
MARZO,6,1,0.007,0.008,0.020,1.15,78,17,1.05,118.44,32.02
MARZO,6,2,0.039,0.012,0.019,0.95,81,15,1.29,124.86,34.18
MARZO,6,3,0.005,0.008,0.018,0.88,63,14,1.02,179.42,34.77
MARZO,6,4,0.006,0.007,0.016,0.89,69,14,1.00,226.80,35.78
MARZO,6,5,0.009,0.007,0.016,1.01,67,14,0.96,99.52,42.60
MARZO,6,6,0.013,0.007,0.016,1.05,69,12,0.97,116.80,45.91
MARZO,6,7,0.006,0.006,0.017,1.06,65,12,0.99,135.34,45.83
MARZO,6,8,0.006,0.008,0.018,1.21,83,14,1.04,131.75,41.43
MARZO,6,9,0.011,0.010,0.018,1.17,91,18,1.34,128.28,34.86
MARZO,6,10,0.026,0.009,0.016,1.04,136,23,1.17,169.73,28.94
