DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2023,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
AGOSTO ,1,0,0.026,0.032,0.008,0.563,20,13,0.01
AGOSTO ,1,1,0.022,0.029,0.008,0.554,19,13,0.012
AGOSTO,1,2,0.016,0.026,0.008,0.542,20,13,0.015
AGOSTO,1,3,0.015,0.023,0.008,0.526,20,10,0.013
AGOSTO,1,4,0.016,0.022,0.008,0.501,19,11,0.012
AGOSTO,1,5,0.013,0.02,0.008,0.479,18,9,0.014
AGOSTO,1,6,0.012,0.018,0.008,0.463,17,9,0.014
AGOSTO,1,7,0.01,0.016,0.008,0.473,18,12,0.016
AGOSTO,1,8,0.013,0.015,0.008,0.493,24,10,0.012
AGOSTO,1,9,0.018,0.014,0.008,0.516,26,9,0.011
AGOSTO,1,10,0.029,0.016,0.008,0.53,36,8,0.009
AGOSTO,1,11,0.033,0.018,0.008,0.553,37,9,0.01
AGOSTO,1,12,0.039,0.021,0.008,0.578,42,8,0.009
AGOSTO,1,13,0.043,0.025,0.008,0.599,25,16,0.01
AGOSTO,1,14,0.046,0.029,0.008,0.606,45,17,0.01
AGOSTO,1,15,0.046,0.033,0.008,0.59,42,9,0.01
AGOSTO,1,16,0.043,0.037,0.008,0.57,39,5,0.01
AGOSTO,1,17,0.047,0.041,0.008,0.546,35,3,0.009
AGOSTO,1,18,0.048,0.043,0.008,0.526,54,3,0.008
AGOSTO,1,19,0.044,0.045,0.008,0.506,37,7,0.009
AGOSTO,1,20,0.033,0.044,0.008,0.493,29,16,0.012
AGOSTO,1,21,0.028,0.042,0.007,0.478,25,19,0.01
AGOSTO,1,22,0.023,0.039,0.008,0.464,26,21,0.011
AGOSTO,1,23,0.024,0.036,0.009,0.451,32,25,0.009
AGOSTO,2,0,0.024,0.034,0.009,0.443,34,21,0.008
AGOSTO,2,1,0.025,0.031,0.009,0.436,30,21,0.008
AGOSTO,2,2,0.023,0.028,0.009,0.435,25,17,0.008
AGOSTO,2,3,0.02,0.025,0.009,0.43,21,14,0.01
AGOSTO,2,4,0.022,0.024,0.01,0.416,22,13,0.009
AGOSTO,2,5,0.016,0.022,0.01,0.409,22,13,0.011
AGOSTO,2,6,0.015,0.021,0.01,0.413,21,13,0.011
AGOSTO,2,7,0.012,0.02,0.009,0.426,25,10,0.013
AGOSTO,2,8,0.013,0.018,0.01,0.444,26,11,0.014
AGOSTO,2,9,0.025,0.018,0.01,0.461,38,18,0.01
AGOSTO,2,10,0.031,0.019,0.01,0.483,49,18,0.009
AGOSTO,2,11,0.033,0.021,0.01,0.504,50,16,0.009
AGOSTO,2,12,0.037,0.023,0.01,0.524,61,12,0.009
AGOSTO,2,13,0.041,0.026,0.01,0.545,60,9,0.009
AGOSTO,2,14,0.045,0.03,0.01,0.559,48,7,0.009
AGOSTO,2,15,0.049,0.034,0.01,0.555,43,4,0.009
AGOSTO,2,16,0.048,0.039,0.01,0.544,39,3,0.009
AGOSTO,2,17,0.046,0.041,0.01,0.548,37,3,0.01
AGOSTO,2,18,0.046,0.043,0.01,0.548,35,3,0.009
AGOSTO,2,19,0.038,0.044,0.01,0.554,30,8,0.011
AGOSTO,2,20,0.032,0.043,0.01,0.554,34,20,0.012
AGOSTO,2,21,0.027,0.042,0.011,0.545,36,42,0.011
AGOSTO,2,22,0.027,0.039,0.011,0.529,75,40,0.01
AGOSTO,2,23,0.023,0.036,0.01,0.524,51,33,0.01
AGOSTO,3,0,0.024,0.033,0.01,0.516,42,27,0.009
AGOSTO,3,1,0.026,0.031,0.01,0.494,31,20,0.008
AGOSTO,3,2,0.027,0.028,0.01,0.473,25,14,0.008
AGOSTO,3,3,0.027,0.027,0.01,0.444,15,12,0.008
AGOSTO,3,4,0.025,0.026,0.01,0.424,17,13,0.008
AGOSTO,3,5,0.024,0.025,0.011,0.419,18,12,0.01
AGOSTO,3,6,0.024,0.025,0.013,0.425,24,18,0.011
