DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2023,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
MAYO,1,0,NA,NA,NA,1.035,NA,NA,NA
MAYO,1,1,0.027,NA,NA,1.045,43,36,0.015
MAYO,1,2,0.016,NA,NA,1.061,51,35,0.019
MAYO,1,3,0.020,NA,NA,1.067,51,33,0.015
MAYO,1,4,0.018,NA,NA,1.071,51,32,0.016
MAYO,1,5,0.015,NA,NA,1.071,55,34,0.017
MAYO,1,6,0.016,NA,NA,1.071,56,35,0.016
MAYO,1,7,0.008,NA,NA,1.077,57,34,0.021
MAYO,1,8,0.013,0.017,NA,1.087,68,35,0.021
MAYO,1,9,0.037,0.018,NA,1.082,80,34,0.011
MAYO,1,10,0.048,0.022,NA,1.073,74,33,0.010
MAYO,1,11,0.058,0.026,NA,1.071,68,32,0.008
MAYO,1,12,0.059,0.032,NA,1.066,66,25,0.007
MAYO,1,13,0.050,0.036,NA,1.064,55,19,0.008
MAYO,1,14,0.053,0.041,NA,1.060,45,13,0.008
MAYO,1,15,0.052,0.046,NA,1.049,47,10,0.007
MAYO,1,16,0.055,0.051,NA,1.029,48,8,0.007
MAYO,1,17,0.054,0.054,NA,1.022,48,11,0.007
MAYO,1,18,0.048,0.054,NA,1.014,68,15,0.007
MAYO,1,19,0.043,0.052,NA,1.008,63,20,0.008
MAYO,1,20,0.038,0.049,NA,1.008,82,28,0.009
MAYO,1,21,0.035,0.047,NA,1.009,100,30,0.010
MAYO,1,22,0.035,0.045,NA,1.013,70,35,0.009
MAYO,1,23,0.037,0.043,NA,1.019,62,44,0.009
MAYO,2,0,0.039,0.041,0.008,1.024,60,41,0.008
MAYO,2,1,0.035,0.039,0.008,1.027,50,35,0.009
MAYO,2,2,0.034,0.037,0.008,1.031,39,32,0.008
MAYO,2,3,0.031,0.036,0.008,1.036,44,31,0.010
MAYO,2,4,0.036,0.035,0.008,1.040,40,30,0.007
MAYO,2,5,0.029,0.035,0.008,1.039,42,33,0.010
MAYO,2,6,0.027,0.034,0.008,1.036,45,35,0.013
MAYO,2,7,0.012,0.030,0.008,1.040,51,36,0.022
MAYO,2,8,0.019,0.028,0.008,1.051,64,33,0.018
MAYO,2,9,0.035,0.028,0.008,1.056,76,31,0.011
MAYO,2,10,0.046,0.029,0.008,1.058,65,27,0.008
MAYO,2,11,0.053,0.032,0.008,1.059,54,22,0.009
MAYO,2,12,0.055,0.035,0.008,1.057,66,19,0.007
MAYO,2,13,0.049,0.037,0.008,1.057,67,18,0.008
MAYO,2,14,0.049,0.040,0.008,1.057,73,14,0.008
MAYO,2,15,0.052,0.045,0.008,1.048,70,11,0.007
MAYO,2,16,0.050,0.049,0.008,1.033,65,9,0.007
MAYO,2,17,0.050,0.051,0.008,1.025,61,10,0.007
MAYO,2,18,0.047,0.051,0.008,1.019,54,12,0.007
MAYO,2,19,0.043,0.049,0.008,1.015,48,21,0.009
MAYO,2,20,0.033,0.047,0.008,1.018,43,36,0.013
MAYO,2,21,0.028,0.044,0.008,1.026,49,37,0.017
MAYO,2,22,0.028,0.041,0.008,1.031,56,41,0.014
MAYO,2,23,0.026,0.038,0.008,1.035,68,45,0.013
MAYO,3,0,0.027,0.035,0.008,1.042,70,44,0.014
MAYO,3,1,0.036,0.034,0.008,1.049,75,42,0.009
MAYO,3,2,0.028,0.031,0.008,1.055,65,44,0.010
MAYO,3,3,0.026,0.029,0.008,1.059,61,40,0.010
MAYO,3,4,0.024,0.028,0.008,1.059,52,39,0.012
MAYO,3,5,0.021,0.027,0.008,1.053,46,37,0.016
MAYO,3,6,0.014,0.026,0.008,1.053,53,38,0.019
MAYO,3,7,0.008,0.023,0.008,1.075,59,45,0.023
MAYO,3,8,0.009,0.021,0.008,1.104,78,50,0.022
MAYO,3,9,0.015,0.018,0.008,1.127,103,50,0.021
MAYO,3,10,0.033,0.019,0.010,1.141,99,45,0.017
MAYO,3,11,0.054,0.022,0.015,1.163,98,50,0.018
MAYO,3,12,0.071,0.028,0.017,1.179,107,53,0.012
MAYO,3,13,0.065,0.034,0.017,1.182,103,43,0.009
MAYO,3,14,0.050,0.038,0.017,1.174,77,25,0.007
MAYO,3,15,0.055,0.044,0.017,1.146,57,15,0.007
MAYO,3,16,0.061,0.051,0.017,1.110,49,11,0.007
MAYO,3,17,0.063,0.057,0.018,1.087,43,11,0.009
MAYO,3,18,0.065,0.061,0.018,1.072,40,17,0.009
MAYO,3,19,0.062,0.062,0.018,1.048,39,24,0.009
MAYO,3,20,0.033,0.057,0.018,1.045,39,29,0.024
MAYO,3,21,0.021,0.051,0.018,1.058,57,43,0.028
MAYO,3,22,0.035,0.049,0.018,1.064,78,48,0.012
MAYO,3,23,0.029,0.046,0.018,1.074,70,48,0.013
MAYO,4,0,0.026,0.042,0.018,1.085,70,51,0.014
MAYO,4,1,0.013,0.036,0.018,1.095,67,46,0.024
MAYO,4,2,0.007,0.028,0.018,1.106,77,52,0.025
MAYO,4,3,0.020,0.023,0.018,1.110,76,46,0.015
MAYO,4,4,0.020,0.022,0.018,1.095,70,41,0.013
MAYO,4,5,0.017,0.021,0.018,1.078,59,38,0.015
MAYO,4,6,0.010,0.018,0.018,1.076,58,42,0.022
MAYO,4,7,0.015,0.016,0.018,1.079,66,44,0.019
MAYO,4,8,0.013,0.014,0.018,1.086,69,43,0.021
MAYO,4,9,0.032,0.017,0.018,1.080,89,39,0.011
MAYO,4,10,0.046,0.022,0.016,1.074,87,39,0.011
MAYO,4,11,0.055,0.026,0.011,1.081,88,42,0.011
MAYO,4,12,0.062,0.031,0.009,1.085,84,40,0.008
MAYO,4,13,0.063,0.037,0.009,1.087,79,39,0.008
MAYO,4,14,0.061,0.043,0.009,1.086,71,30,0.007
MAYO,4,15,0.063,0.049,0.009,1.076,63,25,0.007
MAYO,4,16,0.058,0.055,0.009,1.061,64,24,0.007
MAYO,4,17,0.061,0.059,0.009,1.053,58,20,0.007
MAYO,4,18,0.061,0.061,0.009,1.044,51,23,0.007
MAYO,4,19,0.054,0.060,0.009,1.039,46,30,0.011
MAYO,4,20,0.043,0.058,0.009,1.048,45,33,0.017
MAYO,4,21,0.037,0.055,0.009,1.055,53,42,0.017
MAYO,4,22,0.040,0.052,0.009,1.060,70,48,0.014
MAYO,4,23,0.037,0.049,0.009,1.065,68,48,0.013
MAYO,5,0,0.038,0.046,0.009,1.070,67,52,0.013
MAYO,5,1,0.041,0.044,0.009,1.073,77,44,0.012
MAYO,5,2,0.034,0.040,0.009,1.078,67,41,0.011
MAYO,5,3,0.032,0.038,0.009,1.076,63,45,0.011
MAYO,5,4,0.035,0.037,0.009,1.065,63,43,0.009
MAYO,5,5,0.021,0.035,0.009,1.056,60,43,0.016
MAYO,5,6,0.031,0.034,0.009,1.054,58,44,0.012
MAYO,5,7,0.024,0.032,0.009,1.057,62,48,0.017
MAYO,5,8,0.024,0.030,0.009,1.066,69,51,0.018
MAYO,5,9,0.037,0.030,0.009,1.075,81,48,0.011
MAYO,5,10,0.047,0.031,0.009,1.081,84,50,0.011
MAYO,5,11,0.060,0.035,0.009,1.087,90,52,0.009
MAYO,5,12,0.062,0.038,0.009,1.090,84,48,0.008
MAYO,5,13,0.069,0.044,0.009,1.092,82,41,0.008
MAYO,5,14,0.075,0.050,0.009,1.093,78,32,0.009
MAYO,5,15,0.071,0.056,0.010,1.090,73,28,0.009
MAYO,5,16,0.068,0.061,0.009,1.076,69,26,0.007
MAYO,5,17,0.066,0.065,0.009,1.068,58,23,0.009
MAYO,5,18,0.067,0.067,0.009,1.063,53,26,0.011
MAYO,5,19,0.061,0.067,0.009,1.063,55,44,0.012
MAYO,5,20,0.048,0.066,0.009,1.068,58,45,0.017
MAYO,5,21,0.043,0.062,0.009,1.075,60,49,0.016
MAYO,5,22,0.040,0.058,0.009,1.076,68,55,0.012
MAYO,5,23,0.041,0.054,0.009,1.076,63,53,0.011
MAYO,6,0,0.040,0.051,0.009,1.079,60,48,0.011
MAYO,6,1,0.047,0.048,0.009,1.076,81,47,0.009
MAYO,6,2,0.050,0.046,0.009,1.070,90,39,0.008
MAYO,6,3,0.041,0.044,0.009,1.062,68,36,0.011
MAYO,6,4,0.037,0.042,0.009,1.054,61,33,0.012
MAYO,6,5,0.035,0.041,0.009,1.045,52,33,0.013
MAYO,6,6,0.023,0.039,0.009,1.041,52,31,0.019
MAYO,6,7,0.011,0.036,0.009,1.043,49,32,0.025
MAYO,6,8,0.013,0.032,0.009,1.059,49,32,0.028
MAYO,6,9,0.030,0.030,0.009,1.074,73,39,0.020
MAYO,6,10,0.041,0.029,0.009,1.088,75,36,0.016
MAYO,6,11,0.056,0.031,0.009,1.095,70,35,0.011
MAYO,6,12,0.064,0.034,0.009,1.098,67,32,0.010
MAYO,6,13,0.074,0.039,0.009,1.106,61,28,0.011
MAYO,6,14,0.073,0.045,0.009,1.108,57,24,0.010
MAYO,6,15,0.082,0.054,0.010,1.106,54,18,0.009
MAYO,6,16,0.084,0.063,0.011,1.094,57,20,0.010
MAYO,6,17,0.075,0.069,0.011,1.082,55,19,0.009
MAYO,6,18,0.072,0.073,0.011,1.069,49,26,0.008
MAYO,6,19,0.056,0.073,0.011,1.065,44,31,0.012
MAYO,6,20,0.047,0.070,0.011,1.063,76,39,0.012
MAYO,6,21,0.050,0.068,0.011,1.060,95,43,0.012
MAYO,6,22,0.047,0.064,0.011,1.060,79,48,0.013
MAYO,6,23,0.045,0.060,0.011,1.058,81,47,0.012
MAYO,7,0,0.044,0.054,0.011,1.053,104,42,0.010
MAYO,7,1,0.041,0.050,0.011,1.052,76,35,0.010
MAYO,7,2,0.037,0.046,0.011,1.050,57,31,0.010
MAYO,7,3,0.037,0.043,0.011,1.047,50,26,0.010
MAYO,7,4,0.035,0.042,0.011,1.042,44,24,0.010
MAYO,7,5,0.033,0.040,0.011,1.034,40,22,0.011
MAYO,7,6,0.031,0.038,0.011,1.027,35,22,0.012
MAYO,7,7,0.024,0.035,0.011,1.028,33,23,0.016
MAYO,7,8,0.024,0.033,0.011,1.035,37,21,0.016
MAYO,7,9,0.029,0.031,0.011,1.043,43,22,0.015
MAYO,7,10,0.045,0.032,0.011,1.048,48,23,0.011
MAYO,7,11,0.058,0.035,0.011,1.057,51,27,0.010
MAYO,7,12,0.068,0.039,0.011,1.064,57,27,0.009
MAYO,7,13,0.068,0.043,0.011,1.070,59,28,0.008
MAYO,7,14,0.066,0.048,0.011,1.073,63,28,0.008
MAYO,7,15,0.068,0.053,0.010,1.070,64,24,0.007
MAYO,7,16,0.070,0.059,0.009,1.062,61,23,0.008
