DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2023,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
OCTUBRE ,1,0,NA,NA,NA,0.656,NA,NA,NA
OCTUBRE ,1,1,0.027,NA,NA,0.683,40,21,0.012
OCTUBRE,1,2,0.026,NA,NA,0.677,38,19,0.011
OCTUBRE,1,3,0.029,NA,NA,0.635,33,16,0.01
OCTUBRE,1,4,0.033,NA,NA,0.572,29,13,0.009
OCTUBRE,1,5,0.034,NA,NA,0.533,27,15,0.009
OCTUBRE,1,6,0.034,NA,NA,0.493,28,18,0.009
OCTUBRE,1,7,0.029,NA,NA,0.477,27,21,0.011
OCTUBRE,1,8,0.024,0.03,NA,0.495,32,20,0.012
OCTUBRE,1,9,0.034,0.03,NA,0.501,35,16,0.009
OCTUBRE,1,10,0.038,0.032,NA,0.514,35,15,0.009
OCTUBRE,1,11,0.04,0.033,NA,0.535,41,15,0.009
OCTUBRE,1,12,0.044,0.035,NA,0.566,40,15,0.01
OCTUBRE,1,13,0.049,0.037,NA,0.591,45,11,0.01
OCTUBRE,1,14,0.049,0.039,NA,0.614,39,8,0.009
OCTUBRE,1,15,0.048,0.041,NA,0.619,41,7,0.01
OCTUBRE,1,16,0.042,0.043,NA,0.618,45,9,0.012
OCTUBRE,1,17,0.042,0.044,NA,0.614,39,8,0.012
OCTUBRE,1,18,0.038,0.044,NA,0.607,47,14,0.013
OCTUBRE,1,19,0.034,0.043,NA,0.602,56,24,0.013
OCTUBRE,1,20,0.027,0.041,NA,0.607,53,26,0.016
OCTUBRE,1,21,0.028,0.039,NA,0.596,45,25,0.013
OCTUBRE,1,22,0.028,0.036,NA,0.585,41,28,0.011
OCTUBRE,1,23,0.028,0.033,NA,0.582,39,29,0.011
OCTUBRE,2,0,0.031,0.032,0.014,0.563,37,27,0.008
OCTUBRE,2,1,0.032,0.031,0.014,0.545,28,20,0.007
OCTUBRE,2,2,0.031,0.03,0.014,0.528,22,16,0.008
OCTUBRE,2,3,0.028,0.029,0.014,0.509,21,15,0.009
OCTUBRE,2,4,0.027,0.029,0.014,0.47,22,15,0.009
OCTUBRE,2,5,0.026,0.029,0.014,0.456,20,13,0.01
OCTUBRE,2,6,0.024,0.029,0.014,0.454,24,16,0.011
OCTUBRE,2,7,0.012,0.026,0.014,0.485,25,17,0.019
OCTUBRE,2,8,0.014,0.024,0.014,0.549,32,16,0.017
OCTUBRE,2,9,0.021,0.023,0.014,0.598,52,16,0.013
OCTUBRE,2,10,0.031,0.023,0.014,0.635,52,16,0.01
OCTUBRE,2,11,0.037,0.024,0.014,0.662,50,16,0.01
OCTUBRE,2,12,0.045,0.026,0.014,0.696,52,15,0.011
OCTUBRE,2,13,0.051,0.029,0.014,0.729,48,13,0.011
OCTUBRE,2,14,0.054,0.033,0.014,0.756,47,9,0.012
OCTUBRE,2,15,0.054,0.038,0.014,0.743,50,8,0.012
OCTUBRE,2,16,0.055,0.044,0.014,0.697,54,9,0.012
