DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2023,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
SEP,1,0,NA,NA,NA,NA,NA,NA,NA
SEP,1,1,NA,NA,NA,NA,NA,NA,NA
SEP,1,2,NA,NA,NA,NA,NA,NA,NA
SEP,1,3,NA,NA,NA,NA,NA,NA,NA
SEP,1,4,NA,NA,NA,NA,NA,NA,NA
SEP,1,5,NA,NA,NA,NA,NA,NA,NA
SEP,1,6,NA,NA,NA,NA,NA,NA,NA
SEP,1,7,NA,NA,NA,NA,NA,NA,NA
SEP,1,8,NA,NA,NA,NA,NA,NA,NA
SEP,1,9,NA,NA,NA,NA,NA,NA,NA
SEP,1,10,NA,NA,NA,NA,NA,NA,NA
SEP,1,11,NA,NA,NA,NA,NA,NA,NA
SEP,1,12,0.048,NA,NA,NA,NA,NA,NA
SEP,1,13,0.047,NA,NA,NA,23,17,NA
SEP,1,14,0.054,NA,NA,NA,21,18,NA
SEP,1,15,0.06,NA,NA,NA,17,12,0.008
SEP,1,16,0.065,NA,NA,NA,15,7,0.009
SEP,1,17,0.063,NA,NA,1.017,20,10,0.011
SEP,1,18,0.06,NA,NA,0.996,21,12,0.011
SEP,1,19,0.048,0.055,NA,0.983,13,21,0.013
SEP,1,20,0.047,0.055,NA,0.935,21,24,0.013
SEP,1,21,0.032,0.053,NA,0.948,27,27,0.023
SEP,1,22,0.032,0.051,NA,0.946,33,31,0.019
SEP,1,23,0.033,0.047,NA,0.964,46,30,0.017
SEP,2,0,0.032,0.043,NA,0.964,37,28,0.015
SEP,2,1,0.035,0.04,NA,0.951,21,23,0.012
SEP,2,2,0.033,0.036,NA,0.944,24,22,0.013
SEP,2,3,0.031,0.034,NA,0.926,28,22,0.01
SEP,2,4,0.034,0.033,NA,0.899,27,20,0.009
SEP,2,5,0.035,0.033,NA,0.831,27,22,0.01
SEP,2,6,0.028,0.033,NA,0.793,27,21,0.01
SEP,2,7,0.019,0.031,NA,0.766,23,21,0.017
SEP,2,8,0.018,0.029,NA,0.8,14,20,0.02
SEP,2,9,0.027,0.028,NA,0.825,25,17,0.017
SEP,2,10,0.042,0.029,NA,0.849,34,19,0.013
SEP,2,11,0.053,0.032,0.003,0.871,39,17,0.011
SEP,2,12,0.06,0.036,0.003,0.9,45,13,0.011
SEP,2,13,0.064,0.039,0.004,0.929,40,11,0.012
SEP,2,14,0.063,0.043,0.004,0.953,38,11,0.012
SEP,2,15,0.063,0.049,0.004,0.966,38,7,0.011
SEP,2,16,0.061,0.054,0.004,0.934,41,6,0.013
SEP,2,17,0.064,0.059,0.004,0.915,57,6,0.012
SEP,2,18,0.063,0.061,0.004,0.893,51,11,0.012
SEP,2,19,0.054,0.061,0.004,0.891,40,16,0.017
SEP,2,20,0.039,0.059,0.005,0.905,42,22,0.023
SEP,2,21,0.036,0.055,0.005,0.931,42,25,0.019
SEP,2,22,0.034,0.051,0.005,0.931,41,30,0.018
SEP,2,23,0.04,0.049,0.006,0.92,37,31,0.016
SEP,3,0,0.042,0.046,0.006,0.906,21,26,0.013
SEP,3,1,0.045,0.044,0.006,0.889,25,19,0.009
SEP,3,2,0.041,0.041,0.006,0.874,26,17,0.011
SEP,3,3,0.037,0.039,0.007,0.841,28,20,0.013
SEP,3,4,0.037,0.039,0.007,0.793,37,21,0.012
SEP,3,5,0.035,0.039,0.007,0.734,27,21,0.013
SEP,3,6,0.034,0.039,0.008,0.703,16,23,0.014
SEP,3,7,0.031,0.038,0.008,0.693,33,26,0.013
SEP,3,8,0.028,0.036,0.008,0.699,34,24,0.014
SEP,3,9,0.038,0.035,0.009,0.706,43,22,0.013
SEP,3,10,0.047,0.036,0.009,0.719,45,25,0.011
SEP,3,11,0.052,0.038,0.009,0.741,47,21,0.01
SEP,3,12,0.055,0.04,0.009,0.764,107,19,0.01
SEP,3,13,0.053,0.042,0.01,0.784,70,15,0.011
SEP,3,14,0.058,0.045,0.01,0.798,58,14,0.01
SEP,3,15,0.062,0.049,0.01,0.8,76,9,0.01
SEP,3,16,0.061,0.053,0.01,0.783,59,5,0.01
SEP,3,17,0.065,0.057,0.011,0.775,47,7,0.01
SEP,3,18,0.064,0.059,0.011,0.76,36,9,0.009
SEP,3,19,0.061,0.06,0.011,0.744,31,16,0.011
SEP,3,20,0.051,0.059,0.011,0.745,25,23,0.016
SEP,3,21,0.045,0.058,0.011,0.756,27,26,0.018
SEP,3,22,0.034,0.055,0.011,0.798,29,29,0.021
SEP,3,23,0.04,0.053,0.01,0.8,17,31,0.011
SEP,4,0,0.042,0.05,0.01,0.803,24,25,0.01
SEP,4,1,0.038,0.047,0.01,0.8,24,22,0.009
SEP,4,2,0.038,0.044,0.01,0.794,22,18,0.009
SEP,4,3,0.038,0.041,0.01,0.784,24,15,0.008
SEP,4,4,0.034,0.039,0.009,0.756,14,13,0.009
SEP,4,5,0.028,0.036,0.009,0.718,23,12,0.012
SEP,4,6,0.021,0.035,0.009,0.666,29,13,0.015
SEP,4,7,0.016,0.032,0.008,0.701,30,14,0.018
SEP,4,8,0.015,0.028,0.008,0.763,18,15,0.019
SEP,4,9,0.025,0.027,0.008,0.809,41,15,0.016
SEP,4,10,0.038,0.027,0.008,0.85,48,17,0.013
SEP,4,11,0.047,0.028,0.007,0.878,26,14,0.012
SEP,4,12,0.056,0.031,0.007,0.92,31,13,0.013
SEP,4,13,0.058,0.034,0.007,0.945,18,13,0.011
SEP,4,14,0.054,0.039,0.007,0.953,15,7,0.01
SEP,4,15,0.054,0.043,0.007,0.908,24,4,0.009
SEP,4,16,0.055,0.048,0.006,0.84,33,3,0.009
SEP,4,17,0.052,0.052,0.005,0.793,18,4,0.01
SEP,4,18,0.051,0.053,0.005,0.754,20,9,0.01
SEP,4,19,0.047,0.053,0.005,0.735,22,18,0.011
SEP,4,20,0.036,0.051,0.005,0.715,25,25,0.02
SEP,4,21,0.03,0.047,0.005,0.729,35,28,0.023
SEP,4,22,0.034,0.045,0.005,0.728,33,34,0.015
SEP,4,23,0.038,0.043,0.004,0.726,30,32,0.011
SEP,5,0,0.034,0.04,0.004,0.724,28,25,0.012
SEP,5,1,0.027,0.037,0.004,0.716,28,24,0.012
SEP,5,2,0.026,0.034,0.004,0.71,26,23,0.011
SEP,5,3,0.028,0.032,0.004,0.696,22,18,0.009
SEP,5,4,0.024,0.03,0.004,0.671,22,15,0.01
SEP,5,5,0.022,0.029,0.004,0.638,27,14,0.012
SEP,5,6,0.017,0.027,0.004,0.634,25,15,0.015
SEP,5,7,0.012,0.024,0.004,0.659,27,15,0.017
SEP,5,8,0.014,0.021,0.004,0.72,42,17,0.017
SEP,5,9,0.018,0.02,0.004,0.773,52,18,0.015
SEP,5,10,0.031,0.021,0.004,0.806,54,15,0.013
SEP,5,11,0.039,0.022,0.004,0.838,30,16,0.011
