DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2022,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
MARZO,1,0,0.025,0.033,NA,0.65,72,11,0.012
MARZO,1,1,0.017,0.028,NA,0.64,59,10,0.01
MARZO,1,2,0.01,0.022,NA,0.64,50,9,0.017
MARZO,1,3,0.012,0.018,NA,0.65,52,9,0.024
MARZO,1,4,0.018,0.018,NA,0.59,52,13,0.011
MARZO,1,5,0.01,0.017,NA,0.51,48,12,0.016
MARZO,1,6,0.004,0.015,NA,0.51,46,12,0.027
MARZO,1,7,0.007,0.013,NA,0.53,53,14,0.03
MARZO,1,8,0.002,0.01,NA,0.59,60,15,0.028
MARZO,1,9,0.012,0.009,NA,0.67,66,14,0.025
MARZO,1,10,0.017,0.01,NA,0.71,69,16,0.024
MARZO,1,11,0.022,0.011,NA,0.74,63,17,0.02
MARZO,1,12,0.034,0.013,NA,0.77,52,15,0.019
MARZO,1,13,0.046,0.018,NA,0.79,43,18,0.014
MARZO,1,14,0.053,0.024,NA,0.79,35,22,0.009
MARZO,1,15,0.053,0.03,NA,0.75,21,19,0.007
MARZO,1,16,0.053,0.036,NA,0.69,20,14,0.008
MARZO,1,17,0.058,0.042,NA,0.62,29,10,0.007
MARZO,1,18,0.056,0.047,NA,0.57,39,8,0.004
MARZO,1,19,0.043,0.05,NA,0.55,51,11,0.023
MARZO,1,20,0.021,0.048,NA,0.58,103,14,0.051
MARZO,1,21,0.005,0.043,NA,0.67,113,18,0.07
MARZO,1,22,0.017,0.038,NA,0.72,120,20,0.05
MARZO,1,23,0.01,0.033,NA,0.74,110,23,0.03
MARZO,2,0,0.023,0.029,NA,0.75,93,18,0.03
MARZO,2,1,0.024,0.025,NA,0.75,84,17,0.021
MARZO,2,2,0.019,0.02,NA,0.76,66,18,0.023
MARZO,2,3,0.014,0.017,NA,0.74,56,14,0.022
MARZO,2,4,0.01,0.015,NA,0.69,53,12,0.029
MARZO,2,5,0.006,0.015,NA,0.6,57,14,0.034
MARZO,2,6,0.002,0.013,NA,0.55,62,16,0.035
MARZO,2,7,NA,NA,NA,0.58,71,15,0.037
MARZO,2,8,NA,NA,NA,0.65,94,22,0.037
MARZO,2,9,0.005,NA,NA,0.72,98,22,0.035
MARZO,2,10,0.012,NA,NA,0.78,98,27,0.031
MARZO,2,11,0.025,NA,NA,0.81,85,28,0.023
MARZO,2,12,0.045,NA,NA,0.81,75,27,0.004
MARZO,2,13,0.055,NA,NA,0.79,54,22,0.004
MARZO,2,14,0.062,NA,NA,0.76,40,22,0.003
MARZO,2,15,0.062,NA,NA,0.71,34,23,0.003
MARZO,2,16,0.063,0.041,NA,0.62,36,21,0.004
MARZO,2,17,0.065,0.049,NA,0.54,35,16,0.005
MARZO,2,18,0.058,0.054,NA,0.49,37,14,0.011
MARZO,2,19,0.047,0.057,NA,0.48,45,15,0.021
MARZO,2,20,0.028,0.055,NA,0.54,71,13,0.05
MARZO,2,21,0.015,0.05,NA,0.65,90,18,0.063
MARZO,2,22,0.014,0.044,NA,0.71,101,24,0.043
MARZO,2,23,0.014,0.038,NA,0.74,NA,20,0.027
MARZO,3,0,0.013,0.032,NA,0.76,NA,12,0.023
MARZO,3,1,0.016,0.026,NA,0.77,NA,11,0.017
MARZO,3,2,0.018,0.021,NA,0.75,NA,13,0.014
MARZO,3,3,0.017,0.017,NA,0.73,NA,10,0.016
MARZO,3,4,0.013,0.015,NA,0.67,NA,11,0.023
MARZO,3,5,0.004,0.014,NA,0.58,NA,14,0.037
MARZO,3,6,NA,NA,NA,0.54,NA,22,0.038
MARZO,3,7,NA,NA,NA,0.56,NA,28,0.038
MARZO,3,8,0.002,NA,NA,0.63,NA,23,0.035
MARZO,3,9,0.007,NA,NA,0.7,NA,24,0.031
MARZO,3,10,0.014,NA,NA,0.76,NA,23,0.03
