DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2022,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
NOVIEMBRE,1,0,0.008,NA,0.021,1.214,55,NA,0.019
NOVIEMBRE,1,1,0.005,NA,0.021,1.272,58,NA,0.02
NOVIEMBRE,1,2,0.004,NA,0.021,1.303,66,NA,0.019
NOVIEMBRE,1,3,0.004,NA,0.021,1.3,60,NA,0.018
NOVIEMBRE,1,4,0.004,NA,0.021,1.285,54,NA,0.018
NOVIEMBRE,1,5,0.004,NA,0.021,1.277,48,NA,0.015
NOVIEMBRE,1,6,0.004,NA,0.021,1.271,49,NA,0.015
NOVIEMBRE,1,7,0.004,0.005,0.021,1.321,50,NA,0.016
NOVIEMBRE,1,8,0.006,0.004,0.021,1.352,56,NA,0.017
NOVIEMBRE,1,9,0.012,0.005,0.021,1.345,72,NA,0.016
NOVIEMBRE,1,10,0.022,0.007,0.021,1.342,87,NA,0.015
NOVIEMBRE,1,11,0.034,0.011,0.02,1.336,83,NA,0.011
NOVIEMBRE,1,12,0.043,0.016,0.019,1.324,67,NA,0.007
NOVIEMBRE,1,13,0.053,0.022,0.017,1.311,50,NA,0.007
NOVIEMBRE,1,14,0.06,0.029,0.016,1.298,45,NA,0.006
NOVIEMBRE,1,15,0.061,0.036,0.015,1.245,46,NA,0.006
NOVIEMBRE,1,16,0.067,0.044,0.014,1.181,47,NA,0.007
NOVIEMBRE,1,17,0.074,0.052,0.014,1.155,47,NA,NA
NOVIEMBRE,1,18,0.064,0.057,0.013,1.145,51,NA,NA
NOVIEMBRE,1,19,0.028,0.056,0.012,1.19,57,NA,0.027
NOVIEMBRE,1,20,0.018,0.053,0.011,1.257,87,NA,0.03
NOVIEMBRE,1,21,0.023,0.049,0.011,1.326,89,NA,0.02
NOVIEMBRE,1,22,0.019,0.044,0.012,1.373,84,NA,0.017
NOVIEMBRE,1,23,0.029,0.04,0.011,1.375,84,NA,0.009
NOVIEMBRE,2,0,0.031,0.036,0.011,1.363,104,NA,0.006
NOVIEMBRE,2,1,0.03,0.03,0.011,1.338,94,NA,NA
NOVIEMBRE,2,2,0.031,0.026,0.011,1.317,65,NA,0.005
NOVIEMBRE,2,3,0.03,0.026,0.011,1.258,47,NA,0.007
NOVIEMBRE,2,4,0.029,0.028,0.011,1.188,37,NA,0.007
NOVIEMBRE,2,5,0.029,0.029,0.012,1.112,33,NA,0.007
NOVIEMBRE,2,6,0.019,0.029,0.012,1.067,34,NA,0.01
NOVIEMBRE,2,7,0.016,0.027,0.012,1.075,32,NA,0.011
NOVIEMBRE,2,8,0.012,0.025,0.012,1.103,38,NA,0.012
NOVIEMBRE,2,9,0.016,0.023,0.012,1.153,44,NA,0.012
NOVIEMBRE,2,10,0.028,0.022,0.012,1.195,50,NA,0.008
NOVIEMBRE,2,11,0.033,0.023,0.012,1.236,54,NA,0.008
NOVIEMBRE,2,12,0.041,0.024,0.012,1.272,55,NA,0.009
NOVIEMBRE,2,13,0.043,0.026,0.012,1.317,57,NA,0.01
