DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2022,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
SEPTIEMBRE,1,0,0.018,0.038,0.005,0.765,33,16,NA
SEPTIEMBRE,1,1,0.021,0.033,0.005,0.735,26,16,NA
SEPTIEMBRE,1,2,0.019,0.029,0.005,0.693,25,14,NA
SEPTIEMBRE,1,3,0.025,0.025,0.005,0.664,19,14,NA
SEPTIEMBRE,1,4,0.023,0.023,0.005,0.631,17,13,NA
SEPTIEMBRE,1,5,0.015,0.021,0.005,0.623,20,11,NA
SEPTIEMBRE,1,6,0.01,0.019,0.005,0.647,21,11,0.012
SEPTIEMBRE,1,7,0.006,0.017,0.005,0.692,27,11,0.013
SEPTIEMBRE,1,8,0.008,0.016,0.005,0.744,37,12,0.011
SEPTIEMBRE,1,9,0.017,0.015,0.005,0.785,36,16,0.007
SEPTIEMBRE,1,10,0.023,0.016,0.005,0.81,35,16,0.006
SEPTIEMBRE,1,11,0.029,0.016,0.005,0.846,35,15,0.008
SEPTIEMBRE,1,12,0.036,0.018,0.005,0.877,31,15,NA
SEPTIEMBRE,1,13,0.039,0.021,0.005,0.909,30,15,NA
SEPTIEMBRE,1,14,0.045,0.025,0.005,0.887,29,14,NA
SEPTIEMBRE,1,15,0.045,0.03,0.005,0.838,25,12,NA
SEPTIEMBRE,1,16,0.046,0.035,0.005,0.799,25,12,NA
SEPTIEMBRE,1,17,0.052,0.039,0.005,0.781,26,11,NA
SEPTIEMBRE,1,18,0.05,0.043,0.005,0.785,28,10,NA
SEPTIEMBRE,1,19,0.035,0.043,0.005,0.781,32,10,NA
SEPTIEMBRE,1,20,0.021,0.042,0.005,0.768,37,9,NA
SEPTIEMBRE,1,21,0.018,0.039,0.005,0.745,32,8,NA
SEPTIEMBRE,1,22,0.026,0.037,0.005,0.732,32,8,NA
SEPTIEMBRE,1,23,0.032,0.035,0.005,0.717,27,9,NA
SEPTIEMBRE,2,0,0.028,0.033,0.005,0.693,25,10,NA
SEPTIEMBRE,2,1,0.025,0.029,0.005,0.674,24,11,NA
SEPTIEMBRE,2,2,0.016,0.025,0.005,0.646,24,11,NA
SEPTIEMBRE,2,3,0.014,0.023,0.005,0.611,24,12,NA
SEPTIEMBRE,2,4,0.018,0.022,0.005,0.587,20,12,NA
SEPTIEMBRE,2,5,0.016,0.022,0.005,0.576,22,12,NA
SEPTIEMBRE,2,6,0.006,0.019,0.005,0.61,26,12,0.011
SEPTIEMBRE,2,7,0.005,0.016,0.005,0.667,40,12,0.011
SEPTIEMBRE,2,8,0.008,0.013,0.005,0.733,49,13,0.01
SEPTIEMBRE,2,9,0.017,0.012,0.005,0.765,47,17,0.006
SEPTIEMBRE,2,10,0.023,0.013,0.005,0.797,42,14,0.007
