DATOS MÓVILES 2019_CRUZ ROJA,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
JUN,1,0,23.46,39.41,0.231,NA,38,27
JUN,1,1,20.43,41.89,0.253,NA,36,26
JUN,1,2,17.75,39.62,0.385,NA,34,24
JUN,1,3,15.28,40.19,0.377,NA,34,23
JUN,1,4,12.60,45.12,0.449,NA,34,23
JUN,1,5,10.82,48.66,0.455,NA,34,23
JUN,1,6,9.88,48.78,0.486,NA,33,22
JUN,1,7,9.52,49.24,0.539,NA,32,22
JUN,1,8,10.49,49.30,0.626,NA,31,21
JUN,1,9,11.88,48.80,0.601,NA,30,21
JUN,1,10,14.19,48.11,0.505,NA,29,21
JUN,1,11,17.14,46.99,0.523,NA,28,21
JUN,1,12,21.04,45.97,0.477,NA,28,20
JUN,1,13,24.75,44.75,0.490,NA,27,20
JUN,1,14,28.48,43.20,0.493,NA,27,20
JUN,1,15,32.46,42.67,0.467,NA,26,19
JUN,1,16,34.76,42.08,0.376,NA,25,19
JUN,1,17,36.25,42.10,0.368,NA,25,18
JUN,1,18,36.42,40.15,0.327,NA,24,18
JUN,1,19,36.17,38.63,0.319,NA,23,17
JUN,1,20,35.00,38.61,0.293,NA,23,17
JUN,1,21,32.64,38.48,0.271,NA,23,17
JUN,1,22,29.91,38.45,0.235,NA,22,17
JUN,1,23,26.53,36.05,0.206,NA,22,17
JUN,2,0,23.01,30.99,0.266,NA,22,17
JUN,2,1,20.36,30.76,0.313,NA,22,16
JUN,2,2,18.25,31.47,0.358,NA,22,16
JUN,2,3,15.94,29.41,0.434,NA,21,16
JUN,2,4,13.83,27.69,0.553,NA,21,15
JUN,2,5,12.65,25.48,0.636,NA,21,15
JUN,2,6,11.18,24.91,0.638,NA,21,14
JUN,2,7,10.56,24.42,0.645,NA,21,15
JUN,2,8,11.19,23.50,0.592,NA,21,15
JUN,2,9,11.97,24.09,0.582,NA,21,15
JUN,2,10,13.26,23.98,0.550,NA,21,15
JUN,2,11,15.38,23.73,0.484,NA,21,15
JUN,2,12,17.89,23.79,0.378,NA,21,14
JUN,2,13,20.07,24.14,0.303,NA,21,15
JUN,2,14,21.33,24.70,0.311,NA,21,15
JUN,2,15,23.61,25.09,0.338,NA,21,15
JUN,2,16,25.44,25.50,0.361,NA,21,15
JUN,2,17,25.88,25.47,0.326,NA,20,17
JUN,2,18,25.73,26.54,0.414,NA,20,17
JUN,2,19,24.91,27.42,0.449,NA,20,17
JUN,2,20,23.66,31.98,0.453,NA,20,16
JUN,2,21,20.30,37.69,0.446,NA,20,16
JUN,2,22,18.22,41.01,0.436,NA,21,17
JUN,2,23,14.92,44.22,0.404,NA,22,18
JUN,3,0,11.42,46.62,0.372,NA,23,18
JUN,3,1,9.80,45.76,0.369,NA,24,19
JUN,3,2,7.87,44.16,0.265,NA,23,20
JUN,3,3,6.11,44.57,0.206,NA,23,20
JUN,3,4,5.28,44.43,0.238,NA,22,19
JUN,3,5,5.84,43.62,0.247,NA,22,19
JUN,3,6,6.20,43.49,0.259,NA,21,19
JUN,3,7,7.26,43.49,0.281,NA,21,18
JUN,3,8,9.15,43.06,0.292,NA,21,18
JUN,3,9,10.46,41.53,0.304,NA,20,17
JUN,3,10,12.66,40.76,0.349,NA,20,17
JUN,3,11,15.84,40.57,0.418,NA,20,17
