DATOS MÓVILES 2019_CRUZ ROJA,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
MAY,1,0,39.74,18.75,0.445,NA,72,37
MAY,1,1,34.39,18.46,0.417,NA,71,36
MAY,1,2,31.07,18.04,0.411,NA,69,35
MAY,1,3,27.55,18.73,0.350,NA,67,35
MAY,1,4,23.38,20.08,0.304,NA,67,35
MAY,1,5,17.97,22.77,0.258,NA,66,34
MAY,1,6,14.04,24.69,0.273,NA,66,35
MAY,1,7,12.55,27.62,0.283,NA,64,35
MAY,1,8,12.10,29.07,0.312,NA,63,35
MAY,1,9,13.06,27.99,0.346,NA,61,34
MAY,1,10,16.29,27.43,0.357,NA,61,34
MAY,1,11,23.08,26.31,0.395,NA,62,34
MAY,1,12,30.93,25.24,0.419,NA,61,34
MAY,1,13,39.91,25.27,0.442,NA,61,34
MAY,1,14,48.77,25.29,0.443,NA,60,34
MAY,1,15,56.67,25.31,0.451,NA,60,33
MAY,1,16,62.09,25.30,0.432,NA,60,33
MAY,1,17,66.19,25.30,0.422,NA,59,33
MAY,1,18,67.13,25.30,0.408,NA,59,33
MAY,1,19,65.66,25.30,0.412,NA,59,33
MAY,1,20,64.93,25.28,0.409,NA,59,33
MAY,1,21,62.31,25.12,0.391,NA,61,32
MAY,1,22,57.91,24.67,0.408,NA,58,32
MAY,1,23,53.56,24.82,0.396,NA,58,32
MAY,2,0,49.70,27.63,0.378,NA,62,32
MAY,2,1,46.20,29.24,0.356,NA,63,33
MAY,2,2,43.07,30.46,0.330,NA,64,34
MAY,2,3,40.01,33.36,0.286,NA,65,34
MAY,2,4,36.03,34.87,0.257,NA,65,35
MAY,2,5,31.29,34.16,0.242,NA,65,35
MAY,2,6,26.83,33.24,0.205,NA,64,34
MAY,2,7,23.27,31.83,0.221,NA,64,34
MAY,2,8,21.41,34.17,0.231,NA,64,34
MAY,2,9,22.45,38.03,0.239,NA,65,35
MAY,2,10,25.39,37.99,0.255,NA,64,36
MAY,2,11,28.81,38.03,0.277,NA,65,35
MAY,2,12,33.08,38.01,0.293,NA,65,35
MAY,2,13,39.18,37.99,0.312,NA,65,35
MAY,2,14,46.62,37.96,0.318,NA,64,34
MAY,2,15,54.70,37.94,0.297,NA,64,34
MAY,2,16,59.74,37.94,0.291,NA,63,33
MAY,2,17,61.89,37.95,0.332,NA,63,33
MAY,2,18,59.51,37.95,0.325,NA,63,33
MAY,2,19,55.40,37.95,0.342,NA,62,33
MAY,2,20,51.89,37.95,0.371,NA,62,32
MAY,2,21,49.09,37.95,0.376,NA,58,32
MAY,2,22,47.12,35.61,0.378,NA,57,31
MAY,2,23,42.39,31.63,0.385,NA,51,30
MAY,3,0,39.62,28.43,0.401,NA,48,30
MAY,3,1,37.88,24.14,0.365,NA,47,29
MAY,3,2,37.98,20.07,0.360,NA,47,29
MAY,3,3,41.03,16.32,0.322,NA,47,28
MAY,3,4,41.83,13.58,0.280,NA,47,28
MAY,3,5,40.26,12.04,0.256,NA,48,28
MAY,3,6,34.79,11.26,0.269,NA,49,28
MAY,3,7,31.45,10.18,0.375,NA,50,28
MAY,3,8,29.81,6.64,0.471,NA,52,28
MAY,3,9,30.53,2.56,0.521,NA,52,28
MAY,3,10,33.43,2.01,0.550,NA,54,27
MAY,3,11,34.78,1.95,0.588,NA,54,28
MAY,3,12,36.19,1.98,0.622,NA,55,29
MAY,3,13,39.75,2.00,0.650,NA,56,30
MAY,3,14,45.90,2.03,0.649,NA,56,30
MAY,3,15,51.26,2.05,0.543,NA,57,30
MAY,3,16,53.03,2.05,0.423,NA,58,31
MAY,3,17,50.99,2.04,0.365,NA,58,30
MAY,3,18,47.42,2.05,0.352,NA,58,30
MAY,3,19,42.22,2.05,0.335,NA,59,30
MAY,3,20,38.95,2.06,0.346,NA,59,30
MAY,3,21,36.21,2.07,0.347,NA,60,30
MAY,3,22,34.68,2.08,0.358,NA,60,30
MAY,3,23,34.99,2.07,0.368,NA,62,31
MAY,4,0,33.76,1.46,0.370,NA,61,31
MAY,4,1,34.02,1.41,0.372,NA,62,30
MAY,4,2,34.13,1.40,0.352,NA,62,29
MAY,4,3,35.66,1.39,0.332,NA,61,30
MAY,4,4,35.78,1.39,0.287,NA,62,30
MAY,4,5,32.57,1.38,0.271,NA,62,30
