DATOS MÓVILES 2019_CRUZ ROJA,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
AGO,1,0,13.38,38.92,0.811,5.81,42,25
AGO,1,1,11.27,34.82,0.895,8.44,41,26
AGO,1,2,9.33,37.80,0.966,9.12,41,25
AGO,1,3,9.47,39.02,1.019,6.15,41,25
AGO,1,4,9.20,38.87,0.975,0.20,41,25
AGO,1,5,7.50,39.02,0.970,0.68,41,25
AGO,1,6,11.20,39.85,0.931,9.11,40,25
AGO,1,7,11.13,39.73,0.779,9.52,41,25
AGO,1,8,11.45,41.99,0.760,7.62,40,25
AGO,1,9,13.45,46.34,0.726,6.91,41,25
AGO,1,10,15.81,47.28,0.652,2.52,41,26
AGO,1,11,17.87,47.45,0.543,1.76,40,26
AGO,1,12,21.63,47.19,0.561,1.59,40,26
AGO,1,13,27.28,47.49,0.593,3.00,39,26
AGO,1,14,29.80,48.74,0.567,2.80,40,25
AGO,1,15,35.61,48.80,0.521,0.94,39,26
AGO,1,16,40.49,48.99,0.473,1.19,38,26
AGO,1,17,44.20,49.89,0.407,3.67,37,25
AGO,1,18,46.50,49.85,0.388,2.87,36,25
AGO,1,19,45.26,49.20,0.397,4.71,37,25
AGO,1,20,41.87,48.76,0.403,5.59,36,25
AGO,1,21,37.26,48.76,0.387,4.98,36,24
AGO,1,22,32.16,48.79,0.449,9.15,36,24
AGO,1,23,26.31,47.54,0.446,4.86,35,24
AGO,2,0,21.37,47.91,0.449,10.97,34,23
AGO,2,1,16.02,50.42,0.457,8.32,34,23
AGO,2,2,12.27,49.33,0.573,8.04,34,23
AGO,2,3,10.81,47.52,0.552,3.44,33,23
AGO,2,4,9.97,47.54,0.527,2.33,33,22
AGO,2,5,8.46,47.37,0.511,2.64,32,22
AGO,2,6,7.34,46.54,0.433,7.51,32,22
AGO,2,7,7.11,46.34,0.415,8.79,31,22
AGO,2,8,7.17,43.14,0.440,8.03,30,21
AGO,2,9,9.10,39.19,0.477,8.51,30,20
AGO,2,10,11.59,39.29,0.417,5.05,30,19
AGO,2,11,14.00,37.42,0.448,0.20,29,19
AGO,2,12,17.03,36.80,0.476,1.87,29,18
AGO,2,13,21.50,35.96,0.533,1.57,28,17
AGO,2,14,26.36,35.08,0.632,0.33,27,17
AGO,2,15,31.41,34.89,0.691,1.00,27,16
AGO,2,16,35.70,34.37,0.674,0.20,27,16
AGO,2,17,38.28,33.81,0.632,0.49,26,16
AGO,2,18,39.56,34.04,0.595,4.22,26,16
AGO,2,19,39.68,33.42,0.598,6.99,26,16
AGO,2,20,37.43,33.72,0.641,11.69,27,16
AGO,2,21,34.25,34.03,0.666,16.81,28,16
AGO,2,22,31.15,33.82,0.629,17.75,28,16
AGO,2,23,26.77,29.33,0.553,11.95,28,16
AGO,3,0,22.36,25.36,0.531,12.23,29,17
