DATOS MÓVILES 2019_CRUZ ROJA,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
OCT,18,3,17.52,3.24,0.262,0.20,11,10
OCT,18,4,16.47,2.86,0.217,0.37,11,10
OCT,18,5,14.88,2.49,0.197,0.65,11,10
OCT,18,6,13.13,2.36,0.209,3.36,10,10
OCT,18,7,10.25,2.23,0.269,5.88,11,9
OCT,18,8,8.62,1.67,0.321,4.15,11,9
OCT,18,9,8.32,1.39,0.362,3.38,11,9
OCT,18,10,8.83,0.94,0.397,2.25,11,9
OCT,18,11,9.84,0.87,0.419,2.44,11,9
OCT,18,12,11.56,0.86,0.442,2.20,12,10
OCT,18,13,14.37,0.84,0.483,3.21,13,10
OCT,18,14,16.60,0.83,0.480,2.38,12,10
OCT,18,15,19.00,0.83,0.468,5.48,12,10
OCT,18,16,20.48,0.84,0.467,5.00,13,10
OCT,18,17,20.75,0.85,0.487,5.80,14,10
OCT,18,18,20.05,0.86,0.521,5.57,15,10
OCT,18,19,18.57,0.84,0.568,5.75,15,10
OCT,18,20,16.71,0.84,0.617,7.22,14,9
OCT,18,21,14.35,0.85,0.623,4.42,14,9
OCT,18,22,12.88,0.85,0.626,2.62,14,9
OCT,18,23,11.73,0.85,0.591,2.80,16,9
OCT,19,0,11.18,0.85,0.551,0.90,18,9
OCT,19,1,11.02,0.85,0.494,0.49,20,9
OCT,19,2,11.21,0.85,0.429,0.27,20,9
OCT,19,3,12.09,0.84,0.361,0.35,20,9
OCT,19,4,12.18,0.84,0.289,0.28,20,9
OCT,19,5,11.74,0.83,0.245,1.37,20,8
OCT,19,6,10.99,0.82,0.227,4.12,20,8
OCT,19,7,9.74,0.80,0.277,7.19,20,9
OCT,19,8,8.33,0.78,0.374,7.69,21,9
OCT,19,9,7.91,0.80,0.464,7.32,22,10
OCT,19,10,8.78,0.81,0.526,5.25,22,10
OCT,19,11,10.39,0.81,0.590,6.26,22,10
OCT,19,12,14.13,0.79,0.645,7.84,22,10
OCT,19,13,17.42,0.81,0.686,4.23,21,10
OCT,19,14,20.71,0.81,0.702,2.06,22,10
OCT,19,15,23.78,0.81,0.678,3.32,22,10
OCT,19,16,26.88,0.80,0.596,2.23,21,10
OCT,19,17,28.73,0.79,0.525,1.99,20,10
OCT,19,18,28.54,0.78,0.490,3.59,19,10
OCT,19,19,27.41,0.78,0.465,4.02,19,10
OCT,19,20,24.76,0.77,0.452,4.25,20,10
OCT,19,21,22.39,0.75,0.442,3.68,20,10
OCT,19,22,20.90,0.75,0.458,5.50,20,10
OCT,19,23,19.17,0.76,0.420,2.86,19,10
OCT,20,0,16.82,0.77,0.413,3.00,17,11
OCT,20,1,14.76,0.77,0.404,1.41,15,11
OCT,20,2,13.47,0.77,0.374,0.39,15,11
OCT,20,3,12.42,0.77,0.333,0.20,15,11
OCT,20,4,11.28,0.77,0.291,0.20,15,12
OCT,20,5,10.84,0.80,0.257,0.34,15,12
OCT,20,6,9.13,0.82,0.219,0.61,15,12
OCT,20,7,8.26,0.88,0.238,7.56,15,11
OCT,20,8,8.15,0.93,0.251,4.21,15,11
OCT,20,9,9.39,0.98,0.281,4.99,15,11
OCT,20,10,11.04,1.16,0.300,1.56,15,11
OCT,20,11,12.13,1.25,0.331,2.46,15,12
OCT,20,12,12.72,1.27,0.355,0.45,15,12
OCT,20,13,13.40,1.27,0.412,1.87,15,12
OCT,20,14,14.96,1.27,0.461,1.49,15,12
OCT,20,15,16.39,1.27,0.475,1.45,14,11
OCT,20,16,17.50,1.27,0.471,0.85,14,11
OCT,20,17,17.14,1.28,0.448,0.20,14,11
OCT,20,18,16.15,1.28,0.454,0.25,13,11
OCT,20,19,15.10,1.28,0.451,0.52,13,11
OCT,20,20,14.72,1.28,0.458,0.82,12,11
OCT,20,21,14.19,1.28,0.432,0.83,12,11
OCT,20,22,12.90,1.28,0.408,1.26,12,11
OCT,20,23,11.53,1.28,0.382,1.98,11,10
OCT,21,0,9.75,1.28,0.362,1.91,11,10
OCT,21,1,7.94,1.30,0.345,2.28,11,10
OCT,21,2,6.41,1.30,0.321,1.55,11,10
OCT,21,3,5.29,1.31,0.294,1.20,11,10
OCT,21,4,4.17,1.31,0.262,1.22,11,9
OCT,21,5,3.18,1.29,0.238,1.72,11,10
OCT,21,6,2.82,1.28,0.240,1.39,12,10
OCT,21,7,2.42,1.25,0.317,1.66,12,10
