DATOS MÓVILES 2019_CRUZ ROJA,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
SEP,2,12,15.41,22.80,0.373,1.10,21,16
SEP,2,13,20.90,23.00,0.438,2.55,21,16
SEP,2,14,27.33,23.31,0.495,2.51,21,16
SEP,2,15,34.65,22.73,0.517,1.46,21,16
SEP,2,16,38.78,21.78,0.473,0.20,21,16
SEP,2,17,40.11,21.63,0.492,1.85,20,16
SEP,2,18,38.73,23.50,0.496,1.94,22,16
SEP,2,19,35.78,26.46,0.491,6.37,22,16
SEP,2,20,33.90,27.89,0.543,9.21,22,16
SEP,2,21,32.34,28.54,0.549,6.64,22,16
SEP,2,22,31.15,31.89,0.516,3.31,22,16
SEP,2,23,28.99,30.34,0.495,1.29,22,16
SEP,3,0,27.80,26.52,0.484,1.72,22,16
SEP,3,1,27.44,24.82,0.443,0.83,22,16
SEP,3,2,28.63,22.14,0.421,1.20,21,16
SEP,3,3,29.68,20.44,0.385,0.20,21,15
SEP,3,4,28.76,20.79,0.293,3.41,20,15
SEP,3,5,27.18,21.74,0.239,7.78,20,15
SEP,3,6,24.32,21.31,0.258,10.84,21,15
SEP,3,7,23.02,18.82,0.332,NA,21,15
SEP,3,8,22.71,21.54,0.334,NA,22,15
SEP,3,9,23.41,24.32,0.346,NA,21,15
SEP,3,10,25.02,25.54,0.367,NA,22,16
SEP,3,11,28.40,27.03,0.450,3.04,23,16
SEP,3,12,30.55,27.84,0.464,1.39,23,16
SEP,3,13,35.41,27.75,0.476,2.54,23,17
SEP,3,14,41.00,27.71,0.445,3.04,23,16
SEP,3,15,44.34,27.83,0.359,1.92,23,17
SEP,3,16,45.58,27.78,0.383,3.02,23,16
SEP,3,17,45.09,27.37,0.438,5.20,24,16
SEP,3,18,41.45,25.50,0.470,7.24,23,16
SEP,3,19,37.59,22.53,0.534,12.15,23,16
SEP,3,20,35.11,21.10,0.601,10.67,23,16
SEP,3,21,32.44,20.48,0.690,13.10,23,16
SEP,3,22,28.48,17.15,0.725,9.13,23,16
SEP,3,23,23.86,16.54,0.735,9.69,24,16
SEP,4,0,20.06,17.79,0.725,11.87,24,16
SEP,4,1,16.44,19.71,0.664,10.99,25,16
SEP,4,2,14.55,20.52,0.599,9.89,26,17
SEP,4,3,11.95,20.80,0.476,8.02,26,17
SEP,4,4,10.18,20.59,0.418,9.15,27,17
SEP,4,5,7.55,19.74,0.345,9.84,27,17
SEP,4,6,5.86,19.59,0.394,12.99,27,17
SEP,4,7,5.44,18.41,0.534,13.13,27,17
SEP,4,8,4.59,15.12,0.594,NA,28,17
SEP,4,9,5.92,13.17,0.644,NA,28,17
SEP,4,10,8.14,11.04,0.695,NA,28,17
SEP,4,11,12.89,9.39,0.718,0.20,27,17
SEP,4,12,18.52,9.06,0.727,0.20,28,16
SEP,4,13,24.49,8.62,0.737,1.02,28,16
SEP,4,14,29.63,8.12,0.650,0.20,29,17
SEP,4,15,34.60,8.02,0.506,6.94,30,17
SEP,4,16,38.74,7.99,0.463,3.78,31,17
SEP,4,17,41.59,7.98,0.482,4.82,31,18
SEP,4,18,43.50,7.99,0.455,1.55,31,18
SEP,4,19,41.26,8.00,0.433,1.26,31,18
SEP,4,20,38.77,8.00,0.454,7.31,31,18
SEP,4,21,35.15,7.97,0.433,1.66,31,18
