DATOS MÓVILES 2019_CRUZ ROJA,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
DIC,1,0,9.18,1.89,1.403,11.51,66,31
DIC,1,1,3.88,1.86,1.465,11.03,66,31
DIC,1,2,2.68,1.98,1.533,11.76,66,31
DIC,1,3,2.67,1.98,1.408,11.62,67,31
DIC,1,4,2.97,1.95,1.211,9.93,67,31
DIC,1,5,2.97,1.89,1.015,9.86,66,31
DIC,1,6,2.90,1.80,0.756,10.66,66,30
DIC,1,7,2.76,1.79,0.702,12.06,66,30
DIC,1,8,2.90,1.77,0.704,10.29,67,30
DIC,1,9,4.06,1.77,0.706,11.10,67,30
DIC,1,10,6.60,2.20,0.680,9.92,65,29
DIC,1,11,11.52,3.10,0.681,10.87,65,29
DIC,1,12,18.39,4.60,0.678,9.74,66,29
DIC,1,13,24.64,5.45,0.684,5.99,66,30
DIC,1,14,31.79,5.83,0.670,3.42,66,30
DIC,1,15,38.33,6.19,0.623,3.31,66,30
DIC,1,16,42.73,6.61,0.566,4.68,65,30
DIC,1,17,46.38,6.79,0.503,4.76,66,30
DIC,1,18,47.07,7.09,0.443,3.19,65,30
DIC,1,19,45.14,7.51,0.405,2.66,65,29
DIC,1,20,39.83,7.91,0.372,1.61,64,28
DIC,1,21,34.83,12.85,0.539,4.17,61,28
DIC,1,22,30.15,17.21,0.790,4.02,60,28
DIC,1,23,26.59,17.65,0.811,1.45,56,27
DIC,2,0,24.02,17.98,0.818,1.00,54,27
DIC,2,1,20.44,18.43,0.954,2.63,51,26
DIC,2,2,18.84,18.85,1.218,3.53,49,25
DIC,2,3,17.53,19.34,1.315,2.62,47,25
DIC,2,4,18.97,19.55,1.419,3.67,46,24
DIC,2,5,20.27,19.50,1.213,0.20,44,24
DIC,2,6,17.81,19.53,0.980,1.07,43,24
DIC,2,7,14.83,19.48,0.982,8.68,40,23
DIC,2,8,13.20,20.07,0.977,6.31,39,23
DIC,2,9,14.60,22.24,0.829,4.03,38,24
DIC,2,10,15.83,21.80,0.565,0.20,36,24
DIC,2,11,17.88,21.00,0.565,0.38,34,23
DIC,2,12,18.67,19.58,0.484,0.20,32,22
DIC,2,13,20.80,19.13,0.531,0.59,31,21
DIC,2,14,25.84,19.12,0.524,0.39,32,20
DIC,2,15,31.09,19.49,0.506,0.31,32,20
DIC,2,16,35.49,19.20,0.511,0.20,32,20
DIC,2,17,36.79,19.26,0.531,0.20,32,20
DIC,2,18,35.31,19.22,0.614,0.20,32,20
DIC,2,19,31.77,18.78,0.565,6.76,31,20
DIC,2,20,28.26,18.84,0.613,12.30,32,20
DIC,2,21,25.14,14.16,0.621,7.02,33,21
DIC,2,22,21.58,11.30,0.611,3.59,33,20
DIC,2,23,17.58,13.24,0.586,0.20,33,20
DIC,3,0,13.97,16.20,0.552,2.79,35,21
DIC,3,1,11.13,17.30,0.522,0.56,36,22
DIC,3,2,10.85,19.56,0.427,1.58,37,22
DIC,3,3,11.79,20.72,0.352,0.32,38,24
DIC,3,4,12.32,23.14,0.267,3.31,39,24
DIC,3,5,11.84,24.13,0.212,3.91,41,25
DIC,3,6,11.46,24.34,0.189,3.68,41,25
DIC,3,7,11.41,25.01,0.189,3.41,41,25
DIC,3,8,11.47,28.77,0.185,3.99,41,25
DIC,3,9,11.98,29.21,0.181,3.01,42,27
DIC,3,10,13.37,29.57,0.200,3.03,43,26
DIC,3,11,16.46,29.42,0.221,4.60,44,27
DIC,3,12,22.89,29.26,0.228,4.11,45,27
DIC,3,13,30.17,28.93,0.251,2.79,46,27
DIC,3,14,36.81,28.77,0.268,1.97,46,27
DIC,3,15,43.26,28.67,0.272,1.16,47,28
DIC,3,16,48.35,29.56,0.273,0.20,47,28
DIC,3,17,52.06,30.35,0.276,0.32,48,28
DIC,3,18,50.78,31.08,0.275,2.54,48,28
DIC,3,19,46.55,32.11,0.436,16.10,49,28
DIC,3,20,39.01,32.69,0.910,18.68,50,28
DIC,3,21,30.64,33.48,1.187,15.48,52,29
DIC,3,22,23.11,32.97,1.348,14.30,55,30
DIC,3,23,15.63,31.60,1.461,13.06,58,31
DIC,4,0,9.15,29.31,1.519,10.96,58,30
DIC,4,1,3.76,28.80,1.553,9.44,60,30
DIC,4,2,2.47,27.07,1.580,9.46,61,31
DIC,4,3,3.34,26.44,1.429,10.07,63,31
DIC,4,4,4.55,24.90,0.963,8.54,63,31
DIC,4,5,4.69,24.98,0.689,7.93,64,30
DIC,4,6,4.82,25.82,0.557,4.80,65,31
DIC,4,7,6.17,26.44,0.547,8.63,68,32
DIC,4,8,7.27,23.18,0.650,8.84,70,34
DIC,4,9,9.28,21.72,0.722,7.46,72,33
DIC,4,10,12.18,22.40,0.750,5.34,73,34
DIC,4,11,16.61,23.22,0.788,5.91,73,34
DIC,4,12,23.07,23.22,0.802,1.85,73,35
DIC,4,13,31.85,23.59,0.805,0.54,72,35
DIC,4,14,35.88,24.36,0.803,1.38,72,35
DIC,4,15,42.44,25.14,0.720,0.20,72,35
DIC,4,16,49.51,25.48,0.610,0.20,71,35
DIC,4,17,53.27,25.37,0.557,2.73,72,36
DIC,4,18,51.39,24.93,0.564,9.71,72,37
DIC,4,19,46.69,24.06,0.868,22.95,73,37
DIC,4,20,40.51,23.16,1.521,23.98,73,37
DIC,4,21,32.70,22.38,1.658,17.60,74,37
DIC,4,22,24.94,21.58,1.853,19.62,73,37
DIC,4,23,17.57,20.69,1.966,14.60,74,37
DIC,5,0,9.79,19.85,1.965,9.54,74,37
DIC,5,1,4.27,18.80,1.939,8.02,73,37
DIC,5,2,4.21,18.36,1.888,8.52,73,37
DIC,5,3,4.61,17.94,1.521,2.47,71,36
DIC,5,4,4.18,17.33,0.828,2.44,70,35
DIC,5,5,4.34,16.82,0.663,4.86,68,35
DIC,5,6,4.53,16.97,0.425,5.67,68,34
DIC,5,7,4.22,16.77,0.295,6.46,66,33
DIC,5,8,4.37,16.55,0.330,4.80,64,31
DIC,5,9,5.28,16.76,0.326,4.39,62,30
DIC,5,10,6.52,16.73,0.299,3.04,61,30
DIC,5,11,9.43,15.91,0.296,4.03,61,29
DIC,5,12,15.34,16.46,0.311,3.83,61,29
DIC,5,13,23.20,18.03,0.372,4.82,62,29
DIC,5,14,32.99,17.87,0.400,1.48,63,29
DIC,5,15,44.44,18.24,0.448,0.53,63,29
DIC,5,16,55.55,18.38,0.430,4.04,64,29
DIC,5,17,66.22,18.95,0.489,5.82,64,29
DIC,5,18,73.16,19.24,0.619,14.83,65,29
DIC,5,19,72.58,19.35,0.884,28.89,65,30
DIC,5,20,66.78,19.30,1.202,30.72,65,30
DIC,5,21,58.99,19.17,1.369,26.78,64,30
DIC,5,22,49.56,19.07,1.543,23.91,65,30
DIC,5,23,38.19,19.16,1.611,23.69,66,31
DIC,6,0,28.01,19.15,1.709,26.75,68,32
DIC,6,1,17.40,19.28,1.695,19.80,71,33
DIC,6,2,8.85,18.72,1.616,16.80,72,34
DIC,6,3,6.07,18.24,1.450,19.20,74,35
DIC,6,4,5.71,17.85,1.181,18.56,76,36
DIC,6,5,5.47,17.57,1.013,16.88,77,37
DIC,6,6,5.04,16.75,0.855,13.21,78,38
DIC,6,7,4.98,16.06,0.850,14.54,78,38
DIC,6,8,4.16,16.01,0.849,13.92,79,38
DIC,6,9,3.89,16.28,0.860,12.17,79,38
DIC,6,10,5.23,17.18,0.888,13.87,81,38
DIC,6,11,9.10,18.76,0.837,10.80,82,39
DIC,6,12,13.60,18.89,0.810,7.85,82,39
DIC,6,13,17.49,17.91,0.774,5.33,81,40
DIC,6,14,21.84,17.78,0.753,4.75,81,39
DIC,6,15,26.73,16.87,0.645,3.68,80,39
DIC,6,16,31.25,16.35,0.503,4.95,79,38
DIC,6,17,33.78,15.35,0.449,6.58,79,37
DIC,6,18,35.31,15.35,0.390,5.15,78,36
DIC,6,19,34.85,15.10,0.347,2.50,77,36
DIC,6,20,33.77,14.97,0.314,1.50,75,35
DIC,6,21,33.52,14.81,0.294,1.49,72,33
DIC,6,22,31.05,14.68,0.272,0.20,68,31
DIC,6,23,27.99,15.74,0.287,4.05,64,29
DIC,7,0,24.80,16.78,0.265,1.48,59,28
DIC,7,1,23.81,17.64,0.330,2.03,54,26
DIC,7,2,22.80,18.63,0.385,1.22,52,24
DIC,7,3,21.74,20.62,0.656,3.09,49,23
DIC,7,4,19.65,22.01,0.809,2.13,47,22
DIC,7,5,17.30,24.92,1.118,7.17,45,21
DIC,7,6,16.12,27.91,1.536,6.44,44,20
DIC,7,7,14.11,29.12,1.675,6.81,43,20
DIC,7,8,13.30,28.77,1.715,8.40,42,20
DIC,7,9,13.03,29.06,1.646,3.90,40,19
DIC,7,10,13.45,29.34,1.587,3.25,38,19
DIC,7,11,14.53,29.79,1.325,2.64,37,18
DIC,7,12,17.04,30.38,1.175,1.59,36,18
DIC,7,13,19.86,30.74,0.880,2.90,36,18
DIC,7,14,22.85,31.34,0.479,2.12,36,18
DIC,7,15,27.09,31.27,0.323,0.95,36,18
DIC,7,16,31.11,30.83,0.292,1.48,35,18
DIC,7,17,32.28,31.31,0.335,0.20,35,18
DIC,7,18,30.89,30.72,0.403,5.89,34,18
DIC,7,19,28.15,30.71,0.442,9.30,35,18
DIC,7,20,26.03,30.72,0.468,8.83,39,18
DIC,7,21,23.53,31.43,0.510,5.22,39,18
DIC,7,22,21.15,33.60,0.754,4.68,38,18
DIC,7,23,18.08,34.69,0.766,4.97,39,19
DIC,8,0,14.48,39.40,0.769,6.04,40,20
DIC,8,1,12.71,40.17,0.703,3.69,41,21
DIC,8,2,12.98,40.27,0.622,2.18,41,21
DIC,8,3,13.76,38.39,0.565,0.36,42,22
DIC,8,4,12.75,37.85,0.531,0.26,42,22
DIC,8,5,11.84,35.60,0.472,2.40,42,22
DIC,8,6,11.15,33.05,0.213,3.43,43,22
DIC,8,7,10.54,32.04,0.198,4.33,43,22
DIC,8,8,10.36,32.54,0.186,3.83,43,22
DIC,8,9,11.26,32.59,0.183,3.26,43,23
DIC,8,10,12.26,33.41,0.181,2.39,43,23
DIC,8,11,14.69,33.69,0.182,3.31,44,23
DIC,8,12,19.95,33.90,0.201,4.41,45,24
DIC,8,13,26.20,33.73,0.222,3.08,46,25
DIC,8,14,32.18,32.95,0.233,1.43,46,25
DIC,8,15,38.67,32.24,0.232,0.20,46,25
DIC,8,16,44.67,31.78,0.245,1.17,46,25
DIC,8,17,47.43,30.87,0.245,0.20,47,25
DIC,8,18,45.46,30.68,0.303,8.40,48,26
DIC,8,19,41.59,30.83,0.581,21.55,47,26
DIC,8,20,35.61,30.96,1.040,20.82,46,27
DIC,8,21,28.67,30.36,1.284,17.67,50,29
DIC,8,22,21.98,28.28,1.560,16.50,53,30
DIC,8,23,14.85,26.01,1.698,14.06,56,31
DIC,9,0,7.74,20.15,1.835,12.48,58,31
DIC,9,1,2.71,18.49,1.912,11.29,60,32
DIC,9,2,2.41,17.38,1.909,12.25,63,33
DIC,9,3,3.64,17.23,1.683,9.98,66,34
DIC,9,4,3.94,16.77,1.246,11.44,68,35
DIC,9,5,3.94,16.04,1.015,10.22,70,36
DIC,9,6,3.94,15.25,0.763,10.46,72,36
DIC,9,7,3.94,14.73,0.690,11.20,76,37
DIC,9,8,4.02,14.51,0.638,10.82,78,38
DIC,9,9,5.69,12.96,0.670,10.52,80,38
DIC,9,10,8.57,9.98,0.656,4.50,80,38
DIC,9,11,12.03,7.67,0.667,6.65,81,38
DIC,9,12,19.06,6.22,0.669,5.35,81,38
DIC,9,13,27.00,5.00,0.654,1.32,81,38
DIC,9,14,35.54,4.48,0.643,2.60,81,38
DIC,9,15,43.52,4.39,0.599,3.01,81,38
DIC,9,16,49.54,4.33,0.539,4.98,82,38
DIC,9,17,52.99,4.29,0.477,5.83,83,39
DIC,9,18,51.89,4.23,0.495,8.54,83,39
DIC,9,19,47.78,4.10,0.533,13.70,84,39
DIC,9,20,41.29,3.99,0.635,15.57,82,38
DIC,9,21,35.57,3.91,0.724,12.20,81,38
