DATOS MÓVILES 2019_CRUZ ROJA,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
ABR,1,0,24.42,23.75,0.478,NA,55,22
ABR,1,1,19.53,26.19,0.462,NA,54,22
ABR,1,2,15.82,29.52,0.443,NA,54,22
ABR,1,3,13.99,31.62,0.411,NA,54,23
ABR,1,4,12.30,31.80,0.356,NA,53,23
ABR,1,5,10.62,33.53,0.290,NA,52,22
ABR,1,6,9.08,33.43,0.247,NA,51,22
ABR,1,7,7.02,31.40,0.219,NA,50,21
ABR,1,8,6.88,29.91,0.230,NA,48,19
ABR,1,9,7.80,27.91,0.249,NA,45,19
ABR,1,10,10.93,25.42,0.269,NA,44,20
ABR,1,11,13.17,23.04,0.305,NA,42,20
ABR,1,12,18.53,21.39,0.326,NA,40,19
ABR,1,13,23.86,20.35,0.351,NA,39,19
ABR,1,14,29.70,19.79,0.385,NA,39,18
ABR,1,15,35.51,19.65,0.397,NA,38,17
ABR,1,16,40.21,19.62,0.400,NA,38,17
ABR,1,17,43.86,19.62,0.409,NA,38,16
ABR,1,18,43.97,19.62,0.419,NA,38,17
ABR,1,19,43.64,19.62,0.442,NA,39,17
ABR,1,20,40.58,19.63,0.498,NA,40,17
ABR,1,21,38.29,19.63,0.524,NA,40,17
ABR,1,22,34.89,19.62,0.513,NA,40,17
ABR,1,23,30.16,19.62,0.512,NA,39,17
ABR,2,0,25.38,18.02,0.503,NA,39,17
ABR,2,1,20.76,15.58,0.474,NA,39,17
ABR,2,2,19.19,12.27,0.448,NA,38,17
ABR,2,3,18.69,9.84,0.387,NA,38,16
ABR,2,4,17.20,9.44,0.310,NA,38,15
ABR,2,5,13.93,7.50,0.260,NA,39,16
ABR,2,6,11.52,7.31,0.237,NA,41,16
ABR,2,7,10.35,6.56,0.245,NA,44,17
ABR,2,8,10.03,6.15,0.303,NA,47,19
ABR,2,9,11.73,3.50,0.326,NA,48,20
ABR,2,10,14.17,3.43,0.332,NA,49,20
ABR,2,11,18.31,3.48,0.350,NA,49,20
ABR,2,12,23.42,3.48,0.363,NA,49,20
ABR,2,13,29.66,3.47,0.375,NA,49,20
ABR,2,14,36.89,3.48,0.387,NA,48,20
