DATOS HORARIOS 2017_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
NOV,1,0,11.61,1.48,NA,5.8,16.42,2.09,268.68,16.24,70.91,624.41,2.08
NOV,1,1,11.68,1.67,NA,4.4,14.84,1.76,261.92,15.22,72.25,624.33,4.43
NOV,1,2,10.56,1.81,NA,4.71,17.84,1.75,250.47,14.38,75.53,624.06,2.21
NOV,1,3,11.48,1.81,NA,3.9,16.96,1.8,246.93,14.13,77.7,623.84,2.25
NOV,1,4,10.02,1.99,NA,5.14,13.4,2.05,253.96,14.08,80.49,623.96,3.38
NOV,1,5,8.74,2.16,NA,6.3,10.28,2.03,268.2,14.24,80.4,624.04,3.32
NOV,1,6,4.51,2.01,NA,9.92,16.31,1.37,257.75,13.88,80.55,624.26,4.43
NOV,1,7,2,2.63,NA,11.66,25.18,1.4,137.85,13.26,84.16,624.54,5.55
NOV,1,8,2.8,3.8,NA,12.18,36.7,1.97,120.68,14.32,83.87,624.94,108
NOV,1,9,5.22,9.79,NA,14.21,36.57,1.7,125.54,18.41,70.35,625.4,332.63
NOV,1,10,10.51,NA,NA,11.34,53.84,1.8,153.1,21.54,57.6,625.72,520.8
NOV,1,11,23.61,7.9,NA,8.15,45.53,2.02,215.34,23.45,49.47,625.59,701.88
NOV,1,12,31.28,2.76,NA,4.75,32.92,2.21,219.84,24.81,43.84,624.9,795.31
NOV,1,13,32.87,1.43,NA,1.7,17.97,1.91,212.99,26.41,36.99,623.94,757.32
NOV,1,14,33.97,1.42,NA,NA,18.7,2.46,202.05,26.54,34.88,623.18,724.55
NOV,1,15,33.7,1.17,NA,NA,20.93,2.56,252.65,27.25,33.07,622.6,679.33
NOV,1,16,31.72,0.88,NA,1.7,20.47,3.06,266.25,27.13,32.32,622.22,480.13
NOV,1,17,31.85,0.8,NA,3.45,33.22,3.13,283.02,26,33.72,622.14,231.68
NOV,1,18,30.96,0.8,NA,7.71,30.03,3.06,285.19,24.95,34.23,622.29,95.38
NOV,1,19,15.13,0.8,NA,26.22,60.58,2.73,301.97,22.51,40.51,622.61,4.33
NOV,1,20,3.43,2.46,NA,33.24,86.66,1.87,282.03,20.95,43.06,623.3,2.34
