DATOS HORARIOS 2017_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
ENE,1,0,2.71,6.21,1.462,25.21,293.13,1.31,129.41,14.24,69.47,624.8,6.07
ENE,1,1,2.63,5.76,2.152,26.1,581.9,1.4,314.33,14.16,69.21,624.5,5.97
ENE,1,2,2.95,8.99,2.052,24.34,NA,1.35,151.88,12.92,74.43,624.49,3.68
ENE,1,3,2.86,8.51,2.352,24.42,NA,1.68,180.18,12.49,73.44,624.28,2.5
ENE,1,4,2.05,9.02,1.622,19.78,633.02,1.83,88.75,11.8,78.15,624.23,2.53
ENE,1,5,2.22,8.61,1.282,16.14,317.23,2.11,124.22,10.64,81.13,624.34,3.76
ENE,1,6,2.16,6.85,1.032,14.43,225.83,2.03,111.61,10.32,83.71,624.52,3.77
ENE,1,7,2.02,6.39,0.872,14.04,191.75,2.31,118.85,9.68,85.08,624.66,2.7
ENE,1,8,2.34,6.11,0.762,14.02,193.42,2.29,107.38,9.81,86.16,625.06,27.77
ENE,1,9,3.87,5.38,0.662,12.46,120.17,2.12,110.87,13.18,76.38,625.66,181.15
ENE,1,10,9.47,4.54,0.472,11.11,94.64,2.87,107.93,16.72,65.81,626.08,356.14
ENE,1,11,15.17,3.97,0.392,13.87,140.28,2.8,122.1,18.29,60.89,626.03,382.78
ENE,1,12,20.94,3.1,0.262,6.83,112.15,2.25,122.62,20.22,54.31,625.68,373.93
ENE,1,13,22.3,2.66,0.162,3.83,48.69,1.97,238.11,22.71,45.87,625.19,457.62
ENE,1,14,23.01,2.58,0.072,2.46,9.1,2.49,260.14,25.26,34.24,624.36,621.84
ENE,1,15,26.57,2.05,0.022,2.19,68.02,2.79,248.21,25.15,28.56,623.69,490.63
ENE,1,16,28.09,1.31,0.012,1.7,53.69,2.88,236.99,24.49,29.13,623.37,348.39
ENE,1,17,26.38,0.97,0.012,1.7,50.29,2.91,214.22,24.21,29.28,623.32,194.39
ENE,1,18,24.38,0.8,0.062,2.59,85.68,2.49,172.68,22.87,32,623.37,78.6
ENE,1,19,17.2,0.81,0.252,8.94,164.95,2.19,165.73,20.53,39.15,623.53,6.84
ENE,1,20,7.6,1.24,0.512,18.05,203.33,2.04,234.24,18.88,41.46,623.83,2.1
ENE,1,21,10.55,0.85,0.422,14.41,124.89,2.39,224.53,18.35,41.17,624.16,3.35
ENE,1,22,9.05,0.8,0.482,14.8,140.02,1.59,196.13,16.6,45.95,624.47,2.18
ENE,1,23,4.98,0.82,0.612,18.75,125.3,1.33,131.99,15.83,47.18,624.67,4.74
ENE,2,0,4.27,1.65,0.852,19,126.95,1.71,139.86,14.93,50.47,624.81,2.36
