DATOS HORARIOS 2017_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
MZO,1,0,11.09,0.88,0.252,11.48,75.13,2.57,270.75,16.59,37.23,624.49,5.4
MZO,1,1,7.65,1.3,0.212,16.16,66.28,2.47,286.55,15.66,39.8,624.58,2.32
MZO,1,2,7.7,1.16,0.122,12.39,78.6,2.18,198.14,14.8,41.71,624.7,5.62
MZO,1,3,9.82,1.29,0.092,8.4,70.66,1.58,205.05,14.09,42.21,624.67,2.21
MZO,1,4,9.91,0.8,0.102,6.17,53.2,1.56,219.34,12.94,43.7,624.57,2.26
MZO,1,5,3.89,3.09,0.142,15.5,54.77,1.71,309.39,12.26,47.27,624.53,2.31
MZO,1,6,6.89,0.8,0.102,10.51,50.57,1.9,275.68,11.79,49.83,624.65,2.33
MZO,1,7,4.5,0.8,0.212,15.08,53.13,1.49,256.93,11.08,51.97,624.97,2.62
MZO,1,8,2,2.64,0.862,18.55,105.14,1.55,224.98,11.76,53.28,625.37,67.45
MZO,1,9,2,5.3,1.062,24.15,186.99,1.57,128.37,16.08,46.03,625.85,289.24
MZO,1,10,2,2.77,0.862,26.21,184.83,1.55,205.21,20.81,34.47,626.06,537.39
MZO,1,11,9.44,0.8,0.512,15.55,78,2.09,273.15,22.84,28.57,626,747.75
MZO,1,12,16.65,9.3,0.372,12.84,70.31,2.07,238.17,24.85,24.94,625.51,895.49
MZO,1,13,21.92,16.8,0.312,11.26,73.12,2.34,172.15,26.1,22.95,624.76,968.32
MZO,1,14,27.87,27.91,0.222,9.08,71.92,2.39,187.77,27.35,19.7,623.79,827.8
MZO,1,15,30.06,12.35,0.182,4.11,61.48,2.66,175,28.25,17.34,622.84,877.68
MZO,1,16,35.39,15.7,0.202,3.43,65.84,2.67,215.78,28.81,15.99,622.11,714.71
MZO,1,17,36.14,11.1,0.212,2.69,70.33,2.6,260.21,28.98,14.72,621.71,510.44
MZO,1,18,31.72,5.28,0.192,3.43,73.99,3.39,264.56,27.46,17.4,621.64,269.03
MZO,1,19,24.95,4.75,0.332,10.52,67.59,2.97,264.11,24.82,20.71,621.82,52.63
MZO,1,20,9.03,12.18,0.692,27.36,114.31,2.43,263.71,22.37,25.19,622.16,5.22
MZO,1,21,7.27,10.31,0.492,16.39,100.38,3.83,63.46,21.92,24.39,622.86,4.98
MZO,1,22,4.74,1.78,0.352,11.19,64.45,3.84,83.61,20.3,27.66,623.59,1.76
MZO,1,23,6.08,3.52,0.232,7.17,102.54,4.75,80.1,18.07,39.38,624.11,5.31
MZO,2,0,6.58,13.79,0.152,7.73,120.61,5.27,79.11,17,44.92,624.35,2.05
MZO,2,1,7.79,10.82,0.082,5.06,90.24,4.96,80.93,15.87,52.53,624.53,2.1
MZO,2,2,8.37,10.37,0.042,4.12,71.45,4.78,74.93,14.92,59.54,624.6,5.72
MZO,2,3,9.2,7.84,0.032,3.38,59.61,4.24,68.83,13.99,63.42,624.55,2.24
MZO,2,4,9,4.21,0.032,3.33,49.11,3.54,64.43,13.38,65.58,624.42,5.61
MZO,2,5,8.64,8.21,0.032,3.59,44.47,3.77,76.88,13.13,66.83,624.43,5.58
MZO,2,6,8.62,4.85,0.042,4.69,51.42,4.14,76.54,12.8,69.17,624.7,5.89
MZO,2,7,6.8,10.43,0.092,8.25,50.36,4.55,64.89,12.55,70.95,624.99,2.52
MZO,2,8,4.64,16.53,0.172,11.52,65.74,4.47,75.98,13.18,71.16,625.44,59.54
MZO,2,9,9.61,4.75,0.162,8.51,53.1,6.06,82.76,15.42,63.23,625.83,272.9
MZO,2,10,12.4,1.35,0.132,6.74,142.06,7.16,80.63,17.47,53.22,626.21,510.7
MZO,2,11,13.95,0.8,0.142,5.75,145.84,6.52,82.73,19.29,45.62,626.29,725.67
MZO,2,12,14.08,14.08,0.142,8.47,132.89,6.05,78.99,21.07,39.6,625.95,889.15
MZO,2,13,17.73,11.04,0.132,7.75,66.47,5.42,84.48,22.75,33.23,625.33,976.29
MZO,2,14,18.83,14.47,0.122,8.04,62.15,4.89,75.01,24.01,29.14,624.64,839.9
MZO,2,15,19.59,10.03,0.082,6.51,57.21,3.94,80.01,25.41,23.34,623.93,911.09
MZO,2,16,22.19,2.4,0.072,4.58,48.01,3.66,88.67,26.45,22.2,623.28,760.51
MZO,2,17,18.78,15.39,0.212,6.59,62.52,4.11,80.42,26.15,26.85,623.04,511.3
MZO,2,18,12.61,29.15,0.432,7.31,76.64,4.21,60.22,24.66,31.9,623.14,269.27
MZO,2,19,11.88,5.75,0.262,6.03,68.32,4.62,74.57,21.71,40.73,623.58,52.03
MZO,2,20,9.32,6.82,0.192,5.43,82.96,5.45,60.7,18.47,51.27,624.18,8.78
MZO,2,21,6.98,10.1,0.182,6.66,54.62,5.36,54.6,16.73,55.97,624.79,2.01
MZO,2,22,5.55,7.44,0.172,6.68,44.69,5.61,73,15.21,60.86,625.35,2.14
MZO,2,23,6.86,1.7,0.112,4.09,37.32,7.23,72.3,13.94,65.35,625.82,2.27
MZO,3,0,6.09,9.48,0.072,4.76,41.57,6.9,74.96,13.08,68.75,626.08,2.26
MZO,3,1,3.89,25.37,0.062,7.59,46.47,5.96,70.4,12.42,70.91,626.4,2.27
MZO,3,2,6.89,3.57,0.032,3.44,25.43,5.65,65.99,11.89,69.45,626.4,2.26
MZO,3,3,7.03,5.61,0.022,3.38,15.9,5.32,69.24,11.28,70.83,626.27,9.05
MZO,3,4,7.29,1.81,0.012,2.19,14.65,5.15,68.22,10.62,73.32,626.08,2.43
MZO,3,5,7.35,0.8,0.012,1.7,13.27,4.54,65.88,10,75.23,626.15,2.45
MZO,3,6,6.92,3.33,0.022,2.33,14.45,4.44,71.04,9.64,76.14,626.3,2.45
MZO,3,7,4.79,7.37,0.112,6.58,14.81,3.73,82.59,9.48,76.06,626.64,6.1
MZO,3,8,2.64,3.17,0.222,10.45,29.14,3.26,92.25,10.02,74.4,627.2,69.8
MZO,3,9,5.94,8.1,0.162,6.65,21.72,5.25,68.07,12.91,63.08,627.65,289.73
MZO,3,10,7.81,17.73,0.142,6.67,34.07,5.65,70.9,15.07,54.66,627.9,529.71
MZO,3,11,15.41,11.27,0.102,5.39,35.03,5.19,76.29,17.34,47.07,627.85,739.6
MZO,3,12,14.7,21.09,0.082,6.07,37.13,5.35,73.4,19.3,40.43,627.43,861.16
MZO,3,13,20.95,11.17,0.112,5.44,49.13,5.17,79.62,20.62,37.05,626.83,995.44
MZO,3,14,20.04,6.26,0.142,4.25,57.93,4.12,92.26,22.04,32.96,626.07,843.86
MZO,3,15,18.14,2.08,0.102,1.82,34.22,3.27,105.16,23.47,29.83,625.16,902.41
MZO,3,16,17.72,2.2,0.132,3.23,42.99,4.49,88.28,22.77,30.78,624.52,445.17
MZO,3,17,16.13,14.26,0.242,4.75,57.07,4.52,69.09,23.02,29.96,624.15,452.47
MZO,3,18,14.04,8.7,0.222,5.94,65.71,5.44,67.16,20.74,34.26,624.29,120.07
MZO,3,19,9.78,3.86,0.242,8.61,83.84,4.36,58.3,18.26,39.76,624.96,16.89
MZO,3,20,8.04,2.18,0.212,6.23,69.34,4.64,65.35,16.09,46.28,625.81,2.16
MZO,3,21,6.88,6.27,0.202,6.75,51.33,4.3,60.1,14.2,52.13,626.44,2.19
MZO,3,22,7.4,3.32,0.162,4.49,44.66,5.26,63.97,12.97,56.95,627,2.28
MZO,3,23,7.68,9.34,0.102,4.24,38.23,5.68,69.04,12.23,59.9,627.2,5.77
MZO,4,0,5.78,25.08,0.062,5.77,34.82,5.38,67.98,11.56,63.38,627.28,5.8
MZO,4,1,4.63,29.58,0.052,6.2,31.28,4.65,63.91,10.92,66.74,627.37,2.42
MZO,4,2,6.28,9.09,0.032,3.53,23.85,4.41,71.64,10.36,69.55,627.19,2.46
MZO,4,3,6.08,6.93,0.022,2.94,25.84,3.34,91.05,10.04,71.46,627.03,2.45
MZO,4,4,6.87,1.61,0.012,1.7,11.14,3.71,99.04,9.65,72.72,626.91,2.48
MZO,4,5,7.63,1.34,0.012,1.7,10.03,2.8,101.04,9.32,74.61,626.75,9.29
MZO,4,6,2.13,3.34,0.012,10.21,27.28,2.34,118.49,8.87,76.17,626.87,2.45
MZO,4,7,2,2.56,0.012,9.21,38.72,2.92,105.8,8.64,78.84,627.1,2.72
MZO,4,8,2,1.31,0.072,8.08,31.42,3.11,94.73,9.71,76.73,627.52,67.91
MZO,4,9,2,1.4,0.102,6.75,15.79,3.74,95.35,12.81,66.49,627.86,288.53
MZO,4,10,8.58,1.23,0.092,4.89,47.96,4.6,83.17,14.96,58.63,628.12,532.14
MZO,4,11,10.42,7.58,0.032,3.56,35.91,3.29,103.74,17.55,50.64,628.02,742.95
MZO,4,12,13.81,3.36,0.032,3.68,35.14,2.99,116.44,19.73,44.5,627.42,893.42
MZO,4,13,18.96,14.71,0.092,5.39,45.28,2.3,253.16,22.21,37.04,626.55,975.31
MZO,4,14,22.7,5.55,0.092,4.08,50.56,3.33,284.03,23.28,32.48,625.9,875.14
