DATOS HORARIOS 2017_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
JUL,1,0,19.34,3.08,0.112,3.39,10.06,3.72,97.43,14.37,90.63,626.49,2.59
JUL,1,1,15.19,2.82,0.082,6.14,50.61,3.32,106.86,13.5,93.68,626.3,2.39
JUL,1,2,18.02,2.3,0.032,1.7,13.27,3.78,102.83,13.71,93.04,625.9,2.3
JUL,1,3,16.77,1.76,0.022,1.7,14.79,3.46,91.34,13.46,94.53,625.4,2.31
JUL,1,4,16.61,1.48,0.012,2.01,11.21,3.37,97.35,13.43,95.29,624.53,8.77
JUL,1,5,13.52,1.48,0.012,5.1,15.96,2.22,137.12,13.35,95.94,624.26,7.31
JUL,1,6,8.25,1.42,0.042,10.34,27.56,2.4,88.63,13.55,96.28,624.72,7.5
JUL,1,7,5.8,1.67,0.082,11.94,18.25,2.39,123.1,13.7,95.39,625.27,13.79
JUL,1,8,7.04,2.7,0.152,14.02,NA,2.43,104.86,14.19,94.9,625.72,72.26
JUL,1,9,10.2,3.81,0.192,9.67,NA,2.63,92.05,15.37,90.75,626.05,145.18
JUL,1,10,13.44,3.39,0.172,6.6,NA,2.76,100.76,16.44,86.51,626.39,200.78
JUL,1,11,18.28,3.87,0.172,5.28,NA,3.52,70.11,18.28,80.51,626.43,365.48
JUL,1,12,22.36,4.94,0.152,5.01,NA,3.66,92.22,19.67,69.95,626.2,536.19
JUL,1,13,29.84,3.52,0.112,3.5,NA,3.24,100.69,21.52,62.09,625.89,508.35
JUL,1,14,34.74,6.57,0.102,5.1,NA,2.35,118.27,22.93,55.27,625.23,601.86
JUL,1,15,41.13,5.5,0.062,4.14,NA,2.15,138.26,23.81,48.69,624.8,448.94
JUL,1,16,40.95,4.37,0.092,6.33,62.86,3.05,185.84,21.6,55.06,624.4,159.13
JUL,1,17,30.85,2.03,0.172,7.96,NA,2.88,193.46,18.69,72.68,623.96,152.29
JUL,1,18,27.68,1.29,0.162,7.47,22.77,2.15,181.73,19.74,69.23,623.87,101.48
JUL,1,19,23.11,0.96,0.212,10.29,88.18,2.04,134.68,19.19,71.71,624.28,55.08
JUL,1,20,16.53,1.14,0.392,19.6,41.45,1.75,220.19,18.82,70.96,624.83,7.62
JUL,1,21,14.41,4.37,0.182,6.89,NA,5.83,83.75,16.59,79.3,625.78,2.09
JUL,1,22,11.88,3.02,0.152,7.9,NA,3.93,76.21,14.53,95.45,626.77,30.47
JUL,1,23,7.06,6.4,0.122,11.13,NA,3.57,77.35,14.63,96.64,627.26,12.52
JUL,2,0,6.45,22.95,0.082,11.84,7.49,3.95,69.65,14.53,96.79,627.24,2.26
JUL,2,1,6.15,35.13,0.062,10.49,NA,3.64,80.67,14.73,96.16,627.17,19.63
JUL,2,2,9.79,10.03,0.032,4.3,NA,2.34,100.39,14.55,96.58,626.75,2.23
JUL,2,3,9.33,6.99,0.032,5.49,NA,2.99,83.51,14.63,96.98,626.04,12.22
JUL,2,4,11.1,4.92,0.012,4.28,NA,2.78,91.42,14.48,95.95,626,7.39
JUL,2,5,6.57,2.66,0.022,9.57,NA,2.73,124.41,14.15,96.77,626.08,2.2
JUL,2,6,3.53,2.37,0.062,12.45,NA,2.77,118.71,14.08,97.48,626.3,2.2
JUL,2,7,6.05,2.13,0.182,9.21,NA,2.4,81.22,14.61,97.22,626.59,32.14
JUL,2,8,11.28,3.79,0.102,5.36,NA,3.31,67.74,17.25,93.71,626.75,224.35
JUL,2,9,13.87,11.92,0.092,3.9,NA,4.21,78.48,19.44,79.17,627.11,396.79
JUL,2,10,17.36,6.4,0.112,3.22,NA,4.56,93,20.17,68.58,627.33,592.14
JUL,2,11,20.85,8.33,0.102,3.15,NA,4.04,94.74,22.13,59.1,627.28,813.51
JUL,2,12,25.32,2.73,0.062,1.7,NA,3.54,102.5,23.44,52.36,627.25,950.84
JUL,2,13,28.89,1.01,0.022,NA,NA,3.45,96.28,24.37,47.95,626.67,996.74
JUL,2,14,30.36,1.76,0.032,1.7,NA,3.81,111.99,24.65,46.61,625.93,657.19
JUL,2,15,32.1,2.04,0.042,1.8,NA,3.4,108.99,25.3,43.52,625.29,720.88
JUL,2,16,32.75,6.36,0.072,3.53,NA,3.59,104.08,26.04,39.68,624.67,760.64
JUL,2,17,33.63,8.22,0.062,3.32,NA,2.94,110.71,26.2,37.64,624.18,411.8
JUL,2,18,32.75,1.06,0.102,2.61,NA,3.18,169.11,23.78,44.42,624.29,152.72
JUL,2,19,22.04,7.7,0.262,7.24,NA,4.08,353.1,18.74,65.13,625.38,24.17
JUL,2,20,12.9,3.43,0.422,15.28,NA,3.03,70.57,17.1,79.69,625.84,10.58
JUL,2,21,14.03,8.65,0.342,10.69,NA,2.82,79.02,15.33,82.29,626.32,2.22
JUL,2,22,11.34,8.61,0.322,11.31,NA,1.86,146.56,15.41,85.8,626.46,2.16
JUL,2,23,6.89,3.35,0.262,12.9,NA,2.25,168.45,15.33,89.04,626.77,5.53
JUL,3,0,7.41,0.8,0.162,10.66,NA,2.04,162.89,15.19,90.43,626.94,4.55
JUL,3,1,7.96,1.6,0.162,11.66,92.79,2.17,77.69,15.51,89.44,626.79,2.13
JUL,3,2,6.3,3.08,0.182,12.2,91.1,2.36,89.05,15.48,88.42,626.45,2.11
JUL,3,3,5.3,2.74,0.152,12.51,33.72,2.07,103.19,14.94,88.15,626.24,2.16
JUL,3,4,2.74,2.7,0.132,14.62,135.98,1.45,87.23,14.28,88.81,626.15,2.22
JUL,3,5,2.76,3.46,0.152,13.03,117.44,1.38,113.82,13.92,89.58,626.05,2.16
JUL,3,6,2,4.12,0.232,14.17,191.49,1.56,147.89,14.05,90.4,626.24,2.22
JUL,3,7,2,5.46,0.372,12.78,79.55,1.8,187.71,13.78,89.37,626.56,18.65
JUL,3,8,2,5.19,0.372,12.17,39.15,2.03,149.45,16.09,86.16,626.93,141.75
JUL,3,9,2.26,6.78,0.292,10.9,NA,2.52,114.14,19.36,76.5,627.11,412.07
JUL,3,10,10.87,12.27,0.192,5.86,NA,3.55,84,20.64,63.18,626.95,546.93
JUL,3,11,16.89,12.39,0.092,4.03,NA,3.68,89.93,21.86,57,626.86,710.83
JUL,3,12,24.14,3.68,0.072,2.95,24.26,2.84,142.49,23.58,50.91,626.48,769.18
JUL,3,13,27.45,2.74,0.062,2.63,20.57,2.97,122.03,24,48.22,625.98,870.9
JUL,3,14,29.88,2.9,0.022,1.7,3.49,2.53,165.98,25.71,42.76,625.27,961.25
JUL,3,15,31.77,5.62,0.032,1.83,1.76,2.67,143.97,25.64,41.05,624.44,763.58
JUL,3,16,36.85,5.45,0.012,2.51,1.5,2.85,167.7,26.76,37.26,623.73,835.53
JUL,3,17,38.72,4.64,0.012,3.14,39.8,2.43,142.39,26.69,36.23,623.23,390.03
JUL,3,18,27.29,26.88,0.182,10.05,42.7,3.36,85.21,23.92,45.79,623.06,98.67
JUL,3,19,22.58,22.74,0.302,8.97,85.95,3.9,261.38,20.65,57.15,623.8,10.91
JUL,3,20,25.83,2.49,0.082,3.23,123.31,5.03,210.21,14.98,86.78,625.13,23.15
JUL,3,21,23.25,1.28,0.102,5.11,15.73,3.34,194.1,14.28,92.44,626.01,2.3
JUL,3,22,21.91,0.82,0.092,4.89,57.38,2.24,177.45,13.61,95.54,627.14,15.63
JUL,3,23,17.9,0.89,0.112,8.09,36.25,2.59,264.83,13.66,96.37,627.46,13.55
JUL,4,0,19.25,0.8,0.042,3.72,10.04,2.61,294.83,13.4,96.36,627.49,23.03
JUL,4,1,18.37,0.8,0.022,4.4,18.79,2.87,297.68,13.54,97.01,627.26,23.63
JUL,4,2,11.63,1.11,0.022,12.28,14.78,2.37,279.96,13,96.83,626.82,21.92
JUL,4,3,9.63,1.13,0.022,9.46,28.55,1.86,210.25,12.78,97.44,626.21,7.93
JUL,4,4,10.46,1.22,0.012,9.93,28.98,1.85,169.67,12.79,97.95,625.73,2.86
JUL,4,5,13.54,1.21,0.012,7.72,28.3,1.59,159.59,12.61,98.15,625.71,2.31
JUL,4,6,11.56,1.53,0.052,10.4,37.18,1.53,162.76,12.73,98.52,625.74,2.34
JUL,4,7,6.81,1.77,0.132,15.77,48.32,1.58,130.74,13.16,98.72,625.95,24.36
JUL,4,8,6.49,5.27,0.262,21.37,74.77,1.64,100.46,13.94,98.52,626.24,95.52
JUL,4,9,8.72,11.94,0.382,19.46,290.34,1.84,128.19,15.02,96.74,626.54,159.21
JUL,4,10,18.97,17.49,0.552,16.93,131.36,1.55,204.26,18.19,92.73,626.42,380.14
JUL,4,11,24.25,31.59,0.432,13.9,21.02,1.96,166.58,20.66,84.9,626.35,504.33
JUL,4,12,29.55,6.07,0.092,3.16,68.41,2.73,151.45,22.27,77.06,626.06,739.75
JUL,4,13,35.24,2.26,0.052,1.94,27.44,2.62,135,23.98,58.87,625.47,828.16
JUL,4,14,42.8,2.46,0.012,1.7,26.75,2.21,155.04,24.62,52.86,624.91,791.71
JUL,4,15,45.75,1.54,0.072,3.93,34.08,2.52,241.36,24.2,49.04,624.22,363.2
JUL,4,16,38.51,0.8,0.182,6.18,64.31,3.22,280.72,22.13,54.61,623.85,167.44
JUL,4,17,41.15,1.37,0.172,6,35.99,2.22,169.29,23.26,53.21,623.43,338.31
JUL,4,18,37.17,2.57,0.192,5.07,41.78,4.59,115.49,21.22,56.85,623.83,145.29
JUL,4,19,24.16,0.94,0.232,13.8,81.72,2.82,99.55,16.55,69.05,624.5,5.89
JUL,4,20,19.3,0.99,0.232,14.88,116.78,3.46,108.91,15.83,78.4,625.43,3.47
JUL,4,21,23.79,1.32,0.192,11.63,35.97,4.14,97.94,14.89,82.25,625.95,2.13
JUL,4,22,17.93,1.31,0.172,12.14,53.76,2.41,91.63,14.59,84.61,625.86,2.16
JUL,4,23,20.04,2.61,0.112,11.27,0.31,2.34,74.41,14.35,81.45,626.21,2.16
